,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
4134,2016008468,40.138305,-76.100188,36,36209,1,5,,,1,0,2
4229,2016008181,40.816958,-77.833109,14,14204,1,4,,,0,1,4
4233,2016009034,40.519942,-79.959373,2,2118,1,6,,,1,0,7
4240,2016008325,40.107312,-76.300099,36,36101,1,4,,,1,0,8
4267,2016006781,40.611846,-75.476243,39,39301,1,1,,,1,0,8
4380,2016008330,40.029585,-76.229412,36,36215,1,3,,,1,0,8
4521,2016006087,41.181024,-79.689967,16,16219,1,6,,,1,0,7
4532,2016008563,40.360834,-75.988232,6,6237,1,2,,,1,0,8
4548,2016008337,39.957903,-75.286974,23,23111,1,4,,,1,0,5
4579,2016008403,40.108015,-77.949099,31,31222,1,3,,,1,0,7
4580,2016006875,40.600856,-79.400097,3,3222,1,6,,,0,1,7
4590,2016008877,40.969191,-78.080868,14,14219,1,3,,,0,1,7
4605,2016006090,41.178199,-79.368361,16,16204,1,5,,,0,1,7
4626,2016007468,40.670141,-77.665031,44,44203,1,3,,,1,0,8
4752,2016008489,,,6,6214,1,4,,,1,0,8
4847,2016007434,39.994303,-76.320258,36,36228,1,7,,,1,1,2
4903,2016007436,40.966444,-75.999061,40,40428,1,1,,,1,0,6
4947,2016006954,41.099783,-76.390858,19,19219,1,5,,,1,0,7
4997,2016006826,41.461007,-78.560491,24,24301,1,7,,,1,0,7
5006,2016007009,40.475449,-79.707354,2,2466,1,6,,,1,0,2
5102,2016008237,40.118812,-79.951033,62,62211,1,3,,,1,0,1
5281,2016006901,40.130979,-76.821672,66,66220,1,1,,,1,0,4
5296,2016008199,40.211888,-80.117639,62,62220,1,3,,,0,1,7
5349,2016008167,39.962424,-75.215806,67,67301,1,1,,,1,0,7
5424,2016014982,40.427411,-78.616906,11,11418,2,4,,,1,0,4
5430,2016007768,41.186605,-79.263503,16,16204,1,7,,,1,0,8
5516,2016006341,40.319393,-75.565975,46,46212,1,4,,,1,0,4
5577,2016008680,40.433019,-79.177192,32,32206,1,4,,,1,0,7
5585,2016014885,40.003155,-75.365142,23,23106,2,7,,,1,0,7
5602,2016008651,40.599156,-79.609087,64,64201,1,5,,,4,0,4
5617,2016012641,39.961802,-75.258924,23,23111,2,2,,,1,0,7
5644,2016014917,39.971765,-75.983501,15,15252,2,7,,,2,0,2
5652,2016012726,39.927108,-76.601604,66,66233,2,2,,,1,0,1
5671,2016014143,41.828325,-77.676964,52,52210,1,6,,,0,1,0
5679,2016015007,40.094147,-76.377731,36,36214,2,1,,,1,0,4
5702,2016013418,40.027912,-76.223718,36,36215,1,7,,,1,0,4
5755,2016014146,40.033131,-77.501828,21,21215,1,5,,,0,2,4
5807,2016013322,40.161858,-79.88612,64,64304,1,7,,,0,1,5
5821,2016013512,41.776249,-75.485194,57,57215,1,4,,,1,0,2
5822,2016007784,41.071428,-77.405648,18,18213,1,1,,,1,0,7
5868,2016014926,41.832986,-75.875219,57,57408,1,1,,,1,0,4
5955,2016014952,41.535136,-80.180143,20,20211,2,6,,,1,0,7
6009,2016012656,40.398039,-80.088292,2,2117,1,2,,,1,0,7
6038,2016014180,40.0882,-75.648107,15,15251,2,5,,,1,0,7
6155,2016015024,40.339158,-75.967858,6,6429,2,2,,,1,0,1
6342,2016013367,40.445126,-76.415742,38,38201,2,3,,,2,0,4
6346,2016014195,40.303382,-76.926032,21,21101,2,5,,,2,0,2
6379,2016015034,41.361946,-75.742442,35,35412,2,3,,,1,1,4
6411,2016006321,40.047652,-75.390704,23,23106,1,6,,,1,0,2
6412,2016007096,40.467438,-79.834847,2,2113,1,2,,,1,0,7
6455,2016014892,39.959777,-75.888693,15,15232,2,6,,,1,0,4
6536,2016014102,39.834969,-75.814055,15,15222,1,7,,,1,0,1
6537,2016014870,40.4591,-75.367791,9,9220,2,7,,,2,0,2
6551,2016008580,40.072469,-75.048184,67,67301,1,4,,,0,1,8
6574,2016013473,40.845658,-79.915785,10,10101,2,2,,,0,1,8
6628,2016014976,40.149928,-77.634694,28,28207,1,6,,,0,1,7
6645,2016014081,40.234642,-79.351846,64,64203,1,4,,,0,2,7
6692,2016006332,41.302057,-75.929062,40,40220,1,3,,,1,0,4
6711,2016014211,40.455363,-78.409945,7,7201,2,2,,,1,0,4
6770,2016012321,40.060306,-75.986386,36,36232,1,7,,,1,0,7
6782,2016014396,39.842506,-75.366434,23,23301,2,2,,,0,1,7
6789,2016012202,40.962794,-78.100414,17,17210,1,6,,,1,0,7
6805,2016014310,40.352495,-79.850993,2,2304,2,6,,,1,0,8
6948,2016012413,40.262619,-76.865368,22,22301,1,7,,,1,0,8
6956,2016014403,40.319223,-79.863503,2,2442,1,1,,,1,0,7
6970,2016012306,41.244388,-79.479088,16,16205,1,4,,,1,0,7
7040,2016014362,42.101965,-80.161987,25,25213,2,6,,,1,0,7
7135,2016013685,39.952368,-75.306527,23,23111,2,5,,,1,0,2
7160,2016012862,40.043705,-75.518899,15,15214,1,5,,,0,1,1
7169,2016012240,40.407292,-80.089135,2,2415,1,1,,,1,0,4
7197,2016014518,41.002068,-75.153135,45,45213,1,4,,,1,0,4
7226,2016014519,41.787723,-75.894434,57,57204,1,1,,,0,2,7
7280,2016013693,39.997832,-75.110961,67,67301,1,2,,,1,0,8
7299,2016012772,40.230611,-76.134653,36,36405,1,5,,,1,0,8
7318,2016012318,40.966973,-77.650046,14,14214,1,6,,,1,0,5
7335,2016013655,40.327465,-75.989595,6,6237,2,3,,,1,0,8
7357,2016012774,40.336944,-75.914417,6,6301,2,3,,,1,0,8
7381,2016014650,41.64126,-78.814447,42,42215,2,5,,,1,0,7
7402,2016013035,41.419219,-80.474813,43,43228,2,3,,,1,0,4
7443,2016015050,41.003592,-80.364384,37,37301,2,7,,,1,0,7
7454,2016013707,40.015022,-75.13517,67,67301,1,6,,,1,0,8
7528,2016013168,40.655409,-76.102653,53,53419,1,4,,,1,0,8
7544,2016013733,39.927403,-75.145002,67,67301,1,5,,,0,1,8
7714,2016012938,41.329574,-80.106288,43,43412,1,7,,,2,0,0
7773,2016013718,39.991312,-75.133811,67,67301,1,1,,,1,0,8
7796,2016014374,40.222073,-75.126512,9,9226,2,3,,,0,1,4
7797,2016015145,40.004738,-75.878599,15,15245,1,3,,,3,0,2
7807,2016012265,40.494696,-80.065012,2,2402,1,6,,,0,1,8
7829,2016012155,40.571478,-80.450982,4,4207,1,7,,,1,0,7
7831,2016014464,40.262994,-79.510448,64,64217,1,5,,,0,1,7
7871,2016013838,40.010057,-75.186262,67,67301,1,5,,,2,0,2
7975,2016012160,40.56835,-77.202178,34,34202,1,2,,,1,1,0
8059,2016015156,41.492652,-75.597058,35,35402,1,1,,,1,0,7
8085,2016015120,40.247802,-76.930539,21,21401,2,7,,,0,1,7
8175,2016011060,39.960797,-76.761838,66,66231,1,6,,,1,0,8
8241,2016010425,41.190367,-80.112136,43,43219,1,6,,,1,0,7
8401,2016009573,41.284976,-76.14044,40,40227,1,6,,,2,0,4
8412,2016010451,40.515975,-80.219771,2,2213,1,3,,,1,0,1
8605,2016011187,40.011351,-75.260059,46,46104,1,6,,,1,0,8
8702,2016014003,39.989968,-75.136507,67,67301,1,3,,,1,0,4
8812,2016014792,41.537191,-76.10964,65,65206,1,1,,,1,0,7
8832,2016010467,41.196775,-79.003412,33,33220,1,5,,,0,1,6
8851,2016011879,40.337213,-79.835502,2,2304,1,7,,,1,0,7
8860,2016010468,41.359108,-78.551683,24,24203,1,4,,,1,1,7
8867,2016013985,40.009565,-75.151063,67,67301,1,6,,,1,0,8
8894,2016013212,39.960858,-75.356071,23,23112,2,4,,,1,0,2
9022,2016011906,40.191797,-75.073459,9,9226,1,7,,,1,0,2
9045,2016010306,40.631037,-75.409364,39,39302,1,7,,,1,0,6
9102,2016011118,40.051959,-79.125813,55,55221,1,3,,,1,0,1
9126,2016011044,40.32691,-75.621983,46,46201,1,5,,,1,0,1
9151,2016011026,40.350459,-79.646061,64,64102,1,4,,,1,0,0
9162,2016011911,40.689351,-75.241073,48,48418,1,6,,,0,1,8
9193,2016011212,40.900639,-77.75655,14,14221,1,5,,,1,0,1
9197,2016012056,39.906963,-75.568222,15,15201,1,6,,,1,0,2
9235,2016014028,40.057313,-75.140619,67,67301,1,2,,,1,0,4
9236,2016011029,40.542083,-78.356111,7,7210,1,3,,,0,1,8
9251,2016011990,40.233891,-77.138362,21,21206,1,7,,,1,0,1
9257,2016014702,40.516363,-75.820054,6,6232,1,2,,,1,0,4
9276,2016009643,40.162389,-75.071531,46,46110,1,6,,,1,0,7
9280,2016010429,40.884579,-77.780706,14,14201,1,2,,,1,0,4
9290,2016013270,40.070855,-75.444812,15,15236,2,4,,,1,0,7
9316,2016014762,40.488842,-78.419767,7,7301,2,2,,,1,0,7
9384,2016009579,40.508939,-79.946115,2,2118,1,7,,,0,1,7
9434,2016009486,40.698433,-80.271813,4,4426,1,6,,,2,0,4
9504,2016010831,40.188831,-79.602553,64,64206,1,2,,,1,0,8
9508,2016011673,40.986548,-76.988873,59,59201,1,4,,,1,0,7
9528,2016010755,40.911971,-77.774793,14,14401,1,3,,,1,0,6
9570,2016012031,40.300189,-75.286991,9,9210,1,2,,,1,0,4
9583,2016009263,40.905492,-80.021861,10,10216,1,7,,,0,1,4
9604,2016009137,40.591645,-75.591023,39,39209,1,6,,,1,0,8
9669,2016011587,41.256129,-77.043641,41,41230,1,3,,,1,0,7
9684,2016011382,40.351487,-75.674605,6,6101,1,7,,,1,0,7
9734,2016012108,40.070527,-76.32145,36,36101,1,1,,,0,1,7
9756,2016010841,39.961706,-79.814766,26,26212,1,3,,,2,0,2
9792,2016010552,40.955823,-75.980582,40,40301,1,3,,,1,0,8
9795,2016010572,39.893882,-79.732223,26,26302,1,4,,,1,0,7
9831,2016011513,40.986912,-75.190864,45,45404,1,5,,,1,0,7
9844,2016011688,40.406295,-75.472467,46,46219,1,2,,,0,1,4
9871,2016010866,39.920311,-75.415036,23,23207,1,3,,,1,0,8
9891,2016009274,40.557609,-77.285901,34,34213,1,6,,,0,1,7
9894,2016009318,40.433888,-79.732347,2,2446,1,6,,,1,0,7
9963,2016010580,40.020189,-76.540829,66,66212,1,5,,,1,0,2
9979,2016010800,40.056341,-75.121433,46,46102,1,1,,,1,0,2
10000,2016009967,41.174661,-78.835756,33,33221,1,1,,,1,0,7
10036,2016011621,41.801014,-79.209237,61,61217,1,4,,,1,0,7
10068,2016011696,40.2292,-75.334869,46,46216,1,1,,,1,0,99
10092,2016011623,40.816676,-77.054266,54,54205,1,6,,,1,0,7
10096,2016011697,40.327644,-80.364877,62,62224,1,4,,,0,1,6
10122,2016010118,41.398107,-75.688354,35,35414,1,1,,,1,0,8
10126,2016012126,40.345071,-79.657933,64,64415,1,7,,,0,2,7
10272,2016011403,40.863421,-79.880334,10,10101,1,5,,,1,0,8
10277,2016010665,41.076963,-75.53595,45,45215,1,7,,,1,0,1
10296,2016011327,41.253864,-75.8507,40,40304,1,2,,,0,1,8
10386,2016010632,41.003175,-75.583042,13,13211,1,3,,,1,0,7
10405,2016010151,40.460852,-79.867323,2,2113,1,2,,,1,0,7
10409,2016012012,40.308225,-79.888692,2,2302,1,6,,,1,0,8
10415,2016011443,40.120526,-79.278736,64,64205,1,1,,,1,0,0
10525,2016009867,40.565145,-79.754799,64,64305,1,2,,,1,0,4
10550,2016012017,40.057734,-74.979978,9,9202,1,7,,,1,0,7
10582,2016009870,40.230306,-78.829876,55,55422,1,6,,,1,0,4
10595,2016010062,40.441007,-75.486559,39,39204,1,6,,,1,0,0
10635,2016009837,40.062897,-76.280857,36,36101,1,5,,,1,0,7
10646,2016011527,39.993904,-76.655767,66,66227,1,6,,,1,0,2
10802,2016010946,39.946534,-75.142396,67,67301,1,1,,,1,0,7
10832,2016017836,40.000561,-75.647124,15,15254,2,7,,,1,0,7
10842,2016017966,40.589946,-79.750918,2,2464,2,1,,,1,0,4
10917,2016015590,40.268067,-80.142711,62,62220,1,6,,,1,0,7
10944,2016017840,40.833214,-75.83219,13,13409,2,1,,,0,1,7
11023,2016011705,40.997187,-80.337369,37,37301,1,6,,,0,1,2
11026,2016010954,39.959571,-75.175401,67,67301,1,7,,,1,0,1
11030,2016017099,40.731832,-80.103668,10,10212,1,7,,,0,1,0
11145,2016016384,40.816745,-75.298896,48,48213,2,3,,,0,1,4
11215,2016016558,40.038173,-75.144215,67,67301,1,6,,,1,0,1
11262,2016017983,40.332344,-79.891851,2,2433,2,7,,,1,0,1
11273,2016015829,40.536139,-79.718222,2,2466,2,3,,,0,1,8
11297,2016018118,40.398698,-78.433428,7,7203,2,5,,,1,0,7
11411,2016016565,39.987169,-75.175414,67,67301,1,5,,,1,0,4
11497,2016015837,40.193976,-76.416373,36,36230,2,3,,,1,0,7
11527,2016011727,40.384361,-79.981472,2,2301,1,6,,,0,1,8
11533,2016016315,40.444202,-80.028173,2,2301,2,4,,,1,0,4
11587,2016017812,40.104447,-76.511291,36,36413,1,6,,,2,0,2
11601,2016018015,39.961959,-75.257075,23,23111,2,2,,,1,0,4
11620,2016016351,41.948768,-80.133164,25,25219,1,2,,,2,0,4
11768,2016017255,40.79504,-77.851608,14,14410,2,7,,,1,0,8
11776,2016018150,40.232496,-79.600685,64,64436,1,6,,,0,1,7
11824,2016017257,41.62721,-79.58719,61,61219,2,2,,,1,0,7
11839,2016017821,40.486791,-80.054765,2,2404,2,1,,,0,1,8
11879,2016016447,40.477539,-75.776976,6,6232,2,3,,,2,0,2
11895,2016017052,39.987124,-75.087903,67,67301,1,6,,,1,0,8
11962,2016017957,42.107516,-80.04378,25,25302,2,2,,,1,0,4
11967,2016015771,39.950564,-75.677789,15,15243,1,5,,,1,0,4
12026,2016015788,41.471066,-75.676116,35,35219,1,7,,,1,5,2
12075,2016015704,40.737642,-78.821503,32,32215,2,7,,,1,0,7
12094,2016016336,40.601706,-79.013989,32,32209,2,7,,,1,0,7
12190,2016016130,39.999598,-75.125066,67,67301,1,4,,,1,0,4
12193,2016015445,40.961564,-76.608945,47,47401,2,5,,,1,0,2
12259,2016017451,42.039396,-80.243318,25,25205,2,6,,,0,1,7
12348,2016016007,,,55,55422,2,3,,,1,0,5
12359,2016016897,,,13,13406,2,6,,,1,0,8
12492,2016016795,40.075038,-76.401058,36,36214,2,5,,,1,0,7
12544,2016016712,39.936085,-76.254565,36,36229,1,7,,,0,1,2
12588,2016015478,39.949244,-77.146184,1,1220,2,3,,,1,0,4
12597,2016016680,41.29755,-74.909299,51,51203,1,3,,,1,0,7
12610,2016016147,40.314269,-74.999573,9,9204,1,6,,,0,1,7
12694,2016016150,40.982477,-75.215931,45,45214,2,3,,,1,0,7
12796,2016016722,40.963889,-76.274595,19,19201,2,1,,,0,1,7
12797,2016017545,40.26451,-76.058769,6,6237,2,5,,,1,0,7
12802,2016016071,40.312074,-76.851143,22,22101,2,3,,,1,0,8
12955,2016017405,40.153035,-76.025173,36,36213,2,7,,,1,0,7
12992,2016016732,41.110996,-75.917592,40,40232,2,2,,,1,0,7
13090,2016016940,40.096594,-74.868989,9,9401,2,5,,,0,1,0
13186,2016017524,40.770061,-80.05871,10,10407,1,7,,,0,1,7
13219,2016016771,40.617138,-75.497418,39,39301,2,5,,,1,0,2
13276,2016016773,40.607536,-75.475277,39,39301,2,5,,,1,0,8
13278,2016015336,39.731629,-76.314803,66,66224,1,5,,,1,0,7
13295,2016017440,40.048199,-79.565432,26,26202,2,3,,,1,0,4
13306,2016015337,39.768035,-76.666443,66,66226,1,6,,,1,0,4
13326,2016017476,40.215529,-76.785768,22,22103,2,3,,,1,0,7
13341,2016015437,40.375555,-79.897251,2,2473,2,2,,,1,0,7
13387,2016016016,40.198336,-74.866304,9,9211,1,4,,,0,1,4
13452,2016017702,40.20612,-76.148998,36,36210,2,1,,,1,0,4
13468,2016015997,40.039431,-76.477103,36,36239,2,6,,,2,0,5
13523,2016020163,40.467394,-75.37,9,9220,2,2,,,1,0,4
13601,2016018888,40.604486,-79.753299,2,2464,2,1,,,1,0,7
13649,2016019498,40.808289,-75.409881,48,48211,2,3,,,1,0,7
13680,2016018758,41.089714,-78.69695,17,17207,2,1,,,1,0,7
13765,2016020276,40.521429,-80.005292,2,2116,2,7,,,0,1,5
13783,2016019347,40.048731,-74.999797,67,67301,2,5,,,2,0,7
13846,2016018682,39.987028,-75.822889,15,15301,2,3,,,1,0,1
13863,2016017806,40.997299,-80.346142,37,37301,2,3,,,1,0,8
13897,2016018602,40.091903,-75.162211,46,46102,2,3,,,1,0,8
13917,2016021185,40.14645,-79.605642,64,64206,2,1,,,1,0,7
14023,2016018706,41.889317,-80.020325,25,25211,2,6,,,1,0,7
14104,2016020977,40.441412,-80.235006,2,2214,2,2,,,1,0,7
14107,2016020994,41.171357,-75.405398,45,45203,2,6,,,1,0,2
14108,2016018709,41.238767,-76.809879,41,41227,1,6,,,2,0,1
14224,2016019463,39.958375,-76.723386,66,66301,2,4,,,1,0,7
14229,2016020363,39.801309,-75.978269,15,15224,1,1,,,1,0,1
14252,2016018714,40.529787,-77.035625,50,50201,2,2,,,1,0,7
14273,2016020912,,,2,2451,2,1,,,1,0,4
14337,2016021002,40.599266,-79.162331,32,32223,2,7,,,1,0,2
14387,2016020142,40.004236,-75.194736,67,67301,2,3,,,1,0,5
14399,2016021066,41.758191,-76.449382,8,8412,2,4,,,0,1,2
14411,2016016276,41.269054,-75.917368,40,40416,1,7,,,1,0,2
14554,2016017779,40.26864,-75.662839,46,46112,2,6,,,1,0,7
14570,2016018725,41.316021,-75.744721,40,40224,2,7,,,1,0,7
14586,2016020852,41.052936,-80.04798,10,10227,2,7,,,0,1,7
14587,2016018571,40.237763,-80.173925,62,62220,1,7,,,1,0,1
14614,2016020083,41.878852,-80.115768,25,25404,2,1,,,1,0,4
14619,2016020927,39.841693,-75.464447,23,23110,2,3,,,1,0,8
14627,2016018727,41.042839,-75.179664,45,45213,2,2,,,1,0,7
14643,2016020084,40.745822,-75.348167,48,48203,2,5,,,1,0,0
14710,2016018664,40.448904,-79.845988,2,2419,2,1,,,1,0,7
14720,2016021145,40.199047,-75.541657,46,46205,2,2,,,0,1,8
14735,2016020931,41.267751,-80.478304,43,43410,2,4,,,0,1,2
14740,2016019412,40.407566,-75.382793,9,9214,1,1,,,1,0,7
14949,2016019207,39.969365,-77.667918,28,28203,2,5,,,1,0,7
15056,2016018379,40.296017,-79.372144,64,64204,1,3,,,1,0,7
15131,2016019763,39.993661,-75.242449,67,67301,1,6,,,0,1,7
15139,2016020659,40.322792,-77.914197,31,31220,1,7,,,1,0,4
15147,2016018470,40.273328,-76.023879,6,6103,2,3,,,1,0,4
15154,2016020495,39.744569,-77.057606,1,1221,1,6,,,0,1,6
15251,2016019847,39.968611,-75.220651,67,67301,2,4,,,2,0,4
15317,2016019234,41.561194,-75.759577,35,35211,1,2,,,0,2,4
15329,2016020580,40.210033,-77.183166,21,21402,2,4,,,1,0,4
15383,2016018239,40.038997,-76.506908,36,36404,2,6,,,1,0,1
15469,2016019003,40.427157,-79.309156,64,64204,2,6,,,2,0,4
15477,2016019855,39.998422,-75.142602,67,67301,2,6,,,1,0,8
15479,2016018395,41.826096,-78.292894,42,42211,1,7,,,1,0,7
15547,2016018928,40.317583,-76.793724,22,22208,1,6,,,1,0,4
15707,2016019931,40.130504,-80.378214,62,62203,1,7,,,0,1,7
15718,2016018186,40.905652,-79.909464,10,10205,2,7,,,1,0,7
15739,2016020772,40.160423,-76.885905,66,66208,2,7,,,0,1,8
15786,2016019096,39.959072,-76.728284,66,66301,2,4,,,0,1,8
15788,2016020683,41.343926,-74.807974,51,51207,2,3,,,1,0,7
