,CRN,STREET_NAME
13,2010043164,TWENTYNINTH ST
14,2010043164,DERRY ST
19,2010075238,EGYPT RD
24,2010066299,COLD STREAM RD
25,2010066299,CHARLESTOWN RD
172,2010047769,LINCOLN RD
249,2010039128,LEBANON AV
305,2010031664,HARRISBURG ST
320,2010018841,SUNSET RD
321,2010018841,BEAVER ST
342,2010023034,PENROSE AV
349,2010051236,GREENGATE RD
350,2010051236,TOLLGATE HILL RD
351,2010051236,LINCOLN HW
471,2011001030,MARTINS MILL RD
472,2011001030,LEVICK ST
473,2011001030,CLARIDGE ST
478,2010049698,
641,2010067979,PROSPECT ST
659,2010118992,LIMESTONE RD
709,2010038571,BIG RD
724,2010103527,CONNEAUTVILLE RD
884,2010099382,OLD ROUTE 10
885,2010036710,
899,2010083043,REHRERSBURG RD
938,2010038181,AIRPORT RD
939,2010038181,BISHOP ST
1034,2010033563,RIVER RD
1100,2010020458,DOE RUN RD
1114,2010081429,CARSON ST
1130,2010060853,HUNKER RD
1197,2010076438,LYCOMING CREEK RD
1204,2010111697,MOUNTAIN DR
1300,2010103293,CORDIAL LN
1301,2010103293,CHAMBERS HILL RD
1336,2010037016,MAIN ST
1367,2011003487,RAVENSBURG BL
1434,2010032211,KELTON JENNERSVILLE RD
1453,2010115697,SHEFFIELD RD
1469,2010107889,EISENHOWER HW
1519,2010011378,BURKEY HILL RD
1558,2010064457,CONRAD WEISER PY
1560,2010109263,E PITT ST
1662,2010042974,MILFORD RD
1663,2010042974,MT NEBO RD
1684,2010088343,
1720,2010098658,POLK ST
1721,2010098658,CUMBERLAND ST
1735,2010120532,N THIRD ST
1736,2010120532,REILY ST
1745,2010102870,SR 0368 SH
1747,2010108725,CHERRY ST
1788,2010080845,STEVENSON BL
1789,2010080845,LEECHBURG RD
1790,2010080845,TARENTUM RD
1791,2010080845,STEVENSON BL
1792,2010080845,FREEPORT RD
1798,2010035334,OLD PLANK RD
1927,2010112297,WOODBURY PK
1964,2010054397,VFW OF US MEM HW
1996,2010088744,BOWLER ST
1997,2010088744,BUSTLETON AV
1998,2010088744,BUSTLETON AV
1999,2010069530,DELAWARE EX
2040,2010104427,N CHESTER RD
2091,2010080107,KUMRY RD
2092,2010080107,JOHN FRIES HW
2093,2010079449,LINCOLN HW
2205,2010057203,MAIN ST
2221,2010024463,BRISTOL RD
2222,2010024463,MEARNS RD
2270,2011005365,LEITERSBURG RD
2332,2010096372,ST CLAIR SUPPLY RD
2333,2010096372,LLOYD AV
2334,2010096372,MARY ST
2391,2010015368,BURKHOLDER RD
2417,2010121039,GRAND ARMY OF REPUBLIC HW
2471,2010104566,TROUGH CREEK VALLEY PK
2482,2010081886,SOLLENBERGER RD
2578,2010061482,NATIONAL PK
2628,2010097521,WEST CHESTER PK
2654,2010046596,OHIO RIVER BL
2655,2010046596,OHIO RIVER BL
2656,2010046596,RIVER RD
2657,2010046596,RIVER AV
2728,2010106141,KROCKS RD
2764,2010113453,CANAL ST
2766,2010113453,HERSHEY RD
2885,2010018588,
2936,2010088949,GERMANTOWN AV
2937,2010088949,ALLEGHENY AV
2966,2010056991,PENN SQUARE RD
2967,2010056991,GERMANTOWN PK
2968,2010056991,HILLCREST AV
3067,2010104321,SR 0222 HW
3071,2010020272,WEST CHESTER PK
3072,2010020272,WEST CHESTER PK
3073,2010020272,STRASBURG RD
3074,2010020272,GLEN AV
3131,2010043250,NORTH THIRD ST
3132,2010101410,GEORGE ST
3166,2010039184,BROAD ST
3167,2010039184,BROAD ST
3168,2010039184,CUMBERLAND ST
3171,2010080867,FOREST HILLS DR
3177,2010113713,LEHIGH ST
3178,2010113713,LEHIGH ST
3180,2010113713,OXFORD DR
3181,2010113713,THIRTYFIRST ST
3203,2010083791,NOBLE RD
3211,2010059334,ASKEY RD
3214,2010072367,REIFSNYDER RD
3229,2010124234,SR 0255 SH
3243,2010045709,HECKTOWN RD
3283,2010014504,BROADWAY ST
3318,2010061649,
3319,2010061649,COOKS MILL RD
3320,2010061649,STRINGTOWN HOLLOW RD
3338,2011003545,MEMORIAL HW
3353,2010059794,HAMILTON ST
3396,2010068499,COPENHAFFER RD
3445,2010074002,EVANSBURG RD
3446,2010074002,RIDGE PK
3447,2010074002,RIDGE PK
3519,2010061848,MAIN ST
3558,2010085079,BERNVILLE RD
3619,2010037788,GARVERS FERRY RD
3648,2010112986,SILVER SPRING RD
3649,2010049503,PENN ST
3693,2010021136,
3723,2010093028,SR 0070 SH
3757,2010081275,SR 0014 HW
3803,2010032971,DOYLESTOWN BP
3821,2011001488,MILL ST
3822,2011001488,SCRANTON-CARBONDALE HW
3857,2011002042,SOOSE RD
3895,2010107898,PURDYTOWN TP
4041,2010099089,AVALON RD
4069,2010009694,
4075,2010090621,CRALEY RD
4130,2010016717,
4169,2011022526,STITT RD
4184,2010031218,ENGLE RD
4185,2010031218,KELLY RD
4194,2011001819,LEMON ST
4203,2010074058,LEHIGH VALLEY TH
4204,2010084931,DETURKSVILLE RD
4220,2011001197,LEMMON RD
4230,2010112820,SR 0248 HW
4231,2010112820,WHITE ST
4235,2010005103,MAIN ST
4237,2010074088,BRIDGE ST
4238,2010074088,TACONY ST
4239,2010074088,TACONY ST
4240,2010074088,BRIDGE ST
4278,2010124087,PANTHER VALLEY RD
4333,2010081364,WASHINGTON CROSSING RD
4348,2010006501,SANDY HILL RD
4394,2010035730,CAMBRIDGE RD
4395,2010035730,NEW ARDMORE AV
4471,2010078586,BLOOMING GROVE RD
4472,2010078586,GRANDVIEW RD
4503,2010114099,POTTSTOWN BP
4505,2010019588,BENNETT ST
4544,2010124659,HILLENDALE RD
4596,2010037512,ALLEGHENY VALLEY EX
4652,2010028868,LISBURN RD
4679,2010067327,LOG CABIN INN PARKING LOT LT
4681,2010097783,GALLATIN AV ET
4875,2010029990,SR 0061 HW
4876,2010029990,SR 0061 HW
4877,2010029990,ALTAMONT BL
4906,2010080404,
4941,2010103546,Z H CONFAIR MEMORIAL HW
4948,2010088418,PINE GROVE RD
5035,2010072074,NEW LANCASTER VALLEY RD
5066,2010059107,EMMITSBURG RD
5067,2010059107,PEACH ORCHARD RD
5068,2010059107,MILLERSTOWN RD
5233,2010045102,NORTH WALES RD
5234,2010045102,OLD MORRIS RD
5235,2010045102,TOWNSHIP LINE RD
5284,2010047684,BEAVER AV
