id,dt,lat,lon,city,county,street_1,street_2,crash_type,death_count,severity
20170120E030-2017-00034A,2017-01-08 16:35:00,39.541300,74.474340,PORT REPUBLIC CITY,ATLANTIC,GARDEN STATE PARKWAY,,11,0,I
20170121I-2017-013526,2017-10-31 18:35:00,39.330240,74.593830,SOMERS POINT CITY,ATLANTIC,US 9,BETHEL RD,13,0,I
20170123A090-2017-00195A,2017-07-09 11:37:00,39.443640,74.735760,WEYMOUTH TWP,ATLANTIC,NJ 50,,07,0,I
20170211B060-2017-03728A,2017-11-13 10:33:00,40.901290,74.126640,ELMWOOD PARK BORO,BERGEN,I-80,,11,0,I
2017021717-11153,2017-06-29 15:25:00,40.922350,74.113650,FAIR LAWN BORO,BERGEN,NJ 4,BANTA PL,01,0,I
2017021717-15769,2017-09-13 16:03:00,40.950430,74.137220,FAIR LAWN BORO,BERGEN,NJ 208,ROUTE 507 / MAPLE AVE,01,0,I
2017021717-22544,2017-12-23 12:46:00,40.938690,74.122670,FAIR LAWN BORO,BERGEN,BERGEN COUNTY 76,20TH ST,03,0,I
2017022417-24-02059,2017-04-27 21:35:00,40.985500,73.968700,HARRINGTON PARK BORO,BERGEN,ROUTE 505,HIGHLAND AVE,10,0,I
201702312017-011154,2017-05-18 17:18:00,40.872000,74.071400,LODI BORO,BERGEN,CLARK STREET,CHURCH STREET,03,0,I
20170236E040-2017-01934A,2017-05-21 18:48:00,41.053940,74.065000,MONTVALE BORO,BERGEN,GARDEN STATE PARKWAY,,03,0,I
20170249D030-2017-04060A,2017-11-20 10:39:00,40.824170,74.026840,RIDGEFIELD BORO,BERGEN,I-95  N.J. TURNPIKE,,12,0,I
201702502017-07550,2017-07-02 09:46:00,40.850900,74.028300,RIDGEFIELD PARK VILLAGE,BERGEN,US 46,,11,0,I
201702502017-07626,2017-07-04 12:28:00,40.849200,74.026400,RIDGEFIELD PARK VILLAGE,BERGEN,US 46,NJ 124 / RIDGEFIELD AVE,09,0,I
201702522017-06441,2017-08-20 15:15:00,40.907800,74.038400,RIVER EDGE BORO,BERGEN,ROUTE 503,HOWLAND AVE,11,0,I
20170257B060-2017-01052A,2017-04-09 14:57:00,40.903430,74.094640,SADDLE BROOK TWP,BERGEN,I-80,,06,0,I
20170257B060-2017-01469A,2017-05-16 09:52:00,40.893920,74.078400,SADDLE BROOK TWP,BERGEN,I-80,,11,0,I
20170257E040-2017-04167A,2017-10-02 11:53:00,40.616160,74.651650,SADDLE BROOK TWP,BERGEN,GARDEN STATE PARKWAY,,11,0,I
20170304D020-2017-00994A,2017-12-09 01:08:00,39.054460,75.564640,BORDENTOWN TWP,BURLINGTON,I-95  N.J. TURNPIKE,,01,0,I
201703062017-07933,2017-06-23 23:20:00,40.064550,74.875530,BURLINGTON TWP,BURLINGTON,US 130,KINGSBRIDGE DR,11,0,I
201703062017-11378,2017-08-30 14:54:00,40.051330,74.841160,BURLINGTON TWP,BURLINGTON,ROUTE 541,CR 634 / SUNSET RD,01,0,I
201703062017-11801,2017-09-09 00:39:00,40.082890,74.818860,BURLINGTON TWP,BURLINGTON,HORSESHOE DR,FOXCHASE DR,11,0,I
201703062017-1833,2017-02-10 19:34:00,40.088600,74.825280,BURLINGTON TWP,BURLINGTON,US 130,CR 658 / NECK RD,01,0,I
201703062017-9026,2017-07-15 17:39:00,40.085480,74.832440,BURLINGTON TWP,BURLINGTON,US 130,LAGORCE BLVD,03,0,I
201703082017-02905,2017-02-17 11:38:00,39.999810,74.986880,CINNAMINSON TWP,BURLINGTON,US 130,WYNWOOD DR,11,0,I
201703132017-33080,2017-02-07 14:24:00,39.894420,74.931080,EVESHAM TWP,BURLINGTON,NJ 70,,11,0,I
201703182017-18,2017-01-01 15:12:00,40.110300,74.707100,MANSFIELD TWP,BURLINGTON,US 206,NJ 68,11,0,I
20170318C020-2017-00005A,2017-01-01 07:18:00,40.105430,74.741240,MANSFIELD TWP,BURLINGTON,I-295,,01,0,I
20170318C020-2017-00160A,2017-03-04 05:04:00,40.119220,74.721370,MANSFIELD TWP,BURLINGTON,I-295,,01,0,I
20170318C020-2017-00925A,2017-11-16 07:46:00,40.098910,74.748730,MANSFIELD TWP,BURLINGTON,I-295,,06,0,I
201703242017-01777,2017-01-22 19:55:00,39.971790,74.860990,MOUNT LAUREL TWP,BURLINGTON,NJ 38,UNION MILL RD,03,0,I
201703242017-01826,2017-01-22 19:55:00,39.971790,74.860990,MOUNT LAUREL TWP,BURLINGTON,NJ 38,UNION MILL RD,03,0,I
201703242017-04411,2017-02-23 08:04:00,39.951320,74.943890,MOUNT LAUREL TWP,BURLINGTON,BURLINGTON COUNTY 607,HOOTEN RD,03,0,I
201703242017-05058,2017-03-02 07:33:00,39.958330,74.863460,MOUNT LAUREL TWP,BURLINGTON,BURLINGTON COUNTY 674,ARK RD / PHILLIPS RD,04,0,I
201703242017-08854,2017-04-15 23:12:00,39.921380,74.892610,MOUNT LAUREL TWP,BURLINGTON,BURLINGTON COUNTY 616,BROOKWOOD DR / TRILLIUM DR,03,0,I
201703242017-29328,2017-12-08 14:40:00,39.938570,74.869040,MOUNT LAUREL TWP,BURLINGTON,BURLINGTON COUNTY 686,CEDAR ST,01,0,I
20170324C020-2017-00504A,2017-07-24 07:39:00,39.947690,74.933310,MOUNT LAUREL TWP,BURLINGTON,I-295,,02,0,I
20170324D020-2017-00106A,2017-02-17 03:28:00,39.948590,74.930820,MOUNT LAUREL TWP,BURLINGTON,NEW JERSEY TURNPIKE,,11,0,I
20170333C080-2017-00263A,2017-05-04 13:29:00,39.900340,74.740180,SOUTHAMPTON TWP,BURLINGTON,US 206,,04,0,I
20170333C080-2017-00809A,2017-12-02 16:01:00,39.968910,74.735700,SOUTHAMPTON TWP,BURLINGTON,US 206,,11,0,I
20170334C080-2017-00858A,2017-12-17 21:53:00,40.017570,74.732950,SPRINGFIELD TWP,BURLINGTON,US 206,,13,0,I
20170335C080-2017-00466A,2017-07-18 12:56:00,39.846820,74.676930,TABERNACLE TWP,BURLINGTON,ROUTE 532,,11,0,I
20170336C120-2017-00038A,2017-04-16 19:19:00,39.649040,74.642900,WASHINGTON TWP,BURLINGTON,BATSTO RD,CR 542,11,0,I
20170336C120-2017-00123A,2017-11-02 14:20:00,39.614430,74.510780,WASHINGTON TWP,BURLINGTON,ROUTE 542,,02,0,I
20170337D020-2017-00320A,2017-05-09 13:44:00,40.027470,74.820940,WESTAMPTON TWP,BURLINGTON,NEW JERSEY TURNPIKE,,11,0,I
20170339C080-2017-00583A,2017-09-07 07:02:00,39.876380,74.550590,WOODLAND TWP,BURLINGTON,NJ 72,,04,0,I
20170339C080-2017-00673A,2017-10-18 19:46:00,39.883170,74.564270,WOODLAND TWP,BURLINGTON,NJ 72,,03,0,I
20170339C080-2017-00679A,2017-10-21 02:02:00,39.853700,74.522900,WOODLAND TWP,BURLINGTON,NJ 72,,10,0,I
20170403A310-2017-01120A,2017-05-25 07:02:00,39.874150,75.058480,BARRINGTON BORO,CAMDEN,I-295,,11,0,I
20170404A310-2017-00874A,2017-04-27 05:34:00,39.871500,75.101580,BELLMAWR BORO,CAMDEN,I-295,,10,0,I
20170404A310-2017-01586A,2017-07-13 14:36:00,39.889940,75.105430,BELLMAWR BORO,CAMDEN,I-76,,11,0,I
20170404A310-2017-02835A,2017-11-27 16:42:00,39.872050,75.085570,BELLMAWR BORO,CAMDEN,I-295,,01,0,I
2017040917-023010,2017-03-21 07:05:00,39.877780,75.006360,CHERRY HILL TWP,CAMDEN,ROUTE 561,CR 670 / BROWNING LN / BURNT MILL R,03,0,I
20170409A310-2017-01251A,2017-06-07 20:03:00,39.884320,75.006200,CHERRY HILL TWP,CAMDEN,I-295,,01,0,I
20170414A310-2017-00849A,2017-04-23 21:39:00,39.880760,75.103340,GLOUCESTER CITY,CAMDEN,I-76,,11,0,I
201704152017-053665,2017-10-30 08:27:00,39.798680,75.025910,GLOUCESTER TWP,CAMDEN,CAMDEN COUNTY 673,BROAD ACRES DR / RAMBLING RD,07,0,I
20170415A310-2017-00956A,2017-05-10 09:35:00,39.779750,75.049050,GLOUCESTER TWP,CAMDEN,NJ 42,,11,0,I
20170415A310-2017-01724A,2017-08-01 01:39:00,39.820760,75.076060,GLOUCESTER TWP,CAMDEN,NJ 42,,01,0,I
20170415A310-2017-01901A,2017-08-17 20:02:00,39.825090,75.082280,GLOUCESTER TWP,CAMDEN,NJ 42,,11,0,I
20170415A310-2017-02141A,2017-09-15 13:58:00,39.802840,75.055680,GLOUCESTER TWP,CAMDEN,NJ 42,,11,0,I
20170415A310-2017-02533A,2017-10-29 03:21:00,39.824040,75.081610,GLOUCESTER TWP,CAMDEN,NJ 42,,11,0,I
20170415A310-2017-03080A,2017-12-22 05:51:00,39.778720,75.049070,GLOUCESTER TWP,CAMDEN,NJ 42,,11,0,I
20170418A310-2017-00299A,2017-02-08 17:40:00,39.872040,75.073500,HADDON HEIGHTS BORO,CAMDEN,I-295,,11,0,I
20170421A310-2017-00354A,2017-02-17 14:08:00,39.871620,75.024840,LAWNSIDE BORO,CAMDEN,I-295,,11,0,I
20170436A160-2017-00443A,2017-07-16 12:44:00,39.645430,74.868390,WINSLOW TWP,CAMDEN,ATLANTIC CITY EXPRESSWAY,,10,0,I
20170436A160-2017-00504A,2017-08-06 16:05:00,39.640250,74.863280,WINSLOW TWP,CAMDEN,ATLANTIC CITY EXPRESSWAY,,02,0,I
20170504A050-2017-00244A,2017-06-09 18:32:00,39.216140,74.912010,DENNIS TWP,CAPE MAY,NJ 347,,05,0,I
20170504A050-2017-00472A,2017-08-22 22:13:00,39.171440,74.763510,DENNIS TWP,CAPE MAY,CAPE MAY COUNTY 608,ACADEMY LN,04,0,I
20170504E030-2017-00564A,2017-06-11 15:27:00,39.188650,74.716480,DENNIS TWP,CAPE MAY,GARDEN STATE PARKWAY,,11,0,I
201705052017-31795,2017-08-05 01:01:00,38.984800,74.926700,LOWER TWP,CAPE MAY,CAPEWOODS RD,THISTLE LN,06,0,I
20170506E030-2017-00552A,2017-06-09 18:41:00,39.057150,74.838990,MIDDLE TWP,CAPE MAY,GARDEN STATE PARKWAY,,10,0,I
20170511A050-2017-00002A,2017-01-03 07:17:00,39.243510,74.668890,UPPER TWP,CAPE MAY,US 9,OCEAN AVE,13,0,I
20170511A050-2017-00325A,2017-07-09 21:03:00,39.269770,74.647580,UPPER TWP,CAPE MAY,OLD TUCKAHOE RD,CR 610,11,0,I
20170511A050-2017-00349A,2017-07-15 23:15:00,39.255880,74.730440,UPPER TWP,CAPE MAY,NJ 50,,10,0,I
20170511A050-2017-00363A,2017-07-22 01:41:00,39.196750,74.714590,UPPER TWP,CAPE MAY,US 9,,11,0,I
20170511A050-2017-00592A,2017-10-23 00:00:00,39.305900,74.820500,UPPER TWP,CAPE MAY,HEAD OF RIVER RD,RT 49,11,0,I
20170511A050-2017-00609A,2017-10-29 17:42:00,39.219210,74.705620,UPPER TWP,CAPE MAY,NJ 50,,04,0,I
20170511E030-2017-00482A,2017-05-26 12:26:00,39.205600,74.697100,UPPER TWP,CAPE MAY,GARDEN STATE PARKWAY,,11,0,I
20170511E030-2017-00890A,2017-08-07 21:56:00,39.246390,74.657540,UPPER TWP,CAPE MAY,GARDEN STATE PARKWAY,,11,0,I
20170516A050-2017-00625A,2017-11-08 19:27:00,39.221740,74.807140,WOODBINE BORO,CAPE MAY,CAPE MAY COUNTY 638,CR 660 / FIDLER HILL RD,11,0,I
20170605A040-2017-00344A,2017-05-06 22:35:00,39.417620,75.167160,FAIRFIELD TWP,CUMBERLAND,NJ 49,,13,0,I
20170606A040-2017-00245A,2017-04-01 02:22:00,39.425460,75.337020,GREENWICH TWP,CUMBERLAND,CUMBERLAND COUNTY 703,,11,0,I
20170607A040-2017-00071A,2017-01-22 22:31:00,39.478970,75.272320,HOPEWELL TWP,CUMBERLAND,CUMBERLAND COUNTY 607,,99,0,I
20170609A100-2017-00243A,2017-06-18 16:08:00,39.238250,74.900100,MAURICE RIVER TWP,CUMBERLAND,NJ 347,,04,0,I
20170613A040-2017-00853A,2017-11-03 07:28:00,39.514850,75.229640,UPPER DEERFIELD TWP,CUMBERLAND,NJ 77,CR 612 / POLK LANE,03,0,I
201706142017027836,2017-05-06 14:25:00,39.492810,75.011310,VINELAND CITY,CUMBERLAND,BROAD LN,BROADLAWN TER,03,0,I
201706142017032361,2017-05-27 04:03:00,39.451890,75.019290,VINELAND CITY,CUMBERLAND,EAST AVE,GRANT AVE,11,0,I
201706142017037937,2017-06-21 00:44:00,39.444620,75.000240,VINELAND CITY,CUMBERLAND,ROUTE 552,CR 655 / S LINCOLN AVE,11,0,I
201706142017045189,2017-07-25 12:30:00,39.484910,74.999270,VINELAND CITY,CUMBERLAND,ROUTE 555,ROUTE 540 / LANDIS AVE,07,0,I
201706142017048227,2017-08-08 17:38:00,39.426570,75.023740,VINELAND CITY,CUMBERLAND,ROUTE 555,REICK TER,11,0,I
201706142017061256,2017-10-08 09:36:00,39.482980,75.039470,VINELAND CITY,CUMBERLAND,ALMOND RD,MELROSE ST,11,0,I
201706142017071078,2017-11-24 11:21:00,39.451890,74.992130,VINELAND CITY,CUMBERLAND,CUMBERLAND COUNTY 655,CIVIL WAR RD,04,0,I
201706142017072895,2017-12-03 17:22:00,39.477740,75.021740,VINELAND CITY,CUMBERLAND,S SEVENTH ST,PAUL ST,13,0,I
201706142017075288,2017-12-15 16:14:00,39.473210,74.907300,VINELAND CITY,CUMBERLAND,CUMBERLAND COUNTY 615 S,W CHESTNUT AVE,11,0,I
201706142017075972,2017-12-19 12:30:00,39.517370,75.040790,VINELAND CITY,CUMBERLAND,NJ 47,CR 674 / GARDEN RD,11,0,I
201706142017076011,2017-12-19 15:28:00,39.491110,75.012350,VINELAND CITY,CUMBERLAND,ROUTE 540,MYRTLE ST,06,0,I
20170614A100-2017-00339A,2017-08-10 18:56:00,39.446630,75.063690,VINELAND CITY,CUMBERLAND,NJ 55,,11,0,I
20170702E040-2017-02060A,2017-05-29 01:55:00,40.839220,74.179980,BLOOMFIELD TWP,ESSEX,GARDEN STATE PARKWAY,,13,0,I
20170705B060-2017-01257A,2017-04-27 23:38:00,40.757910,74.204510,EAST ORANGE CITY,ESSEX,I-280,,13,0,I
20170705B060-2017-01276A,2017-04-30 19:27:00,40.756690,74.201420,EAST ORANGE CITY,ESSEX,I-280,,99,0,I
20170705E040-2017-02692A,2017-07-03 14:43:00,40.753010,74.210860,EAST ORANGE CITY,ESSEX,GARDEN STATE PARKWAY,,01,0,I
20170712I-2017-015083,2017-08-10 08:10:00,40.728390,74.292790,MILLBURN TWP,ESSEX,ROUTE 577,CYPRUS ST,03,0,I
20170714B130-2017-00575A,2017-02-15 06:25:00,40.714010,74.203570,NEWARK CITY,ESSEX,I-78,,10,0,I
20170714B130-2017-01671A,2017-05-20 14:13:00,40.704650,74.561920,NEWARK CITY,ESSEX,I-78,,11,0,I
20170714C-2017-005516,2017-11-17 11:03:00,40.737630,74.178970,NEWARK CITY,ESSEX,ROUTE 510,DR MLK JR BLVD,13,0,I
20170714D030-2017-01851A,2017-06-09 20:45:00,40.713380,74.141430,NEWARK CITY,ESSEX,I-95  N.J. TURNPIKE,,01,0,I
20170722C-2017-000381,2017-01-26 12:05:00,40.758260,74.291510,WEST ORANGE TWP,ESSEX,CHERRY LN,SOUTH ORANGE AVE,04,0,I
2017080217-000921,2017-01-09 07:45:00,39.829230,75.125200,DEPTFORD TWP,GLOUCESTER,ROUTE 534,NJ 47,04,0,I
201708022017031680,2017-09-05 14:18:00,39.797260,75.117350,DEPTFORD TWP,GLOUCESTER,NJ 47,CR 647 / BANKBRIDGE RD / FOX RUN RD,03,0,I
20170802A310-2017-02555A,2017-10-30 01:33:00,39.859850,75.137740,DEPTFORD TWP,GLOUCESTER,I-295,,11,0,I
201708032017008728,2017-06-13 16:22:00,39.795270,75.219330,EAST GREENWICH TWP,GLOUCESTER,GLOUCESTER COUNTY 667,COUNTY HOUSE RD,04,0,I
20170805A310-2017-00214A,2017-01-26 20:38:00,39.586780,75.073130,FRANKLIN TWP,GLOUCESTER,NJ 55,,01,0,I
20170805A310-2017-02804A,2017-11-22 15:28:00,39.574750,75.068890,FRANKLIN TWP,GLOUCESTER,NJ 55,,11,0,I
201708062017021538,2017-08-28 16:08:00,39.728730,75.115380,GLASSBORO BORO,GLOUCESTER,NJ 47,AUTUMN RIDGE DR,04,0,I
201708062017022140,2017-09-03 00:18:00,39.682830,75.107620,GLASSBORO BORO,GLOUCESTER,GLOUCESTER COUNTY 637,MCKINLEY AVE,11,0,I
201708062017029394,2017-11-20 19:35:00,39.715430,75.112560,GLASSBORO BORO,GLOUCESTER,ROUTE 553,WILSON AVE,13,0,I
201708082017008396,2017-03-23 16:05:00,39.753430,75.212110,HARRISON TWP,GLOUCESTER,NJ 45,CR 667 / CEDAR RD / COHAWKIN RD,04,0,I
201708092017010701,2017-08-10 15:08:00,39.763780,75.385730,LOGAN TWP,GLOUCESTER,GLOUCESTER COUNTY 602,COMMERCE BLVD,03,0,I
201708092017013724,2017-10-19 00:31:00,39.799690,75.299600,LOGAN TWP,GLOUCESTER,GLOUCESTER COUNTY 653,CR 684 / ASBURY STATION RD,11,0,I
20170809A140-2017-00152A,2017-03-08 07:53:00,39.750480,75.375700,LOGAN TWP,GLOUCESTER,I-295,,10,0,I
20170809A140-2017-00271A,2017-04-28 18:11:00,39.753480,75.371700,LOGAN TWP,GLOUCESTER,I-295,,11,0,I
20170809A140-2017-00832A,2017-11-26 13:35:00,39.759630,75.363450,LOGAN TWP,GLOUCESTER,I-295,,99,0,I
201708112017012650,2017-04-12 08:13:00,39.611270,74.905660,MONROE TWP,GLOUCESTER,US 322,PINEY HOLLOW RD,04,0,I
201708112017020309,2017-06-19 20:39:00,39.687550,75.003940,MONROE TWP,GLOUCESTER,US 322,ROSEBUD DR,03,0,I
201708112017034383,2017-11-08 07:52:00,39.675570,74.951940,MONROE TWP,GLOUCESTER,WINSLOW RD,MALAGA RD,05,0,I
201708112017034819,2017-11-12 15:34:00,39.699850,75.080070,MONROE TWP,GLOUCESTER,US 322,FLANAGAN AVE / MOORE AVE,03,0,I
201708112017037359,2017-12-09 16:39:00,39.652820,74.971100,MONROE TWP,GLOUCESTER,GLOUCESTER COUNTY 659,CARRIAGE DR,04,0,I
201708182017018290,2017-05-15 19:42:00,39.752660,75.046210,WASHINGTON TWP,GLOUCESTER,NJ 42,CR 639 / GANTTOWN RD,11,0,I
201708182017029211,2017-08-11 08:29:00,39.733770,75.064980,WASHINGTON TWP,GLOUCESTER,GLOUCESTER COUNTY 654,KINGS WAY,03,0,I
201708202017008958,2017-04-20 19:41:00,39.862910,75.148720,WEST DEPTFORD TWP,GLOUCESTER,US 130,,14,0,I
20170820A310-2017-02228A,2017-09-24 18:55:00,39.826270,75.227560,WEST DEPTFORD TWP,GLOUCESTER,I-295,,11,0,I
20170820A310-2017-02752A,2017-11-17 13:13:00,39.838360,75.197890,WEST DEPTFORD TWP,GLOUCESTER,I-295,,11,0,I
201708222017013158,2017-07-16 22:45:00,39.847240,75.142870,WOODBURY CITY,GLOUCESTER,ROUTE 553,STATION DR,06,0,I
201708222017019312,2017-10-15 18:16:00,39.827470,75.153040,WOODBURY CITY,GLOUCESTER,GLOUCESTER COUNTY 650,CR 649 / S BARBER AVE,10,0,I
201708242017007519,2017-04-21 07:36:00,39.745800,75.373200,WOOLWICH TWP,GLOUCESTER,GLOUCESTER COUNTY 602,TOWNSHIP LINE RD,04,0,I
201708242017012111,2017-07-07 17:31:00,39.761680,75.305330,WOOLWICH TWP,GLOUCESTER,US 322,CR 653 / PAULSBORO SWEDESBORO RD,01,0,I
20171001C040-2017-00102A,2017-04-10 21:04:00,40.558360,75.082220,ALEXANDRIA TWP,HUNTERDON,HUNTERDON COUNTY 619,STAMETS RD,07,0,I
20171002B110-2017-00652A,2017-07-22 11:42:00,40.643610,75.049270,BETHLEHEM TWP,HUNTERDON,TUNNEL RD,,13,0,I
20171016C040-2017-00215A,2017-08-20 12:44:00,40.513880,74.984770,KINGWOOD TWP,HUNTERDON,NJ 12,OLD RT 12,10,0,I
2017101717002242,2017-03-13 21:49:00,40.359600,74.942600,LAMBERTVILLE CITY,HUNTERDON,NJ 29,WEEDEN ST,13,0,I
20171024B110-2017-00038A,2017-01-14 15:32:00,40.650370,74.762680,TEWKSBURY TWP,HUNTERDON,I-78,,10,0,I
20171103C060-2017-00308A,2017-02-17 17:37:00,40.201330,74.653730,HAMILTON TWP,MERCER,I-195,,11,0,I
20171103C060-2017-01116A,2017-07-25 11:44:00,40.185160,74.697420,HAMILTON TWP,MERCER,I-195,,11,0,I
20171103C060-2017-01852A,2017-11-22 17:35:00,40.183280,74.722490,HAMILTON TWP,MERCER,I-295,,06,0,I
20171103D020-2017-00858A,2017-11-02 17:15:00,40.177530,74.629440,HAMILTON TWP,MERCER,I-95  N.J. TURNPIKE,,01,0,I
20171107C060-2017-00325A,2017-02-23 07:36:00,40.283820,74.697120,LAWRENCE TWP,MERCER,I-295,,15,0,I
20171112C060-2017-01568A,2017-10-15 15:03:00,40.186950,74.571920,ROBBINSVILLE TWP,MERCER,I-195,,11,0,I
20171205B130-2017-01210A,2017-04-15 03:07:00,40.165460,74.646460,EDISON TWP,MIDDLESEX,NJ 440,,11,0,I
20171205D010-2017-00652A,2017-06-03 14:20:00,40.499900,74.382980,EDISON TWP,MIDDLESEX,I-95  N.J. TURNPIKE,,11,0,I
20171205D010-2017-00893A,2017-07-21 20:52:00,40.524500,74.345010,EDISON TWP,MIDDLESEX,I-95  N.J. TURNPIKE,,15,0,I
2017120817-174,2017-07-07 17:43:00,40.346040,74.431160,JAMESBURG BORO,MIDDLESEX,ROUTE 522,JOHN ST / LAKE ST,06,0,I
20171216B130-2017-01210A,2017-04-15 03:07:00,40.165460,74.646460,PERTH AMBOY CITY,MIDDLESEX,NJ 440,,11,0,I
20171216B130-2017-04506A,2017-12-09 00:00:00,40.526110,74.269450,PERTH AMBOY CITY,MIDDLESEX,NJ 440,,06,0,I
2017121817-03945,2017-03-16 08:29:00,40.328030,74.572750,PLAINSBORO TWP,MIDDLESEX,PLAINSBORO ROAD,DEER CREEK DRIVE,13,0,I
2017121817-10096,2017-07-08 14:00:00,40.326500,74.558670,PLAINSBORO TWP,MIDDLESEX,PLAINSBORO ROAD,THOREAU DRIVE,03,0,I
20171219E050-2017-01006A,2017-05-29 06:46:00,40.486230,74.302240,SAYREVILLE BORO,MIDDLESEX,GARDEN STATE PARKWAY,,01,0,I
20171225B130-2017-04007A,2017-11-03 01:05:00,40.520210,74.295480,WOODBRIDGE TWP,MIDDLESEX,NJ 440,,01,0,I
20171225E040-2017-04473A,2017-10-21 00:00:00,40.582610,74.330550,WOODBRIDGE TWP,MIDDLESEX,GARDEN STATE PARKWAY,,11,0,I
20171225E050-2017-01190A,2017-06-21 12:11:00,40.544380,74.311340,WOODBRIDGE TWP,MIDDLESEX,GARDEN STATE PARKWAY,,11,0,I
20171225E050-2017-01908A,2017-08-27 02:45:00,40.541890,74.309410,WOODBRIDGE TWP,MIDDLESEX,GARDEN STATE PARKWAY,,01,0,I
2017130317AP17805,2017-07-12 07:33:00,40.229070,74.008670,ASBURY PARK CITY,MONMOUTH,NJ 71,7TH AVE,03,0,I
20171318E050-2017-00192A,2017-01-31 10:29:00,40.886550,74.177130,HOLMDEL TWP,MONMOUTH,GARDEN STATE PARKWAY,,10,0,I
201713212017004253,2017-05-29 18:55:00,40.445080,74.122790,KEANSBURG BORO,MONMOUTH,PARK AVE,COTTAGE PL,03,0,I
2017132517LB29031,2017-12-04 17:23:00,40.299100,73.993290,LONG BRANCH CITY,MONMOUTH,MORRIS AVE,PROSPECT AVE,13,0,I
2017132617MN07129,2017-03-28 23:58:00,40.293150,74.298590,MANALAPAN TWP,MONMOUTH,US 9,RYAN RD / SYMMES RD,01,0,I
2017132617MN14413,2017-06-12 13:48:00,40.302680,74.303060,MANALAPAN TWP,MONMOUTH,US 9,TAYLORS MILLS RD,01,0,I
20171330E050-2017-01260A,2017-06-29 20:03:00,40.428070,74.228780,ABERDEEN TWP,MONMOUTH,GARDEN STATE PARKWAY,,11,0,I
20171332C060-2017-00077A,2017-01-10 10:12:00,40.225140,74.432380,MILLSTONE TWP,MONMOUTH,MONMOUTH COUNTY 1,MILLSTONE RD,04,0,I
