id,vehicle_number,year,make,model,hit_run
20170117I-2017-006763,2,2002,MERCURY,MOU, 
20170117I-2017-008505,1,1995,FORD,F250, 
20170117I-2017-008505,2,1998,JEEP,GC, 
20170117I-2017-008505,3,1999,CHEVROLET,GM4, 
20170119I-2017-002297,1,2002,DODGE,STRATUS, 
20170119I-2017-015208,1,2006,TOYOTA,MTX, 
20170119I-2017-020360,1,2001,HONDA,CRV, 
20170119I-2017-029586,1,2005,HYUNDAI,ELANTRA, 
20170120E030-2017-00034A,1,2014,TOYOTA,TUNDRA, 
20170121I-2017-013526,1,2001,SUZUKI,EST, 
20170123A090-2017-00195A,1,2015,SCION,TC, 
20170123A090-2017-00195A,2,1996,HARLEY DAVIDSON,SPORTSTER, 
2017020117-00852,1,2015,CHEVY,SUB, 
2017020317-32731,1,2007,TOYOTA,COA, 
2017020317-41060,1,2003,HONDA,CIVIC, 
20170206I-2017-022934,1,2011,BMW,328, 
20170206I-2017-022934,2,2011,HYUNDAI,SON, 
20170206I-2017-022934,3,2010,HONDA,CIV, 
20170211B060-2017-03728A,1,2000,DODGE,DURANGO, 
20170211I-2017-038732,1,2001,FORD,WINDSTAR, 
20170211I-2017-038732,2,2004,HONDA,ACCORD, 
20170212ER-17-01423,1,2002,JEEP,GRAND CHER, 
20170212ER1701423,1,2002,JEEP,GRAND CHER, 
20170213I-2017-018994,1,2002,HONDA,UCL, 
20170213I-2017-018994,2,2006,FORD,EXP, 
20170213I-2017-018994,3,2013,FORD,EXP, 
2017021417-04467,1,2013,SUBARU,FOR, 
2017021417-29566,1,2008,TOYOTA,HGH, 
20170215I-2017-000017,1,1997,BUICK,LES, 
20170215I-2017-016433,1,2013,HONDA,PIL, 
20170215I-2017-016433,2,2014,FORD,EDG, 
20170215I-2017-019099,1,2013,HONDA,CIV, 
20170215I-2017-034938,1,2003,HONDA,CIV, 
20170215I-2017-036548,1,2011,INFINITI,G37, 
20170215I-2017-036548,2,2005,NISSAN,QUE, 
20170216I-2017-015316,1,2005,CHEVROLET,TAH, 
2017021717-05586,1,2003,ACURA,32T, 
2017021717-07720,1,2010,BUICK,ENC, 
2017021717-11153,1,2008,JEEP,PAT, 
2017021717-11153,2,2016,HUND,SON, 
2017021717-15769,1,2016,SUBARU,CRO, 
2017021717-15769,2,    ,,,Y
2017021717-22544,1,2007,NISSAN,MUR, 
2017021717-22544,2,2008,MERCEDES BENZ,E35, 
2017021817-10115-AC,1,2007,LINCOLN,TC, 
2017021817-10115-AC,2,    ,,, 
201702192017-030975,1,2008,TOYOTA,COROLLA, 
201702192017-15187,1,1992,TOYOTA,CAM,Y
2017022017-14407,1,2004,HONDA,UNKNOWN, 
2017022017-14407,2,2017,NISSAN,VERSA, 
2017022017-7479,1,2004,DODGE,STRATUS, 
20170221I-2017-038362,1,2005,FORD,XSC, 
20170221I-2017-038362,2,2007,PONTIAC,VIB, 
20170221I-2017-038362,3,2008,BMW,528, 
20170221I-2017-039695,1,2016,MERCEDES BENZ,CC, 
20170221I-2017-047699,1,    ,,,Y
20170222I-2017-008062,1,2000,CAPRI,ELD,Y
2017022317-001097,1,2006,DODGE,MAG, 
2017022317-024744,1,    ,MERCEDES BENZ,E CLASS, 
2017022317-042270,1,2011,HONDA,BR5, 
2017022317-042270,2,2008,TOYOTA,SNA, 
2017022417-24-02059,1,2006,,FXD, 
2017022424-17-05268,1,2002,CHEVROLET,, 
2017022424-17-05268,2,2005,MAZDA,3, 
201702272017-001948,1,2008,SUZUKI,DR6, 
2017022917-05388,1,2006,FORD,EXP, 
2017022917-05388,2,2012,KIA,OPT, 
201702302017-006131,1,2009,FOR,EC3, 
201702312017-011154,1,2016,BUICK,VER, 
201702312017-012253,1,2005,TOYOTA,COR, 
2017023217-04521,1,2001,CHEVROLET,AST, 
2017023217-13004,1,2008,SATURN,VUE, 
2017023217-13004,2,1996,NISSAN,MAX, 
201702332017-06013,1,2016,HONDA,CRV, 
201702332017-06013,2,2010,MERCEDES BENZ,350, 
201702332017-06013,3,2013,KIA,SOR, 
20170234I-2017-002888,1,2001,VOLKSWAGEN,BEE, 
20170234I-2017-002888,2,2005,HONDA,CIV, 
20170234I-2017-003732,1,2007,NISSAN,VER, 
20170234I-2017-008036,1,2013,LINCOLN,MKT, 
2017023617-04071,1,2009,TOYOTA,SIE, 
2017023617-04071,2,2003,HARLEY DAVIDSON,FLH, 
20170236E040-2017-01934A,1,2017,HYUNDAI,ELANTRA, 
20170236E040-2017-01934A,2,2015,MERCEDES BENZ,4D, 
20170236E040-2017-01934A,3,2014,NISSAN,ALTIMA, 
20170238I-2017-002851,1,2003,SUZUKI,SV1, 
2017023917-8167,1,2013,CHRYSLER,200, 
2017023917-8167,2,1998,HONDA,CIVIC, 
2017024141-17-003961,1,2011,JEEP,WRG, 
2017024141-17-003961,2,2016,YAMAHA,(JAPAN), 
2017024317-MV-31,1,2012,TOYOTA,4 RUNNER, 
2017024417-44-01969,1,2004,FORD,EXPLORER, 
20170245I-2017-003579,1,2007,GMC,YUKON XL, 
20170245I-2017-009762,1,2002,HONDA,ODY, 
20170245I-2017-009762,2,2008,FORD,F25, 
20170245I-2017-009762,3,2016,MERCEDES BENZ,GLE, 
20170245I-2017-009762,4,2007,BMW,X5, 
20170245I-2017-016902,1,2003,JEEP,WAGON, 
20170245I-2017-018752,1,2016,FORD,EDGE, 
20170245I-2017-018752,2,2003,HARLEY DAVIDSON,FLH, 
20170246BS-17-057510,1,2011,JEEP,GRA, 
20170246BS-17-057510,2,1996,TOYOTA,CAM, 
20170246I-2017-015348,1,1996,BUICK,CEN, 
20170246I-2017-026511,1,2005,NISSAN,QUE, 
20170246I-2017-029644,1,2017,HYUNDAI,ACCENT, 
20170246I-2017-033506,1,2015,HONDA,CR, 
20170246I-2017-044343,1,2008,WALKER,SEMI, 
20170246I-2017-044343,2,2013,TOYOTA,COROLLA, 
20170246I-2017-054592,1,2016,FORD,EXP, 
20170246I-2017-054592,2,2004,TOYOTA,COR, 
2017024817-13848,1,2003,SUZUKI,G60, 
2017024817-13848,2,2011,ACURA,TSX, 
201702492017-006865,1,2016,MERCEDES BENZ,GL4, 
201702492017-012076,1,2011,BMW,328, 
201702492017-012076,2,2016,HONDA,ODY, 
201702492017-012969,1,2007,TOYOTA,COR, 
20170249D030-2017-04060A,1,2015,MERCEDES BENZ,C300, 
20170249D030-2017-04060A,2,2009,TOYOTA,CAMRY, 
201702502017-00077,1,2006,CHRYSLER,PCF, 
201702502017-00077,2,2006,FWD,E150, 
201702502017-07550,1,2011,HARLEY DAVIDSON,FLH, 
201702502017-07626,1,2004,HONDA,CRV, 
201702502017-07626,2,2017,KAWASAKI,EX6, 
201702502017-13200,1,2006,,SIE, 
20170251I-2017-009734,1,2013,HYUNDAI,SON, 
20170251I-2017-024641,1,2016,JEEP,GRA, 
20170251I-2017-024641,2,2015,NISSAN,ALT, 
201702522017-06441,1,2005,MERCURY,MON, 
201702522017-06441,2,2014,CHEVROLET,CVT, 
201702532017-003134,1,2006,HONDA,SPORT, 
2017025617-12228,1,2010,CHEVROLET,IMP, 
2017025617-13698,1,2004,HONDA,CRV, 
2017025617-14757,1,2017,FORD,FUS, 
2017025617-14757,2,2006,YAMAHA,R6, 
2017025617-19463,1,2008,TOYOTA,XB, 
2017025617-19463,2,2013,HONDA,VT13, 
2017025717-07556,1,2003,HONDA,ODYSSEY, 
20170257B060-2017-01052A,1,2014,CHEVROLET,SPA, 
20170257B060-2017-01052A,2,2006,SUZUKI,650, 
20170257B060-2017-01469A,1,2016,KIA,SOUL, 
20170257E040-2017-04167A,1,2002,LEXUS,RX300, 
2017025817-05251,1,2005,HONDA,4D, 
2017025817-05251,2,2011,ACURA,RDX, 
2017025817-07060,1,2006,JEEP,LL, 
20170259I-2017-00579,1,2009,MERCEDES BENZ,C30, 
20170260PD-17-045932,1,2004,TOYOTA,COROLLA, 
20170260PD-17-045932,2,2017,TOYOTA,CAMRY, 
20170261A2017-046,1,2014,HONDA,CIVIC, 
20170261A2017-046,2,2011,HARLEY DAVIDSON,UNKNOWN, 
2017026717-01218,1,    ,HONDA,ACCORD, 
2017026717-10039,1,2003,JEEP,LIB, 
2017026717-20434,1,2006,FORD,250, 
2017026917-09099,1,1997,FORD,TAG, 
2017027017-006873,1,2015,DODGE,CHA, 
201703042017-00018096,1,2003,HONDA,ODY, 
201703042017-00018096,2,2015,NISSAN,, 
201703042017-2573,1,2002,PONTIAC,MONTANA, 
201703042017-4413,1,2013,FORD,EDGE, 
201703042017-4413,2,2012,TOYOTA,HIGHLANDER, 
2017030491-17-009716,1,    ,,,Y
2017030491-17-009716,2,2000,HARLEY DAVIDSON,L8H,Y
20170304D020-2017-00994A,1,2013,HONDA,CIVIC, 
20170304D020-2017-00994A,2,2002,DODGE,NEO, 
2017030517-0352,1,2017,HONDA,ACCORD, 
2017030517-0352,2,2017,LEXUS,RX 350, 
201703062017-07933,1,2000,HONDA,CIV, 
201703062017-11378,1,2009,INFINITI,G37, 
201703062017-11378,2,2013,FORD,ESP, 
201703062017-11378,3,2006,HYUNDAI,SAN, 
201703062017-11801,1,2012,HONDA,CIVIC, 
201703062017-1833,1,2008,FORD,MUS, 
201703062017-1833,2,1998,DODGE,DUR, 
201703062017-1833,3,2014,HYUNDAI,ELA, 
201703062017-1833,4,2008,HONDA,CRV, 
201703062017-9026,1,2015,KIA,SOR, 
201703062017-9026,2,2015,CHEVROLET,SON, 
201703082017-02905,1,1997,CHEVROLET,4DR, 
20170310201702761,1,1998,TOYOTA,CAMRY, 
20170310201702761,2,2016,NISSAN,ALTIMA, 
201703132017-33080,1,2016,KIA,FORTE, 
201703152017-4918,1,2003,GMC,SIERRA, 
201703152017-6586,1,2012,KIA,SOUL, 
201703172017-2448,1,2005,CHRYSLER,SEBRING, 
201703172017-2448,2,2003,SUBARU,BAJA, 
201703172017-4987,1,2010,MAZDA,3, 
201703172017-4987,2,2013,NISSAN,MUR, 
201703172017-6784,1,2009,KAWASAKI,Z, 
201703172017-7848,1,2015,HONDA,NC, 
201703172017-7848,2,2001,ACURA,MDX, 
201703182017-18,1,2011,TOYOTA,CAMRY, 
20170318C020-2017-00005A,1,2000,MERCEDES BENZ,CLK, 
20170318C020-2017-00005A,2,2001,FORD,FOCUS, 
20170318C020-2017-00160A,1,2016,KIA,SORENT, 
20170318C020-2017-00160A,2,2004,TOYOTA,CAMRY, 
20170318C020-2017-00925A,1,2003,KAWASAKI,AS, 
20170318C020-2017-00925A,2,1999,MERCEDES BENZ,M, 
2017031917-17712,1,2006,INFINITI,4 DOOR, 
2017031917-17712,2,2017,JEEP,WAGON, 
2017031917-17712,3,2017,KIA,4 DOOR, 
2017031917-17712,4,2009,TOYOTA,RAV4, 
2017031917-5199,1,2007,CHEVROLET,MALIBU, 
201703222017-10831,1,2010,TOYOTA,RAV4, 
201703222017-10831,2,2010,TOYOTA,COROLLA, 
2017032317-2342,1,1998,TOYOTA,CAMRY, 
201703242017-01777,1,2013,ACURA,TSX, 
201703242017-01777,2,2016,HONDA,PIL, 
201703242017-01826,1,2013,ACURA,TSX, 
201703242017-01826,2,2008,ACURA,TSX, 
201703242017-04411,1,2002,NISSAN,ALT, 
201703242017-04411,2,2005,DODGE,CAR, 
201703242017-05058,1,2007,TOYOTA,YAR, 
201703242017-05058,2,2015,NISSAN,ROG, 
201703242017-08854,1,2012,FORD,ESC, 
201703242017-08854,2,1996,HONDA,CBR, 
201703242017-29328,1,2017,TOYOTA,CAM, 
201703242017-29328,2,2014,FREIGHTLINER,MT5, 
20170324C020-2017-00504A,1,2013,CHEVROLET,CRU, 
20170324C020-2017-00504A,2,2000,VOLVO,S70, 
20170324D020-2017-00106A,1,2013,VOLVO,VNL, 
201703262017-4757,1,2001,CHRYSLER,TOWN CNTRY, 
201703262017-4948,1,2016,FORD,FOCUS, 
201703262017-4948,2,2015,FREIGHTLINER,TR, 
201703292017-13939,1,2001,PONTIAC,AZTEK, 
201703292017-16522,1,2001,VOLVO,S40, 
201703292017-203,1,2007,CADILLAC,CTS, 
20170333C080-2017-00263A,1,2014,HONDA,ACC, 
20170333C080-2017-00263A,2,2005,HONDA,CRV, 
20170333C080-2017-00809A,1,2002,CHEVROLET,MALIBU, 
20170334C080-2017-00858A,1,2013,HONDA,CIV, 
20170335C080-2017-00466A,1,2006,SUZUKI,BLV, 
20170336C120-2017-00038A,1,2010,NISSAN,MAXIMA, 
20170336C120-2017-00123A,1,1996,FORD,F25, 
20170336C120-2017-00123A,2,2001,HARLEY DAVIDSON,99, 
20170337D020-2017-00320A,1,2016,TOYOTA,COROLLA, 
201703382017-00007504,1,2000,DODGE,STRATUS, 
201703382017-00020259,1,2015,LEXUS,NX2,Y
201703382017-00020259,2,2011,VICTORY MOTORCYCLES,CROSS ROADS, 
20170339C080-2017-00583A,1,2013,HYUNDAI,VEL, 
20170339C080-2017-00583A,2,2004,CHEVROLET,IMPALA, 
20170339C080-2017-00583A,3,2011,HONDA,PIL, 
20170339C080-2017-00673A,1,2012,HONDA,CIV, 
20170339C080-2017-00673A,2,2018,PETERBILT,579, 
20170339C080-2017-00679A,1,2017,POLS,SIDE BY SIDE, 
20170403A310-2017-01120A,1,2000,HONDA,ACCORD, 
20170404A310-2017-00874A,1,2002,HARLEY DAVIDSON,99, 
20170404A310-2017-01586A,1,1999,HONDA,ACCORD, 
20170404A310-2017-02835A,1,2004,CHEVROLET,COLORADO, 
20170404A310-2017-02835A,2,2014,HONDA,ACCORD, 
201704062017006838,1,1992,CHEVROLET,COR, 
201704062017007994,1,2013,TOYOTA,PPI, 
201704081701202670,1,2003,HYUNDAI,SANTAFE, 
201704081701232401,1,2009,CHEVROLET,IMPALA, 
201704081702190996,1,2006,DODGE,DURANGO, 
201704081702190996,2,    ,YAMAHA,BANSHEE, 
201704081702240914,1,2001,WESTERN,4900, 
201704081702240914,2,2013,ACURA,TL, 
201704081704161861,1,1999,SUZUKI,G5XR, 
201704081704231494,1,2002,MAZDA,PRO, 
201704081704241843,1,    ,,,Y
2017040917-011202,1,2015,CHEVROLET,EQX, 
2017040917-011202,2,2004,CHEVROLET,AVA, 
2017040917-018735,1,2008,DODGE,CAL, 
2017040917-018735,2,2016,FORD,E55, 
2017040917-023010,1,2015,HONDA,CIV, 
2017040917-023010,2,2008,HONDA,CIV, 
2017040917-028562,1,2010,NISSAN,MAX, 
2017040917-028562,2,2007,HONDA,ACC, 
2017040917-040102,1,2003,TOYOTA,TAC, 
2017040917-040102,2,2017,HYUNDAI,SFE, 
2017040917-049224,1,2012,NISSAN,MAX, 
2017040917-049224,2,2017,DODGE,DUR, 
2017040917-054384,1,2003,CHEVROLET,IMP, 
2017040917-075886,1,2010,NISSAN,ALT, 
2017040917-075886,2,2016,SUBARU,FOR, 
2017040917-077364,1,2011,TOYOTA,, 
2017040917-082584,1,2017,TOYOTA,TAC, 
2017040917-082584,2,2006,HONDA,ACC, 
2017040917-096076,1,2002,HONDA,ACC, 
2017040917-096076,2,2007,TOYOTA,CAM, 
2017040917-100458,1,2000,ARMO,C23, 
2017040917-104661,1,2002,HARLEY DAVIDSON,FLS, 
20170409A310-2017-01251A,1,2002,HONDA,CIVIC, 
20170409A310-2017-01251A,2,2012,VOLKSWAGEN,BEETLE, 
201704112017-01769,1,2013,DODGE,260, 
201704112017-01769,2,2003,CHEVROLET,9K1, 
201704132017-00079,1,2008,DODGE,CAL, 
201704142017-01601,1,2005,TOYOTA,XA, 
201704142017-01601,2,2008,HONDA,CIV, 
20170414A310-2017-00849A,1,2007,MAZDA,CX7, 
201704152017-019890,1,1994,CHEVROLET,GEO, 
201704152017-020146,1,2016,BUICK,ENC, 
201704152017-025569,1,2000,FORD,RAN, 
201704152017-038167,1,1995,SUBARU,LEG, 
201704152017-053598,1,2016,CHEVROLET,TRA, 
201704152017-053598,2,2001,AUDI,AS4, 
201704152017-053665,1,2016,NISSAN,ROG, 
201704152017-053665,2,2006,HONDA,CIVIC,, 
20170415A310-2017-00956A,1,2012,HYUNDAI,SONATA, 
20170415A310-2017-01724A,1,2005,NISSAN,PAT, 
20170415A310-2017-01724A,2,2014,HONDA,ACCORD, 
20170415A310-2017-01724A,3,1999,TOYOTA,CAMRY, 
20170415A310-2017-01901A,1,2016,KIA,SOU, 
20170415A310-2017-02141A,1,2011,TOYOTA,CAMRY, 
20170415A310-2017-02533A,1,2014,HYUNDAI,SONATA, 
20170415A310-2017-03080A,1,2009,FORD,FOCUS, 
2017041617-266-A,1,2004,HYUNDAI,SONATA, 
2017041617-274-A,1,2010,VOLKSWAGEN,EOS, 
201704182017007606,1,1936,FORD,CUS, 
20170418A310-2017-00299A,1,2006,TOYOTA,AVALON, 
20170421A310-2017-00354A,1,2005,VOLKSWAGEN,JETTA, 
201704222017-05203,1,2016,,FZ, 
201704222017-05203,2,    ,,,Y
201704232017-000778,1,2006,ACURA,TL, 
201704232017-000870,1,2009,SATURN,AURA, 
201704232017-000870,2,2011,HONDA,PLT, 
201704232017-000926,1,2013,BUICK,VER, 
201704232017-000926,2,2000,DODGE,INT, 
201704232017-001470,1,2008,MAZDA,3, 
201704232017-001470,2,2006,HONDA,ACC, 
201704232017-001781,1,2008,HONDA,PIL, 
201704232017-002002,1,2011,NISSAN,CUB, 
201704232017-002002,2,2007,BMW,3 S, 
201704232017-002060,1,2003,SATURN,ION, 
201704232017-002060,2,2013,HONDA,CRV, 
201704232017-002117,1,2014,RAM,650, 
201704232017-002117,2,2008,HYUNDAI,ELA, 
201704232017-002117,3,2009,INTERNATIONAL,, 
201704232017-003429,1,2003,TOYOTA,RAV, 
201704232017-003429,2,2010,CHRYSLER,TWC, 
201704232017-003643,1,2003,HONDA,CIV, 
201704232017-003643,2,2005,HYUNDAI,ELA, 
201704232017-003643,3,2017,NISSAN,MAX, 
201704232017-003693,1,2005,NISSAN,ALT, 
201704232017-003693,2,1994,CHEVROLET,CAM, 
201704232017-003693,3,2007,HONDA,ACC, 
201704232017-003724,1,2006,DODGE,CHA, 
201704232017-003724,2,2012,,PAT, 
201704232017-003724,3,2006,KIA,, 
201704232017-004158,1,2012,TOYOTA,CAM, 
201704232017-004204,1,2003,CHEVROLET,SUB, 
201704232017-004204,2,2015,TOYOTA,CAM, 
201704232017-004832,1,2008,TOYOTA,4RU, 
201704232017-004832,2,2016,TOYOTA,RAV, 
201704232017-005675,1,2006,JEEP,LIB, 
201704232017-005675,2,2006,LEXUS,IS2, 
201704232017-005929,1,2001,LEXUS,LS4, 
201704232017-005929,2,2010,JEEP,LBY, 
201704232017-005929,3,2015,NISSAN,PTH, 
201704232017-005929,4,2004,TOYOTA,CAM, 
201704232017-005929,5,2011,TOYOTA,VNZ, 
201704232017-005929,6,    ,,,Y
201704232017-006206,1,2010,DODGE,R15, 
201704232017-006206,2,2017,FORD,TRA, 
201704232017-006669,1,2001,FORD,250, 
201704232017-006669,2,1994,FORD,TEM, 
201704232017-007102,1,2008,DODGE,CAL, 
201704232017-007102,2,2016,SUBARU,FOR, 
201704232017-007197,1,2017,CHEVROLET,CRZ, 
201704232017-007197,2,2014,TOYOTA,XB, 
201704232017-007726,1,2014,HYUNDAI,SAN, 
201704232017-007726,2,2010,TOYOTA,CAM, 
20170424170015764,1,2001,CHEVROLET,S10, 
20170424170015764,2,1986,HONDA,CMX, 
201704252017002548,1,2004,LINCOLN,TOWNCAR, 
201704252017002548,2,1993,HARLEY DAVIDSON,SOFTAIL, 
201704252017002897,1,2012,TOYOTA,TUNDRA, 
201704252017002897,2,2002,FORD,F150, 
201704252017002897,3,2001,FORD,F250, 
201704252017002897,4,2018,HINO,268, 
2017042717-12337,1,2004,DODGE,SPRINGER, 
20170427170000659,1,2005,HYUNDAI,ELA, 
20170427170000659,2,2010,JEEP,LIB, 
20170427170029650,1,2006,HONDA,ACCORD,Y
20170427170029650,2,2010,NISSAN,ROG, 
20170427170042197,1,2003,HONDA,ACC, 
20170427170061790,1,2016,PETERBILT,, 
20170427170069978,1,2005,FORD,CROWN, 
20170427170084369,1,2015,CHEVROLET,CAM, 
20170427170084369,2,2014,CHEVROLET,IMP, 
20170427170085155,1,2014,HONDA,CIV, 
2017043112771-17,1,2015,TOYOTA,TACOMA, 
2017043417-350-AC,1,2009,HONDA,ACC, 
2017043417-350-AC,2,2006,MAZDA,MZ6, 
2017043417-620-AC,1,2005,HARLEY DAVIDSON,, 
2017043417-620-AC,2,2009,GMC,SRA, 
2017043417-948-AC,1,2005,FORD,EXPLORER, 
2017043417-948-AC,2,1997,MERCURY,SAB, 
20170436170019435,1,2016,DODGE,CARAVAN, 
20170436170034243,1,2010,MITSUBISHI,LANCER, 
20170436A160-2017-00443A,1,2007,SUZUKI,VZR, 
20170436A160-2017-00504A,1,2014,KAWASAKI,ZX1, 
20170436A160-2017-00504A,2,2015,KAWASAKI,ZX1, 
20170436A160-2017-00504A,3,1999,NISSAN,ALTIMA,Y
2017043717-00300,1,2007,MERCEDES BENZ,, 
2017050117-05969,1,1996,FORD,, 
20170504A050-2017-00244A,1,2016,JEEP,REN, 
20170504A050-2017-00244A,2,2016,HARLEY DAVIDSON,FLS, 
20170504A050-2017-00472A,1,2000,CHEVROLET,S10, 
20170504A050-2017-00472A,2,2013,FORD,FIE, 
20170504E030-2017-00564A,1,2011,GMC,SIERRA, 
201705052017-31795,1,2008,FORD,FUS, 
201705052017-31795,2,2010,FORD,MUS, 
201705052017-42472,1,2008,SATURN,VUE, 
201705052017-42472,2,2006,FORD,F250, 
20170505I-2017-009677,1,2010,HONDA,FIT, 
20170505I-2017-009677,2,2005,SUZUKI,GSX, 
20170505I-2017-023413,1,2016,GMC,TERRAIN, 
20170505I-2017-023413,2,2013,GMC,SIERRA, 
20170506E030-2017-00552A,1,2003,FORD,EXPEDITION, 
20170506I-2017-01738,1,2001,DODGE,RAM, 
20170506I-2017-32530,1,2005,HONDA,VTX, 
20170506I-2017-32530,2,2006,CHEVROLET,2500, 
20170506I-2017-35737,1,2004,MERCURY,SABLE, 
20170506I-2017-36895,1,2016,VOLKSWAGEN,JET, 
20170506I-2017-36895,2,2011,SUBARU,FOR, 
20170506I-2017-36895,3,2010,HYUNDAI,SAN, 
20170506I-2017-37276,1,2008,HARLEY DAVIDSON,FLH, 
20170506I-2017-37276,2,1984,HARLEY DAVIDSON,FXS, 
20170506I-2017-37463,1,2017,SUBARU,WRX, 
20170506I-2017-37463,2,2017,HARLEY DAVIDSON,MC, 
20170506I-2017-38170,1,2011,BMW,328, 
20170506I-2017-40453,1,2005,FORD,FORD, 
20170506I-2017-40453,2,2011,HYUNDAI,SON, 
20170506I-2017-49405,1,2012,GMC,ACADIA, 
20170511A050-2017-00002A,1,1999,TOYOTA,COROLLA, 
20170511A050-2017-00002A,2,2012,BLUB,BUS, 
20170511A050-2017-00325A,1,2015,JEEP,PAT, 
20170511A050-2017-00349A,1,2006,DODGE,CHARGER, 
20170511A050-2017-00363A,1,2015,HARLEY DAVIDSON,SPO, 
20170511A050-2017-00592A,1,1997,VOLKSWAGEN,GOL, 
20170511A050-2017-00609A,1,2003,FORD,RANGER, 
20170511A050-2017-00609A,2,2015,TOYOTA,SIENNA, 
20170511E030-2017-00482A,1,2002,MAZDA,626, 
20170511E030-2017-00890A,1,2008,HONDA,CIV, 
2017051417-37343,1,    ,TOYOTA,YARIS, 
