id,vehicle_number,position,occupant_number,age,sex,condition
201701021701-0347,1,01,1,77,F,  
201701021703-0438,1,01,1,43,F,  
201701021703-0438,1,12,2,49,F,  
201701021703-0438,1,12,3,,F,  
201701021703-0438,1,12,4,,M,  
201701021703-0438,1,12,5,, ,  
201701021704-0828,1,01,1,, ,  
201701021704-0828,1,03,2,19,F,02
201701021704-1028,1,01,1,32,F,02
201701021705-0445,1,01,1,24,M,02
201701021705-0445,1,03,2,25,M,02
201701021707-0176,1,01,1,20,F,  
201701021707-1068,1,01,1,24,M,02
201701021707-1068,1,03,2,25,M,02
201701021709-0984,1,01,1,43,M,  
201701021709-0984,1,03,2,40,F,02
201701021709-0984,2,01,3,55,M,04
201701021710-1193,1,01,1,55,M,02
201701021711-0730,1,01,1,75,M,  
201701021711-0730,1,03,2,55,F,  
201701021712-0020,1,01,1,44,M,02
201701021712-0020,1,03,2,27,F,02
201701021712-0778,1,01,1,49,F,  
20170105A090-2017-00095A,1,01,1,53,F,  
20170105A090-2017-00213A,1,01,1,54,F,02
20170105A090-2017-00403A,1,01,1,82,M,02
201701072017008274,1,01,1,29,M,  
201701072017008274,1,03,2,25,F,  
201701072017008274,2,01,3,28,M,  
201701072017008274,2,04,4,29,F,02
201701082017-00000706,1,01,1,44,M,  
201701082017-00013643,1,01,1,31,M,02
201701082017-00014861,1,01,1,19,M,03
201701082017-00014861,1,03,2,19,M,04
201701082017-00014861,2,01,3,46,F,02
201701082017-00015551,1,01,1,18,F,02
201701082017-00015551,1,03,2,18,F,  
201701082017-00015551,2,01,3,58,M,  
201701082017-00026979,1,01,1,52,M,  
201701082017-00026979,2,01,2,44,M,02
201701082017-00031352,1,01,1,26,M,02
201701082017-00032717,1,01,1,62,F,04
201701082017-00032717,2,01,2,50,F,02
201701082017-00032717,2,03,3,17,F,04
201701082017-00032717,2,04,4,12,M,04
201701082017-00032717,2,06,5,15,F,04
201701082017-00035708,1,01,1,27,M,02
201701082017-00049847,1,01,1,67,F,  
201701082017-00050376,1,01,1,25,M,02
201701082017-00058168,1,01,1,69,M,02
201701082017-00058168,1,03,2,67,F,02
201701082017-00068431,1,01,1,27,F,02
201701082017-00068431,2,01,2,30,M,03
201701082017-00070756,1,01,1,33,M,  
201701082017-00070756,1,03,2,35,M,  
201701082017-00070756,1,06,3,40,M,  
201701082017-00070756,2,01,4,21,M,02
201701082017-00071890,1,01,1,18,F,  
201701082017073605,1,01,1,44,M,04
201701082017073605,2,01,2,19,F,04
201701082017073605,2,03,3,36,F,02
201701082017073605,2,04,4,28,F,04
20170108A160-2017-00286A,1,01,1,31,M,02
20170108A160-2017-00319A,1,01,1,21,M,03
20170108A160-2017-00319A,1,03,2,23,F,02
20170109A090-2017-00038A,1,01,1,78,M,02
20170110A090-2017-00163A,1,01,1,47,M,  
201701112017-00023734,1,01,1,45,F,04
201701112017-00023734,1,03,2,26,M,03
201701112017-00023734,1,06,3,6,M,02
201701112017-00023734,2,01,4,30,M,02
201701112017-00025567,1,01,1,65,M,  
201701112017-00025567,1,03,2,64,F,  
201701112017-00032626,1,01,1,45,M,02
201701122017009241,1,01,1,30,M,04
201701122017009241,2,01,2,31,F,02
201701122017010330,1,01,1,29,M,02
201701122017010620,1,01,1,41,M,02
201701122017010620,2,01,2,26,M,04
201701122017016971,1,01,1,46,F,  
201701122017016971,1,03,2,42,F,  
201701122017016971,1,04,3,44,M,  
201701122017017945,1,01,1,29,M,02
201701122017023401,1,01,1,42,M,03
201701122017023401,1,03,2,28,M,02
201701122017023401,1,04,3,29,F,  
201701122017023401,1,06,4,29,F,  
201701122017033224,1,01,1,25,F,03
