id,vehicle_number,charge
2006011320623769,3,                              
20060114I-2006-07859,1,39:4-81                       
20060114I-2006-07859,2,                              
20060114I-2006-07859,3,                              
2006011606-06473,1,39:4-96                       
2006011606-06473,2,                              
2006011606-06473,3,                              
2006011606-06473,4,                              
2006011606-06473,5,                              
200601172006-00789,1,39:4-97/39:3-76.2F            
20060117I-2006-002444,1,CARELESS                      
20060117I-2006-002444,2,CARELESS                      
20060117I-2006-003353,1,                              
20060117I-2006-005999,1,MULTIPLE CHARGES              
200601192006-12902,1,                              
200601192006-21832,1,                              
200601192006-23619,1,                              
200601192006-25208,1,                              
200601192006-26939,1,                              
200601192006-29934,1,                              
200601192006-29934,2,39:4-97 39:4-81               
20060119A160-2006-00745A,1,39:4-50                       
20060119A160-2006-00745A,2,                              
20060119A160/2006-00714A,1,39:4-97                       
200601212006-1583,1,                              
20060121E0302006-000585A,1,39:4-97                       
20060121E0302006-000585A,2,                              
20060121E0302006/229A,1,39:4-97                       
20060121E030200601520A,1,39:4-97                       
20060122I-2006-11259,1,39:4-90                       
20060122I-2006-11259,2,39:4-123                      
20060122I-2006-12763,1,39:4-97                       
20060122I-2006-13991,1,39:4-129/39:4-130/39:4-96     
20060122I-2006-13991,2,                              
2006020206-05,1,                              
2006020206-40,1,                              
20060202PI-06-1102,1,                              
2006020406-9659,1,                              
2006020406-9659,2,                              
2006020406-9659,3,                              
2006020506-000468,1,                              
2006020506-000468,2,                              
2006020506-002339,1,                              
2006020506-004351,1,                              
2006020506-004351,2,                              
2006020506-004619,1,                              
2006020506-004619,2,39:4-125                      
200602062006-472,1,DWI 39:4-50                   
200602072006-011473,1,                              
200602072006-014497,1,                              
200602072006-014497,2,39:4-144                      
200602072006-019037,1,                              
20060210D2006-261,1,                              
200602112006-001223,1,                              
200602112006-036832,1,DRIVING WHILE SUSPENDED       
200602112006-036832,2,SUSPENDED REGISTRATION        
20060211E040200602414A,1,                              
20060211E040200602414A,2,39:4-97                       
2006021206-15058,1,                              
20060212061419,1,39:4-50                       
200602132006-004496,1,39:4-97                       
200602132006-004496,2,                              
20060215R205(A)-06,1,                              
20060215R360(A)06,1,                              
20060215R486-06,1,                              
20060215R576-06,1,                              
20060215R657-06,1,39:3-4                        
20060215R657-06,2,                              
20060215R657-06,3,                              
20060215R658-06,1,39:3-4 EXPIRED REGISTRATION   
20060215R658-06,2,                              
200602162006-004298,1,                              
200602162006-004298,2,                              
200602162006-005302,1,                              
2006021706-1147,1,                              
2006021706-1147,2,                              
2006021806-185-AC,1,                              
2006021806-185-AC,2,                              
2006021806-185-AC,3,                              
2006021806-185-AC,4,                              
2006021806-185-AC,5,                              
2006021806-185-AC,6,                              
2006021806-185-AC,7,                              
2006021806-321-AC,1,10                            
2006021806-321-AC,2,                              
2006021806-321-AC,3,                              
2006021806-321-AC,4,                              
2006021806-586-AC,1,                              
2006021806-586-AC,2,                              
2006021806-631-AC,1,                              
20060219I-2006-006731,1,                              
20060219I-2006-012048,1,NONE @ REPORT TIME            
20060219I-2006-012048,2,NONE @ REPORT TIME            
20060219I-2006-023733,1,FAIL TO YIELD TO PEDEST IN X-?
20060219I-2006-035119,1,NONE @ REPORT TIME            
20060219I-2006-036480,1,                              
20060219I-2006-040385,1,                              
20060219I-2006-040385,2,39:4-97                       
2006022006-2739,1,                              
2006022006-2739,2,                              
2006022006-6497,1,39:4-50                       
2006022006-6644,1,                              
2006022006-6644,2,                              
2006022006-6860,1,                              
2006022006-6860,2,                              
2006022006-6860,3,                              
20060221A6-063,1,                              
20060221A6-2151,1,                              
20060221A6-2151,2,                              
20060221A6-374,1,39:4-50                       
20060221A6-374,2,                              
20060221A6-448,1,39:4-149 39:4-50              
20060221A6-448,2,                              
20060221A6-763,1,                              
20060221A6-771,1,39:3-40 39:3-40E              
2006022206-13422,1,39:4 50 DUI                   
2006022306-06853,1,                              
2006022306-17684,1,39:6B-2                       
200602230601802,1,                              
200602230601802,2,                              
200602230603910,1,                              
200602230603910,2,                              
200602230604452,1,                              
200602230606645,1,39:3-4                        
200602230609695,1,                              
200602230615588,1,                              
200602230615588,2,                              
200602230615588,3,                              
200602230615588,4,                              
200602230621097,1,39:3-10A                      
200602230622867,1,                              
2006022506-1384,1,39:?-144                      
2006022506-1384,2,                              
2006022506-5146,1,                              
200602270600545,1,                              
200602270613629,1,                              
20060229D030200601285A,1,39:4-97                       
20060229D030200601285A,2,                              
20060229D030200601285A,3,                              
200602302006-12286,1,                              
200602302006-12286,2,39:4-81                       
200602312006-009326,1,39:4-144 39:4-50              
200602312006-009326,2,                              
200602312006-009683,1,                              
200602312006-016514,1,39:4-50                       
200602312006-020689,1,                              
200602312006-020689,2,                              
2006023206-000085,1,39:3-29C                      
2006023206-003174,1,                              
2006023206-003174,2,                              
2006023206-003174,3,                              
200602322006-009138,1,                              
200602322006-009138,2,39:3-4 39:6B-2 39:3-10        
2006023306-08312,1,39:4-85-1                     
2006023306-08312,2,39:4-50                       
200602342006-003426,1,39:4-50                       
2006023606-156,1,39:4-81                       
2006023606-156,2,                              
20060236E040-2006-00702A,1,                              
200602382006-002157,1,                              
200602382006-004620,1,                              
200602382006-004620,2,39:4-97                       
200602382006-004620,3,                              
200602382006-007381,1,                              
200602382006-007381,2,                              
2006023906-6394,1,39:4-97                       
2006023906-6394,2,39:4-129A                     
20060240MV-06-062,1,39:4-90 FAILURE TO YIELD RIGHT
20060240MV-06-062,2,39:3-29 REGISTRATION          
20060242150728,1,                              
20060242151187,1,39:3-4                        
20060242151187,2,                              
20060242152564,1,                              
20060242152564,2,                              
20060242B060200601603A,1,                              
2006024306-MV-51,1,                              
2006024506-197,1,                              
2006024506-197,2,                              
2006024606-1645,1,                              
2006024606-1645,2,39:4-81                       
2006024606-18695,1,                              
2006024606-18695,2,                              
2006024606-18695,3,                              
2006024606-21871,1,                              
2006024606-21871,2,                              
2006024606-22043,1,                              
2006024606-25134,1,                              
2006024606-25134,2,                              
2006024606-36891,1,                              
2006024606-9440,1,                              
2006025006-11230,1,39:4-50                       
2006025006-12475,1,                              
20060250D030200603798A,1,                              
20060250D030200603798A,2,                              
2006025106-18224,1,                              
200602512006-10661,1,                              
200602512006-9294,1,PENDING                       
200602532006-002341,1,                              
200602532006-002341,2,CARELESS DRIVING              
200602542006-011714,1,                              
200602542006-011714,2,                              
20060255MV-06-088,1,39:4-97                       
20060255MV-06-088,2,39:3-40                       
20060255MV-06-088,3,                              
200602562006-010868,1,39:4-144 FAIL TO YIELD        
200602562006-010868,2,                              
2006025706-47901,1,                              
2006025706-47901,2,                              
2006025706-47901,3,                              
2006025706-47901,4,                              
2006025706-6165,1,                              
2006025706-6165,2,                              
200602592006-003765,1,39:4-50 39:4-96 39:3-40 39:6B?
2006026006-34960,1,                              
2006026006-34960,2,                              
2006026006-34960,3,                              
2006026006020140,1,                              
2006026006020427,1,39:4-50 DWI                   
2006026006020427,2,39:4-97 CARELESS DRIVING      
2006026006049708,1,                              
200602612006-004377,1,39:4-97                       
200602612006-004377,2,                              
20060261TY-06-03184,1,*2 (PG. 3)                    
20060261TY-06-03184,2,*2 (PG. 3)                    
20060262T-06-76,1,                              
2006026306-113,1,                              
2006026306-132,1,                              
2006026506-2959,1,39:3-4                        
2006026506-3768,1,                              
2006026506-3768,2,                              
200602662006-006320/268-06,1,                              
200602662006-006320/268-06,2,                              
200602662006-006320/268-06,3,                              
200602662006-006320/268-06,4,                              
20060266E040200602877A,1,                              
20060266E040200602877A,2,                              
2006026806-154,1,                              
2006026806-154,2,                              
20060268E040200600188A,1,39:4-97                       
2006026906-01020,1,39:3-4                        
2006027006-4230,1,                              
2006027006-4230,2,                              
2006027006-4230,3,                              
2006027006-4297,1,                              
2006027006-4297,2,                              
20060301C120-2006-00147A,1,39:4-50                       
20060301C120-2006-00147A,2,                              
20060301E0302006-1819A,1,                              
20060301E030200601980A,1,39:4-88B                      
20060301E030200601980A,2,                              
20060301E030200601980A,3,                              
20060301E030200601980A,4,                              
200603032006-3164,1,                              
200603032006-3164,2,39:4-886                      
200603042006-12890A,1,39:4-97                       
200603052006-9152,1,                              
2006030606-13630,1,                              
2006030606-13630,2,                              
2006030606-13630,3,39:4-50                       
2006030606-1515,1,                              
2006030606-1515,2,39:4-50                       
200603062006-10655,1,                              
200603062006-10655,2,39:4-81                       
200603062006-13294,1,                              
200603062006-22157,1,39:4-97                       
200603062006-22157,2,                              
200603062006-22157,3,                              
200603062006-6259,1,39:4-97                       
200603062006-6259,2,                              
200603062006-8299,1,                              
200603062006-8299,2,39:4-50                       
20060307D020200600954A,1,19:9-1.2B                     
20060307D020200600954A,2,39:3-40                       
2006030834553-06,1,                              
2006030834877-06,1,                              
2006030835342-06,1,39:4-66B                      
2006030835342-06,2,                              
2006030835531-06,1,39:4-50                       
2006030835531-06,2,                              
2006030835531-06,3,                              
2006031306-00546,1,39:4-90                       
2006031306-00546,2,                              
2006031306-11366,1,39:4-97                       
2006031306-11366,2,                              
2006031306-11366,3,                              
2006031306-11366,4,                              
2006031306-11591,1,39:4-97                       
2006031306-11591,2,                              
2006031306-12727,1,39:4-88D                      
2006031306-12727,2,                              
2006031306-12727,3,                              
2006031306-20897,1,39:4-97                       
2006031306-20897,2,39:4-97                       
2006031306-21626,1,                              
2006031306-21626,2,                              
2006031306-23583,1,39:4-50                       
2006031306-23583,2,39:4-97                       
2006031306-24473,1,                              
2006031306-24473,2,39:4-97                       
2006031306-4263,1,39:4-97                       
2006031306-6959,1,                              
2006031306-8227,1,39:4-50                       
200603132006-22066,1,39:4-97                       
200603152006-0134,1,                              
200603152006-2033,1,39:4-50                       
200603152006-2033,2,39:4-96                       
200603152006-2477,1,                              
200603152006-2691,1,39:4-144                      
200603152006-2691,2,                              
200603152006-2691,3,                              
200603152006-3120,1,                              
200603152006-3120,2,39:4-56                       
200603152006-7207,1,39:4-36                       
20060315C020-2006-00469A,1,                              
20060315D020200600408A,1,39:4-50                       
20060315D020200600408A,2,                              
2006031706-1160-06,1,39:4-96                       
2006031706-1160-06,2,                              
2006031706-1160-06,3,                              
2006031760024223,1,                              
2006031760024223,2,                              
20060317C080200600517A,1,39:4-123                      
20060317C080200600517A,2,                              
20060318C020-2006-00380A,1,                              
20060318C020-2006-00380A,2,                              
20060318D020-2006-00118A,1,                              
20060318D020-2006-00118A,2,                              
2006031906-10955,1,                              
2006031906-12738,1,                              
2006031906-12738,2,39:4-144 39:4-97              
2006031906-14316,1,                              
20060319MVA-06-7195,1,                              
20060319MVA-06-7195,2,                              
20060319MVA0819,1,                              
20060319MVA0819,2,                              
2006032006-14575,1,                              
2006032006-14575,2,NJS 39:4-90                   
200603202006-10430,1,CARELESS DRIVING ?            
200603202006-11437,1,RECKLESS DRIVING 39:4-96      
200603202006-11437,2,                              
200603202006-1395,1,CARELESS DRIVING 39:4-97      
200603202006-15816,1,                              
200603202006-15816,2,                              
200603202006-15816,3,39:4-81                       
200603202006-4285,1,                              
200603202006-4285,2,NJS 39:4-88B                  
200603202006-4285,3,                              
200603202006-4664,1,                              
200603202006-4664,2,                              
200603202006-540,1,                              
200603202006-5713,1,DRIVING WHILE INTOXICATED 39:?
200603202006-5805,1,DRIVING WHILE INTOXICATED 39:?
200603202006-8084,1,FAILURE TO YIELD AT INTERSECT?
200603202006-8084,2,FAILURE TO WEAR SEATBELT 39:3?
200603202006-8106,1,FAILURE TO YIELD AT INTERSECT?
200603202006-8106,2,                              
200603202006-8485,1,                              
200603202006-9500,1,39:4-97                       
2006032106-1702,1,                              
200603212006-13662,1,DRIVING WHILE INTOXICATED     
2006032306-11219,1,39:4-36                       
2006032306-6934,1,39:4-96                       
2006032306-6934,2,                              
200603242006-28442,1,39:4-35                       
200603242006-8972,1,39:3-40 SUSPENDED             
200603242006-8972,2,39:4-50 DUI                   
200603242006-8972,3,39:4-50                       
20060324C020-2006-00247A,1,CARELESS DRIVING (39:4-97)    
20060324C020-2006-00322A,1,39:3-10                       
20060324C020-2006-00322A,2,                              
20060324D020200600321A,1,39:4-96                       
20060324D020200600321A,2,                              
20060324D020200600321A,3,                              
20060324D020200600321A,4,                              
20060324D020200600321A,5,                              
20060324D020200600321A,6,                              
20060324D020200600321A,7,                              
20060324D020200600321A,8,                              
2006032606-54,1,39:4-97                       
200603275459-06,1,39:4-96                       
200603275459-06,2,                              
200603275459-06,3,                              
200603275459-06,4,                              
200603282006-2171,1,                              
200603282006-2171,2,                              
200603290329,1,39:4-50 DUI                   
200603292006-10327,1,39:4-50                       
200603292006-19992,1,39:4-50                       
200603292006-23761,1,39:4-50                       
200603292006-6296,1,39:4-36                       
20060332C080/2006/00586A,1,39:4-50.14                    
20060332C080200600254A,1,39:4-50                       
20060332C080200600341A,1,39:4-50 DWI                   
20060333C080-2006-00520A,1,39:4-97                       
20060333C080-2006-00520A,2,                              
20060333C080200600234A,1,                              
20060333C080200600260A,1,39:4-50                       
20060333C080200600675A,1,                              
20060333C080200600675A,2,                              
20060334C020-2006-00442A,1,39:4-50                       
20060334C020200600225A,1,39:4-144                      
20060334C020200600225A,2,                              
20060334D020200600453A,1,                              
20060336C120-2006-00077A,1,39:4-97                       
20060336C120-2006-00077A,2,                              
200603372006-2166,1,39:4-50                       
200603372006-6375,1,39:4-144 FAILURE TO STOP OR Y?
200603372006-6375,2,                              
200603372006-7229,1,39:4-88B                      
200603372006-7229,2,                              
200603372006-8836,1,39:4-97                       
200603372006-8836,2,                              
200603372006-8836,3,                              
200603372006-8836,4,                              
20060337C020-2006-00601A,1,                              
20060337C020-2006-00601A,2,                              
2006033860003093,1,                              
2006033860007011,1,CARELESS DRIVING 39:4-97      
2006033860007011,2,                              
2006033860007132,1,                              
2006033860007132,2,                              
2006033860010438,1,CARELESS DRIVING              
2006033860014887,1,39:4-97                       
2006033860017179,1,39:4-81                       
2006033860017179,2,                              
20060339C080200600315A,1,39:4-50                       
20060339C080200600315A,2,                              
20060339C1202006179A,1,39:4-50`                      
2006040106-0101,1,                              
2006040106-185,1,39:4-50                       
20060404206003429,1,                              
20060404206006595,1,39:4-50                       
20060404206006770,1,                              
20060404206009778,1,39:6B-2                       
20060404206009778,2,                              
20060404206009778,3,                              
20060404A310200601370A,1,                              
20060404A310200601370A,2,                              
2006040706-0513,1,39:4-50                       
20060407200600651,1,                              
2006040806-04-28-173,1,                              
2006040806-04-28-173,2,39:4-144                      
2006040806-05-05-359,1,                              
2006040806-08-17-291,1,                              
2006040806-08-17-291,2,                              
2006040806-08-17-291,3,                              
2006040806-08-19-306,1,39:6B-2 39:3-4                
2006040806-08-19-306,2,39:3-10                       
2006040806-11-11-081,1,                              
2006040806-11-11-081,2,                              
2006040806-11065,1,39:4-96                       
2006040806-11065,2,                              
2006040806-11065,3,                              
20060408060106264,1,                              
20060408060211-056,1,                              
20060408060211-056,2,                              
20060408060215121,1,                              
20060408060313-156,1,                              
20060408060313-156,2,                              
20060408060517214,1,                              
20060408060517214,2,39:4-96                       
20060408060520-024,1,39:3-10                       
20060408060520-024,2,                              
20060408060531123,1,39:3-40                       
20060408060620174,1,39:3-10                       
20060408060706-282,1,                              
20060408060706-282,2,                              
20060408060711-351,1,39:3-40                       
20060408060714265,1,                              
20060408060714265,2,                              
20060408060724-230,1,                              
20060408060724F03887A,1,RECKLESS DRIVING              
20060408060729-269,1,                              
20060408060729-269,2,                              
20060408060729-269,3,                              
20060408060782064,1,                              
20060408060807-172,1,                              
20060408060807200,1,                              
20060408060818250,1,39:4-124 39:3-40              
20060408060818250,2,                              
20060408060818250,3,                              
20060408060818250,4,                              
20060408060822-308,1,                              
20060408060830090,1,                              
20060408060830090,2,                              
20060408060904138,1,39:4-97 39:4-129              
20060408060904138,2,                              
20060408060904138,3,                              
20060408060904138,4,                              
20060408060923-314,1,39:3-40                       
20060408060923-314,2,                              
20060408060924-300,1,39:4-50                       
20060408060925-263,1,                              
20060408060925-263,2,                              
20060408061010-298,1,                              
20060408061222184,1,                              
20060408065-20-240,1,                              
2006040820060325-279,1,                              
2006040820060916320,1,                              
20060408A310-2006-1640A,1,39:4-50                       
20060408A310200602156A,1,39:4-96                       
20060408A310200602156A,2,                              
20060408A310200602156A,3,                              
20060408A310200602524A,1,39:4-50                       
2006040906-17653,1,                              
2006040906-21299,1,39:4-50/4-96                  
2006040906-21299,2,                              
2006040906-21299,3,                              
2006040906-26951,1,                              
2006040906-26951,2,3:4-97                        
2006040906-27544,1,                              
2006040906-27544,2,IMPROPER TURN                 
2006040906-30938,1,                              
2006040906-30938,2,                              
2006040906-31752,1,39:4-50                       
2006040906-33347,1,39:4-50                       
2006040906-36710,1,                              
2006040906-39147,1,39:4-50                       
2006040906-48886,1,                              
2006040906-48886,2,39:4-81                       
2006040906-49341,1,39:4-96                       
2006040906-50710,1,39:4-97                       
2006040906-50710,2,                              
2006040906-50710,3,                              
2006040906-54352,1,NONE AT THIS TIME             
2006040906-58272,1,39:4-50                       
2006040906-58272,2,NONE AT THIS TIME             
2006040906-63578,1,39:3-40                       
2006040906-66498,1,                              
2006040906-85293,1,                              
2006040906-85293,2,                              
2006040906-97228,1,39:4-50                       
200604092006-056623,1,                              
200604092006-056623,2,                              
200604092006-056623,3,                              
20060409A310-2006-00707A,1,39:4-50                       
20060409A310-2006-00707A,2,                              
20060409A310-2006-00707A,3,                              
20060409A310-2006-00707A,4,                              
200604112006-036,1,                              
200604112006-247,1,                              
200604112006-247,2,                              
200604112006-265,1,                              
200604112006-272,1,39:3-10                       
200604112006-272,2,                              
200604112006-282,1,                              
200604112006-282,2,                              
2006041206-54937,1,39:4-50 39:4-92               
200604122006-08926,1,39:4-97                       
200604122006-3280,1,DUI 39:4-50                   
20060413A-06-114,1,                              
20060413A-06-114,2,                              
20060413A-06-147,1,39:3-10                       
20060414060196914,1,39:4-98                       
20060414A310200600042A,1,39:4-97                       
20060414A3102006000714A,1,                              
2006041506-33008,1,CARELESS DRIVING              
2006041506-44416,1,39:4-97                       
2006041506-44416,2,                              
2006041506-48650,1,39:4-97                       
2006041506-6502,1,                              
200604150631559,1,                              
200604152006-13684,1,39:4-97                       
200604152006-27303,1,39:4-50                       
200604152006-27303,2,                              
200604152006-35259,1,39:4-97                       
200604152006-35259,2,                              
200604152006-35259,3,                              
200604152006-35564,1,39:4-85                       
200604152006-35564,2,                              
200604152006-39826,1,39:4-90                       
200604152006-39826,2,                              
200604152006-7908,1,39:4-97                       
20060415A160200600324A,1,39:4-96                       
20060415A310-2006-1154A,1,39:4-97                       
20060415A31020061424A,1,                              
20060415A31020061424A,2,                              
20060415A31020061424A,3,39:4-97                       
20060415A31020061424A,4,                              
2006041606-273-A,1,                              
2006041606-436-A,1,                              
2006041706-189,1,                              
2006042006-0020,1,39:4-50                       
2006042006-0020,2,                              
2006042006-0032,1,                              
2006042006-0032,2,                              
2006042206-001699,1,                              
2006042206-005028,1,39:4-97                       
2006042206-005028,2,39:3-29                       
2006042206-006313,1,                              
2006042306-1223-01,1,NONE AT THIS TIME             
2006042306-1223-01,2,NONE AT THIS TIME             
200604252006-00349,1,                              
200604252006-00349,2,                              
200604252006-00349,3,                              
2006042706-20399,1,39:4-97                       
2006042706-26452,1,39:4-129                      
2006042706-26452,2,                              
2006042706-3739,1,39:4-129                      
2006042706-39527,1,00                            
2006042706-39527,2,                              
2006042706-57873,1,39:4-97                       
200604272006-23620,1,                              
2006042806-0213,1,                              
200604282006003038,1,                              
200604282006003765,1,                              
20060431212-06A,1,39:3-40                       
20060431279-06A,1,39:4-97                       
20060431279-06A,2,                              
20060431279-06A,3,                              
200604322006-364,1,                              
200604352130-06,1,                              
20060435249-06,1,CARELESS DRIVING              
20060435249-06,2,                              
200604354308-06,1,                              
200604355661-06,1,39:4-97                       
200604355661-06,2,                              
20060435618-06,1,39:4-97 CARELESS DRIVING      
200604358789-06,1,39:4-123                      
200604358789-06,2,                              
200604359119-06,1,39:4-97                       
200604362006-00016,1,39:4-88                       
200604362006-11901,1,39:3-10                       
200604362006-12349,1,39:4-97                       
200604362006-12349,2,                              
200604362006-22687,1,39:4-96                       
200604362006-23546,1,39:4-81                       
200604362006-23546,2,                              
200604362006-3038,1,                              
200604362006-33472,1,                              
200604362006-34744,1,                              
200604362006-34744,2,                              
200604362006-35419,1,39:4-88B                      
200604362006-36672,1,                              
200604362006-9325,1,                              
200604362006-9765,1,39:4-144                      
200604362006-9765,2,                              
20060436200613629,1,39:3-44                       
20060436A160-2006-00787A,1,39:4-97                       
20060436A160200600135A,1,39:4-50                       
20060501A-72-06,1,39:4-97 CARELESS DRIVING      
20060504A050-2006-00350A,1,39:4-88B                      
20060504A050-2006-00374A,1,                              
20060504A050-2006-00374A,2,39:4-90                       
20060504A050-2006-217A,1,CARELESS DRIVING              
20060504A050-2006-217A,2,                              
20060504A050-2006-325A,1,39:4-97                       
20060504A0502006-300A,1,39:4-97                       
200605052006-000176,1,39:4-97                       
200605052006-000176,2,                              
200605052006-000176,3,                              
200605052006-000176,4,                              
200605052006-004016,1,39:4-50                       
200605052006-006816,1,39:4-50                       
200605052006-008671,1,39:4-50                       
200605052006-014520,1,NSI                           
200605052006-014520,2,NSI                           
200605052006-020845,1,                              
200605052006-020845,2,39:4-97                       
200605052006-021312,1,39:4-88B                      
200605052006-021392,1,39:4-66.1                     
200605052006-021392,2,39:4-50                       
200605052006-021392,3,                              
200605052006-024417,1,39:4-88                       
200605052006-024697,1,39:4-50                       
200605052006-18922,1,39:4-96 RECKLESS DRIVING      
200605052006-18922,2,                              
200605062006-00307,1,                              
200605062006-00307,2,                              
200605062006-05292,1,                              
200605062006-05292,2,39:4-97                       
200605062006-11654,1,                              
200605062006-15844,1,                              
200605062006-22093,1,                              
200605062006-22093,2,                              
200605062006-25863,1,39:4-97                       
200605062006-25863,2,                              
200605062006-25863,3,                              
200605062006-28134,1,                              
200605062006-28460,1,39:4-97                       
200605062006-29844,1,                              
