id,vehicle_number,year,make,model,hit_run
20140221I-2014-002762,2,2002,AUDI,A4, 
20140221I-2014-030166,1,2013,HONDA,CIV, 
2014022314-13015,1,2013,FORD,WGN., 
2014022314-13015,2,2006,VOLKSWAGEN,4 DR., 
2014022314-13015,3,2013,HONDA,WGN., 
2014022314-14722,1,2007,BUICK,05/16, 
2014022314-22028,1,2013,FORD,, 
2014022314-22028,2,1996,VOLVO,, 
2014022314-22028,3,2012,NISSAN,ROGUE, 
2014022314-24765,1,2003,BUICK,REG, 
2014022314-24765,2,2012,NISSAN,VER, 
2014022314-36325,1,2004,MITSUBISHI,END, 
2014022314-67287,1,1995,BMW,32I, 
2014022314-89931,1,2008,SUBARU,LEGACY, 
20140223BC-14-048860,1,2013,HONDA,PILOT, 
20140223BC-14-048860,2,2003,MERCEDES BENZ,M50, 
20140223BC-14-050065,1,2002,VOLKSWAGEN,BETTLE, 
20140223BC-14-050065,2,2008,CHEVROLET,EXPRESS, 
20140225I-2014-11163,1,2003,CHEVROLET,T B, 
20140225I-2014-15207,1,2012,LEXUS,R35, 
2014022929-14-003537,1,2013,NISSAN,ALT, 
2014022929-14-003537,2,2008,CHEVROLET,SUB, 
201402312014-000667,1,2013,TOYOTA,SIE, 
201402312014-007516,1,2013,FORD,EXP, 
20140231BC-14-013969,1,2014,LAND ROVER,EVO?UE, 
20140231BC-14-017285,1,2013,FORD,EXPLORER, 
20140231BC-14-017285,2,2012,FORD,FUSION, 
2014023314-00465,1,2003,MCIN,UK, 
2014023314-03595,1,2014,TOYOTA,UK, 
20140233B060-2014-01058A,1,2004,CHEVROLET,VENTURE, 
20140233B060-2014-01058A,2,1998,HONDA,ACCORD, 
201402342014-009470,1,2010,CHRYSLER,TWC, 
201402342014-011024,1,2006,MAZDA,TRIBUTE, 
20140235MP-007820-14,1,2014,LEXUS,RX, 
2014023614-244,1,2007,TOYOTA,CAMRY, 
20140237M-14-68,1,2003,BMW,530, 
2014023914-7685,1,2000,FORD,EXP, 
2014023914-7685,2,2006,TOYOTA,4RN, 
2014024214-05553,1,2007,SUBARU,FOR, 
2014024414-05963,1,2010,HONDA,PILOT, 
2014024414-05963,2,2010,CADILLAC,CTS, 
20140245I-2014-006693,1,2011,TOYOTA,FJC, 
20140245I-2014-008554,1,2004,TOYOTA,HGH, 
20140245I-2014-013707,1,2012,MERCEDES BENZ,2012, 
20140245I-2014-013707,2,2007,HONDA,ODY, 
20140246I-2014-001191,1,2012,MITSUBISHI,LAN, 
20140246I-2014-003750,1,2012,KIA,SORENTA, 
20140246I-2014-051453,1,2011,TOYOTA,TUNDRA, 
2014024814-08972,1,2009,LEXUS,4 DR, 
2014024814-08972,2,2012,VANHO,BUS, 
2014024814-21152A,1,1998,JEEP,WAGON, 
20140249I-2014-002433,1,2005,FORD,F150, 
201402502014-07627,1,1995,NISSAN,SEN, 
201402502014-07627,2,2007,CHEVROLET,EQX, 
201402502014-10006,1,1998,HONDA,UCL, 
201402502014-10006,2,2006,DODGE,DAK, 
201402502014-16097,1,2013,TOYOTA,COR, 
20140251I-2014-005836,1,2003,FORD,PKUP, 
20140251I-2014-005836,2,2004,FORD,4 DOOR, 
20140251I-2014-018073,1,2012,NAB,BUS, 
20140251I-2014-018411,1,2013,TRI,BON, 
20140251I-2014-020228,1,2003,LEXUS,SUV, 
2014025214-4718,1,    ,DODGE,CH?BER, 
201402532014-001542,1,2006,FORD,MUSTANG, 
201402542014-011717,1,2014,JEEP,GRA, 
201402542014-011717,2,2001,ACURA,CL, 
201402542014-011717,3,2014,SUBARU,FOR, 
2014025614-03367,1,2005,TOYOTA,CAM, 
2014025614-08526,1,1999,FORD,VAN, 
2014025614-16929,1,1999,JEEP,GC, 
2014025614-16929,2,2011,HARLEY DAVIDSON,FLS, 
2014025614-20002,1,1993,TOYOTA,4D, 
2014025714-03897,1,1997,FORD,4 DR, 
2014025714-03897,2,2014,CHEVROLET,WAGON, 
2014025714-04029,1,2001,HONDA,ODYSEY, 
2014025714-04029,2,2013,KYMCO,SCOOTER, 
2014025714-07025,1,2006,NISSAN,ALTIMA, 
2014025714-07025,2,2007,FORD,FOCUS, 
2014026014-022338,1,2013,LEXUS,WAGON, 
2014026014-022338,2,2005,CHRYSLER,WAGON, 
20140260PD-14-028428,1,2013,YAMAHA,TT-R1252WE, 
20140260PD-14-039521,1,2005,CHEVROLET,TRAILBLAZER, 
20140260PD-14-039521,2,    ,,, 
20140261A2014-403,1,2013,TOYOTA,HIGHLANDER, 
20140261TY-14-04424,1,2013,HONDA,CRV, 
2014026314-126,1,2006,FORD,PU, 
2014026314-126,2,2013,TOYOTA,SIE, 
20140266140-14,1,1987,CHEVROLET,VAN, 
20140266140-14,2,2008,SUZUKI,GSX, 
20140266146-14,1,2011,CHRYSLER,T&C,Y
201402662014-005946/224-14,1,2004,HONDA,CRV, 
201402662014-005946/224-14,2,2009,KIA,RIO, 
20140267I-2014-007008,1,2012,CADILLAC,CTS, 
20140267I-2014-007008,2,2014,FORD,EXP, 
2014026914-22507,1,2008,,TG3, 
2014027014-08356,1,2011,TOYOTA,CELICA, 
2014027014-08356,2,2014,FORD,INTERCEPTOR, 
2014027014-08356,3,2011,FORD,CROWN VICTORIA, 
20140301C120-2014-00025A,1,2004,HYUNDAI,ELANTRA, 
20140302201401387,1,2006,HONDA,ODYSSEY, 
20140302201401387,2,2004,CHEVROLET,TRAILBLAZE, 
201403042014-734,1,2008,HONDA,CIVIC, 
201403042014-734,2,2007,KIA,SPORTAGE, 
201403042014-7787,1,2007,TOYOTA,FJC, 
201403042014-7787,2,1997,HONDA,CIVIC, 
20140304C020-2014-00601A,1,2005,HARLEY DAVIDSON,99, 
201403072014-7128,1,2005,YAMAHA,STAR, 
201403102014-2113,1,2010,HONDA,CIV, 
20140310201405583,1,2007,NISSAN,QUEST, 
20140310201405583,2,2007,GMC,SIERRA, 
20140312201400187,1,2002,HONDA,ACCORD, 
2014031314-2063,1,2012,HONDA,2DR, 
201403132014-5463,1,2008,LEXUS,WAG, 
201403132014-5463,2,2002,DODGE,PKUP, 
201403132014-6028,1,2007,INTERNATIONAL,TRUCK, 
20140316C020-2014-00117A,1,2002,CHEVROLET,CAMARO, 
20140316C020-2014-00909A,1,2002,CHEVROLET,TAH, 
20140316C020-2014-00909A,2,2013,NISSAN,ALTIMA, 
201403172014-7431,1,2000,HYUNDAI,SONATA, 
201403172014-7431,2,1995,GMC,SIERRA, 
201403182014-5108,1,2006,PONTIAC,G6, 
201403192014-1200,1,2009,HYUNDAI,SANTA FE, 
201403202014-2259,1,2005,HONDA,ACCORD, 
201403202014-2259,2,2008,FORD,F150, 
201403212014-1779,1,2010,HARLEY DAVIDSON,FTU, 
201403212014-1779,2,2008,HARLEY DAVIDSON,MC, 
201403222014-2854,1,2004,LEXUS,E53, 
201403222014-2854,2,    ,MITSUBISHI,LANCER,Y
201403222014-7009,1,2009,BUICK,ENC/WAGON, 
201403222014-7009,2,2009,FORD,SW, 
201403222014-7009,3,2001,BUICK,CEN, 
201403242014-04820,1,2004,JEEP,GCH, 
201403242014-07000,1,2013,CHEVROLET,CAP, 
201403242014-11523,1,2014,YAMAHA,FZ09, 
201403242014-11762,1,2008,HARLEY DAVIDSON,FLH, 
201403242014-11762,2,2007,FORD,EDGE, 
201403242014-22937,1,1999,TOYOTA,RUN, 
201403242014-24463,1,2000,JEEP,SPT, 
201403242014-24563,1,2005,SUBARU,FORRESTER, 
201403242014-24563,2,2009,NISSAN,ALT, 
201403242014-24563,3,2006,MERCURY,MIL, 
201403242014-24566,1,2009,PIA,FLY, 
201403242014-24566,2,2005,FORD,ESC, 
201403242014-24566,3,1998,HONDA,ACC, 
201403242014-26302,1,2011,BMW,535, 
201403242014-27672,1,1996,FORD,WIN, 
201403242014-27672,2,2005,MACK,TRK, 
201403282014-2901,1,2008,KIA,SPECTRA5, 
201403282014-2901,2,2006,YAMAHA,VN900, 
201403292014-10655,1,2004,HONDA,CBR, 
201403292014-10655,2,2006,CADILLAC,DTS, 
201403292014-16208,1,1996,YAMAHA,RT180, 
201403292014-16208,2,1997,FORD,F450, 
201403292014-2964,1,2000,FORD,F150, 
201403292014-2989,1,2003,DODGE,DURANGO, 
20140332C080-2014-00422A,1,1993,FORD,ECO, 
20140332C080-2014-00422A,2,2007,TOMO,LX, 
20140333C080-2014-00164A,1,1997,SATURN,SL2, 
20140333C080-2014-00164A,2,2006,TOYOTA,4RU, 
20140333C080-2014-00411A,1,2004,ACURA,RSX, 
20140333C080-2014-00411A,2,2001,JEEP,WRANGLER, 
20140333C080-2014-00593A,1,2005,CHEVROLET,CAV, 
20140333C080-2014-00593A,2,2004,FREIGHTLINER,M2, 
20140333C080-2014-00593A,3,1998,GMC,SIE, 
20140334M14-087,1,2013,TOYOTA,CAMRY, 
20140334M14-087,2,2000,NISSAN,MAX, 
20140334M14-087,3,1994,TOYOTA,CAMRY, 
20140334M14-227,1,2001,URA,SOL, 
20140334M14-252,1,2014,CHEVROLET,SILVERADO, 
20140334M14-252,2,1995,NISSAN,MAXIMA, 
20140335C080-2014-00310A,1,2003,FORD,TAURUS, 
201403372014-08494,1,2006,FORD,E-350, 
201403372014-08494,2,1996,HONDA,ACCORD, 
201403372014-10086,1,2007,NISSAN,PATHFINDER, 
201403372014-10086,2,2009,HONDA,CR-V, 
201403372014-10086,3,2007,TOYOTA,CAMRY, 
20140337C020-2014-00387A,1,2000,NISSAN,MAX, 
20140339C080-2014-00829A,1,2003,HONDA,99, 
201404012014-3783,1,2003,HONDA,450R CFR, 
201404012014-3783,2,2000,VOLKSWAGEN,2 DOOR,Y
20140404214001439,1,2011,CHRYSLER,300, 
20140404214001439,2,2003,NISSAN,ALT, 
20140404214003651,1,2003,FORD,PKUP, 
20140404214003651,2,1998,FORD,EXP, 
20140404A310-2014-02002A,1,2007,VOLKSWAGEN,RABBIT, 
201404081405030450,1,2008,FORD,WAG, 
201404081405030450,2,2003,FORD,MUS,Y
201404081405030450,3,2004,NISSAN,?TA?,Y
201404081405030450,4,1997,MITSUBISHI,GAL,Y
201404081405110330,1,2001,TOYOTA,CAMRY LE, 
201404081406211031,1,2011,CHEVROLET,CRUZE, 
201404081406211031,2,    ,SUZUKI,3KCX, 
201404081408240338,1,2009,PONTIAC,G6, 
20140408140912-2848,1,2011,KIA,SORRENTO, 
201404081409130646,1,1996,TOYOTA,CORROLA, 
201404081412125515,1,1998,MERCEDES BENZ,E320, 
201404081412125515,2,2004,PONTIAC,GRAND AM, 
201404081412125515,3,2010,HONDA,CIVIC, 
2014040914-004502,1,1998,HONDA,CIV, 
2014040914-021894,1,2003,MAZDA,MPV, 
2014040914-021894,2,2010,FORD,150, 
2014040914-026655,1,2003,DODGE,DAK, 
2014040914-026655,2,1998,LEXUS,ES300, 
2014040914-027402,1,2008,HONDA,ACC, 
2014040914-027402,2,2006,HONDA,ACC, 
2014040914-047923,1,2000,HYUNDAI,ELA, 
2014040914-057952,1,1996,FORD,EXP, 
2014040914-057952,2,2013,TOYOTA,SIE, 
2014040914-072165,1,2014,HYUNDAI,SON, 
2014040914-084252,1,1995,FORD,RAN, 
2014040914-084252,2,2012,DODGE,CHA, 
20140409D020-2014-00103A,1,2007,PETERBILT,TRK, 
20140409D020-2014-00103A,2,2010,BMW,328, 
20140409D020-2014-00103A,3,2000,,, 
201404122014-01132,1,2003,TOYOTA,CAMRY, 
201404122014-04732,1,2003,MERCURY,SABLE, 
201404122014-05633,1,2002,HONDA,CIVIC, 
20140414140196814,1,2002,MERCURY,4 DOOR, 
2014041514-010036,1,2002,PONTIAC,GRAND AM, 
2014041514-010036,2,2003,HYUNDAI,SANTA FE, 
2014041514-026124,1,2006,HONDA,4D, 
2014041514-027050,1,2013,DODGE,DART, 
2014041514-039366,1,2005,TOYOTA,COROLLA, 
201404172014-12696,1,2003,FORD,WIN, 
201404222014-002634,1,1998,DODGE,DUR, 
201404252014002193,1,2006,CHEVROLET,BLAZER, 
2014042714-32241,1,2006,CADILLAC,CTS, 
2014042714-32241,2,2011,ACURA,MDX, 
2014042714-8186,1,2005,MERCEDES BENZ,S50, 
20140427140052076,1,2006,CHEVROLET,IMPALA, 
201404302014-005152,1,1997,BUICK,SKY, 
2014043414-1004-AC,1,2010,FORD,F15, 
2014043414-1004-AC,2,2013,NISSAN,MURANO, 
2014043414-261-AC,1,2002,CHEVROLET,M C, 
2014043414-261-AC,2,2011,ACURA,RDX, 
2014043414-285-AC,1,2001,NISSAN,PTH, 
2014043414-285-AC,2,2014,MITSUBISHI,COO, 
2014043414-388-AC,1,2008,HYUNDAI,SON, 
2014043414-388-AC,2,2002,CHEVROLET,SUBURBAN, 
2014043414-466-AC,1,2008,DODGE,CRV, 
2014043414-466-AC,2,2006,HYUNDAI,ELA, 
2014043414-558-AC,1,2007,HONDA,CIVIC, 
2014043414-558-AC,2,2006,NISSAN,ASL, 
2014043414-793-AC,1,2008,HONDA,CRV, 
2014043414-811-AC,1,2005,HONDA,ODY, 
2014043414-811-AC,2,2000,MERCURY,SAB, 
2014043414-811-AC,3,2008,LEXUS,350, 
2014043414-99-AC,1,2007,DODGE,CHARGER, 
2014043414-99-AC,2,2008,GMC,YUK, 
2014043414-997-AC,1,2013,CHEVROLET,SON, 
2014043414-997-AC,2,    ,,,Y
201404362014-008330,1,2002,CHEVROLET,MALIBU, 
201404362014-022552,1,1994,CHEVROLET,CAVALIER, 
201404362014-023095,1,2005,MAZDA,3, 
201404362014-023095,2,2006,SUZUKI,BOULEVA, 
201404362014-023176,1,2003,DODGE,NEON, 
20140436A160-2014-00104A,1,2003,FORD,E450, 
20140436A160-2014-00272A,1,2014,TOYOTA,CAM, 
20140436A160-2014-00347A,1,2011,FORD,FOCUS, 
20140504A050-2014-00175A,1,2007,HYUNDAI,SONATA, 
20140504A050-2014-00441A,1,1989,HARLEY DAVIDSON,120, 
20140504A050-2014-00441A,2,2007,JEEP,COM, 
20140505I-2014-022254,1,2012,FORD,F-150, 
20140505I-2014-023940,1,2002,CHEVROLET,IMPALA, 
20140505I-2014-023940,2,2002,VOLVO,TR, 
20140505I-2014-036760,1,2013,NISSAN,SENTRA, 
20140505I-2014-038054,1,2004,TOYOTA,TUNDRA, 
20140506E030-2014-00663A,1,2002,FORD,EXPLORER, 
20140506I-2014-26837,1,2013,TOYOTA,PRIUS, 
20140506I-2014-26837,2,2006,MITSUBISHI,GALANT, 
20140506I-2014-29225,1,1996,CHEVROLET,BER, 
20140506I-2014-29225,2,1987,HARLEY DAVIDSON,FXS, 
20140506I-2014-33654,1,    ,FORD,F-250,Y
20140506I-2014-36380,1,1997,FORD,EXPEDITI, 
20140506I-2014-39633,1,1987,CHEVROLET,TRK, 
20140506I-2014-39633,2,2001,DODGE,RAM, 
2014050714-29039,1,2006,NISSAN,PATHFIND,Y
2014050714-40584,1,2007,TOYOTA,4DOOR, 
2014050814-17718,1,2006,DODGE,VAN, 
20140508PD-14-32209,1,2006,FORD,TAURUS, 
20140511A050-2014-00010A,1,2004,HONDA,CIV, 
20140511E030-2014-00479A,1,1998,MACK,99, 
201405142014-022891,1,    ,,,Y
20140516A050-2014-00267A,1,1998,MERCURY,SAB, 
20140601BR-28274-14BR-0282?,1,1999,ACURA,TL, 
20140604A100-2014-00548A,1,1998,FORD,150, 
20140605A040-2014-00656A,1,2001,MITSUBISHI,GAL, 
20140605A100-2014-00316A,1,2003,MITSUBISHI,GALANT, 
20140607A040-2014-00372A,1,2009,DODGE,CALIBER, 
20140608A100-2014-00055A,1,2003,FORD,TAURUS, 
20140608A100-2014-00055A,2,1988,INTERNATIONAL,S1700, 
20140608A100-2014-00055A,3,1989,FORD,L7000, 
20140608A100-2014-00055A,4,1988,GMC,7000, 
20140609A100-2014-00194A,1,2000,DODGE,AVE, 
20140609A100-2014-00194A,2,2011,FORD,RNG, 
20140609A100-2014-00333A,1,2002,HONDA,VTX1800, 
20140609A100-2014-00354A,1,2003,HONDA,CRV, 
20140609A100-2014-00549A,1,2011,JEEP,WRS, 
2014061014-31900,1,2001,HONDA,MC, 
20140613A040-2014-00160A,1,2005,HONDA,CIVIC, 
20140613A040-2014-00168A,1,2007,JEEP,WRANGLER, 
20140613A040-2014-00168A,2,2004,JEEP,CHEROKEE, 
201406142014000181,1,2007,HYUNDAI,ACC, 
201406142014007219,1,2000,FORD,F15, 
201406142014007219,2,2000,YAMAHA,YFR, 
201406142014039992,1,2002,CHEVROLET,C15, 
201406142014039992,2,2007,SUZUKI,FRN, 
201406142014041203,1,2011,HONDA,CIV, 
201406142014041203,2,2006,SAAB,93, 
201406142014042571,1,1991,CHEVROLET,CAP,Y
201406142014042571,2,2009,HONDA,ACC, 
201406142014049955,1,2011,NISSAN,MUR, 
201406142014049955,2,2010,CADILLAC,CTS, 
201406142014059916,1,2007,TOYOTA,CAM, 
201406142014059916,2,2003,HD,FLS, 
201406142014059916,3,1998,KENWORTH,, 
201406142014066466,1,1997,HONDA,CIV, 
20140614A090-2014-00211A,1,2002,DODGE,NEO,Y
201407012014-1484,1,1997,HONDA,ACC, 
201407012014-1484,2,2006,GMC,TG2, 
201407012014-22854,1,2001,SUZUKI,4DR, 
201407012014-2290,1,2008,DODGE,CALIBER, 
201407012014-22988,1,1994,MAZDA,B30, 
201407012014-23456,1,1998,CHEVROLET,MAL, 
201407012014-23456,2,2006,FORD,EXP, 
2014070214-033207,1,2001,FORD,2DR, 
2014070214-033207,2,2009,HYUNDAI,4 DR, 
2014070214-20838,1,2006,DODGE,CAR, 
2014070214-4645,1,2007,MERCEDES BENZ,ML3, 
2014070214-6251,1,2012,NAB,, 
2014070214-6683,1,2001,CHRYSLER,SEB, 
2014070414-09646,1,2014,LINCOLN,MKX, 
2014070414-16981,1,2014,BMW,X5, 
2014070414-16981,2,2007,HARLEY DAVIDSON,XL1, 
201407042014-1827,1,2007,TOYOTA,CAM, 
201407042014-1827,2,2009,CADILLAC,CTS, 
201407042014-1827,3,2011,LEXUS,E35, 
2014070514-021561,1,2005,DODGE,MAGNUM, 
2014070514-021561,2,1999,BMW,4DR, 
2014070514-5003,1,2003,NISSAN,XTERR, 
2014070514-5003,2,2003,NISSAN,ALTIMA, 
2014070514-5003,3,2004,CHEVROLET,EXP,Y
2014070514-5003,4,2002,FORD,WINDSTAR, 
201407062014-002829,1,2014,NISSAN,ALT, 
201407062014-008523,1,1997,JEEP,CHE, 
201407062014-008523,2,2014,HONDA,CRV, 
201407072014-2361,1,1981,YAMAHA,MC, 
201407072014-2641,1,2011,BUICK,LEC, 
201407072014-681,1,2014,NISSAN,SENTRA, 
201407072014-681,2,2012,FORD,F550, 
2014070814-12403,1,2005,TOYOTA,COR, 
20140709I-2014-087270,1,2002,FORD,MUSTANG, 
20140709I-2014-109256,1,2001,GMC,YUK, 
20140709I-2014-109256,2,2006,LEXUS,RX4, 
2014071114-21305,1,2003,HONDA,CIVIC, 
2014071114-22915,1,1995,CHEVROLET,LUM, 
2014071114-22915,2,2002,SUZUKI,MC, 
20140712C-2014-002361,1,2008,MITSUBISHI,LANCER, 
20140712C-2014-002361,2,1999,TOYOTA,COROLLA, 
20140712I-2014-007553,1,2004,MERCURY,SAB, 
20140712I-2014-007553,2,2004,JEEP,LIB, 
20140712I-2014-010602,1,    ,MERCURY,GDM, 
20140712I-2014-010602,2,2011,KAWASAKI,ZX1, 
2014071314-RED-035,1,2006,INFINITI,4 DOOR, 
2014071314-RED-095,1,2009,HONDA,4 DOOR, 
2014071314RED1194,1,1998,NISSAN,4 DR, 
2014071314RED1222,1,2000,ACURA,4 DR, 
2014071314RED567,1,2008,NISSAN,FRONTIER, 
2014071401260,1,2003,MAZDA,, 
2014071413893-14,1,2002,FORD,EXP, 
2014071414-129,1,    ,,,Y
2014071414-14449,1,2013,CHRYSLER,4S, 
2014071414-14449,2,    ,HONDA,ACCORD, 
2014071414-15534,1,2003,BUICK,RENDEZVOUS, 
2014071414-16017,2,    ,PONTIAC,,Y
2014071414-18891,2,    ,,SUV,Y
2014071414-19329,1,    ,HENSIM,BAJA, 
2014071414-19329,2,    ,JEEP,WAGON,Y
2014071414-22536,1,2007,VOLKSWAGEN,RAB,Y
2014071414-25339,1,2001,HONDA,ACC, 
2014071414-25755,1,2003,PONTIAC,4DR, 
2014071414-25755,2,2000,MOTORCYCLE,DIRT, 
2014071414-26498,1,2002,BUICK,, 
2014071414-26498,2,2000,DODGE,DURANGO, 
2014071414-26498,3,2006,TOYOTA,, 
2014071414-27003,1,2012,SUBARU,FORRESTER, 
2014071414-27115,1,2002,JEEP,CHER, 
2014071414-27115,2,1990,HONDA,4 DR, 
2014071414-29910,1,2003,SUZUKI,GSX, 
2014071414-29910,2,    ,DODGE,DURANGO,Y
2014071414-30075,1,2014,HONDA,CIVIC, 
2014071414-30507,1,2006,LEXUS,IS250, 
2014071414-30507,2,2001,YAMAHA,YZF, 
2014071414-31152,2,    ,,,Y
2014071414-32791,1,2008,MERCEDES BENZ,4DR, 
2014071414-32791,2,2014,CHEVROLET,TRA?SE, 
2014071414-34441,1,1998,SUZUKI,MC, 
2014071414-42259,1,1997,ACURA,CL, 
2014071414-42380,1,1999,HONDA,V3W, 
2014071414-42899,1,2003,MITSUBISHI,,Y
2014071414-43582,1,2003,MITSUBISHI,GALANT, 
2014071414-43582,2,1995,FORD,ECOLINE, 
2014071414-47181,1,1999,CHEVROLET,MALIBU, 
2014071414-47181,2,1997,NISSAN,QUEST, 
