id,vehicle_number,charge
201603052016-10940,1,39:4-96                       
201603052016-10940,2,                              
201603052016-10940,3,                              
201603062016-13030,1,39:4-96 (RECKLESS DRIVING)    
201603062016-13030,2,                              
201603062016-13032,1,39:4-97 (CARELESS DRIVING)    
201603062016-13032,2,                              
201603062016-13368,1,39:4-97                       
20160306C020-2016-00505A,1,39 4 50                       
201603082016-18802,1,                              
201603082016-18802,2,                              
201603082016-21849,1,39:3-40                       
20160310201601790,1,39:3-10                       
20160310201601790,2,39:4-97                       
201603132016-20040,1,                              
201603132016-31169,1,39:4-97                       
201603132016-31169,2,                              
201603132016-31169,3,39:4-97?                      
20160315C020-2016-00313A,1,39 4 50                       
20160315C020-2016-00441A,1,                              
20160316C020-2016-00067A,1,39 4 97                       
20160316C020-2016-00067A,2,                              
20160316C020-2016-00087A,1,                              
20160316C020-2016-00287A,1,                              
201603172016-3846,1,E16001101                     
201603172016-3846,2,                              
201603172016-9308,1,                              
201603182016-6632,1,39:4-97; CARELESS DRIVING     
201603182016-6632,2,                              
201603182016-6632,3,                              
20160318C020-2016-00645A,1,                              
2016031916-18679,1,                              
2016031916-18679,2,                              
2016031916-18679,3,                              
2016031916-18679,4,                              
2016031916-18679,5,                              
2016031916-18679,6,                              
2016031916-18679,7,                              
2016031916-18679,8,                              
2016031916-7031,1,39:3-10B E1 A1.               
2016031916-8152,1,                              
2016032016-8347,1,                              
201603202016-12633,1,                              
201603202016-1497,1,39:4-81 FAIL TO STOP AT RED L?
201603202016-1497,2,                              
201603222016-13625,1,39:4-50                       
201603242016-00395,1,                              
201603242016-06168,1,39:4-96                       
201603242016-12074,1,39:4-50                       
201603242016-12074,2,                              
201603242016-24652,1,39:4-88                       
201603242016-7229,1,                              
2016032616-5604,1,                              
2016032616-5604,2,                              
201603282016-3625,1,19 TOTAL CHARGES              
201603292016-1285,1,NJS 39:4-88B                  
201603292016-13882,1,39:4-97                       
201603292016-13882,2,                              
201603292016-16680,1,                              
201603292016-16680,2,                              
20160329C080-2016-00542A,1,39 4 97                       
20160332C080-2016-00187A,1,                              
20160333C080-2016-00170A,1,39 4 97                       
20160333C080-2016-00170A,2,                              
20160333C080-2016-00170A,3,                              
20160333C080-2016-00170A,4,                              
20160333C080-2016-00224A,1,                              
20160333C080-2016-00224A,2,                              
20160333C080-2016-00224A,3,                              
20160333C080-2016-00322A,1,                              
20160333C080-2016-00322A,2,                              
20160333C080-2016-00652A,1,                              
20160333C080-2016-00652A,2,                              
20160335C080-2016-00003A,1,                              
20160335C080-2016-00003A,2,                              
20160335C080-2016-00114A,1,                              
201603372016-02720,1,39:4-97 CARELESS DRIVING      
201603372016-02720,2,                              
201603372016-02720,3,                              
201603372016-02720,4,39:3-29                       
201603372016-02720,5,39:6B-2                       
201603372016-02845,1,FAILURE TO MAINTAIN LANE / 39?
201603372016-02845,2,                              
201603372016-02883,1,IMPROPER TURNS AT INTERSECTIO?
201603372016-02883,2,                              
201603372016-11517,1,CARELESS DRIVING 39:4-97      
201603372016-11517,2,                              
201603372016-13779,1,RECKLESS DRIVING 39:4-96      
201603372016-13779,2,                              
20160337C020-2016-00732A,1,                              
201603382016-0008551,1,                              
20160403A310-2016-00292A,1,39 4 97                       
20160403A310-2016-00292A,2,                              
20160403A310-2016-00293A,1,39 4 97                       
20160403A310-2016-00293A,2,                              
201604042016003961,1,39:4-50                       
201604042016003961,2,                              
201604042016007959,1,39:4-97                       
201604042016007959,2,                              
20160404A310-2016-00835A,1,39 4 96                       
20160404A310-2016-00835A,2,                              
20160404A310-2016-00835A,3,                              
201604052016005084,1,                              
201604052016005084,2,                              
201604052016005084,3,                              
201604052016005084,4,                              
201604052016007771,1,                              
201604052016013343,1,39:4-97                       
201604052016013343,2,                              
201604052016013343,3,                              
201604052016013343,4,                              
201604062016005070,1,39:4-96                       
201604062016007203,1,                              
2016040816-06-01-3210,1,39:3-10 39:3C-18              
201604081601180473,1,                              
20160408160129-2483,1,                              
201604081602091928,1,                              
201604081602211350,1,                              
201604081603222208,1,                              
20160408160323-2038,1,                              
20160408160323-2038,2,2C:20-7A 39:3-40              
201604081604110782,1,                              
201604081604110782,2,39:3-40 (SUSPENDED) 39:4-50 (?
20160408160520-1442,1,                              
20160408160615-1612,1,39:4-50  39:4-96              
20160408160615-1612,2,                              
201604081607151504,1,                              
201604081607151504,2,                              
20160408160717-1382,1,2C:12-1A 2C:12-1.1 39:4-129   
20160408160717-1382,2,                              
201604081608102409,1,                              
201604081609061554,1,                              
201604081610100649,1,                              
201604081610301407,1,                              
201604081611240724,1,                              
201604081611240724,2,                              
201604081612230853,1,39:3-40                       
201604081612230853,2,39:3-46B-2  4-144  4-96       
20160408A310-2016-02613A,1,39 4 50                       
2016040916-027253,1,                              
2016040916-040406,1,                              
2016040916-051345,1,                              
2016040916-069851,1,39:4-97                       
2016040916-069851,2,                              
2016040916-091068,1,                              
201604112016-005545,1,39:4-50                       
201604112016-005545,2,                              
201604122016-003152,1,                              
201604122016-005649,1,                              
201604122016-005649,2,39:4-81                       
201604142016-10712,1,39:4-71                       
201604142016-14635,1,DWI                           
20160414A310-2016-00258A,1,39 4 50                       
20160414A310-2016-00258A,2,                              
20160414A310-2016-00258A,3,                              
2016041616-427-A,1,CARELESS DRIVING              
2016041616-465-A,1,39:3-40                       
2016041616-465-A,2,                              
201604172016-05604,1,39:4-36(A)(1)                 
201604182016003631,1,39:4-97A                      
201604182016003631,2,                              
20160421A310-2016-00739A,1,39 4 50                       
201604222016-002627,1,                              
201604232016-002966,1,                              
201604232016-003450,1,CARELESS                      
201604232016-003450,2,                              
201604232016-007322,1,                              
201604232016-007731,1,                              
201604232016-007731,2,                              
201604232016-007741,1,39:4-97                       
201604232016-007741,2,39:3-29C                      
201604232016-007742,1,                              
201604232016-007742,2,                              
201604232016-008124,1,FAILURE TO YIELD TO PED.      
201604232016-008198,1,                              
201604232016-008198,2,                              
201604232016-008198,3,                              
201604232016-008209,1,39-4-97                       
201604232016-008209,2,                              
201604232016-008209,3,                              
20160427160028394,1,39:4-97                       
20160427160028394,2,                              
20160427160028394,3,                              
20160427160058020,1,                              
20160427160064834,1,39:4-50                       
20160427160064834,2,                              
20160427160064834,3,                              
20160427160064834,4,                              
20160427160078265,1,39:4-97                       
20160427160088811,1,39:4-97                       
20160427160088811,2,                              
20160427160105153,1,                              
201604272016-4639,1,                              
20160430A310-2016-00112A,1,                              
201604322016-01532,1,                              
201604322016-01532,2,                              
201604322016-01532,3,CARELESS DRIVING              
20160436160011805,1,39:4-96                       
20160436160032986,1,39:4-97                       
20160436160032986,2,                              
20160436160034289,1,39:4-50                       
20160436160052335,1,                              
20160436A160-2016-00154A,1,39:3-76.2F                    
20160436A160-2016-00233A,1,39:4-50                       
20160436A160-2016-00233A,2,                              
20160505I-2016-023733,1,39:4-97 CARELESS DRIVING      
20160505I-2016-023733,2,                              
20160505I-2016-023733,3,                              
20160505I-2016-023733,4,                              
20160506I-2016-00206,1,39:3-40 DRIVING WHILE DL/REG ?
20160506I-2016-16812,1,                              
20160506I-2016-30407,1,                              
20160506I-2016-30407,2,                              
20160506I-2016-30407,3,                              
20160508PD-16-27747,1,                              
20160508PD-16-27747,2,                              
20160508PD-16-27747,3,                              
20160508PD-16-30051,1,39:4-90                       
20160509I-2016-08278,1,CARELESS DRIVING              
20160509I-2016-13220,1,                              
2016051016-08182,1,                              
20160511E030-2016-00670A,1,39 4 97                       
201605142016-023608,1,39:4-50                       
201605142016-023608,2,39:4-129B                     
201605142016-033842,1,FAILURE TO YIELD RIGHT OF WAY 
201605142016-033842,2,                              
20160515I-2016-012417,1,                              
2016060116-24742,1,39:4-97                       
2016060116-24742,2,                              
2016060116-39339,1,39:4-81                       
20160603A040-2016-00449A,1,39 4 97                       
20160605A100-2016-00201A,1,                              
20160609A100-2016-00022A,1,                              
20160609A100-2016-00310A,1,                              
2016061016-03443,1,39:3-40                       
2016061016-08583,1,39:4-97                       
2016061016-08583,2,                              
2016061016-11354,1,                              
20160610A100-2016-00423A,1,39 3 10                       
20160613A040-2016-00041A,1,                              
20160613A040-2016-00041A,2,                              
20160613A040-2016-00119A,1,                              
20160613A040-2016-00963A,1,                              
201606142016001602,1,                              
201606142016007911,1,                              
201606142016028842,1,39:4-88B                      
201606142016033936,1,39:4-90                       
201606142016033936,2,                              
201606142016045815,1,                              
201606142016045815,2,                              
201606142016063152,1,39:4-66.1                     
201606142016063152,2,                              
20160701I-2016-000026,1,39:4-50 DRIVING WHILE UNDER T?
2016070216-13629,1,                              
2016070216-13629,2,                              
2016070216-25649,1,                              
2016070216-25649,2,                              
2016070216-47909,1,                              
2016070216-47909,2,                              
2016070216-47909,3,                              
2016070216-65379,1,                              
20160702E040-2016-03895A,1,                              
2016070516-00931,1,39::4-36 (A) (1) ALLOW PED. T?
2016070516-017377,1,                              
2016070516-10344,1,                              
2016070516-10344,2,                              
2016070516-10344,3,                              
2016070516-10344,4,                              
2016070516-3899,1,                              
2016070516-5338,1,39:4-115 IMPROPER TURN        
2016070516-5338,2,39:4-81 FAILURE TO OBSERVE LI?
2016070516-5338,3,39:4-97A CARELESS DRIVING     
20160705E040-2016-01368A,1,                              
20160705E040-2016-01368A,2,                              
2016070716-32932,1,NONE AT PRESENT               
20160707B060-2016-03582A,1,                              
2016070816-08339,1,39:3-74 OBSTRUCTION OF WINDSH?
2016070816-34412,1,39:4-97                       
20160709CC16-1595,1,                              
20160709I-2016-024643,1,                              
20160709I-2016-035964,1,39:6B-2 UNINSURED MOTORIST / ?
20160709I-2016-035964,2,                              
20160709I-2016-035964,3,                              
20160709I-2016-035964,4,                              
20160709I-2016-035964,5,                              
20160709I-2016-035964,6,                              
20160709I-2016-035964,7,                              
20160709I-2016-051658,1,                              
20160709I-2016-051658,2,                              
20160709I-2016-051658,3,                              
20160709I-2016-051658,4,                              
20160709I-2016-109275,1,39:4-50 DRIVING WHILE UNDER T?
20160709I-2016-109275,2,39:6B-2 UNINSURED MOTORIST / ?
20160709I-2016-109275,3,                              
20160710I2016-021667,2,                              
20160712I-2016-001182,1,39:4-36A (1) DRIVER SHALL STO?
20160712I-2016-018254,1,39:4-36A (1) DRIVER SHALL STO?
2016071316RED1024,1,                              
2016071316RED555,1,39:4-97                       
2016071416-6246,1,                              
2016071416-6246,2,39:4-97                       
2016071416-8343,1,                              
2016071416-8343,2,                              
2016071416-8343,3,                              
2016071437845-16,1,                              
2016071437845-16,2,                              
20160714C-2016-000014,1,                              
20160714C-2016-003081,1,39:4-51B POSSESSION OF OPEN/U?
20160714C-2016-003081,2,                              
20160714C16-8465,1,                              
20160714D030-2016-00519A,1,                              
20160714D030-2016-00519A,2,39 4 50                       
20160714P16006660,1,                              
20160714P16006660,2,                              
20160714P16006660,3,                              
20160714P16006660,4,                              
20160714P16009867,1,                              
20160714P16009867,2,                              
20160714P16009867/CC#16-17?,1,                              
20160714P16009867/CC#16-17?,2,                              
20160714P16032519,1,                              
20160714P16032519,2,                              
20160714P16032519,3,                              
20160714P16032519,4,                              
20160714P16044092,1,                              
20160714P16044092,2,                              
20160714P16044092,3,                              
20160714P16051188,1,                              
20160714P16051188,2,                              
20160714P16071851,1,                              
20160714P16073743,1,                              
20160714P16077807,1,                              
20160714P1609183716974,1,                              
20160714P1609183716974,2,                              
20160714P16108361,1,                              
20160714P161083611619975,1,                              
20160714P1610836119975,1,                              
20160714P1611567421387,1,39:4-49.1 POSS OF CDS IN A MV 
20160714P1611567421387,2,                              
20160714P1612265922804,1,                              
20160714P1612265922804,2,                              
20160714P16136751,1,                              
20160714P16136751,2,39:3-10 UNLICENSED DRIVER     
20160714P16136751,3,                              
20160714P16136751,4,                              
20160714P1614299226725,1,39:4-90 FAIL TO YIELD AT INTE?
20160714P1614916027791,1,                              
20160714P1614916027791,2,                              
20160714P1614916027791,3,                              
20160714P1615721916-29248,1,39:4-36 FAIL TO YIELD TO PED ?
20160714P1615785916-29326,1,                              
20160714P1617175816-31794,1,39:4-50 DWI                   
20160714P1617175816-31794,2,39:3-40 DRIVING W/ DL/REG SUS?
20160714P1622339916-40777,1,                              
20160714P16227728,1,                              
20160714P16227728,2,                              
20160714P16227728,3,                              
20160714P1623045716-41970,1,                              
20160714P1623045716-41970,2,                              
20160714P16234383,1,                              
20160714P1624595816-44520,1,                              
20160714P1624595816-44520,2,                              
20160714P1625353216-45672,1,                              
20160714P1625353216-45672,2,                              
20160714P1626255316-47238,1,                              
20160714P1626560016-47689,1,                              
20160714P16320661,1,                              
20160714P1632714816-58016,1,                              
20160714P1633024216-58437,1,                              
20160714P1633024216-58437,2,                              
20160714P1633936216-59901,1,                              
20160714P16342648,1,                              
20160714P1635049416-61681,1,                              
20160714P1635049416-61681,2,                              
20160714P16359549,1,                              
20160714P1636134816-63318,1,                              
20160714P1636134816-63318,2,                              
2016071616-43199,1,39:4-96                       
2016071616-43199,2,                              
2016071616-43199,3,                              
2016071616-43199,4,                              
2016071616-44265,1,                              
2016071616-44265,2,                              
2016071616-44265,3,                              
20160717B060-2016-01970A,1,39 4 50                       
20160717I-2016-002126,1,39:3-40 DRIVING WHILE LICENSE?
20160717I-2016-016421,1,                              
20160718B060-2016-03690A,1,                              
20160718B060-2016-04090A,1,                              
20160718B060-2016-04090A,2,                              
20160718B060-2016-04295A,1,                              
20160719I-2016-003721,1,                              
20160719I-2016-016531,1,39:4-97 CARELESS DRIVING      
2016072216037743,1,                              
2016072216037743,2,                              
20160722B060-2016-03609A,1,39 4 50                       
20160722B060-2016-03609A,2,                              
201608022016024110,1,39:4-97                       
201608022016024110,2,                              
201608022016027508,1,                              
201608022016027508,2,                              
201608022016030387,1,39:4-50                       
201608022016030387,2,                              
201608022016042391,1,                              
20160802A310-2016-01142A,1,39 4 50                       
20160802A310-2016-01185A,1,39 4 50.15                    
20160803A310-2016-01335A,1,39 4 50                       
20160803A310-2016-02952A,1,39 4 50                       
20160803D020-2016-00322A,1,                              
201608042016010907,1,2C:40-22                      
201608042016013201,1,                              
20160804201609723,1,39:4-50                       
20160804A310-2016-01290A,1,39 4 97                       
20160804A310-2016-01669A,1,                              
20160804A310-2016-01669A,2,                              
20160804A310-2016-01669A,3,                              
201608052016-11378,1,39:4-97  39:4-56              
201608052016-11378,2,                              
201608052016-1175,1,39:4-144  39:4-97  39:4-67    
201608052016-1175,2,39:3-74  39:8-1               
201608052016-12636,1,                              
201608052016-15956,1,39:4-67                       
201608052016-15956,2,                              
201608052016-16359,1,39:4-96  39:4-56  39:4-98  39?
201608052016-16359,2,                              
201608052016-20145,1,SEE NARRATIVE                 
201608052016-21175,1,                              
201608052016-21175,2,                              
201608052016-24758,1,39:4-56  39:4-97              
201608052016-24758,2,                              
201608052016-5967,1,                              
201608052016-5967,2,                              
201608052016-629,1,                              
201608052016-7893,1,                              
201608052016-8729,1,39:6B2                        
201608052016-8729,2,39:3-29C                      
201608062016019885,1,                              
20160807201605180,1,39:4-144A                     
20160807201605180,2,                              
20160807201615504,1,39:4-50                       
20160807A310-2016-00810A,1,                              
20160807A310-2016-00810A,2,                              
201608082016000548,1,                              
201608082016000548,2,39:4-90                       
201608082016008431,1,                              
201608082016018741,1,39:4-144                      
201608082016018741,2,39:3-10B                      
201608082016022886,1,39:4-90                       
201608082016022886,2,                              
201608082016037313,1,39:4-97                       
201608082016037313,2,                              
201608092016017352,1,39:4-97                       
201608102016006996,1,                              
201608102016013252,1,39:4-96                       
201608102016013252,2,                              
201608112016005438,1,                              
201608112016012426,1,39:4-97                       
201608112016012426,2,                              
201608112016012537,1,39:4-50                       
201608112016012537,2,                              
201608112016015339,1,                              
201608112016016917,1,                              
201608112016016917,2,                              
201608112016016917,3,                              
201608112016016917,4,                              
201608112016016917,5,                              
201608112016021129,1,                              
201608112016021129,2,                              
201608112016022268,1,                              
201608112016022548,1,                              
201608112016032876,1,39:4-36                       
201608112016034124,1,                              
201608152016003874,1,39:4-50                       
201608152016003874,2,                              
20160816A16-27,1,39:4-50                       
20160816A16-27,2,39:3-76.2F                    
201608182016059123,1,39:4-50                       
201608182016059123,2,                              
20160821A310-2016-02997A,1,39 6B 2                       
201608242016003874,1,                              
201608242016003874,2,                              
201609012016--42210,1,39:4-10.1                     
201609012016-28446,1,                              
201609012016-28446,2,                              
201609012016-28446,3,                              
201609012016-28446,4,                              
201609012016-28446,5,                              
201609012016-69994,1,                              
201609012016-70102,1,                              
201609012016-83518,1,                              
20160903SO-16-028549,1,                              
2016090416-000595,1,39:4-50                       
2016090416-014934,1,                              
2016090516-31349,1,                              
2016090516-41519,1,39:4-97                       
2016090516-96227,1,                              
201609061198-16,1,FAILURE TO EXHIBIT D.L        
2016090613077-16,1,                              
2016090616-028844,1,39:3-29                       
2016090616-028844,2,                              
2016090616-2013,1,                              
2016090616-2013,2,                              
2016090616-2013,3,                              
2016090616-2013,4,                              
2016090616-21242,1,                              
2016090616-21874,1,39:4-144                      
2016090616-2271,1,                              
2016090616-2271,2,                              
2016090616-2271,3,                              
2016090616-24315,1,39:4-50 - DWI                 
2016090616-24788,1,                              
2016090616-24788,2,                              
2016090616-7482,2,                              
2016090624688-16,1,                              
20160906669-16,1,0906-8-750191 / 0906-8-750190 
201609067220-16,1,                              
201609067272-16,1,                              
201609069334-16,1,                              
201609069334-16,2,                              
201609069334-16,3,                              
2016090716001324,1,M497 CARELESS DRIVING 39: 4-97
2016090716001324,2,                              
2016090716016806,1,                              
2016090816069292,1,39:4-50 DUI/DWI               
2016090816069292,2,                              
2016090816069292,3,                              
2016090816103830,1,39:4-96 RECKLESS DRIVING      
2016090916-000543,1,                              
2016090916-003526,1,                              
20160909D030-2016-00103A,1,19 9 1.17                     
20160909D030-2016-00103A,2,                              
20160909D030-2016-00103A,3,                              
20160909D030-2016-00431A,1,                              
20160909D030-2016-00842A,1,                              
20160909D030-2016-00842A,2,                              
20160909D030-2016-02050A,1,                              
2016091016022359,1,DWI                           
2016091016022359,2,                              
2016091016022359,3,                              
2016091016109082,1,                              
2016091016154086,1,39:4-50                       
2016091016154086,2,                              
2016091016154086,3,                              
2016091016154086,4,                              
2016091116-08-21-021558,1,                              
2016091116-08-27-022100,1,                              
2016091116-08-27-022100,2,                              
2016091116-08-27-022100,3,                              
2016091116-08-27-022100,4,                              
20160911SO-16-032185,1,LISTED IN NARRATIVE           
20160911SO-16-032185,2,                              
201610052016007177,1,                              
20161006B110-2016-00921A,1,                              
20161006B110-2016-00921A,2,                              
20161006B110-2016-00921A,3,39 4 50                       
2016101016025537,1,39:4-97 CARELESS DRIVING      
2016101016025537,2,                              
20161019038-16,1,                              
20161019088-16,1,                              
20161019088-16,2,39:4-82                       
20161019091-16,1,39:4-50                       
2016102116034622,1,39:4(81) OBEYING TRAFFIC SIGN?
2016102116034622,2,                              
2016102116034622,3,                              
2016102116069608,1,                              
2016102116147646,1,39:4(97) CARELESS DRIVING     
2016102216029875,1,                              
2016102216104945,1,                              
2016102416095859,1,                              
2016102416095859,2,39:4(97) CARELESS DRIVING     
2016102416111768,1,                              
2016102416111768,2,                              
20161024B110-2016-00184A,1,                              
20161025B110-2016-01056A,1,                              
2016110116-3477,1,CARELESS DRIVING              
2016110116-3477,2,                              
2016110116-8590,1,SEE NARRATIVE                 
2016110116-8590,2,                              
2016110316-11416,1,39:3-29                       
2016110316-11416,2,                              
2016110316-11416,3,                              
2016110316-11416,4,                              
2016110316-31250,1,                              
2016110316-31250,2,                              
2016110316-33872,1,                              
2016110316-33872,2,                              
2016110316-49048,1,39:4-81                       
2016110316-49048,2,                              
20161103C060-2016-00628A,1,39 4 96                       
20161103C060-2016-01564A,1,39 3 76.2F                    
20161103C060-2016-01564A,2,                              
20161103C060-2016-01600A,1,39 4 50                       
2016110416-03659,1,39:4-50                       
2016110416-03659,2,39:4-129                      
20161106HT2016-003266,1,39:4-5 DRIVING WHILE UNDER TH?
20161106HT2016-006256,1,39:4-88.A FAILURE TO MAINTAIN?
20161106HT2016-006256,2,                              
20161106HT2016-008633,1,                              
20161106HT2016-008633,2,39:4-97 CARELESS DRIVING      
20161106HT2016-011303,1,39:3-10 UNLICENSED DRIVER     
20161106HT2016-011303,2,39:4-98 SPEEDING              
20161106HT2016-013983,1,                              
20161106HT2016-013983,2,39:4-50 DRIVING WHILE UNDER T?
20161106HT2016-022272,1,39:4-82 FAILURE TO KEEP RIGHT 
20161107C060-2016-00443A,1,                              
2016111116011209,1,                              
2016111116011209,2,ASSAULT BY AUTO               
2016111116013880,1,                              
201611111601753,1,CARELESS DRIVING              
201611111601753,2,                              
20161111C430-2016-00001A,1,                              
20161111C430-2016-00001A,2,39 4 50                       
20161112I-2016-016219,1,                              
20161112I-2016-016219,2,                              
201611132016-18408,1,39 4-96                       
201611132016-18408,2,                              
201611132016-23568,1,                              
201611132016-23568,2,                              
201611132016-23568,3,                              
201611132016-24315,1,39 4-50                       
201611132016-24315,2,                              
201611132016-24551,1,                              
201611132016-24551,2,                              
201611132016-6691,1,39:4-97                       
201611132016-6691,2,                              
2016111416-12223,1,39:4-97                       
2016111416-12277,1,                              
2016111416-12277,2,                              
2016111416-14932,1,                              
2016111416-26898,1,                              
2016111416-26898,2,                              
2016111416-26898,3,39:3-10  39:4-88A             
2016111416-31996,1,                              
2016111416-31996,2,39:4-97                       
20161201I-2016-023150,1,                              
20161201I-2016-045861,1,                              
20161201I-2016-045861,2,39:4-97 CARELESS DRIVING      
20161201I-2016-045861,3,                              
20161202I-2016-003945,1,39:4-88.B FAILURE TO MAINTAIN?
2016120416-09806,1,39:4-88                       
2016120416-24634,1,                              
2016120416-24634,2,39:4-97                       
2016120416-47148,1,                              
2016120416-47148,2,39:4-90  39:4-97              
2016120416-50958,1,                              
2016120416-69589,1,                              
2016120516011785,1,                              
2016120516019498,1,39:4-50                       
2016120516019498,2,                              
2016120516025132,1,39:4-97                       
2016120516025132,2,                              
2016120516039517,1,                              
2016120516039517,2,                              
2016120516053217,1,RECKLESS                      
