id,vehicle_number,charge
20180206I-2018-010263,1,                              
20180206I-2018-010263,2,                              
20180207I-2018-010076,1,                              
20180207I-2018-010076,2,                              
20180212B250-2018-00112A,1,                              
20180212ER-18-02234,1,                              
20180212ER-18-05058,1,                              
20180212ER-18-05058,2,39:4-97                       
201802132018-012466,1,                              
201802132018-012466,2,                              
20180213I-2018-018938,1,                              
20180213I-2018-018938,2,                              
2018021418-31405,1,39:4-96 (RECKLESS DRIVING)    
2018021418-31405,2,                              
2018021418-31405,3,                              
20180215BS-18-011044,1,                              
20180215BS-18-011044,2,39:4-50.4A                    
20180215I-2018-002150,1,                              
20180215I-2018-002150,2,                              
20180215I-2018-002901,1,                              
20180215I-2018-025558,1,                              
20180215I-2018-033769,1,                              
2018021718-15229,1,39:4-90                       
2018021718-15229,2,                              
2018021718-17937,1,39:4-97                       
20180219I-2018-012258,1,39:3-44 VEHICLE IN UNSAFE CON?
20180219I-2018-054022,1,                              
20180219I-2018-059868,1,                              
2018022018-20888,1,CARELESS DRIVING 39:4-97      
2018022018-20888,2,                              
2018022018-29454,1,                              
2018022018-29850,1,                              
2018022018-29850,2,                              
20180221I-2018-016950,1,                              
20180221I-2018-016950,2,                              
20180221I-2018-016950,3,                              
20180221I-2018-016950,4,                              
20180221I-2018-016950,5,                              
20180221I-2018-016950,6,                              
20180221I-2018-016950,7,                              
20180221I-2018-016950,8,                              
20180221I-2018-016950,9,                              
20180221I-2018-016950,10,                              
20180221I-2018-016950,12,                              
20180221I-2018-021795,1,39:4-50 OPERATE MOTOR VEHICLE?
2018022318-041418,1,                              
2018022318-095756,1,                              
2018022318-097714,1,                              
2018022318-097714,2,                              
2018022318-097737,1,                              
2018022318-097737,2,                              
20180223BS-18-065772,1,39:4-97                       
20180223BS-18-065772,2,                              
20180223BS-18-065772,3,                              
20180223BS-18-070555,1,39:4-89                       
20180223BS-18-070555,2,                              
20180223BS-18-070555,3,                              
20180223BS-18-070555,4,                              
20180223BS-18-070555,5,                              
20180225I-2018-03290,1,                              
20180225I-2018-03290,2,                              
20180225I-2018-06199,1,                              
20180225I-2018-06199,2,                              
201802272018-07628,1,                              
2018022818-12404,1,                              
2018022818-12404,2,                              
201802302018-000613,1,39:3-29C                      
201802302018-003845,1,                              
201802302018-003845,2,                              
201802302018-003845,3,MULTIPLE                      
201802302018-013964,1,                              
201802302018-013964,2,                              
20180231B060-2018-00616A,1,                              
20180231B060-2018-00616A,2,                              
20180231B060-2018-00616A,3,                              
2018023218-08914,1,                              
2018023218-14168,1,                              
2018023218-14168,2,                              
2018023218-14197,1,                              
2018023218-14199,1,                              
2018023218-14199,2,                              
201802332018-07655,1,                              
201802332018-15112,1,                              
20180233B060-2018-01700A,1,                              
20180233B060-2018-01700A,2,39 3 40                       
20180234I-2018-000088,1,39:4-96 RECKLESS DRIVING      
20180234I-2018-000832,1,39:4-50 DRIVING WHILE UNDER T?
20180234I-2018-002611,1,                              
20180234I-2018-011778,1,39:4-97 CARELESS DRIVING      
20180235MP-007715-18,1,39:3-29A                      
20180238I-2018-001125,1,39:4-97 CARELESS DRIVING      
20180238I-2018-001125,2,                              
2018023918-2988,1,                              
2018023918-7655,1,                              
2018023918-7655,2,                              
2018024218-06876,1,                              
2018024218-06876,2,                              
2018024318-MV-23,1,                              
20180246I-2018-016537,1,39:4-97 CARELESS DRIVINGG     
20180246I-2018-016537,3,39:4-97 CARELESS DRIVING      
20180246I-2018-016537,4,                              
20180246I-2018-024903,1,                              
20180246I-2018-024903,2,                              
20180246I-2018-025213,1,                              
20180246I-2018-034892,1,39:4-97 CARELESS DRVING       
20180246I-2018-038292,1,                              
20180246I-2018-038292,2,                              
20180246I-2018-039454,1,                              
20180246I-2018-039454,2,39:4-50 DRIVING WHILE UNDER T?
20180246I-2018-039726,1,                              
20180246I-2018-039726,2,39:4-97 CARELESS DRIVING      
20180246I-2018-045088,1,                              
20180246I-2018-045088,2,                              
2018024818-19399,1,                              
2018024818-19399,2,                              
20180250B060-2018-00004A,1,                              
20180251I-2018-018131,1,                              
201802522018-04639,1,39:4-97                       
201802522018-05469,1,39:4-36                       
201802522018-08796,1,                              
20180253I-2018-009332,1,                              
20180254I-2018-007681,1,39:4-97 CARELESS DRIVING      
20180254I-2018-007681,2,                              
20180254I-2018-007681,3,                              
20180254I-2018-007866,1,39:4-97 CARELESS DRIVING      
20180254I-2018-007866,2,                              
2018025618-00715,1,39:4-96                       
2018025618-00715,2,                              
2018025618-09494,1,                              
2018025618-12709,1,                              
2018025618-12709,2,                              
2018025618-14813,1,                              
2018025618-14813,2,                              
2018025618-26271,1,                              
2018025618-26271,2,                              
2018025618-26277,1,                              
2018025618-26277,2,                              
20180256D030-2018-03504A,1,                              
20180256D030-2018-03504A,2,                              
2018025718-00947,1,39:4-85                       
2018025718-00947,2,                              
2018025718-02225,1,39:3-40                       
2018025718-02225,2,                              
2018025718-10372,1,                              
2018025718-10372,2,                              
2018025718-10789,1,                              
2018026018-025790,1,IMPROPER PASSING              
20180260BS-18-025616,1,                              
20180260BS-18-025616,2,                              
20180260D030-2018-02608A,1,                              
20180260D030-2018-02608A,2,                              
20180260D030-2018-02608A,3,                              
20180260D030-2018-02608A,4,                              
20180260D030-2018-02608A,5,                              
20180260PD-18-002347,1,                              
20180260PD-18-008069,1,                              
20180261A2018-162,1,                              
20180261A2018-162,2,                              
20180261A2018-230,1,39:4-97                       
20180261A2018-335,1,39:4-129 (C)                  
201802632018-0870018-103,1,                              
201802632018-0870018-103,2,                              
201802632018-0870018-103,3,                              
201802632018-0870018-103,4,                              
201802632018-0870018-103,5,                              
201802632018-0870018-103,6,                              
201802632018-0870018-103,7,                              
201802632018-0870018-103,8,                              
2018026418-14785,1,                              
2018026418-14785,2,                              
20180265WG-18-09052,1,                              
2018026718-03400,1,39:4-144 FAIL TO STOP/YIELD   
2018026718-21052,1,39:4-90                       
2018026718-24226,1,                              
2018026718-24226,2,                              
2018026818-15443,1,39:4-90                       
2018026818-15443,2,                              
2018026918-25683,1,                              
2018026918-25683,2,                              
2018027018-015336,1,39:4-97                       
20180301D020-2018-00468A,1,                              
201803042018-5657,1,                              
20180304D020-2018-00405A,1,                              
20180304D020-2018-00468A,1,                              
201803062018-004475,1,                              
201803062018-489,1,                              
20180306C020-2018-00376A,1,39 4 88B                      
20180306C020-2018-00483A,1,                              
20180306C020-2018-00682A,1,39 4 97                       
20180306C020-2018-00682A,2,                              
201803102018-8715,1,MULTIPLE (SEE NARRATIVE)      
201803102018-8715,2,                              
201803102018-8715,3,NONE                          
20180310201801344,1,39:4-81                       
20180310201801344,2,                              
20180310201808596,1,39:4-50 (TICKETS)             
201803132018-09918,1,39:4-97                       
201803132018-09918,2,                              
201803132018-09918,3,                              
201803132018-12897,1,                              
201803132018-17709,1,                              
201803132018-4322,1,                              
201803132018-489,1,39:4-88 TRAFFIC ON MARKED LAN?
20180316C020-2018-00089A,1,                              
201803172018-11105,1,E18-003976                    
201803172018-11105,2,                              
201803172018-5157,1,                              
201803182018-7069,1,PENDING                       
201803182018-7069,2,                              
20180318C020-2018-00631A,1,                              
2018031918-6889,1,                              
201803202018-13695,1,                              
201803202018-4991,1,CARELESS DRIVING 39:4-97      
201803202018-4991,2,                              
201803202018-4991,3,                              
201803202018-9956,1,                              
201803222018-6169,1,RECKLESS DRIVING              
2018032318-000228,1,RECKLESS/LEAVING SCENE/ FAIL ?
2018032318-000228,2,                              
2018032318-13611,1,                              
20180323201803310,1,                              
20180323201810283,1,39:6B-2                       
20180323201811120,1,39:4-97                       
20180323201811120,2,                              
20180323201813420,1,39:3-40                       
201803242018-07039,1,39:3-4                        
201803242018-15775,1,39:4-97                       
201803242018-15775,2,                              
201803242018-23938,1,                              
201803242018-23938,2,                              
20180324C020-2018-00054A,1,                              
20180324C020-2018-00210A,1,                              
20180324C020-2018-00210A,2,39 3 10                       
20180324C020-2018-00563A,1,                              
20180324C020-2018-00616A,1,39 4 50                       
201803262018-1699,1,39:4-97 39:4-129              
201803262018-1699,2,                              
2018032718-0079,1,39:4-88B                      
2018032718-0079,2,                              
2018032718-0079,3,                              
201803292018-18141,1,39:4-144                      
201803292018-18141,2,                              
201803292018-2882,1,                              
201803292018-7416,1,N.J.S. 39:4-89                
201803292018-7416,2,                              
20180332C080-2018-00526A,1,                              
20180332C080-2018-00653A,1,39 4 123                      
20180332C080-2018-00653A,2,                              
20180332C080-2018-00653A,3,                              
20180334M18-298,1,39:4-50 DWI                   
20180335C080-2018-00087A,1,39 4 88B                      
20180337C020-2018-00070A,1,                              
20180337C020-2018-00070A,2,                              
20180337C020-2018-00161A,1,39 4 49.1                     
20180337C020-2018-00304A,1,                              
20180337C020-2018-00304A,2,                              
201803382018-00005747,1,                              
201803382018-00005747,2,FAILURE TO YIELD-39:4-90      
201803382018-00008666,1,DRIVER TO YIELD TO PEDESTRIANS
201803382018-00022933,1,                              
201804032018-004590,1,39:4-50 (G)(1)                
20180403A310-2018-02283A,1,39 3 40                       
201804042018010014,1,39:4-50                       
20180404A310-2018-02482A,1,                              
20180404A310-2018-02482A,2,                              
20180404A310-2018-02482A,3,                              
20180404A310-2018-02482A,4,                              
20180404A310-2018-03129A,1,39 4 50.15                    
20180404A310-2018-03129A,2,                              
20180404A310-2018-03392A,1,39 4 50                       
201804052018004301,1,39:4-97                       
201804052018004301,2,                              
2018040818-152556,1,DWI 39:4-50                   
2018040818-152556,2,                              
2018040818-154561,1,                              
2018040818-90127,1,39:4-96                       
2018040818-90127,2,                              
201804081802270487,1,39:4-90 FAILURE TO YIELD      
201804081802270487,2,                              
201804081803310098,1,39:3-40 (DL)                  
201804081804030082,1,39:3-40 DRIVING WHILE SUSPEND?
201804081804030082,2,                              
20180408180507-0650,1,                              
201804081805110523,1,                              
201804081805110523,2,                              
201804081805130154,1,                              
201804081805130154,2,                              
201804081805130154,3,                              
201804081805230447,1,                              
201804081806080923,1,                              
201804081806080923,2,                              
201804081806170073,1,                              
201804081806170073,2,                              
201804081807130667,1,                              
201804081807130667,2,RECKLESS DRIVING 39:4-96      
201804081807240068,1,                              
201804081807270778,1,                              
201804081809090297,1,                              
201804081811080446,1,                              
201804081811080446,2,39:4-96                       
201804081812140253,1,                              
20180408A310-2018-01669A,1,                              
20180408A310-2018-01735A,1,39 4 97                       
20180408A310-2018-01735A,2,                              
20180408A310-2018-01787A,1,39 4 50                       
2018040918-000751,1,                              
2018040918-015527,1,                              
2018040918-034411,1,39:6B-2                       
2018040918-070575,1,39:4-50                       
2018040918-070575,2,                              
20180409A310-2018-01145A,1,                              
201804112018-10001,1,39:3-29                       
201804112018-10001,2,                              
201804112018-10347,1,                              
201804122018-003629,1,                              
201804122018-003629,2,                              
201804122018-007412,1,                              
201804122018-008047,1,                              
201804122018-009132,1,                              
201804122018-009132,2,                              
201804132018-00659,1,39:4-97                       
201804132018-04068,1,                              
2018041418-152146,1,39:4-97                       
2018041418-152146,2,                              
2018041418-44652,1,39:4-97                       
201804142018-10524,1,                              
20180414A310-2018-00255A,1,39 4 50                       
20180414A310-2018-00255A,2,                              
20180414A310-2018-02412A,1,39 4 50                       
20180414A310-2018-02412A,2,                              
20180414A310-2018-02606A,1,39 4 50                       
20180414A310-2018-02606A,2,                              
20180414A310-2018-02675A,1,39 4 50.15                    
20180414A310-2018-02675A,2,                              
201804152018-30694,1,39:4-97                       
201804152018-30694,2,                              
201804152018-58922,1,39:4-50                       
201804152018-58922,2,                              
201804152019-59854,1,39:4-97                       
20180415A160-2018-00095A,1,                              
20180415A310-2018-00271A,1,                              
20180415A310-2018-02905A,1,39 4 97                       
20180415A310-2018-03404A,1,                              
2018041618-131-A,1,39:4-88                       
2018041618-131-A,2,                              
2018041618-163-A,1,D.U.I. 39:4-50                
2018041618-163-A,2,                              
2018041618-163-A,3,                              
2018041618-204-A,1,39:4-97                       
2018041618-218-A,1,                              
201804172018-14468,1,                              
201804202018-02163,1,                              
20180421A310-2018-01310A,1,39 4 50                       
201804222017-17975,1,                              
201804222017-17975,2,                              
201804222018-01560,1,39:4-50                       
201804222018-01560,2,                              
201804222018-14080,1,                              
201804232018-001405,1,                              
201804232018-001405,2,                              
201804232018-001531,1,                              
201804232018-001531,2,                              
201804232018-002894,1,39:3-40  5-35  4-86           
201804232018-002894,2,                              
201804232018-003140,1,                              
201804232018-004969,1,                              
201804232018-004969,2,                              
201804232018-005859,1,                              
201804232018-005859,2,                              
201804232018-006443,1,39:4-97A                      
201804232018-006443,2,                              
201804232018-006443,3,                              
201804232018-007580,1,                              
201804232018-007580,2,                              
201804232018-007801,1,                              
201804232018-007801,2,39:6B-2                       
20180427180002999,1,                              
20180427180041026,1,                              
20180427180041026,2,                              
20180427180042412,1,39:4-129A                     
2018042718007765,1,39:3-4                        
20180427180078520,1,                              
201804282018003443,1,                              
201804282018013329,1,39:4-50                       
201804282018014694,1,                              
201804302018-003921,1,39:4-97                       
201804302018-003921,2,                              
201804302018-003921,3,                              
201804302018-003921,4,                              
2018043102411-18,1,                              
201804322018-04348,1,                              
2018043418-194-AC,1,                              
201804342018-22338,1,39:4-49.1                     
20180436180004835,1,39:4-144                      
20180436180004835,2,                              
20180436180012890,1,39:4-96                       
20180436180035402,1,39:4-97                       
201804362018-46971,1,39:4-97                       
201804362018-46971,2,                              
201804362018-48311,1,39:4-66B                      
201804362018-48311,2,                              
201804362018-48311,3,                              
20180436A160-2018-00330A,1,                              
20180504A050-2018-00175A,1,39 4 97                       
20180504A050-2018-00175A,2,                              
20180504A050-2018-00209A,1,39 4 88B                      
20180504A050-2018-00209A,2,                              
20180504A050-2018-00405A,1,                              
20180504A050-2018-00405A,2,                              
201805052018-30391,1,39:3-4                        
201805052018-38315,1,39:4-50                       
20180506E030-2018-01285A,1,39 4 97                       
20180506I-2018-07075,1,                              
20180506I-2018-13229,1,39:4-50 DWI                   
20180506I-2018-13229,2,                              
20180506I-2018-23594,1,39:4-88B FAILURE TO MAINTAIN ?
20180506I-2018-45976,1,                              
20180506I-2018-45976,2,                              
20180508PD-18-21619,1,39:4-36                       
20180511A050-2018-00036A,1,39 4 88B                      
20180511A050-2018-00036A,2,                              
20180511A050-2018-00121A,1,                              
20180511A050-2018-00121A,2,                              
20180511A050-2018-00300A,1,                              
20180511A050-2018-00605A,1,39 4 97                       
20180511A050-2018-00605A,2,                              
20180511E030-2018-01060A,1,                              
2018051418-43092,1,                              
2018051418-49853,1,                              
2018051418-49853,2,                              
20180516A050-2018-00069A,1,39 3 40                       
20180602A100-2018-00234A,1,39 4 97                       
20180605A040-2018-00896A,1,39 4 97                       
20180605A040-2018-00896A,2,                              
20180606A040-2018-00799A,1,                              
20180607A040-2018-00898A,1,39 3 29                       
20180608A100-2018-00590A,1,                              
20180609A100-2018-00276A,1,                              
2018061018-04738,1,                              
2018061018-05494,1,39:3-40                       
2018061018-08342,1,                              
2018061018-12658,1,                              
2018061018-12658,2,                              
2018061018-26021,1,                              
2018061018-26333,1,                              
2018061018-33440,1,39:4-144                      
2018061018-33440,2,                              
2018061018-33882,1,39:4-144 FAILURE TO YIELD     
2018061018-33882,2,                              
2018061018-33961,1,39:4-97 CARELESS DRIVING      
2018061018-33961,2,                              
20180613A040-2018-00668A,1,39 4 90                       
20180613A040-2018-00668A,2,                              
201806142018003209,1,NONE                          
201806142018009847,1,NONE                          
201806142018014207,1,NONE                          
201806142018014207,2,                              
201806142018016090,1,39:4-88B                      
201806142018028851,1,39:4-97                       
201806142018048281,1,39:3-76.2F                    
201806142018048753,1,39:4-86                       
201806142018048753,2,                              
201806142018056204,1,39:4-144                      
201806142018056204,2,                              
2018070118-047452,1,                              
2018070118-053860,1,DRIVING WITHOUT A LICENSE     
2018070118-054334,1,                              
2018070118-054334,2,                              
2018070118-054521,1,                              
2018070118-054521,2,                              
2018070118-055203,1,                              
2018070118-055203,2,                              
20180701I-2018-000735,1,39:4-50 DRIVING WHILE UNDER T?
20180701I-2018-000735,2,                              
20180701I-2018-000735,3,                              
20180701I-2018-000735,4,                              
2018070218-55157,1,                              
2018070218-55157,2,                              
2018070218-71643,1,39:4-85 IMPROPER PASSING      
2018070218-71643,2,                              
2018070218-94641,1,                              
2018070218-94641,2,                              
2018070218-97017,1,                              
2018070218-97246,1,39:3-29/ NO INSURANCE CARD    
2018070218-97282,1,                              
2018070218-97282,2,                              
20180702E040-2018-05678A,1,39 4 50                       
2018070418-04383,1,                              
2018070418-04383,2,                              
2018070418-04383,3,                              
2018070418-13737,1,                              
2018070418-13737,2,                              
2018070518-008761,1,                              
2018070518-009577,1,39:3-10                       
2018070518-009577,2,                              
2018070518-14053,1,                              
2018070518-14053,2,                              
2018070518-14584,1,                              
2018070518-4278,1,                              
2018070518-6544,1,CARELESS DRIVING              
2018070518-6544,2,                              
2018070518-6544,3,                              
2018070518-6544,4,                              
20180705E040-2018-04630A,1,39 3 40                       
2018070718-17950,1,                              
2018070718-17950,2,                              
2018070718-37794,1,                              
2018070718-37794,2,                              
20180707B060-2018-04478A,1,                              
20180707B060-2018-04478A,2,                              
2018070818-40903,1,39:4-81                       
2018070818-40903,2,                              
2018070818-41892,1,39:4-81                       
2018070818-41892,2,                              
20180709C-2018-042716,1,39:4-56.5 ABANDONMENT OF VEHI?
20180709C-2018-042716,2,                              
20180709I-2018-028040,1,                              
20180709I-2018-028040,2,                              
20180709I-2018-030683,1,                              
20180709I-2018-030683,2,                              
20180709I-2018-087889,1,39:6B-2 UNINSURED MOTORIST / ?
20180709I-2018-087889,2,                              
20180710B060-2018-04505A,1,                              
20180710B060-2018-04505A,2,                              
20180710I2018-022724,1,                              
20180710I2018-022724,2,                              
20180710I2018-022770,1,39:4-97 CARELESS DRIVING: LIK?
2018071118-29517,1,NONE BY POLICE                
2018071118-29517,2,                              
20180711C-2018-003294,1,39:4-97 CARELESS DRIVING      
20180712C-2018-003978,1,                              
20180712C-2018-003978,2,                              
2018071318-078065,1,39:4-96                       
2018071318-078065,2,                              
2018071318-089335,1,39:4-97                       
2018071318-121073,1,39:4-56                       
2018071318-121073,2,                              
20180714B060-2018-00903A,1,39 4 50                       
20180714B060-2018-01041A,1,                              
20180714B130-2018-02930A,1,                              
20180714C-2018-002054,1,39:4-50 OPERATE MOTOR VEHICLE?
20180714C-2018-002054,2,                              
20180714C-2018-003818,1,39:3-4 UNREGISTERED VEHICLE   
20180714C-2018-003818,2,                              
20180714C-2018-003818,3,                              
20180714C-2018-004655,1,                              
20180714C18001218,1,39:4-97 CARELESS DRIVING      
20180714C18005646,1,                              
20180714C18005646,2,                              
20180714C18007452,1,                              
20180714C18012730,1,                              
20180714C18012730,2,                              
20180714C18016066,1,                              
20180714C18017132,1,                              
20180714C18017132,2,                              
20180714C18018410,1,                              
20180714C18021061,1,39:4-97 CARELESS DRIVING      
20180714C18021061,2,                              
20180714C18023822,1,                              
20180714C18023822,2,39:3-10 UNLICENSED DRIVER     
20180714C18027130,1,                              
20180714C18029197,1,                              
20180714C18029197,2,                              
20180714C18029700,1,                              
20180714C18029700,2,                              
20180714C18030313,2,                              
20180714C18030661,1,                              
20180714C18030661,2,                              
20180714C18030661,3,                              
20180714C18034204,1,                              
20180714C18034204,2,                              
20180714C18036614,1,                              
20180714C18036755,1,                              
20180714C18039152,1,                              
20180714C18039152,2,                              
20180714C18042906,1,                              
20180714C18043484,1,39:3-40 DRIVING W/ DL/REG SUS?
20180714C18054525,1,                              
20180714C18057065,1,                              
20180714C18057065,2,                              
20180714C18058386,2,39:4-50 DWI                   
20180714C18058452,1,                              
20180714C18058452,2,                              
20180714C18060432,1,                              
20180714C18060432,2,                              
20180714C18061018,1,39:4-50 DWI                   
20180714C18061018,2,                              
20180714C18061219,2,                              
20180714C18061244,1,                              
20180714C18061244,2,                              
20180714C18061244,3,                              
20180714C18061244,4,                              
20180714C18065705,1,                              
20180714C18065705,2,                              
20180714D030-2018-02000A,1,                              
20180714D030-2018-02000A,2,                              
20180714E040-2018-00948A,1,39 4 97                       
20180714P1819390918-25356,1,                              
2018071618-00341,1,39:4-96 RECKLESS              
2018071618-00341,2,                              
2018071618-53173,1,                              
2018071618-65998,1,                              
2018071618-66561,1,                              
2018071618-66561,2,                              
2018071618-68875,1,39:4-36(A)(1)                 
20180716E040-2018-05338A,1,                              
20180717I-2018-026961,1,                              
20180717I-2018-026961,2,39:4-50 DRIVING WHILE UNDER T?
20180717I-2018-026961,3,                              
20180717I-2018-029015,1,                              
20180718B060-2018-04278A,1,39 4 50                       
20180719I-2018-008630,1,39:4-36 FAILURE TO YIELD TO P?
20180719I-2018-012052,1,39:4-36 FAILURE TO YIELD TO P?
20180719I-2018-018784,1,                              
2018072018-18285,1,                              
2018072018-18285,2,                              
20180722C-2018-005073,1,39:4-80 TRAFFIC CONTROL BY OF?
201808022018029113,1,39:4-97                       
201808022018029113,2,                              
201808022018045430,1,39:4-56                       
201808022018045430,2,                              
201808022018052478,1,                              
201808022018052478,2,                              
20180802A310-2018-02263A,1,39 4 50                       
20180802A310-2018-02263A,2,                              
20180802A310-2018-02887A,1,39 4 96                       
20180802A310-2018-02932A,1,                              
20180804A310-2018-01815A,1,39 4 50                       
20180804A310-2018-01815A,2,                              
201808052018-00002,1,                              
201808052018-18976,1,                              
201808052018-26108,1,39:4-144  4-97  4-67          
201808052018-26108,2,                              
201808052018-26567,1,39:4-97                       
201808052018-35394,1,                              
201808052018-6634,1,39:4-97                       
201808052018-9603,1,                              
201808052018-9767,1,39:3-10                       
201808052018-9767,2,                              
201808062018008587,1,39:4-32(D)                    
201808062018018244,1,                              
201808062018018244,2,                              
20180806A310-2018-00953A,1,39 4 97                       
20180806A310-2018-03039A,1,                              
20180806A310-2018-03039A,2,                              
201808082018028388,1,39:4-144                      
201808082018028388,2,                              
20180808A310-2018-00806A,1,39 4 97                       
201808092018005772,1,39:4-97                       
20180809A310-2018-01165A,1,39 3 40                       
201808102018002179,1,39:4-85                       
201808102018005021,1,39:4-56                       
201808102018005021,2,                              
201808102018008531,1,39:4-96                       
201808102018008531,2,                              
201808112018001698,1,39:3-4                        
201808112018001698,2,                              
201808112018002614,1,                              
201808112018024423,1,                              
201808112018033346,1,39:4-50                       
201808112018033804,1,                              
201808112018033804,2,                              
201808112018033804,3,                              
201808132018013862,1,NONE                          
201808142018008202,1,39:4-144                      
201808142018008202,2,                              
201808182018003238,1,NONE                          
201808182018012097,1,39:4-50                       
201808182018016158,1,NONE                          
201808182018016158,2,                              
201808182018046639,1,                              
201808182018046639,2,                              
201808182018052146,1,39:4-50                       
201808202018014836,1,NONE                          
20180820A310-2018-01209A,1,                              
201808222018000659,1,39:4-97                       
201808222018025664,1,                              
201808222018025664,2,                              
201808222018025664,3,                              
201808242018016851,1,                              
201808242018016851,2,                              
201809012018-38167,1,DWI 39:4-50                   
201809012018-38167,2,                              
201809012018-40575,1,39:4-97 CARELESS DRIVING      
201809012018-40733,1,DRIVING WHILE SUSPENDED       
201809012018-43817,1,39:3-29 FAIL. EXH. VALID REG  
201809012018-68671,1,                              
201809012018-68671,2,                              
2018090418-009254,1,39:3-10                       
2018090518-29455,1,39:4-129                      
2018090518-29455,2,                              
2018090518-29455,3,                              
2018090518-95270,1,                              
2018090518-95278,1,                              
2018090518-95278,2,                              
2018090518-95905,1,39:4-97                       
2018090518-96142,1,                              
2018090518-96534,1,                              
2018090518-98399,1,                              
2018090518-98399,2,                              
20180906#14871-18,1,                              
20180906#14871-18,2,                              
20180906#14871-18,3,                              
20180906016697-18,1,                              
20180906016697-18,2,                              
2018090618-001018,1,39:3-10                       
2018090618-001018,2,                              
2018090618-001018,3,                              
2018090618-008095,1,                              
2018090618-008095,2,39:4-129                      
2018090618-008095,3,                              
2018090618-008095,4,                              
2018090618-009735,1,                              
2018090618-009735,2,                              
2018090618-010037,1,                              
2018090618-010037,2,                              
2018090618-010037,3,                              
2018090618-010037,4,                              
2018090618-011245,1,                              
2018090618-011535,1,                              
2018090618-011535,2,                              
2018090618-013129,1,                              
2018090618-013129,2,                              
2018090618-013752,1,39:4-6 RECKLESS               
2018090618-013752,2,                              
2018090618-014305,1,                              
2018090618-014305,2,                              
2018090618-014305,3,                              
2018090618-014305,4,                              
2018090618-015258,1,SUSPENDED LICENSE             
2018090618-015681,1,                              
2018090618-015681,2,                              
2018090618-016200,1,39:3-40 SUSPENDED LICENSE     
2018090618-017983,1,                              
2018090618-018061,1,                              
2018090618-018061,2,                              
2018090618-018361,1,39:6B(2) UNINSURED MV         
2018090618-026660,1,                              
2018090618-10623,1,                              
2018090618-12869,1,39:4-97                       
2018090618-12869,2,                              
2018090618-12869,3,                              
2018090618-23646,1,                              
2018090618-23646,2,                              
2018090618418-18,1,                              
2018090618418-18,2,                              
20180906D030-2018-00901A,1,                              
20180906D030-2018-00901A,2,                              
20180906SO-18-014936,1,                              
20180906SO-18-014936,2,39:6B-2 UNINSURED VEHICLE     
2018090718-12101,1,                              
2018090718-12101,2,39:6-25B                      
2018090718-12101,3,                              
2018090718-12101,4,                              
2018090718-28740,1,                              
2018090718-39942,1,39:4-144                      
2018090718-39942,2,                              
2018090718-40038,1,39:4-36A                      
2018090718-40385,1,                              
2018090718-40385,2,39:4-97                       
2018090718-40570,1,CARELESS DRIVING              
2018090718-40570,2,                              
2018090718-40782,1,39:4-144                      
2018090718-40782,2,                              
20180907B060-2018-02320A,1,39 3 10A                      
2018090818-119878,1,39:4-88B                      
