id,vehicle_number,year,make,model,hit_run
20180101I-2018-006018,1,1990,CHEVROLET,SIL, 
20180101I-2018-011777,1,2017,FORD,EXPLORER, 
20180101I-2018-011777,2,2017,CADILLAC,XTS, 
20180101I-2018-011777,3,2018,TOYOTA,CAMRY, 
20180101I-2018-021856,1,2003,HONDA,CIVIC, 
201801021801-0488,1,2001,PREVOST,BUS, 
201801021803-0725,1,2008,MERCEDES BENZ,S550,Y
201801021803-0725,2,2002,NISSAN,MAXIMA, 
201801021805-0270,1,2006,SUZUKI,VITARA, 
201801021807-0206,1,2017,POLARIS,RANGER, 
201801021807-0605,1,2006,SUZUKI,00, 
201801021807-0605,2,2017,CHRYSLER,CARAVAN, 
201801021808-0114,1,2014,TOYOTA,TAC, 
201801021808-0868,1,2002,CHEVROLET,TAH, 
201801021808-0868,2,2013,TOYOTA,RAV, 
201801021809-0535,1,2002,INFINITI,I35, 
201801021809-0535,2,2007,KIA,SEDONA, 
201801021809-0535,3,2016,CHEVROLET,CRUZ, 
20180105A090-2018-00073A,1,2009,HONDA,PILOT, 
20180105A090-2018-00240A,1,2015,DODGE,CHALLENGER, 
20180105A090-2018-00240A,2,2010,TOYOTA,TACOMA, 
20180105A090-2018-00354A,1,2008,FORD,F15, 
20180105A090-2018-00354A,2,2003,DODGE,DUR, 
201801072018003168,1,2004,HONDA,ODY, 
201801082018003714,1,2000,FORD,ECO, 
201801082018003714,2,2007,FORD,F15, 
201801082018036049,1,1994,HARLEY DAVIDSON,CYL, 
201801082018036049,2,2010,HONDA,CIV, 
201801082018036540,1,2016,FORD,F55, 
201801082018039762,1,2015,KIA,OPT, 
201801082018039762,2,1995,FORD,F35, 
201801082018042448,1,1990,CADILLAC,DEV, 
201801082018059937,1,2014,CHEVROLET,TRA, 
20180109A090-2018-00224A,1,2007,KAWASAKI,ZX-1, 
20180110A090-2018-00177A,1,2003,CHEVROLET,IMPALA, 
20180110A090-2018-00177A,2,2013,FORD,ESCAPE, 
201801112018009553,1,2009,CHEVROLET,COB, 
201801112018033454,1,1997,KAWASAKI,, 
201801112018035726,1,2017,KIA,SOL, 
201801112018042648,1,1998,HONDA,ODY, 
201801112018045739,1,2010,MERCURY,MLN, 
201801112018046322,1,2008,CHEVROLET,TBZ, 
201801122018003742,1,2017,NISSAN,OTH, 
201801122018003742,2,1999,FORD,ESC, 
201801122018030246,1,2003,MITSUBISHI,ECL, 
201801122018030246,2,1999,JEEP,WRA, 
201801122018035177,1,2016,CHEVROLET,SPA, 
201801122018035177,2,2017,HYUNDAI,SON, 
201801122018035177,3,2010,CHRYSLER,300, 
20180113A160-2018-00451A,1,2013,CHEVROLET,EXPRES, 
20180113I-2018-18201,1,1998,NISSAN,ALT, 
20180113I-2018-18201,2,2018,PORSCHE,MAC, 
2018011618-10798,1,1997,LINCOLN,TOWN CAR, 
2018011618-10798,2,1997,FORD,F SERIES, 
201801172018004566,1,1999,FORD,RNG, 
201801172018004566,2,2005,JEEP,WRG, 
201801182018005742,1,2011,CHRYSLER,20, 
201801182018005742,2,2012,KIA,OPT, 
201801182018005742,3,2006,DODGE,GRC, 
20180121I-2018-002557,1,2010,FORD,E25,Y
20180121I-2018-012885,1,2014,CHRYSLER,TOW, 
20180121I-2018-012885,2,2009,NISSAN,ALT, 
2018020118-09898,1,2005,NISSAN,SEN, 
2018020118-09898,2,2018,ACURA,MDX, 
2018020318-07406,1,2012,NISSAN,SEN, 
2018020318-07406,2,2003,HYUNDAI,SON, 
2018020318-40408,1,1997,PONTIAC,GAM, 
2018020318-40408,2,2000,CHEVROLET,EXPRESS, 
2018020318-40495,1,2007,INFINITI,G35, 
2018020318-41093,1,2014,HONDA,CR, 
2018020518-11980,1,2015,JEEP,CHE, 
2018020518-11980,2,2006,H-D,XL8, 
2018020518-12045,1,    ,,,Y
2018020518-13506,1,    ,INTERNATIONAL,860, 
2018020518-13548,1,2006,MERCEDES BENZ,ML3, 
2018020518-13548,2,    ,,, 
20180206I-2018-010263,1,2000,NISSAN,PATHFIND, 
20180206I-2018-010263,2,2007,FORD,FIVE HUND, 
20180207I-2018-010076,1,2014,KIA,OPT, 
20180207I-2018-010076,2,2017,HONDA,FLH, 
20180212B250-2018-00112A,1,2002,CHEVROLET,TAHOE, 
20180212ER-18-02234,1,1999,FORD,TAURUS, 
20180212ER-18-05058,1,2013,HONDA,CR-V, 
20180212ER-18-05058,2,2015,SUBARU,XV CROSSTR, 
201802132018-012466,1,2004,INFINITI,FX3, 
201802132018-012466,2,2017,KAWASAKI,NINJA, 
20180213I-2018-018938,1,2018,ACURA,RDX, 
20180213I-2018-018938,2,2003,FORD,WAGON, 
2018021418-31405,1,1994,FORD,BRO, 
2018021418-31405,2,2005,TOYOTA,COR, 
2018021418-31405,3,2017,TOYOTA,COR, 
20180215BS-18-011044,1,2013,TOYOTA,AVA, 
20180215BS-18-011044,2,2012,HONDA,ACCORD, 
20180215I-2018-002150,1,2014,JEEP,WRG, 
20180215I-2018-002150,2,2016,LEXUS,IS, 
20180215I-2018-002901,1,2004,BUICK,LES, 
20180215I-2018-025558,1,2014,YAMAHA,YFZ, 
20180215I-2018-033769,1,2017,TOYOTA,COROLLA, 
2018021718-15229,1,2010,BMW,528, 
2018021718-15229,2,2013,BMW,BTM, 
2018021718-17937,1,2017,HONDA,ELN,Y
20180219I-2018-012258,1,2001,FORD,CUT, 
20180219I-2018-054022,1,2008,LEXUS,ES, 
20180219I-2018-059868,1,2006,TOYOTA,CAMRY, 
2018022018-20888,1,2015,MERCEDES BENZ,ML3, 
2018022018-20888,2,    ,DUCATI,MOTORCYCL, 
2018022018-29454,1,2010,HYUNDAI,ELA, 
2018022018-29850,1,1999,LINCOLN,CON, 
2018022018-29850,2,2018,FORD,FOC, 
20180221I-2018-016950,1,2000,FORD,XPL,Y
20180221I-2018-016950,2,2015,TOYOTA,CAM, 
20180221I-2018-016950,3,2000,GMC,SAV, 
20180221I-2018-016950,4,2003,CADILLAC,ESC, 
20180221I-2018-016950,5,2011,HONDA,ACC, 
20180221I-2018-016950,6,2018,HYUNDAI,SON, 
20180221I-2018-016950,7,2017,NISSAN,ROU, 
20180221I-2018-016950,8,2010,DODGE,CHA, 
20180221I-2018-016950,9,2017,MAZDA,CX5, 
20180221I-2018-016950,10,2000,HONDA,ODY, 
20180221I-2018-016950,12,2017,NISSAN,MAX, 
20180221I-2018-021795,1,1997,HONDA,CRV, 
2018022318-041418,1,2017,HYUNDAI,ACC, 
2018022318-095756,1,2012,NISSAN,SEN, 
2018022318-097714,1,2017,CHEVROLET,PAC, 
2018022318-097714,2,2006,FORD,TAU, 
2018022318-097737,1,2018,SUBARU,FOR, 
2018022318-097737,2,2019,HONDA,HR, 
20180223BS-18-065772,1,2004,MERCURY,SAB, 
20180223BS-18-065772,2,2012,DUC,MS1, 
20180223BS-18-065772,3,2012,DUC,MS1, 
20180223BS-18-070555,1,2007,ACURA,MDX, 
20180223BS-18-070555,2,2015,FORD,POG, 
20180223BS-18-070555,3,2017,BMW,, 
20180223BS-18-070555,4,1998,HONDA,CIV, 
20180223BS-18-070555,5,1997,TOYOTA,CAMRY, 
20180225I-2018-03290,1,2016,BMW,5 S, 
