crash_id,veh_num,age,sex,injury_severity,person_type
201601404141,1,24,M,3.0,1
201601404141,2,25,M,0.0,1
201601404141,1,21,M,1.0,7
201601400922,1,25,M,3.0,1
201601410395,1,34,M,0.0,1
201601410395,2,39,M,3.0,1
201601395542,1,27,F,3.0,1
201601395542,2,40,F,3.0,1
201601407921,2,48,M,3.0,1
201601407921,1,10,M,2.0,7
201601401044,1,56,M,0.0,1
201601401044,2,23,F,3.0,3
201601402312,1,32,M,3.0,1
201601405526,1,18,M,3.0,1
201601405389,1,9,F,0.0,7
201601405389,1,99,U,0.0,7
201601405389,1,99,U,0.0,7
201601411777,1,76,M,0.0,1
201601411777,2,62,M,3.0,1
201601409109,1,51,F,0.0,1
201601409109,2,20,M,3.0,1
201601401277,1,99,U,0.0,1
201601401277,2,56,F,2.0,1
201601401277,2,58,M,3.0,7
201601401277,2,83,F,2.0,7
201601408966,1,11,F,3.0,7
201601404393,2,54,F,3.0,2
201601402749,2,21,M,0.0,7
201601402749,3,21,M,0.0,1
201601402915,1,20,M,3.0,1
201601406507,1,58,M,3.0,1
201601406517,1,76,M,0.0,1
201601402668,1,24,M,0.0,1
201601402668,2,36,M,3.0,2
201601404613,1,38,F,3.0,2
201601404613,2,50,F,0.0,1
201601408363,1,76,F,0.0,1
201601408363,2,64,M,3.0,1
201601413034,1,63,M,3.0,1
201601413034,1,6,F,0.0,7
201601412802,1,63,M,3.0,1
201601017983,1,30,F,3.0,1
201601011307,2,58,M,3.0,1
201601021035,2,29,M,3.0,1
201601408071,1,33,F,2.0,1
201601408071,2,19,F,3.0,1
201601408071,3,20,M,2.0,1
201601399291,1,90,M,0.0,1
201601399424,1,46,M,0.0,1
201601399424,2,57,M,3.0,1
201601411608,1,23,M,0.0,1
201601411608,1,20,F,3.0,7
201601411641,1,29,M,3.0,1
201601404310,3,29,M,2.0,7
201601404310,3,99,M,0.0,7
201601404310,3,22,M,2.0,7
201601404310,4,45,M,0.0,1
201601401061,1,54,F,3.0,1
201601401061,2,68,F,3.0,1
201601404314,4,29,F,0.0,7
201601404314,4,9,M,0.0,7
201601404314,5,35,F,0.0,1
201601404314,5,7,M,0.0,7
201601402576,1,45,M,3.0,1
201601304490,1,53,F,3.0,1
201601406517,2,45,M,3.0,1
201601406518,1,50,F,0.0,1
201601411725,1,27,F,3.0,1
201601411725,2,54,M,0.0,1
201601411725,1,33,M,0.0,7
201601411725,2,53,F,0.0,7
201601411725,2,19,F,0.0,7
201601405416,1,26,M,0.0,1
201601405416,2,26,F,0.0,1
201601405416,1,24,F,3.0,7
201601409189,1,17,M,0.0,1
201601409189,2,56,M,3.0,1
201601402749,2,59,M,3.0,1
201601401109,1,19,M,0.0,1
201601401109,2,21,M,0.0,1
201601401109,4,35,M,3.0,2
201601405617,1,53,M,3.0,1
201601402697,1,99,U,0.0,1
201601402697,2,25,M,3.0,3
201601402697,1,99,U,0.0,7
201601402697,1,99,U,0.0,7
201601304490,2,58,M,0.0,1
201601304490,2,51,F,0.0,7
201601304490,3,30,F,3.0,1
201601405590,1,29,M,0.0,1
201601411615,1,28,M,0.0,1
201601411615,2,99,M,3.0,1
201601406470,1,29,M,3.0,1
201601406470,2,20,M,0.0,1
201601409393,1,52,F,0.0,1
201601409393,2,55,M,3.0,1
201601406699,1,99,U,0.0,1
201601406699,2,45,M,3.0,2
201601402739,1,46,F,0.0,1
201601402739,2,23,F,3.0,2
201601406735,1,23,M,0.0,1
201601406735,2,60,F,3.0,1
201601406758,1,49,M,2.0,1
201601406758,1,48,F,3.0,7
201601404655,1,66,M,3.0,1
201601013105,1,40,M,3.0,1
201601011307,1,33,M,2.0,1
201601012857,1,32,M,0.0,1
201601407963,1,38,M,3.0,1
201601402336,1,63,M,3.0,1
201601402336,2,28,M,1.0,3
201601407907,1,51,F,0.0,1
201601407907,2,67,M,3.0,1
201601407907,2,66,F,3.0,7
201601407907,3,61,M,0.0,1
201601410317,1,23,M,3.0,1
201601410317,2,53,M,0.0,1
201601399291,2,17,M,3.0,7
201601409092,2,99,U,0.0,7
201601409092,2,99,U,0.0,7
201601404310,3,37,M,0.0,1
201601404310,3,22,M,0.0,7
201601407917,1,51,F,3.0,7
201601399653,2,21,F,0.0,7
201601399653,3,22,M,3.0,1
201601399653,4,20,M,0.0,1
201601399653,5,33,F,0.0,1
201601399653,5,99,U,0.0,7
201601399653,5,99,U,0.0,7
201601401015,1,33,F,3.0,1
201601401171,2,21,F,0.0,7
201601401171,2,25,M,0.0,7
201601401171,3,41,F,0.0,1
201601401171,3,42,F,3.0,7
201601408248,1,73,M,0.0,1
201601408248,2,50,M,0.0,1
201601408248,1,78,F,3.0,7
201601404393,1,53,M,0.0,1
201601409089,1,66,F,3.0,1
201601409089,2,36,F,0.0,1
201601409089,2,70,M,0.0,7
201601409089,2,0,M,0.0,7
201601411538,1,34,M,3.0,1
201601402552,2,22,M,3.0,1
201601408112,1,55,M,0.0,1
201601408112,2,34,F,2.0,1
201601408112,1,54,F,3.0,7
201601408112,1,67,M,0.0,7
201601408112,1,66,M,0.0,7
201601401026,2,26,M,3.0,1
201601409083,1,19,F,2.0,1
201601409083,2,38,F,3.0,1
201601404647,1,59,F,3.0,1
201601406535,1,55,F,0.0,1
201601406535,2,52,F,3.0,1
201601406535,1,9,F,0.0,7
201601405590,2,20,F,3.0,1
201601405590,2,19,F,3.0,7
201601405635,1,99,U,0.0,1
201601405635,2,32,M,3.0,1
201601402409,1,32,F,2.0,1
201601402409,2,36,M,0.0,1
201601402409,1,99,F,3.0,7
201601414044,1,17,M,3.0,1
201601414044,1,15,F,2.0,7
201601405674,1,32,F,0.0,1
201601405674,2,17,M,3.0,2
201601409366,2,8,F,0.0,7
201601409366,2,6,M,0.0,7
201601402987,1,32,M,3.0,1
201601406527,1,83,M,3.0,1
201601412783,1,49,F,3.0,7
201601409303,1,23,F,3.0,1
201601409366,2,37,F,0.0,1
201601017840,1,52,M,0.0,1
201601017840,2,29,M,3.0,1
201601017898,1,36,M,0.0,1
201601017898,2,51,M,3.0,1
201601409457,1,69,F,0.0,1
201601409457,2,36,F,3.0,1
201601399471,2,45,M,3.0,1
201601304446,1,99,U,0.0,1
201601304446,2,48,M,3.0,2
201601398183,1,99,U,0.0,1
201601398183,2,20,M,3.0,3
201601399291,2,17,M,3.0,1
201601409092,1,8,M,0.0,7
201601409092,1,5,M,0.0,7
201601409092,1,4,M,0.0,7
201601409092,1,6,M,0.0,7
201601409092,2,99,U,0.0,7
201601409092,2,99,U,0.0,7
201601399467,2,38,F,3.0,7
201601401319,1,43,M,0.0,1
201601401319,2,44,F,3.0,2
201601402761,1,46,F,0.0,1
201601402761,2,35,F,3.0,1
201601402761,1,15,F,0.0,7
201601402761,2,63,F,0.0,7
