crash_id,veh_num,age,sex,injury_severity,person_type
202401263263,1,65,M,3.0,1
202401405502,1,56,M,4.0,1
202401405502,2,41,M,1.0,1
202401244869,1,30,M,0.0,1
202401244869,1,1,F,0.0,7
202401244869,2,60,M,3.0,1
202401221586,1,24,M,3.0,1
202401221586,2,60,F,0.0,1
202401221788,1,99,U,0.0,1
202401221788,2,15,M,3.0,2
202401271971,1,32,M,3.0,1
202401273718,1,32,M,4.0,1
202401273718,2,18,F,3.0,1
202401273718,3,16,F,1.0,1
202401074119,1,25,M,3.0,7
202401074119,1,20,F,4.0,7
202401065445,2,82,F,4.0,7
202401065445,3,35,M,2.0,7
202401107889,1,20,M,3.0,7
202401107889,1,18,M,0.0,7
202401107889,1,18,M,0.0,7
202401107889,2,52,F,2.0,7
202401151137,3,17,M,1.0,7
202401151137,3,12,M,1.0,7
202401151137,1,54,M,0.0,1
202401151137,2,34,M,3.0,1
202401151137,3,44,F,4.0,1
202401058159,1,68,M,3.0,2
202401433984,1,51,M,3.0,1
202401239853,1,29,M,3.0,1
202401239853,2,55,M,0.0,1
202401191719,1,30,M,3.0,3
202401191719,2,39,M,0.0,1
202401341976,1,40,M,0.0,1
202401341976,2,21,M,0.0,1
202401196877,1,70,M,3.0,1
202401392643,1,23,F,3.0,1
202401272793,3,43,M,0.0,1
202401272793,4,29,M,0.0,1
202401272793,5,27,F,0.0,1
202401272811,1,40,M,3.0,1
202401418897,1,54,M,0.0,7
202401230509,3,20,F,0.0,7
202401193829,1,99,M,3.0,1
202401214446,1,57,M,0.0,1
202401214446,2,49,M,3.0,1
202401272489,1,24,M,3.0,1
202401175390,1,7,F,2.0,7
202401303867,1,27,F,3.0,7
202401067927,1,42,F,0.0,1
202401119716,1,39,M,3.0,1
202401105864,2,99,F,2.0,7
202401060862,3,23,F,4.0,2
202401060862,4,56,M,2.0,2
202401118061,1,26,F,3.0,1
202401118061,2,37,F,2.0,1
202401119464,2,99,M,3.0,7
202401119464,2,99,F,2.0,7
202401119453,1,65,F,3.0,2
202401119358,1,48,M,0.0,1
202401119358,2,32,M,0.0,1
202401119358,2,35,F,3.0,7
202401119387,1,99,F,0.0,1
202401119387,2,40,F,0.0,1
202401119453,2,43,F,0.0,1
202401119464,1,23,M,0.0,1
202401119464,2,25,M,2.0,1
202401104624,1,32,M,0.0,1
202401104624,2,33,F,3.0,1
202401144926,1,23,M,0.0,1
202401144926,2,64,F,3.0,1
202401412494,1,19,M,4.0,2
202401296259,1,40,M,3.0,1
202401319772,1,19,M,3.0,1
202401319772,2,58,M,0.0,1
202401408739,2,84,M,3.0,2
