crash_id,veh_num,age,sex,injury_severity,person_type
202201218973,1,23,M,3.0,1
202201218979,1,32,M,0.0,1
202201218979,2,63,F,3.0,1
202201145611,1,26,M,4.0,1
202201206029,1,73,M,4.0,1
202201042532,1,44,M,3.0,1
202201379384,1,49,M,3.0,1
202201379384,1,49,F,3.0,7
202201420793,1,30,F,3.0,1
202201420793,2,62,F,3.0,1
202201420822,1,24,F,3.0,1
202201331060,1,21,M,3.0,1
202201336845,1,25,M,4.0,1
202201163771,1,57,M,0.0,1
202201163771,2,73,F,4.0,2
202201146087,1,26,M,0.0,1
202201146087,2,85,M,3.0,1
202201146087,2,82,F,3.0,7
202201331008,1,21,M,2.0,1
202201331008,1,22,M,0.0,7
202201435832,1,25,M,2.0,1
202201435832,1,23,F,3.0,7
202201435832,1,25,M,3.0,7
202201435832,1,32,F,2.0,7
202201145584,1,70,M,4.0,1
202201145584,2,23,F,0.0,1
202201145584,1,59,F,0.0,7
202201145584,3,50,M,0.0,1
202201145584,4,73,F,0.0,1
202201433978,1,43,F,3.0,1
202201433978,2,42,M,2.0,1
202201433979,1,56,M,3.0,1
202201042477,1,35,M,3.0,1
202201042477,2,46,M,0.0,1
202201099052,1,40,M,3.0,1
202201331008,2,32,M,3.0,2
202201336855,1,38,M,4.0,1
202201379920,1,99,U,0.0,1
202201379920,2,68,M,0.0,1
202201379920,2,72,F,3.0,7
202201379920,2,64,M,3.0,7
202201145903,1,25,F,0.0,1
202201145903,2,24,M,3.0,1
202201163770,1,55,M,4.0,2
202201163770,2,20,F,0.0,1
202201380196,1,28,M,3.0,1
202201380199,1,99,U,0.0,1
202201380199,2,13,M,3.0,2
202201145982,1,18,F,2.0,1
202201145982,1,18,M,3.0,7
202201145982,1,18,M,2.0,7
202201108625,1,30,M,4.0,1
202201098568,1,43,M,3.0,1
202201331003,1,48,M,0.0,1
202201331003,2,62,M,3.0,2
202201185836,1,79,M,2.0,1
202201185836,1,79,F,2.0,7
202201185836,2,30,F,3.0,1
202201185848,1,43,M,3.0,1
202201433962,1,99,U,0.0,1
202201433962,1,27,F,3.0,7
202201042676,1,64,M,0.0,1
202201042676,2,28,M,1.0,1
202201042676,3,55,M,0.0,1
202201042676,3,24,M,0.0,7
202201042676,3,82,M,1.0,7
202201042676,3,52,M,3.0,7
202201098944,1,26,M,3.0,2
202201098944,2,72,M,3.0,1
202201098944,2,66,F,0.0,7
202201331344,1,63,F,0.0,1
202201331344,2,50,M,3.0,1
202201379836,1,45,M,4.0,1
202201379836,1,5,M,0.0,7
202201379870,1,99,U,0.0,1
202201379870,2,25,M,3.0,2
202201380166,1,59,F,3.0,1
202201098490,1,27,M,0.0,1
202201098490,2,72,F,3.0,1
202201098528,1,33,M,3.0,1
202201098528,1,22,F,3.0,7
202201379778,1,37,M,3.0,1
202201379778,2,25,F,0.0,1
202201098912,1,19,F,0.0,1
202201098912,1,25,M,3.0,7
202201421155,1,48,M,3.0,1
202201421167,1,54,M,3.0,1
202201145880,1,99,U,0.0,1
202201145880,2,38,M,3.0,3
202201379795,1,55,F,0.0,1
202201379795,2,67,F,3.0,1
202201379957,1,26,M,3.0,1
202201379957,2,42,M,0.0,1
202201379957,2,47,F,0.0,7
202201379994,1,38,M,0.0,1
202201379994,1,15,M,0.0,7
202201379994,1,22,M,0.0,7
202201379994,1,10,F,0.0,7
202201379994,2,37,M,3.0,1
202201379994,2,44,M,0.0,7
202201380102,1,22,M,3.0,1
202201380102,2,17,F,1.0,1
202201380102,3,65,M,0.0,1
202201380102,3,62,F,0.0,7
202201380102,4,60,M,0.0,1
202201380102,4,64,F,0.0,7
202201185655,1,34,F,0.0,1
202201185655,2,0,M,3.0,2
202201185655,3,36,M,0.0,1
202201185655,4,46,M,0.0,1
202201145513,1,45,M,3.0,1
202201220493,1,24,F,4.0,1
202201220493,2,19,M,3.0,1
202201379713,1,23,M,2.0,1
202201379713,2,63,M,3.0,1
202201379713,2,99,F,3.0,7
202201098761,1,60,M,2.0,1
202201098761,1,56,M,3.0,7
202201098783,1,36,F,0.0,1
202201098783,1,36,M,3.0,7
202201098815,1,99,U,0.0,1
202201098815,2,51,M,3.0,3
202201429885,1,99,U,0.0,1
202201429885,2,53,F,4.0,2
202201429885,3,52,M,0.0,1
202201429885,3,36,F,0.0,7
202201429885,3,7,F,0.0,7
202201421058,1,63,M,3.0,1
202201421058,2,61,M,0.0,1
202201421058,2,26,M,0.0,7
202201421058,2,57,F,0.0,7
202201421094,1,22,M,3.0,1
202201421094,2,62,M,2.0,1
202201185530,1,55,F,0.0,1
202201185530,2,21,F,3.0,1
202201185530,2,99,U,0.0,7
202201185543,1,38,F,3.0,1
202201185543,1,16,M,1.0,7
202201185548,1,36,F,3.0,1
202201185548,2,27,F,1.0,1
202201185548,2,28,M,1.0,7
202201185548,2,1,M,1.0,7
202201185548,2,4,F,1.0,7
202201185556,1,99,U,0.0,1
202201185556,2,43,F,3.0,1
202201185556,2,37,M,2.0,7
202201145429,1,39,M,0.0,1
202201145429,2,25,M,3.0,2
202201219272,1,74,M,3.0,1
202201219317,1,30,M,3.0,1
202201219334,1,24,F,0.0,1
202201219334,2,42,M,3.0,1
202201379576,1,18,M,2.0,1
202201379576,2,87,F,3.0,1
202201379614,1,29,M,3.0,1
202201379614,1,36,M,3.0,7
202201379614,1,21,F,3.0,7
202201379628,1,52,M,3.0,1
202201379628,2,57,F,3.0,1
202201379638,1,29,F,3.0,1
202201379638,1,2,M,0.0,7
202201379638,1,1,F,0.0,7
202201420988,1,99,M,0.0,1
202201420988,2,56,M,3.0,2
202201098711,1,33,M,3.0,1
202201098711,2,53,M,0.0,1
202201098712,1,70,M,0.0,1
202201098712,2,22,F,3.0,2
202201108720,1,32,F,4.0,1
202201098755,1,35,M,3.0,1
202201358819,1,20,M,3.0,1
202201358819,2,30,F,3.0,1
202201358819,2,4,F,4.0,7
202201358819,3,32,F,2.0,1
202201331244,1,99,F,0.0,1
202201331244,1,99,U,3.0,7
202201331244,2,28,F,1.0,1
202201331264,1,99,U,0.0,1
202201331264,2,20,M,3.0,3
202201042949,1,99,M,3.0,1
202201186060,1,21,M,3.0,1
202201186093,1,44,M,3.0,1
202201186104,1,71,F,3.0,1
202201185461,1,46,F,2.0,1
202201185461,2,24,M,3.0,1
202201185461,1,14,F,0.0,7
202201185461,2,17,F,2.0,7
202201185461,2,53,M,0.0,7
202201163099,1,62,F,4.0,1
202201163099,2,32,M,0.0,1
202201147783,1,32,F,2.0,1
202201147783,1,1,M,2.0,7
202201147783,1,0,F,2.0,7
202201147783,1,67,F,4.0,7
202201219168,1,77,M,3.0,1
202201219175,1,99,M,0.0,1
202201219175,2,46,M,3.0,3
202201379468,1,31,F,3.0,1
202201379499,1,99,M,3.0,1
202201379499,1,99,U,3.0,7
202201379499,2,30,M,3.0,1
202201379510,1,33,M,3.0,1
202201379516,1,19,M,2.0,1
202201379516,2,35,M,2.0,1
202201379516,3,37,M,3.0,1
202201379525,1,59,M,3.0,1
202201379525,2,53,M,0.0,1
202201379542,1,28,M,3.0,1
202201379556,1,42,F,0.0,1
202201379556,2,75,F,3.0,2
202201331182,1,38,M,3.0,1
202201331193,1,20,M,3.0,1
202201331193,1,18,F,2.0,7
202201331193,1,17,M,2.0,7
202201331211,1,99,U,0.0,1
202201331211,2,36,M,3.0,1
202201331211,2,99,U,3.0,7
202201185975,1,16,M,3.0,1
202201185975,1,16,M,2.0,7
202201185975,1,16,M,3.0,7
202201186018,1,58,F,3.0,3
202201186018,2,32,F,0.0,1
202201145255,1,43,M,4.0,1
202201145278,1,27,M,3.0,1
202201145286,1,93,M,4.0,1
202201145286,2,44,M,0.0,1
202201145286,1,82,F,1.0,7
202201145309,1,99,U,0.0,1
202201145309,2,19,M,0.0,1
202201145309,2,24,F,3.0,7
202201394059,1,99,U,0.0,1
202201394059,2,71,M,4.0,2
202201145694,1,63,F,2.0,1
202201145694,2,52,F,3.0,1
202201145694,2,52,M,3.0,7
202201145694,2,18,M,0.0,7
202201379384,2,39,M,2.0,1
202201331121,1,26,M,3.0,1
202201331121,2,39,M,0.0,1
202201331121,2,39,F,2.0,7
202201042774,1,79,M,0.0,1
202201042774,2,18,F,3.0,1
202201042786,1,54,F,3.0,1
202201042786,2,25,F,2.0,1
202201042812,1,79,M,3.0,2
202201042812,2,64,F,0.0,1
202201185897,1,53,M,3.0,1
202201185904,1,28,M,2.0,1
202201185904,1,40,F,2.0,7
202201185904,2,31,F,2.0,1
202201185904,2,30,F,3.0,7
