crash_id,veh_num,age,sex,injury_severity,person_type
202101435507,1,46,M,3.0,1
202101435507,2,29,M,0.0,1
202101435507,2,31,F,0.0,7
202101435509,1,23,M,0.0,1
202101435509,2,79,F,3.0,2
202101435510,2,69,M,0.0,1
202101435510,3,51,M,3.0,1
202101435639,1,48,M,3.0,1
202101435648,1,31,F,0.0,1
202101435648,2,37,M,3.0,1
202101435648,2,24,F,2.0,7
202101034887,1,21,F,3.0,1
202101145530,2,48,F,3.0,1
202101117216,4,0,F,0.0,7
202101145540,3,43,M,2.0,1
202101145540,4,69,M,2.0,1
202101089162,1,21,M,3.0,1
202101089162,1,19,F,3.0,7
202101145767,1,24,F,1.0,1
202101145767,1,1,M,1.0,7
202101137367,1,48,F,2.0,1
202101137367,1,27,F,0.0,7
202101137367,1,32,F,0.0,7
202101137367,2,17,F,3.0,1
202101175805,1,59,F,4.0,1
202101115698,1,93,M,4.0,1
202101115698,2,24,F,2.0,1
202101137367,2,16,M,2.0,7
202101137382,1,99,U,0.0,1
202101089224,1,75,M,2.0,1
202101089224,2,52,F,3.0,1
202101115603,1,39,M,4.0,2
202101115603,2,61,M,0.0,1
202101089290,2,30,M,2.0,1
202101089290,2,23,F,3.0,7
202101089321,1,25,M,0.0,1
202101089321,2,40,M,3.0,1
202101089321,2,99,F,0.0,7
202101171817,1,59,M,3.0,1
202101171817,2,18,M,0.0,1
202101068429,1,53,M,3.0,1
202101035489,1,3,M,3.0,7
202101035489,1,20,F,2.0,7
202101035489,1,42,F,2.0,7
202101035489,2,50,F,0.0,1
202101158523,1,23,F,1.0,1
202101158523,2,39,M,3.0,1
202101158542,2,53,F,2.0,1
202101145540,1,38,M,0.0,7
202101145540,2,54,M,0.0,7
202101088985,1,23,M,0.0,1
202101088985,2,61,M,3.0,1
202101088939,1,46,F,3.0,1
202101089022,1,58,F,0.0,1
202101089022,2,29,M,3.0,1
202101089022,3,19,F,0.0,1
202101158792,2,6,F,2.0,7
202101068184,1,27,M,2.0,1
202101068184,1,28,F,2.0,7
202101068184,1,3,F,0.0,7
202101068184,2,62,F,3.0,1
202101145862,2,26,M,0.0,1
202101035141,1,40,F,0.0,1
202101035141,2,48,M,3.0,1
202101089194,1,29,M,3.0,1
202101089194,2,54,F,2.0,1
202101155084,1,17,M,2.0,1
202101155084,2,68,F,3.0,1
202101176050,1,99,U,0.0,1
202101176050,2,46,F,3.0,2
202101089387,1,99,U,0.0,1
202101089387,1,22,F,3.0,7
202101089387,1,26,F,3.0,7
202101089387,1,99,F,0.0,7
202101089387,2,58,M,0.0,1
202101137489,1,49,F,0.0,1
202101137489,2,23,M,3.0,1
202101137220,1,28,M,3.0,1
202101435447,1,29,M,3.0,1
202101435447,2,58,F,0.0,1
202101435510,1,47,M,0.0,1
202101034705,1,41,M,0.0,1
202101034705,1,41,M,3.0,7
202101067559,1,47,M,0.0,1
202101067559,2,50,M,3.0,1
202101145538,1,99,U,0.0,1
202101145538,2,34,F,2.0,1
202101145538,2,7,F,3.0,7
202101145538,2,4,F,3.0,7
202101145538,2,8,F,3.0,7
202101145538,3,52,M,3.0,1
202101145540,1,28,F,2.0,1
202101145540,2,43,F,3.0,1
202101172326,1,47,M,2.0,1
202101172326,2,54,M,0.0,1
202101172326,3,63,M,0.0,1
202101172326,4,33,F,3.0,1
202101172326,4,64,F,4.0,7
202101158757,1,99,U,0.0,1
202101158757,2,33,M,3.0,1
202101124924,1,32,M,0.0,1
202101175771,2,69,M,0.0,1
202101155015,1,29,F,0.0,1
202101155015,1,7,M,0.0,7
202101145862,1,41,M,3.0,1
202101137223,1,34,F,3.0,1
202101089290,1,30,F,0.0,1
202101089290,1,24,F,0.0,7
202101089290,1,30,F,0.0,7
202101171815,1,27,M,0.0,1
202101171815,1,0,F,0.0,7
202101171815,1,2,M,0.0,7
202101171815,2,18,M,3.0,1
202101171815,2,22,M,3.0,7
202101171815,2,20,F,3.0,7
202101137487,1,23,F,3.0,1
202101137487,1,22,F,3.0,7
202101137487,2,32,M,4.0,1
202101175878,1,21,F,0.0,1
202101175878,2,33,M,4.0,1
202101171896,1,29,M,3.0,1
202101171896,2,68,M,0.0,1
202101171896,2,52,M,0.0,7
202101158415,1,33,F,3.0,1
202101034931,1,99,M,0.0,1
202101034931,2,41,F,3.0,1
202101124719,1,45,F,3.0,1
202101158792,1,24,F,3.0,1
202101158792,2,31,F,3.0,1
202101158792,2,4,F,2.0,7
202101158792,2,7,F,2.0,7
202101088807,1,35,M,0.0,1
202101088807,2,56,F,3.0,1
202101088846,1,16,F,3.0,1
202101088846,1,16,F,3.0,7
202101145685,1,40,M,0.0,1
202101145685,2,26,F,3.0,1
202101154920,2,26,M,0.0,1
202101175771,1,26,M,4.0,1
202101175771,1,22,F,4.0,7
202101175771,1,1,F,4.0,7
202101068182,2,24,M,0.0,1
202101068182,3,43,M,0.0,1
202101124688,1,20,M,3.0,1
202101124688,2,31,F,0.0,1
202101155068,1,40,F,3.0,1
202101155068,2,28,M,0.0,1
202101155068,2,1,M,2.0,7
202101155068,2,2,M,3.0,7
202101155068,2,26,U,3.0,7
202101035489,1,37,M,0.0,1
202101035898,1,25,M,2.0,1
202101035898,1,25,M,2.0,7
202101035898,2,22,F,3.0,1
202101171980,1,49,M,3.0,1
202101098474,1,31,F,4.0,1
202101034585,1,26,M,2.0,1
202101034585,1,26,F,2.0,7
202101034585,1,28,M,3.0,7
202101435691,1,50,M,4.0,1
202101145468,1,19,M,2.0,1
202101145468,2,33,M,3.0,1
202101117252,1,33,F,0.0,1
202101117252,2,18,M,4.0,1
202101067711,1,59,M,3.0,1
202101145530,1,70,M,0.0,1
202101035281,1,17,M,0.0,1
202101035281,2,21,M,3.0,1
202101124924,2,47,F,0.0,1
202101124924,2,13,F,3.0,7
202101124924,2,12,F,2.0,7
202101154920,1,35,M,3.0,1
202101124924,1,99,U,0.0,7
202101145639,1,72,M,0.0,1
202101145639,2,21,M,3.0,1
202101145639,2,61,M,3.0,7
202101035689,1,18,M,2.0,7
202101035689,2,44,M,2.0,1
202101035689,3,48,M,1.0,1
202101035689,4,43,F,0.0,1
202101035689,4,11,M,0.0,7
202101089234,1,99,M,0.0,1
202101089234,2,28,F,3.0,2
202101145819,1,28,M,3.0,1
202101154758,1,99,M,0.0,1
202101154758,2,99,M,3.0,2
202101171946,1,66,F,0.0,1
202101171946,2,29,M,3.0,1
