crash_id,veh_num,age,sex,injury_severity,person_type
201701081271,1,24,F,2.0,1
201701079935,1,24,F,0.0,1
201701079935,1,5,M,3.0,7
201701081271,1,20,F,3.0,7
201701081271,1,4,M,3.0,7
201701081271,2,43,M,3.0,1
201701081271,2,3,M,3.0,7
201701081824,1,29,F,3.0,1
201701081542,1,27,M,0.0,1
201701081542,2,48,F,3.0,1
201701080908,1,20,F,0.0,1
201701080908,1,20,F,0.0,7
201701080908,2,70,F,3.0,1
201701082528,1,77,M,3.0,1
201701075986,1,31,M,3.0,2
201701075986,2,22,M,0.0,1
201701075986,2,23,M,0.0,7
201701076039,1,41,M,3.0,1
201701076054,1,64,F,3.0,1
201701076054,2,55,F,0.0,1
201701077941,2,6,F,1.0,7
201701077816,1,16,M,3.0,1
201701077816,1,17,F,3.0,7
201701076728,1,19,F,3.0,7
201701078090,1,29,M,4.0,1
201701078698,1,31,M,3.0,1
201701078048,1,63,M,0.0,1
201701078048,1,62,F,0.0,7
201701078048,1,9,M,0.0,7
201701078048,1,4,F,0.0,7
201701078048,2,60,F,3.0,1
201701076457,1,25,M,0.0,1
201701076457,2,44,M,2.0,1
201701076457,2,39,F,3.0,7
201701076457,2,15,M,0.0,7
201701076457,2,12,M,2.0,7
201701076457,3,28,M,0.0,1
201701076457,3,17,F,0.0,7
201701076457,3,14,M,0.0,7
201701080571,1,54,F,4.0,1
201701076937,2,55,M,3.0,1
201701076971,1,46,F,3.0,1
201701076971,2,21,M,3.0,1
201701076971,3,42,F,2.0,1
201701080116,1,32,F,3.0,1
201701080116,2,60,F,0.0,1
201701079931,1,78,F,3.0,1
201701079931,1,75,F,3.0,7
201701085057,1,29,M,0.0,1
201701085057,2,24,F,4.0,1
201701083747,1,99,U,0.0,1
201701083747,1,99,M,0.0,7
201701083747,2,21,M,2.0,1
201701083747,2,21,M,3.0,7
201701083229,1,50,F,0.0,1
201701083229,1,31,F,3.0,7
201701083229,1,21,F,0.0,7
201701083229,1,55,F,0.0,7
