crash_id,veh_num,age,sex,injury_severity,person_type
202001022760,1,54,F,2.0,1
202001022760,1,42,M,3.0,7
202001097678,1,45,M,3.0,1
202001097678,2,34,M,0.0,1
202001104438,2,46,M,4.0,3
202001078691,1,67,M,3.0,1
202001078691,2,90,M,0.0,1
202001078691,2,59,M,0.0,7
202001078831,1,27,M,3.0,1
202001055250,1,37,F,2.0,1
202001055250,1,13,M,2.0,7
202001055250,1,1,M,2.0,7
202001145581,1,45,M,3.0,1
202001145581,1,77,F,3.0,7
202001145581,2,99,F,0.0,1
202001023599,1,37,M,3.0,1
202001024013,2,36,F,0.0,7
202001024013,2,24,F,0.0,7
202001024013,2,16,F,0.0,7
202001097935,1,23,M,0.0,1
202001097935,2,54,M,3.0,2
202001055470,1,80,F,0.0,1
202001055470,2,49,F,3.0,2
202001055509,1,99,M,0.0,1
202001055509,2,23,F,3.0,2
202001079372,1,90,F,3.0,1
202001079372,2,36,F,0.0,1
202001079372,2,8,F,1.0,7
202001054552,1,21,M,0.0,1
202001054552,1,21,M,0.0,7
202001054552,2,54,F,3.0,1
202001097499,1,52,M,0.0,1
202001097499,1,52,F,3.0,7
202001078564,1,16,M,4.0,1
202001097415,1,48,M,3.0,1
202001097415,1,41,F,2.0,7
202001097459,1,38,M,3.0,1
202001097459,2,48,M,0.0,1
202001159237,1,99,F,0.0,1
202001159237,2,29,M,3.0,2
202001159133,1,19,F,3.0,1
202001159144,1,99,U,0.0,1
202001159144,2,53,M,3.0,2
202001150947,2,35,M,3.0,1
202001055250,1,2,M,2.0,7
202001055250,1,7,M,2.0,7
202001055250,2,21,F,3.0,1
202001055281,1,26,M,3.0,1
202001055570,1,33,M,1.0,1
202001055570,2,47,M,1.0,1
202001024013,1,45,M,0.0,1
202001024013,1,68,M,0.0,7
202001024013,2,56,M,0.0,1
202001024013,2,1,F,1.0,7
202001024013,2,21,F,2.0,7
202001024013,2,10,M,0.0,7
202001024013,2,31,F,0.0,7
202001024013,2,3,F,1.0,7
202001024013,2,69,M,3.0,7
202001103781,1,25,F,4.0,2
202001103781,2,36,F,1.0,1
202001023596,1,99,M,0.0,1
202001023596,1,33,M,3.0,7
202001098032,1,58,M,3.0,1
202001054420,1,28,F,3.0,1
202001054420,1,28,M,0.0,7
202001054420,2,18,F,0.0,1
202001054420,2,18,F,0.0,7
202001054430,1,30,M,1.0,1
202001054430,2,57,F,0.0,1
202001054430,3,51,F,3.0,1
202001054430,4,48,M,0.0,1
202001054948,1,30,M,0.0,1
202001054948,1,35,F,3.0,7
202001054971,1,26,M,3.0,1
202001054971,2,65,M,0.0,1
202001158941,1,99,U,0.0,1
202001158941,2,47,F,0.0,1
202001158941,3,45,F,3.0,1
202001158941,4,26,F,0.0,1
202001022951,1,64,M,0.0,1
202001022951,2,32,F,3.0,3
202001159039,1,5,F,3.0,2
202001159039,2,18,F,0.0,1
202001159039,2,19,M,0.0,7
202001023030,2,63,F,3.0,7
202001055164,1,31,M,2.0,1
202001150944,1,16,M,3.0,1
202001150947,1,41,F,1.0,1
202001055164,2,38,F,3.0,1
202001055164,3,52,M,0.0,1
202001055383,1,30,F,0.0,1
202001055383,2,20,M,0.0,1
202001055383,1,26,F,0.0,7
202001055383,2,18,F,3.0,7
202001023394,1,18,M,0.0,1
202001023394,1,16,M,0.0,7
202001023394,2,31,F,3.0,1
202001055546,1,26,M,0.0,1
202001055546,2,67,F,3.0,1
202001079244,1,18,M,3.0,1
202001079244,2,76,M,0.0,1
202001055570,2,54,F,3.0,7
202001055570,2,16,M,3.0,7
