Crash Number,City Town Name,Crash Date,Crash Status,Crash Time,Number of Vehicles,Total Fatalities,County Name,Hit and Run,Vehicle Sequence of Events (All Vehicles),Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Vehicle Unit Number,Vehicle Make,Vehicle Model,Vehicle Model Year,Driver Violation Code,Person Number,Age,Ejected Description,Injury Type,Person Type,Sex
4449061,BROCKTON,11/02/2017,Closed,6:09 PM,3.0,0.0,PLYMOUTH,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with fence),(Overturn/rollover) V3:(Collision with motor vehicle in traffic)",42.07488688,-71.02165779,, WARREN AVE / DOVER ST,,2.0,DODG,,2006.0,,4.0,27.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4449061,BROCKTON,11/02/2017,Closed,6:09 PM,3.0,0.0,PLYMOUTH,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with fence),(Overturn/rollover) V3:(Collision with motor vehicle in traffic)",42.07488688,-71.02165779,, WARREN AVE / DOVER ST,,3.0,DODG,,2010.0,,5.0,36.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4449061,BROCKTON,11/02/2017,Closed,6:09 PM,3.0,0.0,PLYMOUTH,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with fence),(Overturn/rollover) V3:(Collision with motor vehicle in traffic)",42.07488688,-71.02165779,, WARREN AVE / DOVER ST,,3.0,DODG,,2010.0,,6.0,0.0,Not ejected,No injury,Passenger,F - Female
4449071,EASTHAMPTON,10/24/2017,Closed,5:13 PM,2.0,0.0,HAMPSHIRE,No hit and run," V1:(Collision with tree),(Ran off road right) V2:(Other)",42.24095271,-72.66234903,, HENDRICK STREET / PLAIN STREET,,1.0,FORD,,2008.0,,1.0,19.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449071,EASTHAMPTON,10/24/2017,Closed,5:13 PM,2.0,0.0,HAMPSHIRE,No hit and run," V1:(Collision with tree),(Ran off road right) V2:(Other)",42.24095271,-72.66234903,, HENDRICK STREET / PLAIN STREET,,2.0,TOYT,,2016.0,(89 8),2.0,33.0,Not ejected,No injury,Driver,F - Female
4449088,MARION,10/20/2017,Closed,12:32 PM,1.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with tree),41.68916873,-70.7273934,, POINT RD / PLANTING ISLAND RD,,1.0,TOYT,,2001.0,"(89 4A),(90 10),(90 17),(90 24)",1.0,20.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,1.0,HOND,ACCORD,2012.0,,1.0,20.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,1.0,HOND,ACCORD,2012.0,,2.0,22.0,Not ejected,Non-fatal injury - Non-incapacitating,Passenger,M - Male
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,1.0,HOND,ACCORD,2012.0,,3.0,19.0,Not ejected,Non-fatal injury - Non-incapacitating,Passenger,F - Female
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,2.0,CHEV,CRUZE,2015.0,,4.0,23.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,F - Female
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,2.0,CHEV,CRUZE,2015.0,,5.0,24.0,Not ejected,Non-fatal injury - Non-incapacitating,Passenger,F - Female
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,3.0,MITS,GALANT,2001.0,,6.0,,Not reported,Not reported,Driver,Not reported
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,,,,,,7.0,,,Non-fatal injury - Incapacitating,Vulnerable User,Not reported
4449183,BOSTON,10/01/2017,Closed,7:03 PM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support) V2:(Collision with motor vehicle in traffic),(Collision with other fixed object(wall, building, tunnel, etc.)),(Collision with pedestrian) V3:(Collision with pedestrian)",42.30543737,-71.08055922,, COLUMBIA ROAD / WASHINGTON STREET,,,,,,,8.0,,,Non-fatal injury - Non-incapacitating,Vulnerable User,Not reported
4449219,NORTH READING,09/02/2017,Closed,12:29 PM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with utility pole),42.5776448,-71.05922192,197, ELM ST,,1.0,NISS,,2013.0,,1.0,74.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449246,MARLBOROUGH,10/27/2017,Closed,2:26 PM,1.0,0.0,MIDDLESEX,No hit and run," V1:(Other),(Cross median or centerline),(Ran off road left),(Collision with other movable object)",42.33340347,-71.58720589,, AMES ST / NICKERSON RD,,1.0,HOND,,2015.0,,1.0,22.0,Totally ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4449256,FAIRHAVEN,10/29/2017,Closed,1:36 AM,1.0,1.0,BRISTOL,No hit and run," V1:(Collision with curb),(Collision with utility pole)",41.64177675,-70.88782254,, HUTTLESTON AVENUE Rte 6 E, WASHINGTON STREET,1.0,HD,,2007.0,,1.0,38.0,Totally ejected,Fatal injury (K),Driver,M - Male
4449259,BARNSTABLE,08/02/2017,Closed,9:08 PM,2.0,0.0,BARNSTABLE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.66017329,-70.32004866,, FALMOUTH ROAD Rte 28 / OLD STRAWBERRY HILL ROAD,,1.0,NISS,,2015.0,,1.0,57.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4449259,BARNSTABLE,08/02/2017,Closed,9:08 PM,2.0,0.0,BARNSTABLE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.66017329,-70.32004866,, FALMOUTH ROAD Rte 28 / OLD STRAWBERRY HILL ROAD,,2.0,FORD,,2013.0,,2.0,40.0,Not ejected,Non-fatal injury - Possible,Driver,M - Male
4449316,SHREWSBURY,08/19/2017,Closed,10:01 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.29144549,-71.74144918,, MAIN STREET / IRETA ROAD,,1.0,VOLV,,2013.0,,1.0,44.0,Not ejected,No injury,Driver,F - Female
4449316,SHREWSBURY,08/19/2017,Closed,10:01 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.29144549,-71.74144918,, MAIN STREET / IRETA ROAD,,2.0,KAW,,2013.0,,2.0,40.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4449449,LENOX,09/24/2017,Closed,2:57 PM,2.0,2.0,BERKSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33580424,-73.26624872,, LEE RD / PLUNKETT ST,,1.0,HOND,,2003.0,,1.0,23.0,Not ejected,Non-fatal injury - Possible,Driver,F - Female
4449449,LENOX,09/24/2017,Closed,2:57 PM,2.0,2.0,BERKSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33580424,-73.26624872,, LEE RD / PLUNKETT ST,,1.0,HOND,,2003.0,,2.0,23.0,Not ejected,Non-fatal injury - Possible,Passenger,M - Male
4449449,LENOX,09/24/2017,Closed,2:57 PM,2.0,2.0,BERKSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33580424,-73.26624872,, LEE RD / PLUNKETT ST,,2.0,CHEV,,1963.0,,3.0,60.0,Totally ejected,Fatal injury (K),Driver,M - Male
4449449,LENOX,09/24/2017,Closed,2:57 PM,2.0,2.0,BERKSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33580424,-73.26624872,, LEE RD / PLUNKETT ST,,2.0,CHEV,,1963.0,,4.0,69.0,Not ejected,Fatal injury (K),Passenger,F - Female
4449463,SOMERVILLE,10/26/2017,Closed,7:15 AM,2.0,0.0,MIDDLESEX,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support),(Collision with other fixed object(wall, building, tunnel, etc.))",42.41658367,-71.12942979,, BOSTON AVENUE / MYSTIC VALLEY PARKWAY Rte SR16 E,,1.0,TOYOTA,,2015.0,,1.0,64.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449463,SOMERVILLE,10/26/2017,Closed,7:15 AM,2.0,0.0,MIDDLESEX,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with light  pole or other post/support),(Collision with other fixed object(wall, building, tunnel, etc.))",42.41658367,-71.12942979,, BOSTON AVENUE / MYSTIC VALLEY PARKWAY Rte SR16 E,,2.0,VOLVO,,2006.0,,2.0,25.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449611,SWAMPSCOTT,09/28/2017,Closed,10:19 AM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.47614789,-70.89245449,, HUMPHREY ST / SALEM ST,,1.0,HOND,,2016.0,,1.0,52.0,Not ejected,No injury,Driver,F - Female
4449611,SWAMPSCOTT,09/28/2017,Closed,10:19 AM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.47614789,-70.89245449,, HUMPHREY ST / SALEM ST,,,,,,,2.0,32.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4449641,GLOUCESTER,10/21/2017,Closed,1:47 PM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.61247972,-70.66305316,134, MAIN ST, HANCOCK ST,1.0,FORD,,2008.0,,1.0,37.0,Not ejected,No injury,Driver,M - Male
4449641,GLOUCESTER,10/21/2017,Closed,1:47 PM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.61247972,-70.66305316,134, MAIN ST, HANCOCK ST,,,,,,2.0,55.0,,Non-fatal injury - Incapacitating,Vulnerable User,F - Female
4449727,SWAMPSCOTT,06/08/2017,Closed,4:02 PM,1.0,0.0,ESSEX,No hit and run," V1:(Collision with curb),(Collision with other fixed object(wall, building, tunnel, etc.))",42.48432737,-70.90028182,1006, PARADISE RD,,1.0,MNNI,,2006.0,,1.0,68.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449799,BEDFORD,10/31/2017,Closed,4:04 PM,1.0,0.0,MIDDLESEX,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with cyclist)",42.49290726,-71.26205001,, BROOKSBIE ROAD Rte 62 W  / PAGE ROAD,,1.0,SUBA,,2012.0,,1.0,61.0,Not ejected,No injury,Driver,M - Male
4449799,BEDFORD,10/31/2017,Closed,4:04 PM,1.0,0.0,MIDDLESEX,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with cyclist)",42.49290726,-71.26205001,, BROOKSBIE ROAD Rte 62 W  / PAGE ROAD,,,,,,,2.0,14.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4449863,NORTON,11/06/2017,Closed,2:56 PM,2.0,0.0,BRISTOL,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.99149364,-71.12716245,191, BAY ROAD,,1.0,TOYT,,2000.0,,1.0,21.0,Not ejected,Non-fatal injury - Possible,Driver,F - Female
4449863,NORTON,11/06/2017,Closed,2:56 PM,2.0,0.0,BRISTOL,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.99149364,-71.12716245,191, BAY ROAD,,2.0,NISS,,2010.0,,2.0,44.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449883,BEDFORD,10/22/2017,Closed,5:10 PM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic),42.48338606,-71.30196738,, CONCORD ROAD / CAESAR JONES WAY,,1.0,CADI,,2007.0,(89 8),1.0,68.0,Not ejected,No injury,Driver,F - Female
4449883,BEDFORD,10/22/2017,Closed,5:10 PM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic),42.48338606,-71.30196738,, CONCORD ROAD / CAESAR JONES WAY,,,,,,,2.0,54.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4449885,CAMBRIDGE,11/03/2017,Closed,12:11 AM,3.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.37998351,-71.11997852,, MASSACHUSETTS AVENUE / CHAUNCY STREET,,1.0,TOYOTA,,2016.0,,1.0,54.0,Not ejected,No injury,Driver,M - Male
4449885,CAMBRIDGE,11/03/2017,Closed,12:11 AM,3.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.37998351,-71.11997852,, MASSACHUSETTS AVENUE / CHAUNCY STREET,,2.0,NISSAN,,2015.0,,2.0,27.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4449885,CAMBRIDGE,11/03/2017,Closed,12:11 AM,3.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.37998351,-71.11997852,, MASSACHUSETTS AVENUE / CHAUNCY STREET,,3.0,MERCEDES,,,,3.0,,Not reported,Not reported,Driver,Not reported
4449923,HOLDEN,10/30/2017,Closed,6:18 PM,3.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.34963784,-71.85949749,, MAIN STREET Rte 122A S, BOYDEN ROAD,1.0,HOND,,2007.0,,1.0,28.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449923,HOLDEN,10/30/2017,Closed,6:18 PM,3.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.34963784,-71.85949749,, MAIN STREET Rte 122A S, BOYDEN ROAD,1.0,HOND,,2007.0,,2.0,9.0,Not ejected,No injury,Passenger,F - Female
4449923,HOLDEN,10/30/2017,Closed,6:18 PM,3.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.34963784,-71.85949749,, MAIN STREET Rte 122A S, BOYDEN ROAD,2.0,FORD,,2016.0,,3.0,49.0,Not ejected,No injury,Driver,M - Male
4449923,HOLDEN,10/30/2017,Closed,6:18 PM,3.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.34963784,-71.85949749,, MAIN STREET Rte 122A S, BOYDEN ROAD,3.0,SUBA,,2014.0,,4.0,51.0,Not ejected,No injury,Driver,F - Female
4449967,BELCHERTOWN,10/20/2017,Closed,7:58 AM,2.0,0.0,HAMPSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.26662007,-72.41812627,35, TURKEY HILL ROAD,,1.0,HYUN,SONATA,2013.0,,1.0,43.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4449967,BELCHERTOWN,10/20/2017,Closed,7:58 AM,2.0,0.0,HAMPSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.26662007,-72.41812627,35, TURKEY HILL ROAD,,2.0,PTRB,CONVEN,2000.0,(720 CMR9B),2.0,47.0,Not ejected,No injury,Driver,M - Male
4450007,WHITMAN,10/29/2017,Closed,10:02 AM,1.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with light  pole or other post/support),42.08491008,-70.93339844,20, ESSEX ST,,1.0,CHEV,,2000.0,,1.0,64.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4450062,LEXINGTON,10/22/2017,Closed,8:57 PM,2.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.4130353,-71.23298615,, WALTHAM STREET, CONCORD AVENUE,1.0,CHEV,AVEO,2009.0,,1.0,20.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4450062,LEXINGTON,10/22/2017,Closed,8:57 PM,2.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.4130353,-71.23298615,, WALTHAM STREET, CONCORD AVENUE,2.0,MERCEDES,,2015.0,"(89 4A),(90 24)",2.0,21.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4450075,WEYMOUTH,10/26/2017,Closed,2:29 PM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),(Collision with pedestrian)",42.23879704,-70.9374992,182, GREEN ST,,1.0,FORD,,2011.0,,1.0,71.0,Not ejected,No injury,Driver,F - Female
4450075,WEYMOUTH,10/26/2017,Closed,2:29 PM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),(Collision with pedestrian)",42.23879704,-70.9374992,182, GREEN ST,,1.0,FORD,,2011.0,,2.0,90.0,Not ejected,No injury,Passenger,F - Female
4450075,WEYMOUTH,10/26/2017,Closed,2:29 PM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),(Collision with pedestrian)",42.23879704,-70.9374992,182, GREEN ST,,1.0,FORD,,2011.0,,3.0,78.0,Not applicable,Non-fatal injury - Incapacitating,Passenger,F - Female
4450075,WEYMOUTH,10/26/2017,Closed,2:29 PM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),(Collision with pedestrian)",42.23879704,-70.9374992,182, GREEN ST,,2.0,KIA,,2011.0,(90 24),4.0,82.0,Not ejected,No injury,Driver,F - Female
4450110,WATERTOWN,10/20/2017,Closed,1:18 PM,2.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.37377669,-71.20804297,, MAIN ST / WHITMAN RD,,1.0,TOYT,,2014.0,(90 14),1.0,68.0,Not ejected,No injury,Driver,F - Female
4450110,WATERTOWN,10/20/2017,Closed,1:18 PM,2.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.37377669,-71.20804297,, MAIN ST / WHITMAN RD,,2.0,HD,,2002.0,,2.0,47.0,Partially ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4450149,FRAMINGHAM,10/21/2017,Closed,1:19 AM,1.0,0.0,MIDDLESEX,No hit and run," V1:(Ran off road right),(Collision with guardrail),(Collision with light  pole or other post/support)",42.31006426,-71.43413756,, Rte 90 W,,1.0,TOYOTA,,2016.0,,1.0,43.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4450149,FRAMINGHAM,10/21/2017,Closed,1:19 AM,1.0,0.0,MIDDLESEX,No hit and run," V1:(Ran off road right),(Collision with guardrail),(Collision with light  pole or other post/support)",42.31006426,-71.43413756,, Rte 90 W,,1.0,TOYOTA,,2016.0,,2.0,42.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,F - Female
4450211,BROCKTON,10/30/2017,Closed,10:40 AM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),42.0911137,-71.00953247,210, ELLIOT STREET,,1.0,MACK,,2009.0,,1.0,49.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4450211,BROCKTON,10/30/2017,Closed,10:40 AM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),42.0911137,-71.00953247,210, ELLIOT STREET,,2.0,DODG,,2010.0,(89 4A),2.0,18.0,Not ejected,No injury,Driver,M - Male
4450278,HOLDEN,11/06/2017,Closed,9:56 PM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33599718,-71.87400561,, SOUTH ROAD Rte SR31 S  / RESERVOIR STREET Rte SR31 N,,1.0,CHEV,,2014.0,,1.0,52.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,F - Female
4450278,HOLDEN,11/06/2017,Closed,9:56 PM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.33599718,-71.87400561,, SOUTH ROAD Rte SR31 S  / RESERVOIR STREET Rte SR31 N,,2.0,CHEV,,2011.0,(89 9),2.0,22.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4450282,BOSTON,10/12/2017,Closed,3:20 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.29021624,-71.07160213,, WASHINGTON STREET / TALBOT AVENUE,,1.0,NISS,MURANO,2013.0,(89 11),1.0,61.0,Not ejected,No injury,Driver,M - Male
4450282,BOSTON,10/12/2017,Closed,3:20 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.29021624,-71.07160213,, WASHINGTON STREET / TALBOT AVENUE,,,,,,,2.0,,,Non-fatal injury - Incapacitating,Vulnerable User,F - Female
4450366,HOLDEN,11/05/2017,Closed,3:09 AM,1.0,0.0,WORCESTER,No hit and run," V1:(Ran off road right),(Collision with tree)",,,, HARRIS STREET,,1.0,FORD,,2013.0,,1.0,21.0,Totally ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4450410,BOSTON,11/01/2017,Closed,2:31 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.3473401,-71.06440669,, WASHINGTON STREET / MARGINAL ROAD,,1.0,KW,,2018.0,,1.0,62.0,Not ejected,No injury,Driver,M - Male
4450410,BOSTON,11/01/2017,Closed,2:31 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.3473401,-71.06440669,, WASHINGTON STREET / MARGINAL ROAD,,2.0,HYUN,,,,2.0,23.0,Not ejected,No injury,Driver,M - Male
4450410,BOSTON,11/01/2017,Closed,2:31 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.3473401,-71.06440669,, WASHINGTON STREET / MARGINAL ROAD,,2.0,HYUN,,,,3.0,,Not ejected,Non-fatal injury - Incapacitating,Passenger,F - Female
4450416,LOWELL,10/12/2017,Closed,9:13 AM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with pedestrian),42.64607895,-71.31444247,, MERRIMACK STREET / CARDINAL OCONNELL PARKWAY,,1.0,NISS,,2016.0,,1.0,54.0,Not ejected,No injury,Driver,M - Male
4450416,LOWELL,10/12/2017,Closed,9:13 AM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with pedestrian),42.64607895,-71.31444247,, MERRIMACK STREET / CARDINAL OCONNELL PARKWAY,,,,,,,2.0,,,Non-fatal injury - Incapacitating,Vulnerable User,Not reported
4450437,BOSTON,10/06/2017,Closed,8:21 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.28458567,-71.13014149,4301, WASHINGTON STREET,,1.0,RAM,PROMCI,2017.0,,1.0,48.0,Not ejected,No injury,Driver,M - Male
4450437,BOSTON,10/06/2017,Closed,8:21 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.28458567,-71.13014149,4301, WASHINGTON STREET,,2.0,HD,FXSTD,2001.0,,2.0,33.0,Not applicable,Non-fatal injury - Incapacitating,Driver,M - Male
4450572,CHICOPEE,11/03/2017,Closed,8:00 PM,1.0,1.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.18061257,-72.60456462,, RAMP-RT 141 WB TO RT 391 NB, GRATTAN STREET Rte 141 W,1.0,HYUNDAI,,2013.0,,1.0,23.0,Not ejected,No injury,Driver,F - Female
4450572,CHICOPEE,11/03/2017,Closed,8:00 PM,1.0,1.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.18061257,-72.60456462,, RAMP-RT 141 WB TO RT 391 NB, GRATTAN STREET Rte 141 W,1.0,HYUNDAI,,2013.0,,2.0,16.0,Not ejected,No injury,Passenger,F - Female
4450572,CHICOPEE,11/03/2017,Closed,8:00 PM,1.0,1.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.18061257,-72.60456462,, RAMP-RT 141 WB TO RT 391 NB, GRATTAN STREET Rte 141 W,,,,,,3.0,42.0,,Fatal injury (K),Vulnerable User,F - Female
4450599,FRANKLIN,11/07/2017,Closed,11:19 AM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Cross median or centerline)",42.06504151,-71.42783061,210, GROVE,,1.0,ACUR,,2006.0,,1.0,33.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
