Crash Number,City Town Name,Crash Date,Crash Status,Crash Time,Number of Vehicles,Total Fatalities,County Name,Hit and Run,Vehicle Sequence of Events (All Vehicles),Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Vehicle Unit Number,Vehicle Make,Vehicle Model,Vehicle Model Year,Driver Violation Code,Person Number,Age,Ejected Description,Injury Type,Person Type,Sex
4295748,HARWICH,12/01/2016,Closed,7:30 AM,2.0,0.0,BARNSTABLE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.69802337,-70.0735545,173, PLEASANT LAKE AVENUE,,2.0,KIA,,2012.0,,2.0,51.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4295748,HARWICH,12/01/2016,Closed,7:30 AM,2.0,0.0,BARNSTABLE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.69802337,-70.0735545,173, PLEASANT LAKE AVENUE,,2.0,KIA,,2012.0,,3.0,21.0,Not ejected,Non-fatal injury - Possible,Passenger,M - Male
4295796,FALMOUTH,10/02/2016,Closed,3:48 PM,2.0,0.0,BARNSTABLE,No hit and run," V1:(Cross median or centerline),(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Ran off road right)",41.57220592,-70.59425007,69, SANDWICH RD,,1.0,VOLK,,2015.0,"(89 4A),(90 24)",1.0,43.0,Not ejected,Non-fatal injury - Possible,Driver,F - Female
4295796,FALMOUTH,10/02/2016,Closed,3:48 PM,2.0,0.0,BARNSTABLE,No hit and run," V1:(Cross median or centerline),(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Ran off road right)",41.57220592,-70.59425007,69, SANDWICH RD,,2.0,CHEV,,1999.0,,2.0,57.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4295853,ATTLEBORO,12/04/2016,Closed,7:13 PM,2.0,0.0,BRISTOL,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.92643865,-71.35554123,, WASHINGTON ST Rte 1 S  / COMO DR,,1.0,HYUN,ELANTR,2008.0,,1.0,24.0,Not ejected,No injury,Driver,M - Male
4295853,ATTLEBORO,12/04/2016,Closed,7:13 PM,2.0,0.0,BRISTOL,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.92643865,-71.35554123,, WASHINGTON ST Rte 1 S  / COMO DR,,1.0,HYUN,ELANTR,2008.0,,2.0,26.0,Not ejected,No injury,Passenger,M - Male
4295853,ATTLEBORO,12/04/2016,Closed,7:13 PM,2.0,0.0,BRISTOL,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.92643865,-71.35554123,, WASHINGTON ST Rte 1 S  / COMO DR,,2.0,FORD,,2013.0,(89/8),3.0,19.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4295944,FALMOUTH,11/19/2016,Closed,11:23 PM,1.0,0.0,BARNSTABLE,No hit and run," V1:(Collision with overhead sign support),(Collision with utility pole)",41.55853542,-70.59961006,96, DAVIS STRAITS,,1.0,MERZ,,1998.0,"(89 4A),(90 24),(90 24L)",1.0,35.0,Not ejected,No injury,Driver,F - Female
4295944,FALMOUTH,11/19/2016,Closed,11:23 PM,1.0,0.0,BARNSTABLE,No hit and run," V1:(Collision with overhead sign support),(Collision with utility pole)",41.55853542,-70.59961006,96, DAVIS STRAITS,,1.0,MERZ,,1998.0,,2.0,60.0,Not ejected,No injury,Passenger,M - Male
4295944,FALMOUTH,11/19/2016,Closed,11:23 PM,1.0,0.0,BARNSTABLE,No hit and run," V1:(Collision with overhead sign support),(Collision with utility pole)",41.55853542,-70.59961006,96, DAVIS STRAITS,,1.0,MERZ,,1998.0,,3.0,66.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,M - Male
4295944,FALMOUTH,11/19/2016,Closed,11:23 PM,1.0,0.0,BARNSTABLE,No hit and run," V1:(Collision with overhead sign support),(Collision with utility pole)",41.55853542,-70.59961006,96, DAVIS STRAITS,,1.0,MERZ,,1998.0,,4.0,52.0,Not ejected,No injury,Passenger,M - Male
4295944,FALMOUTH,11/19/2016,Closed,11:23 PM,1.0,0.0,BARNSTABLE,No hit and run," V1:(Collision with overhead sign support),(Collision with utility pole)",41.55853542,-70.59961006,96, DAVIS STRAITS,,1.0,MERZ,,1998.0,,5.0,34.0,Not ejected,No injury,Passenger,F - Female
4296013,STERLING,12/05/2016,Closed,9:58 PM,1.0,0.0,WORCESTER,No hit and run, V1:(Collision with tree),,,, CHACE HILL ROAD,,1.0,FORD,,2005.0,,1.0,24.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296159,CHELSEA,11/28/2016,Closed,12:54 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.39090146,-71.02265555,, EASTERN AVENUE / GRIFFIN WAY,,1.0,NISS,ALTIMA,2010.0,"(90 17),(90 24I)",1.0,27.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296159,CHELSEA,11/28/2016,Closed,12:54 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.39090146,-71.02265555,, EASTERN AVENUE / GRIFFIN WAY,,2.0,MCI,D4505,2008.0,(89 8),2.0,47.0,Not ejected,No injury,Driver,M - Male
4296159,CHELSEA,11/28/2016,Closed,12:54 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.39090146,-71.02265555,, EASTERN AVENUE / GRIFFIN WAY,,1.0,NISS,ALTIMA,2010.0,,3.0,27.0,Not ejected,Non-fatal injury - Non-incapacitating,Passenger,M - Male
4296159,CHELSEA,11/28/2016,Closed,12:54 AM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.39090146,-71.02265555,, EASTERN AVENUE / GRIFFIN WAY,,1.0,NISS,ALTIMA,2010.0,,4.0,25.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,F - Female
4296236,WAYLAND,10/07/2016,Closed,11:39 AM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with pedestrian),42.33184063,-71.36149563,, MAIN STREET Rte 27 / SCHOOL STREET,,1.0,CHEV,MALIBU,2004.0,,1.0,72.0,Not ejected,No injury,Driver,F - Female
4296236,WAYLAND,10/07/2016,Closed,11:39 AM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with pedestrian),42.33184063,-71.36149563,, MAIN STREET Rte 27 / SCHOOL STREET,,1.0,CHEV,MALIBU,2004.0,,2.0,39.0,Not ejected,No injury,Passenger,F - Female
4296236,WAYLAND,10/07/2016,Closed,11:39 AM,1.0,0.0,MIDDLESEX,No hit and run, V1:(Collision with pedestrian),42.33184063,-71.36149563,, MAIN STREET Rte 27 / SCHOOL STREET,,,,,,,3.0,,,Non-fatal injury - Incapacitating,Vulnerable User,Not reported
4296297,BOSTON,11/09/2016,Closed,2:00 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with cyclist),42.35059242,-71.15529237,, PARSONS STREET / SURREY STREET,,1.0,HOND,,2001.0,,1.0,30.0,Unknown,No injury,Driver,F - Female
4296297,BOSTON,11/09/2016,Closed,2:00 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with cyclist),42.35059242,-71.15529237,, PARSONS STREET / SURREY STREET,,,,,,,2.0,16.0,,Non-fatal injury - Incapacitating,Vulnerable User,Not reported
4296335,DEDHAM,12/08/2016,Closed,9:39 PM,3.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with tree) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.24977858,-71.17112145,, BOSTON PROVIDENCE TURNPIKE / VETERANS OF FOREIGN WARS PARKWAY ROTARY / WASHINGTON STREET,,1.0,TOYT,,2001.0,,1.0,26.0,Not ejected,Non-fatal injury - Possible,Driver,M - Male
4296335,DEDHAM,12/08/2016,Closed,9:39 PM,3.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with tree) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.24977858,-71.17112145,, BOSTON PROVIDENCE TURNPIKE / VETERANS OF FOREIGN WARS PARKWAY ROTARY / WASHINGTON STREET,,2.0,INFI,,2008.0,,2.0,31.0,Not ejected,Non-fatal injury - Possible,Driver,F - Female
4296335,DEDHAM,12/08/2016,Closed,9:39 PM,3.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with tree) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.24977858,-71.17112145,, BOSTON PROVIDENCE TURNPIKE / VETERANS OF FOREIGN WARS PARKWAY ROTARY / WASHINGTON STREET,,2.0,INFI,,2008.0,,3.0,39.0,Not ejected,Non-fatal injury - Possible,Passenger,M - Male
4296335,DEDHAM,12/08/2016,Closed,9:39 PM,3.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with tree) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.24977858,-71.17112145,, BOSTON PROVIDENCE TURNPIKE / VETERANS OF FOREIGN WARS PARKWAY ROTARY / WASHINGTON STREET,,3.0,HOND,ACCORD,2016.0,(89 9D),4.0,35.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4296373,BROOKLINE,12/10/2016,Closed,2:43 AM,1.0,0.0,NORFOLK,No hit and run," V1:(Collision with median barrier),(Collision with light  pole or other post/support),(Collision with tree)",42.30907402,-71.16546443,, NEWTON STREET / PRINCETON ROAD,,1.0,TOYT,,2013.0,,1.0,69.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4296479,PAXTON,07/31/2016,Closed,8:03 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.31526901,-71.91933609,, GROVE ST / MAPLE ST,,1.0,CHEV,,2006.0,,1.0,66.0,Not ejected,No injury,Driver,M - Male
4296479,PAXTON,07/31/2016,Closed,8:03 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.31526901,-71.91933609,, GROVE ST / MAPLE ST,,2.0,SUBA,LEGACY,2002.0,,2.0,58.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4296479,PAXTON,07/31/2016,Closed,8:03 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.31526901,-71.91933609,, GROVE ST / MAPLE ST,,2.0,SUBA,LEGACY,2002.0,,3.0,56.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,F - Female
4296479,PAXTON,07/31/2016,Closed,8:03 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.31526901,-71.91933609,, GROVE ST / MAPLE ST,,2.0,SUBA,LEGACY,2002.0,,4.0,17.0,Not ejected,No injury,Passenger,M - Male
4296479,PAXTON,07/31/2016,Closed,8:03 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.31526901,-71.91933609,, GROVE ST / MAPLE ST,,2.0,SUBA,LEGACY,2002.0,,5.0,58.0,Not ejected,Non-fatal injury - Non-incapacitating,Passenger,F - Female
4296505,BOSTON,11/17/2016,Closed,6:46 AM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with curb) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.331273,-71.07486722,, MELNEA CASS BOULEVARD, HAMPDEN STREET,1.0,TOYT,MATRIX,2008.0,,1.0,35.0,Not ejected,Unknown,Driver,F - Female
4296505,BOSTON,11/17/2016,Closed,6:46 AM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with curb) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.331273,-71.07486722,, MELNEA CASS BOULEVARD, HAMPDEN STREET,2.0,KIA,OPTIMA,2014.0,,2.0,52.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296505,BOSTON,11/17/2016,Closed,6:46 AM,3.0,0.0,SUFFOLK,No hit and run," V1:(Collision with motor vehicle in traffic),(Collision with curb) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)",42.331273,-71.07486722,, MELNEA CASS BOULEVARD, HAMPDEN STREET,3.0,DODGE,,2011.0,,3.0,58.0,Not ejected,No injury,Driver,M - Male
4296566,HARVARD,12/11/2016,Closed,1:37 PM,1.0,0.0,WORCESTER,No hit and run," V1:(Collision with other movable object),(Collision with tree)",42.48193382,-71.56781744,, STOW ROAD, MURRAY LANE,1.0,CHEV,,2013.0,,1.0,90.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296606,NEW BEDFORD,12/08/2016,Closed,5:37 PM,1.0,1.0,BRISTOL,No hit and run, V1:(Collision with pedestrian),41.61618799,-70.91867459,120, COVE ST,,1.0,VOLV,,2005.0,,1.0,25.0,Not ejected,No injury,Driver,F - Female
4296606,NEW BEDFORD,12/08/2016,Closed,5:37 PM,1.0,1.0,BRISTOL,No hit and run, V1:(Collision with pedestrian),41.61618799,-70.91867459,120, COVE ST,,,,,,,2.0,57.0,,Fatal injury (K),Vulnerable User,M - Male
4296633,MIDDLETON,11/24/2016,Closed,2:45 AM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic),42.62060252,-71.03811417,, ESSEX STREET, EDDINGTON STREET,1.0,NISS,MAXIMA,2016.0,,1.0,50.0,Not ejected,Unknown,Driver,F - Female
4296633,MIDDLETON,11/24/2016,Closed,2:45 AM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic),42.62060252,-71.03811417,, ESSEX STREET, EDDINGTON STREET,1.0,NISS,MAXIMA,2016.0,,2.0,54.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,M - Male
4296653,BOSTON,11/12/2016,Closed,8:35 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.32031269,-71.07144697,595, DUDLEY STREET,,1.0,TOYT,CAMRY,1997.0,,1.0,71.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4296653,BOSTON,11/12/2016,Closed,8:35 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.32031269,-71.07144697,595, DUDLEY STREET,,1.0,TOYT,CAMRY,1997.0,,2.0,61.0,Not ejected,Non-fatal injury - Incapacitating,Passenger,F - Female
4296653,BOSTON,11/12/2016,Closed,8:35 PM,2.0,0.0,SUFFOLK,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.32031269,-71.07144697,595, DUDLEY STREET,,2.0,MAZD,6,2012.0,(89 4A),3.0,41.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296706,MIDDLETON,11/15/2016,Closed,8:50 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.58050827,-71.001851,206, SOUTH MAIN STREET Rte 114 W,,1.0,FORD,,2005.0,,1.0,27.0,Not ejected,No injury,Driver,M - Male
4296706,MIDDLETON,11/15/2016,Closed,8:50 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.58050827,-71.001851,206, SOUTH MAIN STREET Rte 114 W,,2.0,TOYT,COROLL,2007.0,,2.0,43.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296717,LAKEVILLE,12/09/2016,Closed,1:00 PM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.87341539,-70.95340825,, BEDFORD STREET Rte 18 / RHODE ISLAND ROAD Rte 79,,1.0,SUBA,OUTBAC,2011.0,(89 9D),1.0,46.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4296717,LAKEVILLE,12/09/2016,Closed,1:00 PM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.87341539,-70.95340825,, BEDFORD STREET Rte 18 / RHODE ISLAND ROAD Rte 79,,2.0,FRHT,SD,2013.0,,2.0,50.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296719,PAXTON,10/11/2016,Closed,10:37 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.3074811,-71.92433018,628, PLEASANT STREET,,1.0,MACK,600,1992.0,,1.0,42.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4296719,PAXTON,10/11/2016,Closed,10:37 AM,2.0,0.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.3074811,-71.92433018,628, PLEASANT STREET,,2.0,CHEV,,2011.0,(89 4A),2.0,22.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4296943,CAMBRIDGE,12/09/2016,Closed,12:45 PM,1.0,0.0,MIDDLESEX,"Yes, hit and run", V1:(Collision with pedestrian),42.39010188,-71.14219132,, TERMINAL RD, ALEWIFE BROOK PARKWAY,,,,,,1.0,29.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4296943,CAMBRIDGE,12/09/2016,Closed,12:45 PM,1.0,0.0,MIDDLESEX,"Yes, hit and run", V1:(Collision with pedestrian),42.39010188,-71.14219132,, TERMINAL RD, ALEWIFE BROOK PARKWAY,1.0,FORD,,2004.0,,2.0,,,,Driver,
4297059,ANDOVER,11/30/2016,Closed,5:20 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.61399117,-71.12395412,463, SO MAIN ST,,1.0,TOYT,,2010.0,,1.0,36.0,Not ejected,No injury,Driver,F - Female
4297059,ANDOVER,11/30/2016,Closed,5:20 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.61399117,-71.12395412,463, SO MAIN ST,,2.0,HYUN,ACCENT,2004.0,,2.0,42.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4297075,HINGHAM,12/05/2016,Closed,11:14 AM,1.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with pedestrian),42.25592847,-70.86469193,28, GEORGE WASHINGTON BOULEVARD,,1.0,FORD,,2016.0,,1.0,23.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4297075,HINGHAM,12/05/2016,Closed,11:14 AM,1.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with pedestrian),42.25592847,-70.86469193,28, GEORGE WASHINGTON BOULEVARD,,,,,,,2.0,56.0,,Fatal injury (K),Vulnerable User,F - Female
4297104,SPRINGFIELD,12/06/2016,Closed,3:55 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.10148921,-72.58160707,, UNION ST / MAPLE ST,,1.0,TOYT,,2006.0,"(89 11),(90 9)",1.0,26.0,Not ejected,No injury,Driver,M - Male
4297104,SPRINGFIELD,12/06/2016,Closed,3:55 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.10148921,-72.58160707,, UNION ST / MAPLE ST,,1.0,TOYT,,2006.0,,2.0,,Not ejected,No injury,Passenger,M - Male
4297104,SPRINGFIELD,12/06/2016,Closed,3:55 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.10148921,-72.58160707,, UNION ST / MAPLE ST,,1.0,TOYT,,2006.0,,3.0,,Not ejected,No injury,Passenger,M - Male
4297104,SPRINGFIELD,12/06/2016,Closed,3:55 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.10148921,-72.58160707,, UNION ST / MAPLE ST,,,,,,,4.0,63.0,,Non-fatal injury - Incapacitating,Vulnerable User,F - Female
4297106,SPRINGFIELD,12/06/2016,Closed,5:16 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.15594181,-72.50373463,, HAMPSHIRE STREET / OAK STREET,,1.0,DODG,,2011.0,,1.0,64.0,Not ejected,No injury,Driver,M - Male
4297106,SPRINGFIELD,12/06/2016,Closed,5:16 PM,1.0,0.0,HAMPDEN,No hit and run, V1:(Collision with pedestrian),42.15594181,-72.50373463,, HAMPSHIRE STREET / OAK STREET,,,,,,,2.0,21.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4297132,SPRINGFIELD,12/08/2016,Closed,8:19 PM,3.0,0.0,HAMPDEN,No hit and run," V1:(Collision with curb),(Collision with highway traffic sign post),(Collision with parked motor vehicle),(Collision with guardrail) V2:(Collision with motor vehicle in traffic),(Collision with parked motor vehicle) V3:(Collision with parked motor vehicle)",42.11285263,-72.57869279,, MAGAZINE ST / ARMORY ST,,1.0,KIA,,2007.0,"(89 4A),(90 23)",1.0,30.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4297132,SPRINGFIELD,12/08/2016,Closed,8:19 PM,3.0,0.0,HAMPDEN,No hit and run," V1:(Collision with curb),(Collision with highway traffic sign post),(Collision with parked motor vehicle),(Collision with guardrail) V2:(Collision with motor vehicle in traffic),(Collision with parked motor vehicle) V3:(Collision with parked motor vehicle)",42.11285263,-72.57869279,, MAGAZINE ST / ARMORY ST,,2.0,MERZ,,2003.0,,2.0,,Not reported,Not reported,Driver,Not reported
4297132,SPRINGFIELD,12/08/2016,Closed,8:19 PM,3.0,0.0,HAMPDEN,No hit and run," V1:(Collision with curb),(Collision with highway traffic sign post),(Collision with parked motor vehicle),(Collision with guardrail) V2:(Collision with motor vehicle in traffic),(Collision with parked motor vehicle) V3:(Collision with parked motor vehicle)",42.11285263,-72.57869279,, MAGAZINE ST / ARMORY ST,,3.0,SUBA,,2001.0,,3.0,,Not reported,Not reported,Driver,Not reported
4297184,HALIFAX,11/09/2016,Closed,4:13 PM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.96814437,-70.84900897,33, FRANKLIN STREET,,1.0,NISSAN,,2012.0,,1.0,47.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4297184,HALIFAX,11/09/2016,Closed,4:13 PM,2.0,0.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.96814437,-70.84900897,33, FRANKLIN STREET,,2.0,VOLK,PASSAT,2005.0,,2.0,40.0,Not ejected,Non-fatal injury - Non-incapacitating,Driver,M - Male
4297193,ANDOVER,11/30/2016,Closed,1:38 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.69010813,-71.20955275,139, RIVER ROAD,,1.0,FREI,,2007.0,,1.0,48.0,Not ejected,No injury,Driver,Not reported
4297193,ANDOVER,11/30/2016,Closed,1:38 PM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.69010813,-71.20955275,139, RIVER ROAD,,2.0,HYUN,XG350,2004.0,"(89 9 A),(90 17 A),(90 9 A)",2.0,62.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4297235,NORTHAMPTON,12/07/2016,Closed,4:55 PM,1.0,0.0,HAMPSHIRE,No hit and run, V1:(Collision with pedestrian),42.3383049,-72.64945285,, HATFIELD STREET / BRIDGE ROAD,,1.0,HYUN,ELANTR,2014.0,(89 11),1.0,52.0,Not ejected,No injury,Driver,F - Female
4297235,NORTHAMPTON,12/07/2016,Closed,4:55 PM,1.0,0.0,HAMPSHIRE,No hit and run, V1:(Collision with pedestrian),42.3383049,-72.64945285,, HATFIELD STREET / BRIDGE ROAD,,,,,,,2.0,34.0,,Non-fatal injury - Incapacitating,Vulnerable User,M - Male
4297236,BOSTON,11/30/2016,Closed,10:35 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.35124384,-71.0730702,, BERKELEY STREET / BOYLSTON STREET,,1.0,TOYOTA,,2014.0,(89 11),1.0,52.0,Not ejected,No injury,Driver,M - Male
4297236,BOSTON,11/30/2016,Closed,10:35 PM,1.0,0.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.35124384,-71.0730702,, BERKELEY STREET / BOYLSTON STREET,,,,,,,2.0,,,Non-fatal injury - Incapacitating,Vulnerable User,Not reported
4297255,SALEM,11/20/2016,Closed,1:47 AM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with work zone maintenance equipment),42.50413331,-70.88998287,354, LAFAYETTE STREET,,1.0,HYUN,,2016.0,"(89 4),(90 13)",1.0,24.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4297370,PEABODY,11/11/2016,Closed,4:35 PM,1.0,0.0,ESSEX,No hit and run, V1:(Collision with light  pole or other post/support),42.55487298,-70.97626333,, AVALON BAY DRIVE, CRANE BROOK WAY,1.0,CHEV,,2004.0,"(90/24/C),(90/24/E),(90/24/F),(94C/34/A)",1.0,31.0,Not ejected,Non-fatal injury - Incapacitating,Driver,M - Male
4297384,DANVERS,09/10/2016,Closed,10:26 AM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.56509141,-70.95121219,, HOBART ST / PINE ST,,1.0,HOND,,2004.0,(A8/S8),1.0,87.0,Not ejected,Non-fatal injury - Incapacitating,Driver,F - Female
4297384,DANVERS,09/10/2016,Closed,10:26 AM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.56509141,-70.95121219,, HOBART ST / PINE ST,,2.0,CHEV,,2013.0,,2.0,86.0,Not ejected,No injury,Driver,M - Male
4297465,DANVERS,09/27/2016,Closed,7:08 PM,3.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.56526835,-70.92289512,, ELLIOTT ST Rte 62 W  / Rte 128 N,,1.0,CHRY,PACIFI,2005.0,,1.0,19.0,Not ejected,No injury,Driver,M - Male
4297465,DANVERS,09/27/2016,Closed,7:08 PM,3.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.56526835,-70.92289512,, ELLIOTT ST Rte 62 W  / Rte 128 N,,1.0,CHRY,PACIFI,2005.0,,2.0,18.0,Not ejected,No injury,Passenger,F - Female
4297465,DANVERS,09/27/2016,Closed,7:08 PM,3.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),42.56526835,-70.92289512,, ELLIOTT ST Rte 62 W  / Rte 128 N,,2.0,CHEV,,2014.0,,3.0,40.0,Not ejected,No injury,Driver,M - Male
