id,dt,lat,lon,city,county,street_1,street_2,crash_type,death_count,severity
20080101I-2008-000992,2008-01-22 23:15:00,39.42987,74.52283,ABSECON CITY,ATLANTIC,ATLANTIC COUNTY 651,CR 685,03,0,I
20080101I-2008-013612,2008-10-25 01:20:00,39.42292,74.49960,ABSECON CITY,ATLANTIC,US 30,RT 157,13,0,I
20080101I-2008-015520,2008-12-13 19:36:00,39.43173,74.51092,ABSECON CITY,ATLANTIC,US 30,CR 651 / MILL RD,13,0,I
2008010208-029128,2008-03-09 23:08:00,39.37395,74.43181,ATLANTIC CITY,ATLANTIC,NJ 187,NORTH CAROLINA AVENUE,14,0,I
2008010208-049914,2008-04-08 08:14:00,39.36110,74.43058,ATLANTIC CITY,ATLANTIC,ATLANTIC AVE,KENTUCKY AVENUE,13,0,I
2008010208-051766,2008-05-02 16:17:00,39.37605,74.44815,ATLANTIC CITY,ATLANTIC,US 30,GRAMMERCY AVENUE,03,0,I
2008010208-059535,2008-05-19 13:51:00,39.35612,74.45182,ATLANTIC CITY,ATLANTIC,MADISON AVE,MONTPELIER AVENUE,02,0,I
2008010208-063708,2008-05-28 10:08:00,39.34801,74.45810,ATLANTIC CITY,ATLANTIC,ATLANTIC AVE,WINDSOR AVENUE,11,0,I
2008010208-087177,2008-07-13 21:26:00,39.36719,74.43306,ATLANTIC CITY,ATLANTIC,NEW YORK AVE,ADRIATIC AVENUE,03,0,I
2008010208-115539,2008-09-03 20:59:00,39.38074,74.42902,ATLANTIC CITY,ATLANTIC,NJ 87,,13,0,I
2008010208-11638,2008-11-21 21:46:00,39.35845,74.46605,ATLANTIC CITY,ATLANTIC,ATLANTIC COUNTY 629,RALEIGH AVENUE,04,0,I
2008010208-117469,2008-09-07 14:13:00,39.35612,74.45182,ATLANTIC CITY,ATLANTIC,MADISON AVE,MONTPELIAR AVENUE,03,0,I
2008010208-154165,2008-11-28 00:07:00,39.35570,74.45838,ATLANTIC CITY,ATLANTIC,US 40,PORTER AVE,13,0,I
20080102A160-2008-00046A,2008-01-28 07:12:00,39.36751,74.46005,ATLANTIC CITY,ATLANTIC,ATLANTIC CITY EXPRESSWAY,,11,0,I
20080104I-2008-00550,2008-01-17 23:17:00,39.51140,74.94333,BUENA BORO,ATLANTIC,ATLANTIC COUNTY 619,CR 627,04,0,I
20080104I-2008-01558,2008-02-12 15:55:00,39.52872,74.96115,BUENA BORO,ATLANTIC,ATLANTIC COUNTY 672,FOREST GROVE ROAD,03,0,I
20080104I-2008-06114,2008-06-15 16:23:00,39.53298,74.94745,BUENA BORO,ATLANTIC,US 40,AC 627,07,0,I
20080105A090-2008-00090A,2008-03-22 13:01:00,39.53642,74.91192,BUENA VISTA TWP,ATLANTIC,ATLANTIC COUNTY 690,RT 54,11,0,I
20080105A090-2008-00102A,2008-04-07 00:05:00,39.43888,74.85626,BUENA VISTA TWP,ATLANTIC,ROUTE 557,CR 552,01,0,I
20080105A090-2008-00277A,2008-09-15 14:03:00,39.58496,74.86236,BUENA VISTA TWP,ATLANTIC,NJ 54,,02,0,I
20080105A090200800206,2008-07-10 13:35:00,39.49123,74.86891,BUENA VISTA TWP,ATLANTIC,US 40,,13,0,I
200801072008-0048,2008-01-03 08:18:00,39.52835,74.64700,EGG HARBOR CITY,ATLANTIC,US 30,RT 50,07,0,I
200801072008-0137,2008-01-07 11:50:00,39.52854,74.64727,EGG HARBOR CITY,ATLANTIC,US 30,FIFTH TERRACE,01,0,I
200801072008-0604,2008-01-24 14:46:00,39.52874,74.64755,EGG HARBOR CITY,ATLANTIC,US 30,FIFTH TERRACE,07,0,I
200801072008-1110,2008-02-14 08:11:00,39.52139,74.64056,EGG HARBOR CITY,ATLANTIC,ATLANTIC AVE,NEW ORLEANS AVENUE,03,0,I
200801072008-4721,2008-06-13 14:01:00,39.57429,74.59102,EGG HARBOR CITY,ATLANTIC,ROUTE 563,CR 624,10,0,I
200801072008-5291,2008-07-01 13:45:00,39.52543,74.64280,EGG HARBOR CITY,ATLANTIC,US 30,ST. LOUIS AVE,03,0,I
200801072008-6263,2008-07-29 15:45:00,39.53359,74.65452,EGG HARBOR CITY,ATLANTIC,US 30,HAMBURG AVENUE,07,0,I
2008010808-10051,2008-02-21 11:24:00,39.38212,74.49894,EGG HARBOR TWP,ATLANTIC,US 40,FOX PL,13,0,I
2008010808-17214,2008-03-26 08:13:00,39.39384,74.55924,EGG HARBOR TWP,ATLANTIC,ROUTE 563,CR 651,11,0,I
