id,vehicle_number,position,occupant_number,age,sex,condition
200901072009-2073,1,01,1,53,F,02
200901072009-2073,2,01,2,21,F,02
200901072009-2073,2,03,3,32,M,02
200901072009-5625,1,01,1,42,F,02
2009010809-007356,1,01,1,48,M,02
2009010809-040192,1,11,1,34,M,02
2009010809-045671,1,01,1,37,M,02
2009010809-045671,2,01,2,29,M,02
2009010809-074501,1,01,1,44,M,  
2009010809-074501,1,03,2,46,F,  
2009010809-13305,1,01,1,33,F,02
2009010809-13305,1,04,2,5,F,04
2009010809-13305,2,01,3,29,M,02
2009010809-13305,2,03,4,26,F,02
2009010809-14028,1,01,1,23,M,02
2009010809-14028,1,03,2,38,F,02
2009010809-34179,1,01,1,29,M,02
2009010809-34179,1,03,2,17,F,03
2009010809-41916,1,01,1,37,M,  
2009010809-41916,2,01,2,71,F,02
2009010809-43930,1,01,1,38,M,02
2009010809-47830,1,01,1,32,M,  
2009010809-53095,1,01,1,59,F,  
2009010809-56100,1,01,1,61,M,  
2009010809-56100,1,03,2,15,M,  
2009010809-56100,2,01,3,17,M,02
2009010809-56100,2,03,4,17,M,03
2009010809-56100,2,06,5,17,M,03
2009010809-7369,1,01,1,30,F,02
2009010809-75685,1,01,1,30,F,04
2009010809-75685,2,01,2,30,F,02
2009010809-75685,3,01,3,66,M,04
2009010809-75685,3,03,4,36,M,04
2009010809-75685,4,01,5,52,F,04
2009010809-76975,1,01,1,30,M,  
2009010809-76975,1,03,2,12,M,  
2009010809-76975,1,06,3,6,F,  
20090108E030200900853A,1,01,1,28,M,03
20090108E030200900853A,1,03,2,31,M,02
200901112009-00000328,1,01,1,46,F,04
200901112009-00000328,2,01,2,72,F,  
200901112009-00000328,3,01,3,23,M,02
200901112009-00006351,1,01,1,20,M,02
200901112009-00006351,1,03,2,, ,03
200901112009-00006351,2,01,3,18,M,02
200901112009-00009499,1,01,1,73,M,02
200901112009-00009499,2,01,2,64,M,  
200901112009-00009634,1,01,1,34,F,  
200901112009-00009634,1,03,2,38,M,  
200901112009-00011918,1,01,1,54,M,02
200901112009-00013173,1,01,1,49,M,02
200901112009-00013173,2,01,2,65,M,04
200901112009-00013664,1,01,1,23,M,02
200901112009-00013664,2,01,2,34,F,  
200901112009-00013987,1,01,1,33,F,04
200901112009-00013987,2,01,2,23,F,02
200901112009-00014533,1,01,1,20,F,  
200901112009-00019722,1,01,1,21,M,02
200901112009-00019808,1,01,1,40,F,03
200901112009-00019808,2,01,2,20,F,02
200901112009-00020202,1,01,1,23,M,  
200901112009-00020202,1,03,2,20,M,03
200901112009-00020202,2,01,3,73,F,02
200901112009-00020202,2,03,4,80,F,04
200901112009-00022376,1,01,1,49,M,02
20090111E030-2009-00085A,1,01,1,33,M,02
20090111E030-2009-00085A,1,03,2,36,F,02
20090111E030-2009-00085A,1,04,3,29,M,02
20090111E030-2009-00085A,1,06,4,31,F,02
2009011209-19955,1,01,1,22,F,02
2009011209-30496,1,01,1,44,M,02
2009011209-38548,1,01,1,12,M,02
2009011209-40142,1,01,1,38,M,02
2009011209-46033,1,01,1,25,M,02
2009011209-46033,1,03,2,22,F,  
2009011209-46033,1,04,3,21,F,04
2009011209-46033,1,06,4,24,M,04
2009011209-60745,1,01,1,37,M,02
2009011209-62371,1,01,1,38,F,03
2009011209-62371,1,03,2,46,M,03
2009011209-62371,1,07,3,4,F,04
2009011209-62371,1,09,4,2,F,02
2009011209-65423,1,01,1,24,M,02
2009011209-65423,2,01,2,45,M,  
2009011209-65423,3,01,3,46,F,  
2009011209-65423,3,03,4,10,M,04
20090113I-2009-04638,1,01,1,43,F,03
20090113I-2009-08723,1,01,1,43,F,02
20090113I-2009-08723,2,01,2,43,M,04
20090113I-2009-12031,1,01,1,22,F,03
20090113I-2009-12031,1,03,2,25,M,04
20090113I-2009-12031,2,01,3,76,F,03
20090113I-2009-12031,2,03,4,89,M,02
20090113I-2009-21292,1,01,1,18,F,  
20090113I-2009-21292,1,03,2,18,M,  
20090113I-2009-22020,1,01,1,51,F,04
20090114I-2009-01094,1,01,1,33,F,02
20090114I-2009-01094,1,03,2,65,F,  
20090114I-2009-01094,2,01,3,21,F,04
20090114I-2009-01094,2,03,4,19,M,  
20090114I-2009-01094,2,04,5,19,F,03
20090114I-2009-04184,1,01,1,49,M,02
20090114I-2009-04184,2,01,2,68,M,03
20090114I-2009-05169,1,01,1,29,M,02
2009011609-11854,1,01,1,60,F,  
2009011609-15893,1,01,1,43,M,02
20090117I-2009-015534,1,01,1,27,M,00
20090117I-2009-015534,1,03,2,40,F,00
20090117I-2009-015534,1,10,3,34,F,02
20090117I-2009-015534,1,10,4,40,M,00
20090117I-2009-015534,1,10,5,9,M,00
200901192009-2?013,1,01,1,42,M,  
200901192009-2?013,2,01,2,19,F,02
20090121E030-09-1402A,1,01,1,38,M,02
20090121E030-09-1402A,1,03,2,34,M,04
20090122I-2009-15897,1,01,1,34,F,  
20090122I-2009-15897,1,03,2,13,M,  
20090122I-2009-15897,1,04,3,7,F,  
20090122I-2009-15897,1,06,4,7,F,  
20090123A090200900130A,1,01,1,31,M,02
20090123A090200900130A,2,01,2,20,F,  
2009020209-48,1,01,1,58,M,  
20090202PI-09-1825,1,01,1,49,M,02
200902042009-10822,1,01,1,21,M,03
200902042009-10822,1,02,2,18,F,04
200902042009-10822,1,04,3,21,M,02
200902042009-10822,1,05,4,21,M,  
200902042009-8958,1,01,1,46,M,  
200902042009-8958,1,02,2,44,F,  
2009020509-000538,1,01,1,69,M,04
2009020509-002001,1,01,1,39,M,02
2009020509-002001,2,01,2,39,M,  
2009020509-004935,1,01,1,43,M,  
2009020509-004935,1,11,2,48,M,02
2009020609-20151,2,01,1,49,M,  
2009020609-20151,2,03,2,51,F,  
200902062009-249,1,01,1,78,M,02
200902062009-324,1,01,1,25, ,  
200902062009-365,1,01,1,74,M,  
200902072009-003923,1,01,1,72, ,03
200902072009-003923,2,01,2,18,M,02
200902072009-003923,2,02,3,17, ,  
200902112009-006559,1,01,1,63,M,  
200902112009-011232,1,01,1,24,M,  
200902112009-028286,1,01,1,48,M,02
200902112009-033521,2,01,1,78,M,02
200902112009-038176,1,03,1,22,F,02
200902112009-038176,2,03,2,81,M,04
20090212BC-09-080974,1,01,1,63,M,02
20090212ER-09-08121,1,01,1,31,M,  
20090212ER-09-08121,1,03,2,22,M,  
20090212ER-09-10721,1,01,1,29,M,  
20090212ER-09-10721,1,03,2,29,F,03
200902142009-31222,1,01,1,20,F,02
200902142009-31222,1,03,2,18,M,02
200902142009-31222,2,01,3,50,F,  
20090215BC-09-009655,1,01,1,20,M,02
20090215BC-09-009655,1,03,2,17,F,03
20090215BC-09-027185,1,01,1,19,M,  
20090215BC-09-027185,2,01,2,88,F,02
20090215R211(A)09,1,01,1,71,M,02
20090215R618-09,1,01,1,24,F,02
20090215R618-09,2,01,2,19,F,  
20090215R647(A)09,1,01,1,65,F,04
20090215R647(A)09,1,03,2,58,F,04
20090215R647(A)09,2,03,3,84,F,02
20090215R667-09,1,01,1,47,F,  
20090216PI-09-3204,1,01,1,20,M,02
20090216PI-09-3204,1,03,2,21,M,  
20090216PI-09-3204,1,06,3,16,M,  
2009021709-09792,1,01,1,42,F,  
2009021709-1079,1,01,1,27,M,02
2009021709-1079,2,01,2,46,M,04
2009021709-19800,1,01,1,54,M,  
2009021709-19800,1,03,2,77,F,  
2009021709-19800,1,06,3,46,F,  
2009021809-11810-AC,1,01,1,50,M,  
2009021809-11898-AC,1,01,1,66,M,  
2009021809-11898-AC,2,01,2,30,M,02
2009021809-5657-AC,1,01,1,30,M,  
20090219I-2009-007355,1,01,1,58,F,  
20090219I-2009-035278,1,01,1,55,M,02
20090219I-2009-046898,1,01,1,51,M,04
20090219I-2009-046898,2,01,2,51,F,02
20090219I-2009-057608,1,01,1,35,F,  
20090219I-2009-057608,1,05,2,1,F,  
2009022009-10084,1,01,1,19,M,  
2009022009-10084,2,01,2,45,M,02
2009022009-10084,3,01,3,23,M,03
2009022009-1448,1,01,1,52,M,04
2009022009-1448,2,01,2,58,M,  
2009022009-1448,2,03,3,51,F,02
2009022009-4996,1,01,1,53,M,02
2009022009-9770,1,01,1,78,M,02
2009022009-9770,2,01,2,51,M,  
20090221I-2009-002662,1,01,1,27,M,04
20090221I-2009-002662,2,01,2,58,M,02
20090221I-2009-003445,1,01,1,16,F,  
20090221I-2009-003445,1,03,2,39,M,  
20090221I-2009-003445,1,06,3,13,F,  
20090221I-2009-030893,1,01,1,17,M,  
2009022309-14332,1,01,1,29,F,02
2009022309-16356,1,01,1,30,M,  
2009022309-16356,1,05,2,2,M,  
200902230913530,1,01,1,21,F,  
200902230913530,2,01,2,68,F,  
200902230913530,2,03,3,67,M,02
200902230920021,1,01,1,31,M,  
200902230920021,2,01,2,27,F,04
200902230920021,3,01,3,72,M,02
200902230924775,1,01,1,55,M,02
200902230924775,1,03,2,15,M,  
200902230924775,1,04,3,10,F,  
200902230924775,1,06,4,38,F,  
200902230924775,2,01,5,50,F,  
20090225BC-09-031129,1,01,1,61,M,  
20090225BC-09-031129,2,01,2,23,M,02
20090225BC09-026025,1,01,1,24,F,04
20090225BC09-026025,1,03,2,25,F,04
20090225BC09-026025,2,01,3,18,F,04
20090225BC09-026025,2,03,4,18,M,02
20090225I-2009-01890,1,01,1,40,M,  
20090225I-2009-01890,2,01,2,52,M,02
20090225I-2009-01890,2,03,3,41,F,03
20090225I-2009-01890,2,05,4,11,F,04
20090225I-2009-01890,2,06,5,6,F,04
20090225I-2009-08125,1,01,1,18,M,02
200902270910689,2,01,1,78,M,  
200902270912971,1,01,1,77,M,03
200902270912971,1,03,2,75,F,02
200902270912971,2,01,3,32,M,04
200902270912971,2,03,4,33,M,04
2009022909-08529-144,1,01,1,50,M,  
2009022909-10069-175,1,01,1,59,M,  
2009022909-10244-177,1,01,1,59,M,02
2009022909-10244-177,2,02,2,43,F,  
2009022909-10244-177,3,03,3,33,F,04
200902302009-30322,1,01,1,24,F,  
200902312009-007172,1,01,1,26,M,02
200902312009-013873,2,01,1,52,M,02
20090231B060-2009-01297A,1,01,1,62,M,  
20090231B060-2009-01297A,2,01,2,52,M,02
2009023309-07281,1,01,1,23,M,  
2009023309-13800,1,01,1,31,M,  
2009023309-13935,1,01,1,29,M,02
2009023309-14005,1,01,1,19,M,03
2009023309-14005,1,03,2,15,F,03
2009023309-14005,1,04,3,23,M,02
2009023309-14005,1,06,4,16,F,03
2009023309-17595,1,01,1,30,F,02
2009023309-17595,2,01,2,78,M,  
2009023309-18261,1,01,1,22,M,02
2009023309-18261,2,01,2,65,M,02
2009023309-19034,1,01,1,72,M,02
2009023309-8768,1,01,1,50,M,03
2009023309-8768,2,01,2,55,M,02
20090233BC-09-014048,1,01,1,57,F,02
2009023609-241,1,01,1,78,F,03
2009023609-241,2,01,2,72,F,02
200902382009-000431,1,01,1,15,M,02
2009023909-491,1,01,1,26,M,  
20090241014-09,1,01,1,43,M,  
20090241014-09,1,03,2,10,M,  
2009024156-09,1,01,1,22,M,02
2009024209-05052,1,01,1,54,M,02
2009024209-05052,2,01,2,25,F,  
2009024509-5485,1,01,1,81,M,02
2009024509-5485,1,03,2,26,F,04
20090245I-2009-015781,1,01,1,37,F,  
2009024609-2603,1,01,1,54,M,  
2009024609-29316,1,01,1,39,F,  
2009024609-29316,1,04,2,9,M,  
2009024609-29316,1,06,3,4,M,  
2009024609-34186,1,01,1,18,M,02
2009024609-41188,1,01,1,30,F,02
2009024609-50025,1,01,1,20,M,02
2009024609-50025,2,01,2,35,M,  
20090246I-2009-025576,1,01,1,30,F,04
20090246I-2009-025576,3,01,3,78,M,02
20090246I-2009-025576,3,05,4,73,F,03
2009024709.082,1,01,1,77,M,03
2009024709.082,1,03,2,75,M,04
2009024709.082,1,04,3,71,F,02
2009025009-13372,1,01,1,84,M,02
2009025009-13372,2,01,2,28,M,  
2009025009-13372,2,03,3,23,M,  
2009025009-13372,2,06,4,34,M,  
20090250D030-2009-00498A,1,01,1,22,M,02
20090250D030-2009-00498A,1,03,2,26,M,04
2009025109-6808,1,01,1,38,M,  
20090251I-2009-004905,1,01,1,39,M,  
20090251I-2009-008238,1,01,1,73,M,  
20090251I-2009-014511,1,01,1,27,M,02
20090251I-2009-014511,1,03,2,27,M,03
200902532009-009402,1,01,1,81,M,02
200902532009-009402,1,03,2,12,M,04
200902532009-010270,1,01,1,46,M,03
200902532009-010270,1,03,2,30,M,02
200902542009-000478,1,01,1,40,F,  
200902542009-008406,1,01,1,31,F,  
200902542009-008406,1,04,2,5,F,  
200902542009-008406,1,06,3,3,F,  
200902542009-5245,1,01,1,82,M,04
200902542009-5245,2,01,2,68,M,02
200902542009-5245,2,03,3,65,F,02
200902562009-004155,1,01,1,68,M,02
200902562009-004376,1,01,1,31,F,02
200902562009-004840,1,01,1,38,M,  
200902562009-004840,2,01,2,46,F,04
200902562009-004840,2,03,3,43, ,04
200902562009-004840,3,01,4,21,F,  
200902562009-004840,3,03,5,21,F,02
200902562009-004840,3,04,6,21,F,  
200902562009-005037,1,01,1,47,F,  
200902562009-005037,2,01,2,38,F,02
200902562009-005729,1,01,1,70,M,02
200902562009-008318,1,01,1,44,F,  
200902562009-008318,1,07,2,13,M,04
200902562009-008318,2,01,3,21,F,02
200902562009-008318,2,03,4,44,F,04
200902562009-008810,1,01,1,29,F,03
200902562009-008810,2,01,2,59,F,02
200902562009-010769,1,01,1,54,F,  
2009025709-08582,1,01,1,55,F,04
2009025709-08582,1,03,2,60,F,04
2009025709-08582,2,01,3,43,F,03
2009025709-08582,3,  ,4,, ,  
2009025709-1759,2,01,1,61,M,02
2009025709-1850,1,01,1,21,M,02
2009025709-1850,1,03,2,19,M,  
2009025709-1850,2,01,3,38,M,  
2009025709-1850,3,01,4,20,F,  
2009025709-1850,3,03,5,25,M,  
2009025709-1850,3,06,6,19,M,  
2009026009-004548,1,01,1,58,M,  
2009026009-004738,1,01,1,62,F,  
2009026009-004738,2,01,2,26,F,02
2009026009-004738,2,02,3,8,M,  
2009026009031737,1,01,1,30,M,  
2009026009031737,1,04,2,29,F,  
2009026009031737,1,06,3,1,M,  
2009026009051218,1,01,1,72,M,  
2009026009067044,1,01,1,50,M,04
2009026009067044,1,03,2,31,M,02
20090260D030-2009-02466A,1,01,1,67,F,  
20090260D030-2009-02466A,1,03,2,67,M,  
20090260PD-09-021799,1,01,1,23,M,02
2009026309-079,1,01,1,54,F,04
2009026309-079,2,01,2,35,M,03
2009026309-079,3,01,3,33,F,02
2009026409-01800,1,01,1,46,M,04
2009026409-01800,1,03,2,42,F,  
2009026409-02017,1,01,1,44,M,  
2009026409-02017,2,01,2,66,F,02
2009026409-06243,1,01,1,30,M,  
2009026409-6069,1,01,1,17,M,  
2009026409-6069,1,03,2,18,F,02
2009026409-6069,1,04,3,20,F,02
2009026409-6069,1,06,4,19,M,02
2009026509-11749,1,01,1,73,F,  
200902672009-010102,1,01,1,41,F,  
200902672009-010102,2,01,2,44,F,02
2009027009-12260,1,01,1,79,M,  
2009027009-8511,1,01,1,23,F,02
2009027009-8511,1,03,2,25,F,02
20090301C120-2009-00261A,1,01,1,60,F,02
20090301C120200900251A,1,01,1,20,M,02
20090301E030200900152A,1,01,1,37,M,03
20090301E030200900152A,2,01,2,51,M,03
20090301E030200900152A,2,03,3,24,M,02
20090301E030200900152A,3,01,1,21,F,04
20090301E030200900152A,4,01,2,23,F,04
200903032009-2411,1,01,1,60,M,  
200903032009-4117,1,01,1,51,M,  
200903032009-4117,2,01,2,33,M,02
200903032009-4117,3,01,3,38,M,04
200903042009-37491,1,01,1,48,M,  
20090304200910474,1,01,1,74,F,02
20090304200910474,1,02,2,47,F,04
20090304200922388,1,01,1,, ,  
20090304200922388,2,01,3,, ,  
20090304200922798,1,01,1,80,F,02
20090304200922798,2,01,2,60,M,04
20090304200922798,2,03,3,10,M,04
20090304200922798,2,04,4,7,M,04
20090304200922798,2,06,5,6,M,04
20090304200927533,1,01,1,73,F,  
2009030509-7610,1,01,1,22,F,  
2009030509-7610,1,03,2,,M,  
2009030509-7610,1,05,3,1,M,  
2009030509-7610,1,06,4,4,M,  
2009030509-7610,2,01,5,28,M,02
200903052009-00868,1,01,1,27,F,  
200903052009-00868,1,06,2,3,F,  
200903062009-11456,1,01,1,32,M,  
200903062009-11456,1,03,2,47,M,  
200903062009-11456,1,04,3,23,M,  
200903062009-11456,1,06,4,34,M,  
200903062009-11456,2,01,5,18,F,04
200903062009-11456,2,03,6,18,F,02
200903062009-11456,2,06,7,18,M,04
200903062009-11594,1,01,1,25,M,04
200903062009-11594,2,01,2,47,F,04
200903062009-11594,2,03,3,50,M,02
200903062009-11653,1,01,1,84,F,02
200903062009-11653,2,01,2,40,M,  
200903062009-24341,1,01,1,20,M,  
20090306C020-2009-00613A,1,01,1,36,F,02
20090306C020-2009-00613A,2,01,2,21,M,  
20090306C020-2009-00613A,2,03,3,17,F,  
20090306C020-2009-00613A,2,04,4,,M,  
2009030709-056,1,01,1,45,M,02
2009030709-056,1,03,2,23,M,  
20090307D020-2009-01282A,1,01,1,18,M,03
20090307D020-2009-01282A,1,03,2,16,M,04
20090307D020-2009-01282A,1,04,3,13,F,04
20090307D020-2009-01282A,1,05,4,40,F,02
20090307D020-2009-01282A,1,06,5,15,F,04
2009030839641-09,1,01,1,31,F,02
2009030839848-09,1,01,1,21,M,  
2009030839848-09,1,03,2,48,F,  
200903102009-01699,1,01,1,17,F,02
200903102009-01699,1,03,2,18,M,02
200903102009-01699,1,04,3,18,M,03
200903102009-01699,2,01,4,43,F,03
20090310200901376,1,01,1,19,F,  
20090310200901376,1,03,2,17,M,  
20090310200903235,1,01,1,,M,02
20090310200903235,2,01,2,58,M,04
20090310200903235,3,01,3,33,F,  
20090310200903235,3,04,4,3,M,  
20090310200903235,3,06,5,1,F,  
20090310200907305,1,01,1,60,M,  
20090310200909199,1,01,1,23,F,02
20090310200909199,1,03,2,23,M,04
20090312200900105,1,01,1,65,F,  
20090312200900105,1,03,2,35,F,  
20090312200900105,1,05,3,9,F,  
2009031309-12438,1,01,1,50,F,  
2009031309-12438,2,01,2,72,F,02
2009031309-12438,2,03,3,44,M,  
2009031309-16125,1,01,1,29,F,  
2009031309-16125,1,11,2,22,M,02
2009031309-21445,1,01,1,65,M,  
2009031309-21445,1,06,2,63,F,  
2009031309-4494,1,01,1,17,M,03
2009031309-4494,1,03,2,15,M,02
2009031309-4494,1,05,3,16,M,02
2009031309-4494,2,01,4,17,M,03
2009031309-6458,1,01,1,41,F,02
2009031309-647,1,01,1,29,M,  
200903152009-0953,1,01,1,45,F,  
20090315C020200900579A,1,01,1,26,M,02
20090315C020200900579A,2,01,2,41,M,  
2009031708-1292-09,1,01,1,45,F,02
2009031708-1292-09,1,03,2,31,M,03
2009031708-1292-09,2,01,3,41,M,04
2009031708-1292-09,3,01,4,57,F,04
2009031708-1292-09,3,03,5,7,F,  
2009031708-1292-09,3,04,6,4,F,  
2009031708-1292-09,3,05,7,1,F,  
2009031708-1292-09,3,06,8,3,F,  
2009031709-1300-09,1,01,1,55,F,  
20090318MVA-09-4621,1,01,1,24,M,04
20090318MVA-09-4621,2,01,2,21,F,02
20090318MVA-09-5398,1,01,1,64,M,02
20090318MVA-09-5398,2,01,2,51,F,03
20090318MVA-09-8660,1,01,1,45,M,  
20090318MVA-09-8660,1,05,2,56,M,  
20090318MVA-09-8660,2,01,3,59,F,02
20090318MVA-09-8660,2,03,4,34,M,02
20090318MVA-09-8660,2,10,5,18,F,03
20090318MVA09-4113,1,01,1,49,M,02
20090318MVA09-7178,1,01,1,34,M,02
20090318MVA09-7178,1,03,2,10,F,03
20090318MVA09-7178,1,04,3,4,F,  
20090318MVA09-7178,1,06,4,35,F,  
20090318MVA09-7178,2,01,5,58,M,04
200903202009-12856,1,01,1,35,M,  
200903202009-2814,1,01,1,59,M,02
200903202009-2814,1,03,2,60,F,02
200903202009-2814,2,01,3,72,M,02
200903202009-855,1,01,1,17,M,02
200903202009-855,1,03,2,18,M,03
200903202009-855,1,06,3,17,M,02
200903212009-10503,1,01,1,68,F,  
200903212009-10503,2,01,2,22,M,02
200903222009-11739,1,01,1,57,M,  
200903222009-11739,1,03,2,49,F,  
200903222009-148,1,01,1,55,M,  
200903222009-148,2,01,2,27,F,02
200903222009-149,1,01,1,27,F,02
200903222009-149,2,01,2,29,M,  
200903222009-149,3,01,3,39,F,  
200903222009-149,3,03,4,65,F,  
200903222009-149,4,01,5,63,F,04
200903222009-149,5,01,6,76,M,  
200903222009-149,5,03,7,47,M,  
200903222009-149,6,01,8,49,M,04
200903222009-149,7,01,9,24,M,  
200903222009-319,1,01,1,24,F,02
200903222009-319,2,  ,2,, ,  
200903242009-15109,1,01,1,73,F,02
200903242009-15109,2,01,2,38,M,03
200903242009-17421,1,01,1,47,M,04
200903242009-17421,1,10,2,45,F,02
200903242009-17421,1,10,3,54,M,04
200903242009-17421,1,10,4,56,M,02
200903242009-17421,1,10,5,44,M,04
200903242009-17421,1,10,6,33,M,03
200903242009-17421,1,10,7,51,M,03
200903242009-17421,1,10,8,53,M,04
200903242009-17421,1,10,9,50,M,02
200903242009-22129,1,01,1,32,M,  
200903242009-22129,2,01,2,26,F,02
200903242009-2796,1,01,1,18,M,  
200903242009-2796,2,01,2,44,M,02
200903242009-8862,1,02,1,12,F,  
200903242009-8862,1,05,2,10,F,02
20090324C020-2009-620A,1,01,1,36,F,02
20090324C020-2009-620A,2,01,2,53,F,04
20090324C020200900009A,1,01,1,44,F,02
20090324C020200900171A,1,01,1,20,M,02
20090324C020200900171A,2,01,2,50,F,  
2009032601-09,1,01,1,31,M,02
2009032601-09,2,01,2,42,M,  
2009032655-09,1,01,1,50,M,02
200903272009-00000227,1,01,1,45,F,02
200903272009-00000227,2,01,2,23,M,  
200903272009-00000227,3,  ,3,, ,  
200903272009-00000227,4,  ,4,, ,  
200903272009-00000227,5,  ,5,, ,  
200903272009-00000227,6,  ,6,, ,  
200903272009-00000227,7,  ,7,, ,  
200903272009-00005904,1,01,1,60,M,02
200903272009-00005904,2,  ,2,, ,  
200903282009-0890,1,01,1,37,F,  
200903282009-0890,2,01,2,62,M,02
200903282009-0890,3,01,3,22,M,  
200903282009-0890,3,09,4,1,F,  
2009032909-15787,1,01,1,20,M,03
2009032909-15787,2,01,2,36,M,02
2009032909-6948,1,01,1,21,M,04
2009032909-6948,1,04,2,28,F,02
2009032909-6948,2,  ,3,, ,  
200903292009-11408,1,01,1,37,F,02
200903292009-11408,2,01,2,47,F,04
200903292009-11408,2,03,3,58,F,04
200903292009-11934,1,01,1,26,M,02
200903292009-6551,1,01,1,26,M,02
200903292009-8617,1,01,1,18,M,04
200903292009-8617,1,03,2,14,F,02
20090329C120-2009-00279A,1,01,1,40,M,02
20090334M09-236,1,01,1,24,M,02
20090334M09-236,1,03,2,35,M,02
20090334M09-236,2,01,3,61,M,  
20090334M09-236,2,03,4,23,M,  
20090334M09-286,1,01,1,80,M,04
20090334M09-286,2,01,2,55,F,02
20090335C080200900205A,1,01,1,58,M,02
20090335C080200900205A,2,01,2,58,F,  
20090335C080200900205A,2,03,3,94,F,04
2009033609-XAB-59,1,01,1,51,M,02
20090336C080-2009-00014P,1,01,1,33,M,02
20090336C080-2009-00014P,2,01,2,41,M,03
20090336C120-2009-00068A,1,01,1,18,F,02
20090336C120-2009-00068A,1,03,2,16,F,03
20090336C120-2009-00142A,1,01,1,26,M,02
20090336C120-2009-00142A,2,01,2,65,F,  
20090336C120-2009-00142A,2,03,3,66,M,  
20090336C120-2009-00181-A,1,01,1,46,M,02
20090336C120-2009-00181-A,1,04,2,43,F,04
20090336C120-2009-00211A,1,01,1,24,M,02
200903372009-10531,1,01,1,68,M,02
200903372009-8262,1,01,1,31,M,02
200903372009-9854,1,01,1,69,F,02
200903372009-9854,2,01,2,63,M,04
2009033890004716,1,01,1,29,M,02
2009033890019556,1,01,1,83,M,02
2009033890019556,1,03,2,82,F,04
2009033890022745,1,01,1,20,M,02
2009033890024496,1,01,1,60,M,  
2009033890024496,2,01,2,53,F,02
2009033890029370,1,01,1,41,M,02
2009033890030144,1,01,1,43,F,02
20090339C120-2009-00215-A,1,01,1,80,M,02
20090339C120-2009-78A,1,01,1,21,M,02
20090339C120200900152A,1,01,1,21,M,02
20090339C120200900152A,1,03,2,17,F,02
20090339C120200900152A,2,01,3,32,M,03
20090339C120200900152A,2,03,4,7,M,03
20090340C020-2009-00290A,1,01,1,44,M,  
200904012009005033,1,01,1,29,F,02
2009040209DRPA1909,1,01,1,26,M,03
20090404209008531,1,01,1,17,M,02
20090404209008531,1,03,2,22,M,02
20090404209008851,1,01,1,44,F,02
20090404209008851,2,01,2,48,M,  
20090404A310-2009-00922A,1,01,1,74,M,02
20090404A3102009-1092A,1,01,1,23,M,02
20090404A310200902068A,1,01,1,21,M,  
20090404A310200902068A,1,03,2,19,F,  
20090404A310200902068A,2,01,3,68,F,02
20090405T2009-113,1,01,1,77,M,02
20090405T2009-113,2,01,2,65,F,04
20090405T2009-226,1,01,1,16,M,  
20090405T2009-226,1,03,2,18,M,02
20090405T2009-32,1,01,1,30,F,02
200904062009-143,1,01,1,59,M,02
20090408070203-659,1,01,1,79,F,02
20090408070203-659,2,  ,2,, ,  
2009040809-01-21-927,1,01,1,48,F,  
2009040809-02-14-802,1,01,1,31,F,02
2009040809-02-14-802,2,  ,2,, ,  
2009040809-02-14-802,3,01,3,31,F,  
2009040809-04-27-882,1,00,1,62,F,  
2009040809-04-27-882,1,00,2,,F,  
2009040809-04-27-882,1,00,3,,F,  
2009040809-04-27-882,1,00,4,,F,  
2009040809-04-27-882,1,01,5,46,F,  
