id,vehicle_number,position,occupant_number,age,sex,condition
20110114I-2011-08244,1,01,1,51,M,02
2011011611-08835,1,01,1,64,F,  
20110117I-2011-003086,1,01,1,39,M,04
20110117I-2011-003086,1,03,2,36,M,02
201101192011-1824,1,01,1,59,M,04
201101192011-1824,1,03,2,40,F,02
201101192011-1824,2,01,3,40,M,04
201101192011-38718,1,01,1,25,F,  
201101192011-38718,2,01,2,19,M,02
20110122I-2011-04963,1,01,1,46,F,  
20110122I-2011-15743,1,01,1,46,F,  
2011020211-35,1,01,1,46,F,02
20110202AF11-28,1,01,1,30,F,  
20110202AF11-28,2,01,2,62,M,02
20110202PI-11-0428,1,01,1,49,F,02
20110202PI-11-0428,1,03,2,30,F,04
20110202PI-11-0428,1,04,3,45,F,03
20110202PI-11-0428,1,05,4,29,M,03
20110202PI-11-0428,1,06,5,49,F,03
20110202PI-11-0428,2,01,6,33,M,  
20110202PI-11-1875,1,01,1,18,F,  
20110202PI-11-1875,1,03,2,20,M,02
20110202PI-11-1875,1,04,3,14,F,  
20110202PI-11-1875,1,06,4,25,M,04
20110202PI-11-1901,1,01,1,59,M,02
20110202PI-11-3371,1,01,1,25,M,03
20110202PI-11-3371,1,03,2,,M,02
20110202PI-11-3371,1,05,3,10M,M,03
20110202PI-11-3371,1,06,4,25,F,03
20110202PI-11-3371,2,01,5,26,M,04
20110202PI-11-3371,2,03,6,26,M,04
201102042011-00230,1,01,1,64,M,  
201102042011-08128,1,01,1,24,F,  
201102042011-14553,1,01,1,35,F,02
201102042011-3549,1,01,1,19,F,  
201102042011-3549,1,03,2,17,M,  
2011020511-05628,1,01,1,67,M,02
2011020511-05628,2,01,2,35,F,04
20110205D030-2011-01924A,1,01,1,51,F,04
20110205D030-2011-01924A,1,04,2,12,M,02
20110205D030-2011-01924A,1,06,3,10,M,03
20110205D030-2011-01924A,2,01,4,40,M,  
20110205D030-2011-01924A,3,01,5,77,M,  
201102062011-052,1,01,1,77,M,  
20110206I-2011-006546,1,01,1,18,M,  
20110206I-2011-006546,1,03,2,24,M,02
20110206I-2011-011021,1,01,1,90,F,02
201102072011-009110,1,01,1,44,F,02
201102072011-009110,1,04,2,10,M,  
201102072011-009110,2,01,3,45,F,  
201102072011-010073,1,01,1,36,F,  
2011021011-16793,1,01,1,22,F,  
2011021011-16793,2,01,2,24,F,04
201102112011-023850,2,01,1,35,M,02
20110212B250201100021P,1,01,1,23,M,  
20110212B250201100021P,1,03,2,19,F,  
20110212B250201100021P,1,04,3,21,M,  
20110212B250201100021P,1,06,4,18,M,  
20110212B250201100021P,2,09,5,9,M,  
20110212ER-11-05051,1,01,1,46,F,04
20110212ER-11-05051,1,02,2,46,F,04
20110212ER-11-05051,1,03,3,21,F,03
20110212ER-11-05051,1,04,4,10,M,04
20110212ER-11-05051,1,06,5,30,F,02
20110212ER-11-07130,1,01,1,26,F,02
20110212ER-11-07130,2,01,2,44,M,  
201102142011:32430,1,01,1,20,M,03
201102142011:32430,2,01,2,51,F,02
20110215R007-11,1,01,1,43,F,  
20110215R270-11,1,01,1,59,F,02
20110215R270-11,2,01,2,22,F,03
20110215R297(A)11,1,01,1,46,F,  
20110215R330(A)11,1,01,1,56,M,02
20110215R359-11,1,01,1,56,M,02
20110215R359-11,2,01,2,41,F,03
20110215R455-11,1,01,1,31,M,  
20110215R455-11,1,03,2,31,F,  
20110215R507-11,1,01,1,28,M,  
20110215R507-11,1,03,2,32,F,  
20110215R507-11,1,04,3,26,M,  
20110215R507-11,1,05,4,24,F,  
20110215R507-11,1,06,5,28,M,02
2011021711-06911,1,01,1,21,M,02
2011021711-06911,2,01,2,22,M,  
2011021711-06911,2,03,3,20,M,  
2011021711-08281,1,01,1,68,F,02
2011021711-08366,1,01,1,24,M,  
20110219I-2011-008874,1,01,1,54,F,04
20110219I-2011-008874,2,01,2,67,M,02
20110219I-2011-049295,2,01,1,77,M,  
20110219I-2011-058051,1,01,1,51,F,  
2011022011-12533,1,01,1,54,F,04
2011022011-12533,2,01,2,48,F,  
2011022011-12533,2,03,3,82,F,  
2011022011-12533,3,01,4,48,M,02
2011022011-12533,3,03,5,8,F,03
2011022011-7669,1,01,1,27,M,02
2011022011-9561,1,01,1,19,M,02
2011022011-9561,2,01,2,44,M,04
20110221I-2011-028454,1,01,1,50,M,02
2011022211-12350,1,01,1,35,M,02
2011022311-11620,1,01,1,29,F,  
2011022311-23339,1,01,1,41,F,02
2011022311-23339,2,01,2,37,F,  
2011022311-31110,1,01,1,37,F,  
2011022311-46504,1,01,1,83,M,02
2011022311-46504,2,01,2,52,M,04
2011022311-64631,1,01,1,76,M,04
2011022311-64631,2,01,2,31,F,04
2011022311-64631,2,03,3,15,F,  
2011022311-64631,2,06,4,12,F,  
2011022311-64631,3,01,5,54,M,02
2011022311-70644,1,01,1,32,F,  
2011022311-84259,1,01,1,54,M,  
2011022424-11-03114,1,01,1,37,M,  
201102271103642,2,01,1,53,M,  
201102271112422,1,01,1,17,M,  
2011022811-006425,1,01,1,22,M,02
2011022811-006946,1,01,1,36,M,  
2011022811-006946,2,01,2,52,M,02
2011022929-11-012484-309,1,01,1,43,M,  
2011022929-11-012484-309,1,03,2,40,F,  
2011022929-11-012484-309,1,04,3,16,M,  
2011022929-11-012484-309,1,05,4,11,M,  
201102312011-019660,1,  ,1,, ,  
201102312011-019660,2,  ,3,, ,  
201102312011-019660,3,01,4,21,F,  
20110231B0602011-01905A,1,01,1,36,M,02
20110231B060201102107A,1,01,1,42,M,  
20110231B060201102107A,2,01,2,22,F,02
20110232D030-2011-03785A,1,01,1,28,M,02
2011023311-11672,1,01,1,49,M,02
2011023311-11672,2,01,2,45,M,04
2011023311-13067,1,01,1,35,F,  
2011023311-13067,1,04,2,2,M,  
2011023311-13067,1,05,3,9,F,  
2011023311-13067,1,06,4,6,M,  
2011023311-13067,2,01,5,58,M,02
20110235MP-007252-11,1,01,1,89,M,02
2011023611-165,1,01,1,60,F,02
2011023611-239,1,01,1,67,M,  
2011023611-298,1,01,1,98,F,  
2011023611-298,2,01,2,41,M,02
201102382011-003770,1,01,1,25,M,02
201102382011-005285,1,01,1,52,M,  
201102382011-005285,1,03,2,49,F,04
201102382011-005285,2,01,3,55,M,02
2011023911-2114,1,01,1,60,F,  
2011023911-2114,1,03,2,57,F,  
2011023911-2114,2,01,3,43,M,02
2011023911-9720,1,01,1,41,F,  
20110240MV-11-153,2,01,1,19,F,04
20110240MV-11-153,2,03,2,27,F,04
20110240MV-11-153,2,06,3,29,M,  
2011024111-003541,1,  ,1,62,F,  
2011024111-003541,1,03,2,40,F,  
2011024111-003541,1,06,3,14,F,  
2011024111-004233,1,01,1,67,F,  
2011024111-004233,2,01,2,50,F,02
2011024111-004233,2,03,3,18,M,  
2011024211-02786,1,01,1,89,M,  
2011024211-02786,1,02,2,89,M,02
2011024311-MV-49,1,01,1,18,F,02
2011024311-MV-49,2,01,2,60,M,02
2011024311-MV-49,2,03,3,13,F,  
2011024311-MV-49,3,01,4,76,M,  
2011024311-MV-53,1,01,1,62,F,  
2011024311MV57,1,01,1,22,M,02
2011024311MV57,2,01,2,57,F,03
2011024411-5265,1,  ,1,53,F,02
2011024411-5265,1,01,2,50,M,  
201102462011-8907,1,01,1,57,F,02
201102462011-8907,2,01,2,19,M,  
201102462011-8907,2,03,3,20,M,  
201102462011-8907,2,06,4,20,M,  
20110246I-2011-033823,1,01,1,56,M,02
20110246I-2011-033823,1,03,2,55,F,  
20110246I-2011-049463,1,01,1,51,F,  
2011024811-07566,1,01,1,49,M,02
2011024811-12229,1,  ,1,54,F,04
2011024811-12229,1,03,2,19,F,02
2011024811-6882,1,01,1,51,M,02
2011025011-12589,1,01,1,39,M,  
2011025011-12589,1,03,2,45,M,  
2011025011-12589,2,01,3,75,F,02
2011025011-14266,1,01,1,28,M,  
2011025011-15599,1,01,1,78,M,02
2011025011-2785,1,01,1,68,M,  
2011025011-2785,1,03,2,63,F,  
2011025011-2785,2,01,4,23,F,  
2011025011-2785,3,01,5,19,M,  
2011025011-2785,3,03,6,19,F,  
2011025011-4891,1,01,1,47,F,02
20110251I-2011-010139,1,01,1,55,M,02
20110251I-2011-011159,1,01,1,61,M,02
20110251I-2011-017836,1,01,1,72,F,02
20110251I-2011-021437,1,01,1,60,M,02
20110251I-2011-021437,1,06,2,52,M,  
20110251I-2011-021871,2,01,1,27,F,  
20110251I-2011-023153,1,01,1,41,F,  
20110251I-2011-023153,1,04,2,3,F,  
20110251I-2011-023153,1,06,3,2,F,  
20110251I-2011-023153,2,01,4,30,M,02
20110251I-2011-023153,3,01,5,42,F,  
201102532011-002069,1,01,1,18,M,02
201102542011-006120,1,01,1,40,M,04
201102542011-006120,2,  ,2,66,F,02
201102542011-006120,2,01,3,44,M,02
201102562011-006215,1,01,1,33,M,02
201102562011-006215,2,01,2,41,M,03
201102562011-008751,1,01,1,61,M,02
201102562011-011322,1,01,1,23,M,02
2011025711-01358,1,01,1,85,F,02
2011025711-01358,2,01,2,61,M,  
2011025711-01358,2,03,3,75,F,04
2011025711-04008,2,01,1,49,M,  
201102571107942,1,01,1,33,F,  
201102571107942,1,03,2,11,M,  
201102571107942,1,04,3,2,F,  
201102571107942,1,05,4,8,F,  
201102571107942,1,06,5,12,M,  
201102571107942,2,01,6,26,M,02
201102571107942,3,01,7,26,F,04
2011025811-07795,1,01,1,57,F,03
2011025811-07795,1,03,2,19,M,04
201102592011-007867,1,01,1,72,M,  
2011026011-022195,1,01,1,23,M,02
2011026011-048090,1,01,1,56,F,  
20110260BC-11-001796,1,01,1,57,M,  
20110260BC-11-001796,2,01,2,22,M,  
20110260BC-11-001796,2,08,3,50,M,02
20110260BC-11-057898,1,01,1,29,M,02
20110260PD-11-058850,1,01,1,68,M,  
20110261TY-11-09454,1,01,1,40,M,  
20110261TY-11-13637,1,01,1,20,F,  
20110261TY-11-13637,1,06,2,9,F,  
20110262T-11-04,1,01,1,31,M,03
20110262T-11-04,1,03,2,26,F,04
20110262T-11-04,2,01,3,43,M,02
2011026511-00089,1,01,1,49,M,  
2011026511-00089,2,01,2,30,M,02
201102652011-00116,1,01,1,50,M,  
20110265WG-11-03407,1,01,1,43,M,  
20110265WG-11-03407,1,04,2,,F,  
201102662011-004807/209-11,1,01,1,33,F,03
201102662011-004807/209-11,2,01,2,41,M,02
201102662011-4552/200-11,1,01,1,33,F,04
201102662011-4552/200-11,1,03,2,39,F,02
201102662011-4552/200-11,2,01,3,18,M,  
201102672011-007783,1,01,1,49,M,02
201102672011-012820,1,01,1,74,M,  
20110301C120-2011-00172A,1,01,1,36,M,  
20110301C120-2011-00172A,1,04,2,37,F,02
20110301E030-2011-00535A,1,01,1,31,M,02
20110301E030-2011-1665A,1,01,1,64,M,02
2011030411-2506,1,01,1,55,M,02
2011030411-2506,2,  ,2,, ,  
2011030411-2506,3,  ,3,, ,  
201103042011-14717,1,01,1,51,F,  
201103042011-14717,1,03,2,70,M,  
201103042011-14717,2,01,3,55,M,  
201103042011-14717,3,01,4,49,M,02
201103052011-3509,1,01,1,72,M,  
201103052011-8737,1,01,1,, ,  
201103062011-04389,1,00,1,9,F,  
201103062011-04389,1,00,2,11,M,  
201103062011-04389,1,01,3,40,M,  
201103062011-04389,1,03,4,39,F,  
201103062011-04389,1,04,5,6,F,  
201103062011-04389,1,07,6,5,F,  
201103062011-04389,1,10,7,15,F,  
201103062011-04389,2,01,8,33,F,02
2011030711-2319,1,01,1,, ,  
2011030711-932,1,01,1,24,F,02
2011030711-932,2,01,2,56,M,  
2011030711-932,2,03,3,54,F,04
2011030711-932,3,01,4,47,M,  
2011030842652-11,1,01,1,20,M,02
2011030843223-11,1,01,1,19,M,  
2011030843223-11,1,03,2,17,F,02
2011030843223-11,2,01,3,34,M,  
201103102011-1824,1,01,1,50,M,02
20110310201103428,1,01,1,29,M,02
20110310201103428,1,03,2,31,M,03
20110310201106220,1,01,1,46,M,02
20110310201110794,1,01,1,64,M,02
2011031311-22388,1,01,1,65,M,  
2011031311-22388,2,01,2,26,F,02
2011031311-23715,1,01,1,18,M,  
2011031311-23715,1,03,2,12,F,  
2011031311-23715,2,01,3,57,F,02
2011031311-8492,1,01,1,61,M,02
2011031311-8492,2,01,2,62,M,03
2011031311-8492,2,04,3,10,M,  
2011031311-8492,2,05,4,72,F,  
2011031311-9229,1,01,1,18,M,  
2011031311-9229,2,01,2,18,M,02
2011031311-9229,2,03,3,16,F,03
201103132011-11569,1,01,1,25,M,  
201103132011-11569,1,03,2,25,M,04
201103132011-11569,2,01,3,54,M,02
201103132011-13524,1,01,1,34,M,02
201103132011-13524,2,01,2,42,F,03
201103132011-13524,2,04,3,8,M,04
201103132011-13524,3,01,4,33,F,  
201103152011-5692,1,01,1,76,F,02
201103152011-6882,1,01,1,42,M,02
20110315C020201100327A,1,01,1,32,M,02
20110315C020201100328A,1,01,1,32,M,02
20110315C020201100328A,2,01,2,60,M,  
20110315C020201100447A,1,01,1,47,F,02
20110316C020201100586A,1,01,1,19,M,02
201103172011-3993,1,01,1,25,F,02
201103172011-3993,1,03,2,53,M,02
201103172011-4192,1,01,1,29,F,02
201103172011-5679,1,01,1,44,M,02
201103172011-6515,1,01,1,55,M,02
20110318201112317,1,01,1,27,F,02
20110318201112317,2,01,2,24,M,  
20110318MVA-11-10733,1,01,1,50,M,02
20110318MVA11-3511,1,01,1,22,M,02
20110318MVA11-3511,1,03,2,19,F,03
20110318MVA11-3511,2,01,3,19,M,03
20110318MVA11-3511,2,03,4,16,F,04
20110318MVA11-4836,1,01,1,17,M,03
20110318MVA11-4836,1,03,2,16,F,02
20110318MVA11-4836,1,06,3,17,F,03
20110318MVA11-4836,2,01,4,58,M,03
20110318MVA11-7022,1,01,1,35,M,02
2011031911-10076,1,01,1,26,M,02
2011031911-2090,1,01,1,59,M,02
2011031911-7406,1,01,1,68,M,04
2011031911-7406,2,01,2,41,F,04
2011031911-7406,2,03,3,19,F,03
2011031911-7406,2,04,4,13,M,02
2011031911-9589,1,01,1,57,F,02
2011031911-9589,1,03,2,50,M,04
2011031911-9589,1,06,3,18,F,04
2011031911-9589,2,01,4,31,F,04
2011031911-9589,2,04,5,4,M,03
201103192011-13124,1,01,1,57,M,02
201103192011-13124,2,  ,2,34,M,  
2011032011-813,1,01,1,69,F,02
2011032011-813,2,01,2,18,F,  
201103202011-3594,1,01,1,17,M,  
201103202011-3594,2,01,2,41,F,02
201103202011-392,1,01,1,47,F,02
201103202011-5046,1,01,1,30,F,  
201103202011-5046,2,01,2,35,M,  
201103202011-5046,3,01,3,28,M,04
201103202011-5046,4,01,4,49,M,04
201103202011-5046,5,01,5,47,M,02
201103202011-5993,1,01,1,66,M,04
201103202011-5993,2,01,2,74,M,03
201103202011-5993,2,03,3,64,F,02
201103202011-5993,3,01,4,59,F,04
201103222011-247,1,01,1,31,F,02
201103222011-247,2,01,2,28,M,04
201103222011-431,1,01,1,21,M,  
201103232011-7882,1,01,1,40,M,  
201103242011-03986,1,01,1,18,F,  
201103242011-07570,1,01,1,41,F,04
201103242011-07570,2,01,2,18,M,02
201103242011-27235,1,01,1,29,M,03
201103242011-27235,2,01,2,33,M,02
20110324C020-2011-00300A,1,01,1,39,F,02
20110324C020-2011-00300A,1,03,2,19,F,  
20110324C020201100329A,1,01,1,62,F,  
20110324C020201100329A,2,01,2,27,F,  
20110324D020-2011-00851A,1,01,1,42,M,03
20110324D020-2011-00851A,2,01,2,56,F,02
20110324D020-2011-00851A,2,03,3,48,M,02
20110324D020-2011-00851A,3,  ,4,,F,04
20110324D020-2011-00851A,3,  ,5,,M,04
20110324D020-2011-00851A,3,  ,6,,M,04
20110324D020-2011-00851A,3,  ,7,,M,04
20110324D020-2011-00851A,3,  ,8,,M,04
20110324D020-2011-00851A,3,  ,9,,M,04
20110324D020-2011-00851A,3,  ,10,,M,04
20110324D020-2011-00851A,3,01,11,53,M,  
20110324D020-2011-00851A,4,01,12,52,M,03
20110324D020-2011-00851A,5,01,13,60,M,04
20110324D020-2011-00851A,6,01,14,56,M,  
201103292011-10258,1,01,1,22,M,02
201103292011-6906,1,01,1,29,M,02
201103292011-6931,1,01,1,51,M,02
201103292011-7137,1,01,1,37,M,02
201103292011-7137,1,04,2,4,M,02
201103292011-7137,1,06,3,6,F,02
201103292011-7137,2,01,4,67,M,03
201103292011-9511,1,01,1,20,F,04
201103292011-9511,1,03,2,22,M,  
201103292011-9511,1,04,3,35,M,  
201103292011-9511,1,05,4,19,F,03
201103292011-9511,1,06,5,26,F,02
20110330A11-067,1,01,1,28,F,02
20110330A11-067,1,03,2,30,M,02
20110330A11-067,2,  ,3,, ,  
20110330A11-067,3,01,4,22,M,  
20110330A11-067,3,01,5,22,M,  
20110332C080-2011-00199A,1,01,1,26,M,03
20110332C080-2011-00199A,2,01,2,56,M,02
20110332C080-2011-00199A,2,03,3,55,F,02
20110332C080-2011-00702A,1,01,1,79,M,02
20110333C080-2011-00349A,1,01,1,85,F,04
20110333C080-2011-00349A,2,01,2,71,F,02
20110333C080-2011-00490A,1,01,1,50,M,02
20110333C080-2011-00490A,1,04,2,47,F,03
20110333C080-2011-00490A,2,01,3,76,M,  
20110333C080-2011-00490A,2,03,4,75,F,  
20110333C080-2011-00547A,1,01,1,86,F,03
20110333C080-2011-00547A,1,03,2,87,F,04
20110333C080-2011-00547A,2,01,3,81,M,02
20110333C080-2011-00547A,3,01,4,85,M,04
20110333C080-2011-00547A,3,03,5,80,F,03
20110333C080-2011-00593A,1,01,1,61,M,02
20110333C080-2011-00708A,1,01,1,43,M,02
20110334C020-2011-00494A,1,01,1,33,M,03
20110334C020-2011-00494A,1,03,2,39,F,02
20110334C080-2011-00436A,1,01,1,53,M,02
20110334C080-2011-00436A,2,01,2,90,F,02
20110334C080-2011-00436A,3,01,3,25,F,  
20110334M11-154,1,01,1,21,M,02
20110334M11-172,1,01,1,66,M,  
20110334M11-172,1,05,2,3,M,  
20110334M11-172,2,01,3,64,M,02
20110334M11-270,1,01,1,18,M,02
20110334M11-273,1,02,1,57,M,  
20110334M11-273,1,11,2,58,M,  
20110334M11-273,1,11,3,50,M,  
20110334M11-273,1,11,4,55,M,04
20110334M11-273,1,11,5,61,F,04
20110334M11-273,1,11,6,56,F,04
20110334M11-273,1,11,7,61,F,02
20110334M11-273,1,11,8,59,F,02
20110334M11-273,2,01,9,77,F,04
20110334M11-273,3,01,10,28,F,04
201103372011-0059,1,01,1,19,M,02
201103372011-11777,1,01,1,53,F,02
201103372011-11777,2,01,2,33,M,04
201103372011-11777,2,03,3,31,M,  
201103372011-11807,1,01,1,57,F,02
201103372011-3737,1,01,1,39,M,02
201103372011-7076,1,01,1,22,M,  
201103372011-7076,2,01,2,56,M,02
201103382011-00004481,1,01,1,44,M,02
201103382011-00009681,1,01,1,58,M,  
201103382011-00012156,1,01,1,20,F,  
201103382011-00013593,1,01,1,46,F,  
201103382011-00013599,1,01,1,42,F,  
201103382011-00013599,2,01,2,53,M,02
201103382011-00014111,1,01,1,20,F,02
201103382011-00022259,1,01,1,20,M,02
201103382011-00024778,1,01,1,44,M,  
201103382011-00024778,1,04,2,7,M,  
201103382011-00024778,1,06,3,43,F,  
201103382011-00025186,1,01,1,59,M,02
201103382011-00025186,2,01,2,52,F,04
2011033961,1,01,1,38,M,02
2011033961,2,01,2,28,F,04
20110339C120-2011-00003P,1,01,1,17,M,02
201104032011300?,1,01,1,36,M,02
201104032011300?,2,01,2,58,M,  
20110403D02020110281A,1,01,1,29,M,  
20110404211000325,1,01,1,58,F,  
20110404211000325,2,01,2,52,F,02
20110404211000648,1,01,1,33,M,02
20110404211000648,2,01,2,26,M,04
20110404211000648,3,01,3,37,M,  
20110404211003959,1,01,1,23,M,  
20110404211004019,1,01,1,61,M,  
20110404211004019,2,01,2,49,F,02
20110404A310201100288A,1,01,1,38,M,02
201104052011-3892,1,01,1,39,F,  
201104052011-3892,2,01,2,38,M,02
201104052011-3892,3,01,3,68,M,  
201104052011-3892,4,01,4,21,F,03
20110405T2011-299,1,01,1,80,M,  
201104062011-032,1,01,1,64,F,02
201104062011-032,2,01,2,51,M,  
2011040811-07-03-1878,1,01,1,43,M,  
2011040811-07-17-1410,1,01,1,25,M,02
2011040811-09-09-1090,1,01,1,29,M,  
2011040811-09-22-1515,1,01,1,54,F,02
2011040811-09-22-1515,2,01,2,46,M,02
2011040811-10-06-1083,1,01,1,, ,  
2011040811-11-17-0296,1,01,1,35,M,02
201104081101011511,1,01,1,25,M,03
201104081101011511,1,05,2,3,M,02
201104081101011511,1,06,3,1,M,04
201104081101011511,2,01,4,79,M,04
20110408110302-0441,1,01,1,,F,  
201104081103180050,1,00,1,17,M,02
201104081103180050,1,00,2,19,M,02
201104081103180050,1,00,3,18,M,02
20110408110402983,1,01,1,25,M,  
201104081104051257,1,01,1,38,F,04
201104081104090773,1,01,1,90,M,  
201104081105141637,1,01,1,39,M,03
201104081105141637,1,03,2,36,M,02
20110408110820-1020,1,01,1,23,M,02
20110408110820-1020,2,01,2,46,M,  
201104081108201338,1,01,1,,M,  
201104081108220627,1,01,1,27,M,02
20110408110824-1100,1,01,1,33,M,  
20110408110824-1100,2,01,2,21,M,02
20110408110930-1033,1,01,1,51,M,  
20110408110930-1033,2,01,2,20,M,02
201104081110070825,1,01,1,34,F,  
201104081110080228,1,01,1,,M,  
201104081110080228,1,03,2,22,M,02
201104081110080228,1,04,3,23,M,04
201104081110080228,1,06,4,23,M,02
201104081110251520,1,01,1,37,M,02
201104081110251520,1,03,2,23,F,03
201104081110251520,2,01,3,20,M,  
201104081110251520,2,03,4,18,M,03
201104081111041609,1,01,1,34,M,  
201104081111041609,1,03,2,15,M,  
201104081111041609,2,02,3,21,M,02
201104081112191707,1,01,1,,M,  
2011040811DRPA1096,1,01,1,29,M,  
201104082011-07-26-1439,1,01,1,32,M,02
20110408201103270477,1,01,1,,M,  
20110408A310-2011-01868A,1,01,1,31,M,02
20110408A310-2011-01868A,2,01,2,41,F,04
20110408A310-2011-01868A,2,03,3,42,F,03
20110408OIT-11188282,1,01,1,36,M,  
20110408OIT-11188282,2,01,2,21,M,02
2011040911-001381,1,01,1,61,M,02
2011040911-001381,1,03,2,61,F,04
2011040911-015508,1,01,1,50,F,02
2011040911-015508,2,01,2,82,M,03
2011040911-016036,1,01,1,34,M,  
2011040911-016036,2,01,2,61,M,  
2011040911-016036,2,11,3,38,M,02
2011040911-021975,1,01,1,31,F,04
2011040911-021975,2,01,2,31,M,04
