id,vehicle_number,charge
20110114I-2011-08244,1,39:3-40                       
2011011611-08835,1,39;4-36                       
20110117I-2011-003086,1,                              
201101192011-1824,1,SUBPOENA                      
201101192011-1824,2,39:3-144                      
201101192011-38718,1,                              
201101192011-38718,2,39:3-76.6                     
20110122I-2011-04963,1,                              
20110122I-2011-15743,1,39:4-97                       
2011020211-35,1,                              
20110202AF11-28,1,NONE AT THIS TIME             
20110202AF11-28,2,                              
20110202PI-11-0428,1,                              
20110202PI-11-0428,2,                              
20110202PI-11-1875,1,SUSPENDED D.L.                
20110202PI-11-1901,1,                              
20110202PI-11-3371,1,RECKLESS DRIVING              
20110202PI-11-3371,2,                              
201102042011-00230,1,39:4-50 4-97 4-36             
201102042011-08128,1,                              
201102042011-14553,1,                              
201102042011-3549,1,                              
2011020511-05628,1,39:4-144                      
2011020511-05628,2,                              
20110205D030-2011-01924A,1,39:4-97                       
20110205D030-2011-01924A,2,                              
20110205D030-2011-01924A,3,19:9-1.6A                     
201102062011-052,1,                              
20110206I-2011-006546,1,                              
20110206I-2011-006546,2,                              
20110206I-2011-011021,1,                              
20110206I-2011-011021,2,                              
201102072011-009110,1,                              
201102072011-009110,2,                              
201102072011-010073,1,                              
2011021011-16793,1,39:4-144 FAILURE TO STOP OR Y?
2011021011-16793,2,39:4-144 FAILURE TO STOP OR Y?
2011021011-16793,3,39:4-97 CARELESS              
201102112011-023850,1,                              
201102112011-023850,2,39:4-50 39:4-50.2 39:4-129    
20110212B250201100021P,1,39:4-50 DWI                   
20110212B250201100021P,2,                              
20110212ER-11-05051,1,                              
20110212ER-11-05051,2,                              
20110212ER-11-07130,1,                              
20110212ER-11-07130,2,                              
201102142011:32430,1,39:4-96                       
201102142011:32430,2,39:4-85                       
20110215R007-11,1,                              
20110215R270-11,1,39:3-29-INSURANCE             
20110215R270-11,2,                              
20110215R297(A)11,1,                              
20110215R330(A)11,1,                              
20110215R359-11,1,                              
20110215R359-11,2,                              
20110215R455-11,1,                              
20110215R507-11,1,                              
20110215R507-11,2,                              
20110215R507-11,3,                              
20110215R507-11,4,                              
2011021711-06911,1,                              
2011021711-06911,2,SEE NARRATIVE (PAGE 2)        
2011021711-08281,1,                              
2011021711-08281,2,                              
2011021711-08366,1,                              
20110219I-2011-008874,1,                              
20110219I-2011-008874,2,                              
20110219I-2011-049295,1,                              
20110219I-2011-049295,2,                              
20110219I-2011-058051,1,                              
2011022011-12533,1,FAILURE TO STOP 39:4-144      
2011022011-12533,2,                              
2011022011-12533,3,                              
2011022011-7669,1,DWI                           
2011022011-9561,1,MULTIPLE TITLE 39/2C          
2011022011-9561,2,                              
20110221I-2011-028454,1,39:4-50 OPERATE MOTOR VEHICLE?
20110221I-2011-028454,2,                              
20110221I-2011-028454,3,                              
2011022211-12350,1,39:4-50                       
2011022311-11620,1,                              
2011022311-23339,1,                              
2011022311-23339,2,                              
2011022311-31110,1,                              
2011022311-46504,1,                              
2011022311-46504,2,                              
2011022311-64631,1,                              
2011022311-64631,2,                              
2011022311-64631,3,                              
2011022311-70644,1,                              
2011022311-84259,1,                              
2011022424-11-03114,1,                              
201102271103642,2,                              
201102271112422,1,                              
2011022811-006425,1,39:4-50 (#56334): 39:4-96     
2011022811-006946,1,                              
2011022811-006946,2,                              
2011022929-11-012484-309,1,                              
201102312011-019660,1,                              
201102312011-019660,2,                              
201102312011-019660,3,39:4-97 (CARELESS DRIVING)    
20110231B0602011-01905A,1,39:4-97                       
20110231B060201102107A,1,39:4-97                       
20110231B060201102107A,2,                              
20110232D030-2011-03785A,1,                              
2011023311-11672,1,39:3-4 39:4-97 39:3-10B(1)    
2011023311-11672,2,39:3-40 39:3-40E              
2011023311-13067,1,                              
2011023311-13067,2,                              
20110235MP-007252-11,1,                              
2011023611-165,1,                              
2011023611-239,1,                              
2011023611-298,1,                              
2011023611-298,2,                              
201102382011-003770,1,                              
201102382011-005285,1,                              
201102382011-005285,2,                              
2011023911-2114,1,                              
2011023911-2114,2,                              
2011023911-9720,1,                              
20110240MV-11-153,1,39:4-97                       
20110240MV-11-153,2,                              
2011024111-003541,1,                              
2011024111-004233,1,                              
2011024111-004233,2,                              
2011024211-02786,1,39:4-97                       
2011024211-02786,2,                              
2011024311-MV-49,1,39:4-97 CARELESS DRIVING      
2011024311-MV-49,2,                              
2011024311-MV-49,3,                              
2011024311-MV-53,1,39:4-88(A) 39:4-90            
2011024311MV57,1,                              
2011024311MV57,2,39:3-54.12 39:4-144           
2011024411-5265,1,                              
201102462011-8907,1,                              
201102462011-8907,2,                              
20110246I-2011-033823,1,                              
20110246I-2011-049463,1,                              
2011024811-07566,1,39:4-97                       
2011024811-12229,1,                              
2011024811-6882,1,                              
2011025011-12589,1,                              
2011025011-12589,2,                              
2011025011-14266,1,                              
2011025011-15599,1,                              
2011025011-2785,1,                              
2011025011-2785,2,                              
2011025011-2785,3,                              
2011025011-4891,1,39:4-50                       
20110251I-2011-010139,1,                              
20110251I-2011-011159,1,                              
20110251I-2011-017836,1,                              
20110251I-2011-021437,1,                              
20110251I-2011-021871,2,39:4-36 FAILURE TO YIELD TO P?
20110251I-2011-023153,1,39:4-97 CARELESS DRIVING      
20110251I-2011-023153,2,                              
20110251I-2011-023153,3,                              
201102532011-002069,1,DWI                           
201102542011-006120,1,                              
201102542011-006120,2,                              
201102562011-006215,1,DRIVING WHILE INTOXICATED     
201102562011-006215,2,                              
201102562011-008751,1,                              
201102562011-011322,1,39:4-50                       
2011025711-01358,1,                              
2011025711-01358,2,                              
2011025711-04008,2,                              
201102571107942,1,39:3-10 UNLICENSED DRIVER     
201102571107942,2,39:3-40 SUS. DL               
201102571107942,3,39:3-4 UNREGISTERED ?         
2011025811-07795,1,39:4-88B                      
201102592011-007867,1,39:4-97 39:3-4                
2011026011-022195,1,39:4-50                       
2011026011-048090,1,39:4-34                       
20110260BC-11-001796,1,                              
20110260BC-11-001796,2,                              
20110260BC-11-057898,1,39:4-96                       
20110260PD-11-058850,1,39:4-144                      
20110261TY-11-09454,1,                              
20110261TY-11-13637,1,NONE AT SCENE                 
20110262T-11-04,1,39:4-50 DWI                   
20110262T-11-04,2,39:4-96 RECKLESS DRIVING      
2011026511-00089,1,39:4-9? CARELESS DRIVING      
2011026511-00089,2,39:3-76.? NON SEAT BELT       
201102652011-00116,1,39:4-36                       
20110265WG-11-03407,1,                              
201102662011-004807/209-11,1,                              
201102662011-004807/209-11,2,                              
201102662011-4552/200-11,1,                              
201102662011-4552/200-11,2,                              
201102672011-007783,1,                              
201102672011-012820,1,39:4-36 FAIL TO YIELD TO PED. 
20110301C120-2011-00172A,1,39:4-97                       
20110301E030-2011-00535A,1,39:4-50                       
20110301E030-2011-1665A,1,                              
2011030411-2506,1,39:4-50                       
2011030411-2506,2,                              
2011030411-2506,3,                              
201103042011-14717,1,                              
201103042011-14717,2,                              
201103042011-14717,3,39:4-96                       
201103052011-3509,1,                              
201103052011-8737,1,                              
201103062011-04389,1,                              
201103062011-04389,2,39:4-97                       
2011030711-2319,1,                              
2011030711-932,1,                              
2011030711-932,2,                              
2011030711-932,3,                              
2011030842652-11,1,39:4-96                       
2011030843223-11,1,39:4-97                       
2011030843223-11,2,                              
201103102011-1824,1,39:4-50                       
20110310201103428,1,39:4-50G                      
20110310201106220,1,39:4-50 (TICKETS)             
20110310201110794,1,                              
2011031311-22388,1,39:4-90                       
2011031311-22388,2,                              
2011031311-23715,1,39:4-97                       
2011031311-23715,2,                              
2011031311-8492,1,39:4-66                       
2011031311-8492,2,                              
2011031311-9229,1,39:4-97                       
2011031311-9229,2,                              
201103132011-11569,1,39:4-97                       
201103132011-11569,2,39:4-50                       
201103132011-13524,1,39:4-144                      
201103132011-13524,2,                              
201103132011-13524,3,                              
201103152011-5692,1,39:4-88B                      
201103152011-6882,1,                              
20110315C020201100327A,1,                              
20110315C020201100328A,1,                              
20110315C020201100328A,2,                              
20110315C020201100447A,1,39:4-50                       
20110316C020201100586A,1,39:3-40                       
201103172011-3993,1,39:4-50                       
201103172011-4192,1,39:4-97                       
201103172011-5679,1,39:4-50                       
201103172011-6515,1,                              
20110318201112317,1,39:4-97                       
20110318201112317,2,                              
20110318MVA-11-10733,1,39:4-88B                      
20110318MVA11-3511,1,PENDING                       
20110318MVA11-3511,2,PENDING                       
20110318MVA11-3511,3,                              
20110318MVA11-4836,1,39:4-90                       
20110318MVA11-4836,2,                              
20110318MVA11-7022,1,39:4-50                       
20110318MVA11-7022,2,                              
2011031911-10076,1,                              
2011031911-10076,2,                              
2011031911-2090,1,                              
2011031911-7406,1,                              
2011031911-7406,2,                              
2011031911-9589,1,                              
2011031911-9589,2,SEE CASE REPORT               
201103192011-13124,1,39:3-40                       
201103192011-13124,2,39:4-97 39:6B-2               
2011032011-813,1,39:4-97                       
2011032011-813,2,                              
201103202011-3594,1,                              
201103202011-3594,2,39:4-96                       
201103202011-392,1,                              
201103202011-5046,1,                              
201103202011-5046,2,                              
201103202011-5046,3,                              
201103202011-5046,4,                              
201103202011-5046,5,39:4-97                       
201103202011-5993,1,39:4-97                       
201103202011-5993,2,                              
201103202011-5993,3,                              
201103222011-247,1,39:4-97                       
201103222011-247,2,                              
201103222011-431,1,                              
201103232011-7882,1,39:4-36                       
201103242011-03986,1,                              
201103242011-07570,1,                              
201103242011-07570,2,39:4-144                      
201103242011-27235,1,39:4-81                       
201103242011-27235,2,39:4-81                       
20110324C020-2011-00300A,1,                              
20110324C020201100329A,1,                              
20110324C020201100329A,2,                              
20110324D020-2011-00851A,1,39:4-97                       
20110324D020-2011-00851A,2,                              
20110324D020-2011-00851A,3,                              
20110324D020-2011-00851A,4,                              
20110324D020-2011-00851A,5,                              
20110324D020-2011-00851A,6,                              
201103292011-10258,1,39:4-88B                      
201103292011-6906,1,39:4-97                       
201103292011-6931,1,                              
201103292011-7137,1,39:4-88                       
201103292011-7137,2,                              
201103292011-9511,1,39:4-144                      
20110330A11-067,1,                              
20110330A11-067,2,                              
20110330A11-067,3,                              
20110332C080-2011-00199A,1,39:4-50                       
20110332C080-2011-00199A,2,39:4-144                      
20110332C080-2011-00702A,1,                              
20110333C080-2011-00349A,1,                              
20110333C080-2011-00349A,2,                              
20110333C080-2011-00490A,1,                              
20110333C080-2011-00490A,2,39:4-97                       
20110333C080-2011-00547A,1,IMPROPER U-TURN 39:4-125      
20110333C080-2011-00547A,2,                              
20110333C080-2011-00547A,3,                              
20110333C080-2011-00593A,1,                              
20110333C080-2011-00708A,1,39:4-88B                      
20110334C020-2011-00494A,1,39:4-50 DRIVING WHILE INTOXIC?
20110334C080-2011-00436A,1,                              
20110334C080-2011-00436A,2,39:4-81                       
20110334C080-2011-00436A,3,                              
20110334M11-154,1,                              
20110334M11-172,1,39:4-97                       
20110334M11-172,2,                              
20110334M11-270,1,                              
20110334M11-273,1,39:3-10                       
20110334M11-273,2,                              
20110334M11-273,3,39:4-97                       
201103372011-0059,1,39:4-50                       
201103372011-11777,1,CARELESS DRIVING              
201103372011-11777,2,NO CHARGES                    
201103372011-11807,1,                              
201103372011-3737,1,39:4-97                       
201103372011-7076,1,39:4-97                       
201103372011-7076,2,                              
201103382011-00004481,1,                              
201103382011-00009681,1,                              
201103382011-00012156,1,39:3-4                        
201103382011-00013593,1,                              
201103382011-00013599,1,39:4-67                       
201103382011-00013599,2,                              
201103382011-00014111,1,                              
201103382011-00022259,1,                              
201103382011-00024778,1,                              
201103382011-00025186,1,39:4-90                       
201103382011-00025186,2,                              
2011033961,1,                              
2011033961,2,39:4-85                       
20110339C120-2011-00003P,1,                              
201104032011300?,1,                              
201104032011300?,2,                              
20110403D02020110281A,1,                              
20110404211000325,1,                              
20110404211000325,2,39:4-50                       
20110404211000648,1,39:4-96                       
20110404211000648,2,                              
20110404211000648,3,                              
20110404211003959,1,                              
20110404211004019,1,                              
20110404211004019,2,                              
20110404A310201100288A,1,39:4-50                       
201104052011-3892,1,                              
201104052011-3892,2,                              
201104052011-3892,3,                              
201104052011-3892,4,                              
20110405T2011-299,1,                              
201104062011-032,1,39:4-97                       
201104062011-032,2,                              
201104062011-032,3,                              
201104062011-032,4,                              
201104062011-032,5,                              
2011040811-07-03-1878,1,                              
2011040811-07-17-1410,1,                              
2011040811-09-09-1090,1,                              
2011040811-09-22-1515,1,39:4-97                       
2011040811-09-22-1515,2,                              
2011040811-10-06-1083,1,                              
2011040811-11-17-0296,1,39:4-97                       
201104081101011511,1,39:3-40                       
201104081101011511,2,39:4-97                       
20110408110302-0441,1,39:4-129                      
201104081103180050,1,                              
20110408110402983,1,39:3-10                       
201104081104051257,1,                              
201104081104090773,1,                              
201104081105141637,1,                              
20110408110820-1020,1,                              
20110408110820-1020,2,                              
201104081108201338,1,                              
201104081108220627,1,39:3-40                       
20110408110824-1100,1,39:3-10                       
20110408110824-1100,2,39:4-96                       
20110408110930-1033,1,                              
20110408110930-1033,2,                              
201104081110070825,1,                              
201104081110080228,1,                              
201104081110251520,1,                              
201104081110251520,2,39:4-96                       
201104081111041609,1,39:3-10                       
201104081111041609,2,                              
201104081112191707,1,                              
2011040811DRPA1096,1,                              
201104082011-07-26-1439,1,                              
20110408201103270477,1,                              
20110408A310-2011-01868A,1,39:4-97                       
20110408A310-2011-01868A,2,                              
20110408OIT-11188282,1,39:3-10                       
20110408OIT-11188282,2,39:4-96                       
2011040911-001381,1,                              
2011040911-015508,1,                              
2011040911-015508,2,39:4-97                       
2011040911-016036,1,                              
2011040911-016036,2,39:4-97                       
2011040911-021975,1,                              
2011040911-021975,2,                              
2011040911-021975,3,39:4-97                       
2011040911-055754,1,39:4-97                       
2011040911-063826,1,NONE AT THIS TIME             
2011040911-064584,1,                              
2011040911-072744,1,                              
2011040911-072744,2,                              
2011040911-090033,1,39:4-50 39:4-96               
2011040911-090033,2,NONE AT THIS TIME             
2011040911-090033,3,NONE AT THIS TIME             
201104112011000886,1,                              
201104112011000886,2,                              
201104112011002594,1,                              
201104122011-00874,1,39:6B-2                       
201104122011-04717,1,                              
20110414110038398,1,39:4-50                       
20110414110038398,2,39:4-97                       
20110414110125552,1,                              
20110414110125552,2,                              
2011041511-025609,1,39:4-97                       
2011041511-025609,2,                              
2011041511-032655,1,                              
2011041511-3406,1,                              
2011041511-3406,2,CARELESS DRIVING              
20110415110000907,1,39:4-97                       
2011041611-006-A,1,                              
2011041611-006-A,2,                              
2011041611-209-A,1,                              
2011041611-253-A,1,                              
2011041611-253-A,2,                              
2011041720110001,1,39:4-97                       
201104182011005215,1,                              
201104182011005215,2,                              
201104182011005215,3,39:4-97                       
201104182011007091,1,39:4-96                       
2011042011-0043,1,39:4-50                       
2011042011-0043,2,                              
2011042011-0220,1,                              
2011042011-0220,2,39:4-50                       
2011042211-003421,1,                              
2011042211-003421,2,39:3-10                       
2011042211-005035,1,39:4-97                       
2011042211-005035,2,                              
2011042211-009045,1,                              
2011042211DRPA0053,1,                              
2011042311-1222-01,1,39:4-50                       
20110426201102270,1,                              
20110426201102270,2,                              
2011042711-065125,1,                              
2011042711-26387,1,                              
2011042711-33807,1,                              
2011042711-33807,2,                              
2011042711-33807,3,                              
2011042711-44311,1,                              
2011042711-44311,2,                              
2011042711-4683,1,39:4-50                       
2011042711-8555,1,39:4-96                       
2011042711-8555,2,                              
2011042711-8555,3,                              
201104272011-15957,1,39:4-50                       
201104272011-62742,1,39:4-97                       
201104302011-1051,1,                              
201104302011-1051,2,                              
201104302011-54,1,                              
2011043511-00434,1,                              
2011043511-00434,2,                              
2011043511-09913,1,                              
2011043511-09913,2,39:4-97                       
201104362011-015092,1,                              
201104362011-015651,1,                              
201104362011-015651,2,                              
201104362011-030954,1,39:4-50                       
201104362011-031934,1,39:4-50                       
201104362011-039583,1,PENDING                       
201104362011-042382,1,39:4-97                       
201104362011-042382,2,                              
201104362011-042813,1,                              
201104362011-042813,2,                              
201104362011-042813,3,                              
201104362011-047974,1,                              
201104362011-047974,2,                              
201104362011-047974,3,                              
201104362011-051542,1,                              
201104362011-051864,1,                              
201104362011-051864,2,                              
201104362011-051864,3,                              
201104362011-051864,4,                              
201104362011-051864,5,                              
201104362011-052194,1,39:4-50                       
201104362011-052351,1,                              
201104362011-052351,2,39:4-88A                      
201104362011-054800,1,                              
20110436A090-2011-00228A,1,                              
20110436A090-2011-00228A,2,39:4-97                       
20110436A160-2011-00236A,1,                              
20110504A050-2011-00114A,1,                              
20110504A050-2011-00453A,1,D.U.I                         
20110504E030-2011-00704A,1,39:4-50                       
201105052011-012368,1,                              
20110505I-2011-008982,1,39:4-50                       
20110505I-2011-008982,2,                              
20110505I-2011-008982,3,                              
20110505I-2011-010000,1,39:4-88C                      
20110505I-2011-011110,1,                              
20110505I-2011-011167,1,39:3C-19E                     
20110505I-2011-012597,1,39:4-50                       
20110505I-2011-012597,2,                              
20110505I-2011-012597,3,                              
20110505I-2011-025396,1,39:4-97                       
20110506E030-2011-01563A,1,39:4-50                       
20110506E030201101370A,1,                              
20110506E030201101370A,2,39:4-50                       
20110506I-2011-02742,1,CARELESS DRIVING              
20110506I-2011-09274,1,39:4-96 RECKLESS DRIVING      
20110506I-2011-11767,1,                              
20110506I-2011-11864,1,                              
20110506I-2011-11864,2,                              
20110506I-2011-14561,1,                              
20110506I-2011-16859,1,                              
20110506I-2011-16859,2,39:4-50                       
20110506I-2011-39309,1,                              
20110506I-2011-39309,2,39:4-50 DWI                   
20110507110017969,1,                              
2011050811-680,1,39:4-97                       
2011050811-680,2,39:4-81                       
2011050811-680,3,                              
20110511A050-2011-00044A,1,39:4-50                       
20110511A050-2011-00588A,1,39:4-97                       
20110511A050-2011-00588A,2,                              
20110511A050201100555A,1,39:4-50                       
201105142011-019074,1,FAILURE TO OBSERVE TRAFFIC SI 
201105142011-019074,2,                              
20110601BR-13275-11,1,                              
20110601BR-14639-11,1,                              
20110601BR-17556-11,1,                              
20110604A100201100089A,1,DUI UNDERAGE                  
20110606A040201100518A,1,39:4-50                       
20110607A040201100298A,1,                              
20110609A100201100428A,1,PENDING                       
20110609A100201100428A,2,                              
2011061011-013798,1,                              
2011061011-014861,1,39:4-50                       
2011061011-014861,2,                              
2011061011-014861,3,                              
2011061011-016185,1,39:3-40                       
2011061011-016185,2,39:4-96                       
2011061011-28318,1,                              
2011061011-28318,2,                              
20110610110001466,1,39:4-144                      
20110610110001466,2,                              
20110613A040201100596A,1,39:4-144                      
20110613A040201100596A,2,                              
201106142011-00004886,1,                              
201106142011-00012168,1,39:3-10                       
201106142011-00012168,2,39:4-88B                      
201106142011-00012173,1,                              
201106142011-00012173,2,                              
201106142011-00013566,1,39:4-123                      
201106142011-00013777,1,39:4-97                       
201106142011-00037943,1,2C:12-1.1                     
201106142011-00037943,2,39:3-10                       
201106142011-00049047,1,                              
201106142011-00049047,2,39:4-88A                      
201106142011-00049929,1,39:4-96                       
201106142011-00049929,2,39:4-144                      
201106142011-00053919,1,                              
201106142011-00053919,2,                              
201106142011-00053919,3,39:4-81? 39:3-13.2A           
201106142011072205,1,39:4-97                       
201106142011073623,1,                              
201106142011073623,2,                              
201106142011073623,3,                              
201106142011073935,1,39:4-90                       
201106142011073935,2,                              
201106142011076694,1,39:4-144                      
201106142011076694,2,39:3-40                       
201107012011-17595,1,                              
201107012011-6478,1,39:4-126                      
201107012011-7088,1,                              
201107012011-7088,2,                              
201107012011-7088,3,                              
201107012011-7088,4,                              
2011070211-15042,1,                              
2011070211-15042,3,                              
2011070211-21246,1,PENDING                       
2011070211-21490,1,                              
2011070211-23974,1,                              
2011070211-24338,1,                              
2011070211-25111,1,                              
2011070211-25777,1,39:4-36                       
2011070211-3089,1,                              
2011070211-7444,1,                              
201107022011-20894,1,                              
201107032011-011962,2,                              
2011070411-0530,1,39:4-97/CARELESS DRIVING      
2011070511-19467,1,                              
2011070511-19467,2,                              
2011070511-5539,1,                              
2011070511-5539,2,                              
201107072001-1644,1,NONE AT THIS TIME             
201107072001-1644,2,NONE AT THIS TIME             
201107072011-1789,1,                              
201107072011-1789,2,                              
201107072011-43,1,                              
20110709I-2011-024254,1,39:4-36 FAILURE TO YIELD TO P?
20110709I-2011-027334,1,                              
20110709I-2011-027334,2,                              
20110709I-2011-037254,1,                              
20110709I-2011-047991,1,39:4-50 DRIVING WHILE UNDER T?
20110709I-2011-063813,1,                              
20110709I-2011-075629,1,39:4-129 LEAVING THE SCENE OF?
20110709I-2011-075629,3,                              
20110709I-2011-119535,1,                              
20110709I-2011-119535,2,                              
20110710I2011-019667R,1,                              
20110713BLACK1197,1,                              
20110713RED1131,1,39:4-97                       
20110713RED832,1,                              
20110713RED832,2,                              
2011071411-12790,1,                              
2011071411-19887,1,                              
2011071411-25544,1,                              
2011071411-25544,2,                              
2011071411-25544,3,                              
2011071411-26730,1,ARREST (DWI)                  
2011071411-26730,2,                              
2011071411-26730,3,                              
2011071411-26730,4,                              
2011071411-27020,1,                              
2011071411-27020,2,                              
2011071411-30554,1,39:4-97                       
2011071411-30554,2,                              
2011071411-30554,3,                              
2011071411-30554,4,                              
2011071411-30554,5,                              
2011071411-31078,1,                              
2011071411-31078,2,                              
2011071411-32193,1,39:4-36                       
2011071411-32602,1,                              
2011071411-32602,2,                              
2011071411-38156,1,                              
2011071411-38156,2,                              
2011071411-38844,1,                              
2011071411-38844,2,                              
2011071411-39856,1,                              
2011071411-39856,2,                              
2011071411-41295,1,39:4-97                       
2011071411-42465,1,                              
2011071411-42465,2,                              
2011071411-43269,1,39:4-34                       
2011071411-45450,1,                              
2011071411-45450,2,                              
2011071411-45450,3,                              
2011071411-47257,1,                              
2011071411-47263,1,                              
2011071411-47263,2,38: 6B2                       
2011071411-51553,1,39:3-110                      
2011071411-52530,1,                              
2011071411-52530,2,AU806335-39:6B-2              
2011071411-52618,1,                              
2011071411-52618,2,                              
2011071411-5275,1,                              
2011071411-5275,2,                              
2011071411-53302,1,                              
2011071411-53302,2,NUMEROUS                      
2011071411-58143,1,FAILURE TO STOP               
2011071411-58143,2,                              
2011071411-58690,1,                              
2011071411-58690,2,                              
2011071411-62149,1,39:3-10                       
2011071411-63094,1,                              
2011071411-65561,1,                              
2011071411-66905,1,39:3-29 NO LIC.               
2011071411-69478,1,39:4-56                       
2011071411-71538,1,39:3-10                       
2011071411-71538,2,39:4-144                      
2011071411-71538,3,                              
2011071411-71844,2,PENDING INVESTIGATION         
2011071411-73601,1,39:3-10                       
2011071411-8443,1,                              
2011071411-8443,2,                              
201107141544,1,                              
2011071417414,2,                              
2011071417414,3,                              
2011071420107-11,1,                              
2011071420107-11,2,                              
201107142011-29075,1,39:3-29                       
201107142011-29075,2,39:4-96                       
201107142011-41249,1,39:6B-1                       
201107142011-41249,2,39:4-97                       
201107142011-42013,1,                              
201107142011-42013,2,                              
201107142011-47782,1,                              
201107142011-67117,1,39:3-10                       
201107142011-67117,2,39:3-76.2F                    
2011071421097-11,1,39:3-29 X2 (REG & INS)        
2011071421097-11,2,                              
2011071433384,1,39:4-81                       
2011071433384,2,39:3-29C                      
2011071433384,3,39:4-97                       
2011071433446,1,                              
2011071434756-11,1,                              
2011071434756-11,2,                              
2011071435846,1,                              
2011071435846,2,39:4-97                       
2011071437573-11,1,                              
2011071437573-11,2,                              
2011071437573-11,3,                              
2011071442098,1,39:4-97                       
2011071442098,2,                              
2011071456650,1,                              
2011071456650,2,                              
2011071456650,3,                              
2011071456650,4,                              
2011071464661,1,39:3-10                       
2011071466682,1,                              
2011071466682,2,                              
2011071466917,1,                              
2011071466917,2,                              
20110714C11001633,1,                              
20110714C11001633,2,                              
20110714D030201102624A,1,                              
20110714D030201103186A,1,                              
2011071711-14444,1,                              
2011071711-14444,2,                              
2011071711-17320,1,                              
2011071711-17320,2,                              
2011071711-21347,1,                              
2011071711-21347,2,                              
2011071711-4658,1,                              
2011071711-4658,2,                              
2011071711-4658,3,                              
2011071711-4658,4,                              
2011071711-4661,1,39:4-96                       
2011071711-4661,2,                              
201107182011-010925,1,                              
2011071911-15214,1,                              
2011071911-15214,2,                              
2011071911-16293,1,                              
2011071911-7996,1,                              
2011072211000897,1,39:4-97 CARELESS DRIVING      
2011072211000897,2,                              
2011072211009092,1,39:4-50 DRIVING WHILE INTOXIC?
2011072211034720,1,                              
201108021100005220,1,DRIVING AFTER LICENSE SUSPEND?
201108021100005220,2,FAILURE TO YIELD RIGHT OF WAY 
20110802A310201100284A,1,39:4-50                       
20110804201101897,1,39:4-144                      
20110804201101897,2,                              
20110804201103869,1,39:4-50                       
201108052011-05015,1,39:4-96                       
201108052011-05015,2,                              
201108052011-06666,1,39:4-97                       
201108052011-06666,2,                              
201108052011-10455,1,                              
201108052011-10455,2,                              
201108052011-10455,3,                              
201108052011-12083,1,39:4-50 4-96                  
201108052011-12083,2,                              
201108052011-12116,1,                              
201108052011-13446,1,                              
201108052011-13506,1,SEE PAGE 2 OF 2               
201108052011-13506,2,                              
201108052011-14324,1,39:4-97 6B-2                  
201108052011-14324,2,                              
201108052011-15175,1,39:3-40                       
201108052011-15175,2,39:4-97                       
201108052011-15243,1,IMPROPER PASSING              
201108052011-15243,2,                              
