id,vehicle_number,year,make,model,hit_run
20120206I-2012-007725,2,1995,ISUZU,RODEO, 
20120206I-2012-009823,1,2002,FORD,ESCAPE,Y
20120206I-2012-023769,1,2011,BMW,335, 
20120206I-2012-023769,2,1991,TOYOTA,PRE, 
201202072012-001215,1,1998,CHEVROLET,CAVALIER, 
201202072012-005380,2,2004,FORD,F550, 
20120209DP-12-00441,1,2007,TOYOTA,4RV, 
201202112012-005325,1,1995,HONDA,CIV, 
20120212ER-12-11549,1,2003,FORD,E-350, 
20120212ER-12-11549,2,1992,SATURN,SL1, 
201202142012:33123,1,1997,FORD,PK/UP, 
201202142012:33123,2,1989,TOYOTA,PK/UP, 
20120215BC12-013950,1,2010,VOLKSWAGEN,4DR, 
20120215BC12-013950,2,2006,HONDA,CIVIC, 
20120215BC12-013950,3,2005,MIN,MINI COOPER, 
20120215I-2012-028272,1,0   ,FORD,TAURUS, 
20120215R111-12,1,2001,TOYOTA,CAMRY, 
20120215R111-12,2,2007,NISSAN,MURANO, 
20120215R151-12,1,1999,VOLVO,GARB. TRK, 
20120215R281-12,1,2011,BMW,X3, 
20120215R281-12,2,2001,FORD,E350, 
20120216I-2012-002248,1,2003,DODGE,RAM, 
20120216I-2012-002248,2,1992,CHEVROLET,PRIZM, 
2012021712-12037,1,2003,INFINITI,G35, 
2012021712-12037,2,2011,NISSAN,ROG, 
2012021712-17250,1,2001,MERCURY,MAR, 
2012021712-17250,2,2001,HONDA,CIV, 
20120219BC-12-035621,1,2000,HONDA,CIVIC, 
2012022012-12921,1,1999,VOLKSWAGEN,BEETLE/2DR, 
2012022012-6474,1,1997,TOYOTA,CAMRY, 
2012022012-9957,1,1997,CHEVROLET,VENTURE, 
20120221I-2012-007894,1,2005,CADILLAC,SRX, 
20120221I-2012-007894,2,2011,NISSAN,RUEOG, 
20120221I-2012-032138,1,2006,STERLING,ION, 
20120221I-2012-032138,2,1998,BMW,528, 
20120222I-2012-005393,1,2009,CHEVROLET,SLV,Y
2012022312-67837,1,2007,HONDA,WGN., 
2012022312-83794,1,2006,PONTIAC,4DR., 
2012022312-89549,1,2005,CHRYSLER,WGN., 
20120225I-2012-01058,1,2006,FORD,EXPLORER, 
201202271213130,1,2005,TOYOTA,CAMRY, 
201202271213130,2,2008,FORD,FOCUS, 
201202271213130,3,0   ,TOYOTA,CAMRY, 
2012022929-12-001928-040,1,2001,FORD,FOR, 
20120229D030-2012-02031A,1,2002,FREIGHTLINER,TT, 
20120229D030-2012-02031A,2,2003,NISSAN,ALTIMA, 
20120229D030-2012-02031A,3,2001,LINCOLN,NAVIGATOR, 
201202312012-000228,1,2006,TOYOTA,COR, 
2012023212-05473,1,2005,ACURA,4 DR, 
2012023212-05473,2,2012,HYUNDAI,WAGON, 
2012023312-03619,1,2004,FORD,F-15, 
2012023312-10709,1,2003,TOYOTA,CAMRY, 
2012023312-10709,2,2004,TOYOTA,CAMRY, 
2012023312-13107,1,2010,NISSAN,SEN, 
2012023312-18058,1,2011,HARLEY DAVIDSON,MC, 
201202342012-000142,1,0   ,,,Y
20120235MP-005131-12,1,1960,BUICK,CONV, 
2012023612-144,1,2010,HARLEY DAVIDSON,MOTORCYCLE, 
2012023612-144,2,2008,NISSAN,PATHFINDER, 
2012023612-221,1,2002,DODGE,DURANGO, 
201202382012-002339,1,2005,HONDA,ACCORD, 
201202382012-002339,2,2010,HYUNDAI,ELA, 
201202382012-004776,1,2006,TOYOTA,COROLLA, 
201202382012-004776,2,2004,LEXUS,RX, 
2012023912-6828,1,2002,YAMAHA,A, 
2012023912-7937,1,2009,TOYOTA,COR, 
2012023912-7937,2,2012,HARLEY DAVIDSON,FXD, 
2012023912-9278,1,2007,TOYOTA,COR, 
2012024141-12-005680,1,2005,TOYOTA,RAV, 
2012024141-12-005680,2,2003,NISSAN,ALT, 
2012024141-12-005680,3,2011,FORD,FUSION, 
2012024141-12-005680,4,2007,CHEVROLET,TRAIL, 
2012024312-MV-38,1,2009,MERCEDES BENZ,C300, 
20120246I-2012-000255,1,2012,CHEVROLET,IMP, 
20120246I-2012-000255,2,2011,CHEVROLET,EQX, 
20120246I-2012-008365,1,2012,HONDA,ACCORD, 
20120246I-2012-009921,1,1991,BUICK,4DR, 
20120246I-2012-016686,1,2000,LINCOLN,LV, 
20120246I-2012-020047,1,2002,MCI,, 
20120246I-2012-020047,2,2007,HONDA,CBR, 
20120246I-2012-023675,1,1998,FORD,EPR, 
20120246I-2012-035598,1,2002,HYUNDAI,SANTAFE, 
20120246I-2012-035598,2,2005,ACURA,MDX, 
20120246I-2012-047226,2,2001,INTERNATIONAL,TRUCK, 
20120249I-2012-012498,1,2006,JEEP,CMD, 
20120249I-2012-012498,2,2009,TOYOTA,COROLLA, 
2012025012-14955,1,2010,CHEVROLET,CAMARO, 
2012025012-4775,1,2008,YAMAHA,MC, 
20120251I-2012-006825,1,2009,NISSAN,4 DOOR, 
20120251I-2012-023163,1,2000,ACURA,3.2, 
20120252BC-12-035190,1,2000,FORD,EXPLORER, 
201202562012-002497,1,2002,TOYOTA,COROLLA, 
201202562012-004010,1,2005,VOLKSWAGEN,JETTA, 
201202562012-004010,2,2000,FORD,EXC, 
2012025712-01760,1,1992,MAZDA,323, 
2012025712-01760,2,2006,ACURA,MDX, 
2012025712-1296,1,2002,CHRYSLER,TOW, 
20120257E040-2012-01113A,1,2010,VOLKSWAGEN,CC, 
20120257E040-2012-01113A,2,2012,TOYOTA,CAMRY, 
2012026012-025212,1,2000,FORD,F-450, 
20120260PD-12-005431,1,2010,FORD,E350, 
20120260PD-12-014307,1,2001,VOLVO,4DR, 
20120260PD-12-020206,1,1998,OLDS,4DR, 
20120260PD-12-020206,2,2004,FORD,PKUP, 
20120260PD-12-023603,1,2009,VOLKSWAGEN,CC SPORT, 
20120261TY-12-04690,1,2006,HONDA,CIV, 
20120261TY-12-05829,1,2011,HONDA,CR, 
20120261TY-12-12412,1,2012,NISSAN,VER, 
20120261TY-12-12412,2,2011,KIA,OPT, 
2012026212-041723,1,2011,SUBARU,IMPREZA, 
2012026512-5955,1,1994,TOYOTA,CAMRY, 
2012026512-9413,1,0   ,NISSAN,PATHFINDER, 
2012026512-9413,2,0   ,SUBARU,LEGACY, 
2012026512-9413,3,0   ,MERCURY,MARAUDER, 
201202662012-000761/29-12,1,2010,NISSAN,4DR, 
201202662012-000761/29-12,2,2006,DODGE,CHAL, 
2012026812-150,1,1992,OLDS,CUTLASS, 
2012026812-150,2,2005,FORD,TAURUS, 
20120269I-2012-05128,1,2004,NISSAN,PAT, 
20120269I-2012-13578,1,1993,SATURN,SL1, 
2012027012-12601,1,2011,TOYOTA,TUNDRA, 
20120301C120-2012-00013A,1,1992,TOYOTA,COROLLA, 
20120301C120-2012-00059A,1,2010,TOYOTA,PRIUS, 
20120301C120-2012-00081A,1,2012,NISSAN,JUK, 
20120301C120-2012-00081A,2,2001,NISSAN,ALTIMA, 
20120301C120-2012-00205A,1,1998,CHEVROLET,S10, 
201203042012-2747,1,2000,DODGE,, 
201203042012-2747,2,2009,FORD,, 
201203042012-3061,1,2003,DODGE,NEON, 
201203042012-5147,1,2011,VOLKSWAGEN,JETTA, 
201203042012-5147,2,2008,DODGE,CALIBER, 
201203042012-5311,1,2001,JEEP,WAGON, 
201203042012-9582,1,2004,NISSAN,ALTIMA, 
201203042012-9582,2,2001,FORD,F-150, 
20120304C020-2012-00615A,1,2007,CADILLAC,DTS, 
20120304D020-2012-00098A,1,2010,PETERBILT,TT, 
201203052012-1671,1,2007,NISSAN,MURANO, 
201203052012219257,1,2009,VOLKSWAGEN,JETTA, 
201203052012219257,2,2005,FORD,MUSTANG, 
201203062012-007816,1,2005,MAZDA,6, 
201203062012-007816,2,2007,MERCEDES BENZ,350, 
201203062012-007816,3,2008,NISSAN,PATHFINDER, 
201203062012-4321,1,2003,SUZUKI,AER, 
2012030812-5501,1,1997,MERCURY,4-DOOR, 
2012030812-5501,2,2006,NISSAN,WAGON, 
2012030812-9102,1,2011,TOYOTA,4DR, 
2012030812-9102,2,2008,FORD,E-350, 
201203082012-3906,1,1998,CHRYSLER,CONV, 
20120310201207618,1,1999,FORD,ESCORT, 
20120310201207618,2,2001,MITSUBISHI,ECLIPSE, 
20120310201207618,3,2011,MAZDA,MX3, 
20120310201209996,1,2004,PONTIAC,, 
2012031312-11293,1,2012,LINCOLN,, 
2012031312-11723,1,2004,LINCOLN,4 DR, 
2012031312-11723,2,2001,JEEP,WGN, 
2012031312-11723,3,2011,ACURA,MDX, 
2012031312-20213,1,1999,HONDA,, 
2012031312-20213,2,2012,FORD,, 
2012031312-20213,3,2008,CHRYSLER,, 
2012031312-21005,1,2002,HONDA,4DR, 
2012031312-21005,2,2012,TOYOTA,WAG, 
2012031312-22086,1,2006,HONDA,, 
2012031312-22086,2,2006,TOYOTA,, 
2012031312-22086,3,2001,BUICK,, 
2012031312-22086,4,2008,TOYOTA,, 
2012031312-22086,5,2005,CHRYSLER,, 
2012031312-24145,1,2000,FORD,, 
2012031312-24145,2,1998,TOYOTA,, 
2012031312-2553,1,1995,HONDA,4DR, 
2012031312-9103,1,2001,NISSAN,PATHFINDER, 
2012031312-9103,2,2008,BMW,4DR, 
201203132012-10720,1,2004,BUICK,4DOOR, 
201203132012-10720,2,2011,SUZUKI,MC, 
201203132012-14738,1,2012,HONDA,, 
201203132012-18659,1,2006,HYUNDAI,, 
201203132012-19212,1,1997,NISSAN,, 
201203132012-19212,2,2006,CHEVROLET,, 
201203132012-3007,1,2002,CHEVROLET,BLZ, 
201203132012-3007,2,1999,JEEP,4DR, 
201203132012-7174,1,2007,TOYOTA,4 DOOR, 
201203132012-7711,1,2001,HYUNDAI,2DR, 
20120316C020-2012-00468A,1,2009,KTM,450, 
201203172012-1229,1,2004,WEST STAR,TRUCK, 
201203172012-1229,2,2007,FREIGHTLINER,TRUCK, 
201203172012-8408,1,1999,TOYOTA,COROLLA, 
201203172012-8408,2,2012,CHEVROLET,MALIBU, 
201203172012-8748,1,2013,BMW,550,Y
20120318MVA12-2612,1,2001,VOLVO,S60, 
20120318MVA12-2612,2,2012,FORD,MUSTANG, 
2012031912-13620,1,2007,TOYOTA,CAM, 
201203202012-11064,1,1999,FORD,ECONO, 
201203202012-3282,1,2007,KAWASAKI,EX500, 
201203202012-4509,1,2012,MAZDA,3, 
201203202012-4509,2,2000,VOLVO,TRUCK, 
201203202012-4958,1,2012,HONDA,CBR250, 
201203202012-4958,2,2009,INTERNATIONAL,YELLOWBIRD, 
20120323#12-0399,1,2002,CADILLAC,ESCALADE, 
2012032312-127,1,2007,TOYOTA,WGN, 
2012032312-5634,1,2012,HARLEY DAVIDSON,MC, 
2012032312-5634,2,2012,CHEVROLET,, 
201203232012-2258,1,1999,FORD,4 DR, 
201203242012-02806,1,1997,NISSAN,ALT, 
201203242012-02806,2,1987,BMW,325, 
201203242012-06141,1,1994,CHEVROLET,CORVETTE, 
201203242012-06141,2,2008,HYUNDAI,ELANTRA, 
201203242012-07814,1,1997,MITSUBISHI,FUSO, 
201203242012-08177,1,2004,HYUNDAI,ACCENT, 
201203242012-08177,2,2006,NISSAN,ALTIMA, 
201203242012-11981,1,2002,NISSAN,SENTRA, 
201203242012-11981,2,2001,TOYOTA,PRIUS, 
201203242012-12524,1,2005,MAZDA,6, 
201203242012-13150,1,2011,BMW,X5, 
201203242012-19787,1,1997,CHEVROLET,LUM, 
201203242012-21828,1,0   ,,,Y
20120324C020-2012-00619A,1,1999,FORD,RAN, 
20120324C020-2012-00619A,2,2012,HYUNDAI,SONATA, 
20120324C020201200267A,1,2011,TOYOTA,PRIUS, 
20120324C020201200267A,2,0   ,CHEVROLET,SUBURBAN, 
20120324D020-2012-00487A,1,2011,INTERNATIONAL,99, 
20120325C020-2012-00329A,1,2009,BMW,SDN, 
20120325C020-2012-00329A,2,2007,FORD,MUSTANG, 
201203272012-0540,1,2000,HYUNDAI,ELN, 
201203272012-0540,2,2008,TOYOTA,RAV, 
201203282012-3398,1,1996,LEXUS,ES300, 
201203282012-3398,2,2000,TOYOTA,COROLLA, 
2012032912-2553,1,2011,BUICK,LAC, 
2012032912-2553,2,1997,DODGE,TK, 
2012032912SPP-78-AC,1,2007,,KTM, 
201203292012-3368,1,2001,FORD,WINDSTAR, 
20120329F,1,2007,KTM,, 
20120329F,2,2008,NISSAN,ALT, 
2012033012-5043,1,2003,MERCEDES BENZ,2DOOR, 
20120332C080-2012-00464A,1,2009,TOMO,STR, 
20120332C080-2012-00464A,2,2006,FORD,F350, 
20120333C080-2012-00099A,1,1997,MERCEDES BENZ,420, 
20120334C020-2012-00280A,1,2001,TOYOTA,COROLLA, 
20120334C020-2012-00280A,2,1994,BUICK,LE SABRE, 
20120334M12-107,1,2006,TOYOTA,CAMRY, 
20120336C120-2012-00073A,1,2012,HARLEY DAVIDSON,FLH, 
20120336C120-2012-00156A,1,1999,FORD,F350, 
201203372012-1070,1,2001,FORD,ECONOLINE, 
201203372012-5582,1,2004,TOYOTA,CAMRY, 
201203372012-5582,2,1994,CHEVROLET,S10, 
201203372012-8489,1,2002,MERCURY,SABLE, 
201203372012-8639,1,2002,FORD,TAURUS, 
201203382012-00013482,1,2010,HYUNDAI,4 DOOR, 
201203382012-00013482,2,2001,VOLKSWAGEN,JETTA, 
201203382012-00015125,1,2005,SUZUKI,GSX, 
201203382012-00015125,2,1995,TOYOTA,COROLLA, 
201203382012-00021179,1,2001,ISUZU,TROOPER, 
201203382012-00021179,2,2012,NISSAN,ALT, 
201203382012-00025107,1,2007,ISUZU,NQR, 
201203382012-00025107,2,2001,INTERNATIONAL,, 
201203382012-00025795,1,2009,CHEVROLET,TRUCK, 
201203382012-00025795,2,2002,SUZUKI,GVXL7/TR/L, 
201203382012-00025795,3,2001,MITSUBISHI,DIAMANTE, 
20120339C080-2012-00193A,1,2002,POLS,ATV, 
20120403201233367,1,2003,FORD,F150, 
20120403201233367,2,1992,FORD,TAURUS, 
20120404212001189,1,2000,DODGE,CARAVAN, 
20120404212001189,2,1986,HARLEY DAVIDSON,, 
20120404212001189,3,2002,MERCURY,SABLE, 
20120404212001189,4,2004,GMC,YUKON, 
20120404212001189,5,2004,NISSAN,TITAN, 
20120404212006829,1,2006,PONTIAC,TORRENT, 
20120404212006829,2,1999,HONDA,CRV, 
20120404A310-2012-01742A,1,2005,ACURA,RSX, 
20120404A310-2012-01742A,2,2005,FORD,450, 
201204052012-131,1,2007,FORD,F-150, 
201204052012-131,2,2009,TOYOTA,RAV 4, 
201204062012-131,1,2007,FORD,F-150/PKUP, 
201204062012-131,2,2009,TOYOTA,RAV 4, 
2012040812-02-06-2391,1,2002,CHRYSLER,WAGON, 
2012040812-03-04-0526,1,1991,ACURA,INT, 
2012040812-04-27-2243,1,1998,MITSUBISHI,GAL,Y
2012040812-04-27-2243,2,1997,MERCEDES BENZ,SABLE, 
2012040812-05-07-2054,1,2008,SUZUKI,GSXR1000, 
2012040812-05-07-2054,2,0   ,,,Y
2012040812-05790,1,2001,FORD,, 
2012040812-05790,2,2012,DODGE,, 
2012040812-06-03-1291,1,1998,CHEVROLET,LUMINA, 
2012040812-06-03-1291,2,0   ,HONDA,, 
2012040812-06-30-0750,1,2010,NAB,BUS, 
2012040812-06-30-0750,2,2007,GMC,PICK UP, 
2012040812-07-03-2410,1,2008,SUZUKI,VITARA, 
2012040812-07-03-2410,2,2000,DODGE,DURAN, 
2012040812-07-14-1415,1,1994,NISSAN,SENTRA, 
2012040812-07-14-1415,2,0   ,YAMAHA,,Y
2012040812-08-05-0289,1,2010,YAMAHA,YZFRG, 
2012040812-10-15-0001,1,2002,FORD,ECONOLINE, 
2012040812-10-15-0001,2,2007,LEXUS,ES3, 
2012040812-10-17-1402,1,0   ,,,Y
2012040812-DRPA-3081,1,2003,FORD,E250, 
2012040812.11.12.0812,1,2006,CHRYSLER,300, 
2012040812.11.12.0812,2,2011,CHEVROLET,IMPALA, 
20120408120101-1413,1,0   ,CHRYSLER,SEBRING,Y
201204081201131509,1,1999,DODGE,DURANGO, 
201204081201210435,1,2003,CHEVROLET,TAC, 
201204081201211048,1,0   ,VOLKSWAGEN,4 DR, 
201204081201232193,1,2005,CHEVROLET,EQU, 
201204081201290074,1,1993,OLDS,CIE, 
201204081204031967,1,2003,KAWASAKI,ALIGNMENT, 
201204081205151068,1,2005,CHRYSLER,4DR, 
201204081205191376,1,2008,TOYOTA,SIE, 
201204081205191376,2,2000,HONDA,929, 
201204081207091076,1,2012,FORD,ESCAPE,Y
201204081208071134,1,2002,CHEVROLET,SILV, 
201204081209091238,1,1992,CHEVROLET,CAPRICE, 
201204081209091238,2,0   ,HONDA,GOLDWING, 
2012040812121?0932,1,2003,MERCURY,, 
201204082012-01-01-0012,1,2000,LINCOLN,TC, 
201204082012-01-01-0012,4,2006,NISSAN,ARMANDO, 
201204082012-01-01-0012,5,1995,CHEVROLET,PRI, 
20120408A310-2012-01353A,1,1999,FORD,EXP, 
2012040912-003409,1,1998,FORD,EC1,Y
2012040912-003409,2,1996,GMC,JMY, 
2012040912-008404,1,2006,PONTIAC,G6, 
2012040912-008404,2,2000,VOLVO,S80, 
2012040912-009672,1,2007,HONDA,PLT, 
2012040912-013418,1,2011,VOLKSWAGEN,JET, 
2012040912-013418,2,2001,FORD,EXPL, 
2012040912-013418,3,2003,MERCURY,GMQ, 
2012040912-013418,4,2000,FORD,F-150, 
2012040912-016780,1,2002,CHEVROLET,AVA, 
2012040912-016780,2,2010,INFINITI,G37, 
2012040912-021675,1,2011,JEEP,COM, 
2012040912-022742,1,2003,DODGE,GRA, 
2012040912-026147,1,2006,CHEVROLET,IMP, 
2012040912-029263,1,2008,LINCOLN,TC, 
2012040912-029263,2,2003,TOYOTA,4RU, 
2012040912-033698,1,2011,TOYOTA,HIG, 
2012040912-033698,2,2009,TOYOTA,COA, 
2012040912-048978,1,0   ,,,Y
2012040912-051724,1,1999,GMC,JIM, 
2012040912-051724,2,2008,JEEP,WRG, 
2012040912-051724,3,2009,TOYOTA,CAM, 
2012040912-058329,1,0   ,TOYOTA,PRI, 
2012040912-061655,1,2000,JEEP,CHE, 
2012040912-062495,1,2002,FORD,TAU, 
2012040912-062495,2,1994,HONDA,DEL, 
2012041312-049,1,2003,YAMAHA,RAPTOR, 
20120413A-12-082,1,2003,HONDA,125R,Y
20120413A-12-082,2,0   ,,, 
20120414120032181,1,2000,CHRYSLER,TOWN AND, 
20120414120032181,2,1999,FORD,, 
20120414120181300,1,2000,FORD,, 
20120414120305133,1,2004,NISSAN,TRK, 
20120414A310201200812A,1,2003,BMW,SEDAN, 
2012041512-007392,1,2007,FORD,FRE, 
2012041512-009168,1,1999,ACURA,3.2 CL, 
2012041512-010232,1,1999,YAMAHA,BLASTER, 
2012041512-030119,1,2001,FORD,F150, 
2012041512-030883,1,1996,FORD,MUSTANG, 
2012041512-030883,2,2009,YAMAHA,STAR, 
2012041512-038297,1,2007,MAZDA,6, 
2012041512-048781,1,1993,MAZDA,MIATA, 
2012041512-049760,1,2008,MITSUBISHI,LANCER, 
2012041512-049771,1,2003,HYUNDAI,SANTA FE, 
2012041512-060467,1,2003,MITSUBISHI,GALANT, 
20120415A310201200439A,1,2000,CHEVROLET,CAVILER, 
2012041612-037-A,1,2011,BUICK,LUCERNE, 
2012041612-060-A,1,2008,JEEP,GRND CHER,Y
2012041612-150-A,1,2003,CHEVROLET,VEN, 
2012041612-150-A,2,2005,DODGE,RAM, 
201204162012-096A,1,1994,PONTIAC,SUNBIRD, 
201204162012-096A,2,2005,JEEP,LIBERTY, 
2012041720120226,1,1994,BUICK,, 
2012041720120226,2,2004,NISSAN,MAX, 
2012042212-001937,1,2002,CHEVROLET,AST, 
2012042212-002512,1,1996,FORD,AEROSTAR, 
2012042212-006877,1,1996,MERCURY,MAR, 
2012042212-006991,1,2012,TOYOTA,CAM, 
2012042212-006991,2,2004,HYUNDAI,SAN, 
2012042212-007203,1,1996,SUBARU,LEG, 
2012042212-007203,2,2003,FORD,, 
2012042212-009417,1,2001,DODGE,RAM, 
2012042312-0101-01,1,2004,FORD,TAUR, 
2012042312-0919-01,1,2003,FORD,, 
2012042312-0919-01,2,1998,HARLEY DAVIDSON,MC, 
201204252012000060,1,2011,HARLEY DAVIDSON,MOTORCYCL, 
201204252012000060,2,1994,MERCURY,COUGAR, 
201204252012002354,1,0   ,,,Y
201204252012002586,1,2005,HYUNDAI,ELANTRA, 
201204252012002586,2,2006,DODGE,STRATUS, 
2012042712-004668,1,2012,CHEVROLET,EQU, 
2012042712-13289,1,1998,FORD,PKUP, 
2012042712-13858,1,1994,FORD,PROBE, 
2012042712-46036,1,2007,FREIGHTLINER,TRUCK, 
2012042712-46036,2,2011,NISSAN,MURANO, 
2012042712-46036,3,1998,HONDA,4DOOR, 
2012042712-58853,1,1991,TOYOTA,CAM, 
2012042763-12A,1,2005,MAZDA,M3, 
201204282012000283,1,2006,HYUNDAI,SONATA, 
201204282012003028,1,2005,CHEVROLET,MALIBU, 
201204282012003028,2,2007,DODGE,CHARGER, 
201204282012005240,1,2001,FORD,ESCAPE, 
201204282012005240,2,2011,TOYOTA,CAMRY, 
201204282012007490,1,1995,NISSAN,PATHFINDER, 
201204302012-1512,1,1996,FORD,EXPLORER, 
201204302012-1608,1,2011,HONDA,CIVIC, 
201204302012-949,1,2009,TOYOTA,YARIS, 
201204302012-949,2,2003,CHRYSLER,TOWN/CONT, 
20120431137-12A,1,2006,MERCURY,MOU, 
20120431140-12A,1,2002,MAZDA,TRIBUTE, 
20120431140-12A,2,2004,TOYOTA,COR, 
20120431238-12A,1,2004,NISSAN,ALTIMA, 
20120431238-12A,2,2010,SUBARU,TRIBECA, 
2012043412-1006-AC,1,2008,NISSAN,ROGUE, 
2012043412-1006-AC,2,1999,CHRYSLER,SEB, 
2012043412-195-AC,1,2000,MERCEDES BENZ,E32, 
2012043412-209-AC,1,2003,DODGE,GDC, 
2012043412-530-AC,1,2009,NISSAN,ALT, 
2012043412-530-AC,2,2011,NISSAN,ROG, 
2012043412-530-AC,3,2005,FORD,ECO, 
2012043412-565-AC,1,2005,FORD,FIV, 
2012043412-649-AC,1,2001,DODGE,1500 VAN, 
2012043412-649-AC,2,2011,MAZDA,3, 
2012043412-777-AC,1,1991,HONDA,CRX, 
